timestamp,ltz1000-p18
1513938309.265,7169704.9
1513938312.617,7169706.2
1513938315.969,7169707.2
1513938319.321,7169706.4
1513938322.674,7169706.2
1513938326.025,7169706.2
1513938329.378,7169705.7
1513938332.730,7169708.5
1513938336.081,7169703.9
1513938339.434,7169723.7
1513938342.786,7169741.4
1513938346.138,7169742.9
1513938349.490,7169649.1
1513938352.842,7169541.6
1513938356.194,7169632.1
1513938359.547,7169730.8
1513938362.898,7169730.5
1513938366.251,7169734.8
1513938369.603,7169727.2
1513938372.955,7169716.3
1513938376.307,7169770.3
1513938379.659,7169716.3
1513938383.011,7169723.2
1513938386.363,7169724.2
1513938389.715,7169704.1
1513938393.068,7169714.3
1513938396.419,7169724.4
1513938399.772,7169725.2
1513938403.124,7169712.5
1513938406.475,7169717.3
1513938409.828,7169717.6
1513938413.180,7169719.4
1513938416.532,7169716.6
1513938419.884,7169717.3
1513938423.236,7169722.1
1513938426.588,7169725.2
1513938429.941,7169722.9
1513938433.292,7169722.4
1513938436.645,7169725.4
1513938439.997,7169724.4
1513938443.349,7169723.2
1513938446.701,7169723.4
1513938450.053,7169722.9
1513938453.405,7169725.2
1513938456.758,7169722.9
1513938460.109,7169725.4
1513938463.461,7169719.9
1513938466.814,7169726.0
1513938470.166,7169726.5
1513938473.518,7169726.0
1513938476.870,7169727.5
1513938480.222,7169725.4
1513938483.574,7169724.2
1513938486.926,7169721.9
1513938490.278,7169728.2
1513938493.630,7169728.5
1513938496.983,7169728.5
1513938500.334,7169729.5
1513938503.687,7169727.2
1513938507.039,7169726.5
1513938510.391,7169703.1
1513938513.743,7169718.1
1513938517.096,7169730.5
1513938520.447,7169728.2
1513938523.799,7169728.2
1513938527.152,7169728.0
1513938530.504,7169732.3
1513938533.855,7169731.3
1513938537.207,7169731.5
1513938540.560,7169724.7
1513938543.912,7169727.2
1513938547.264,7169731.3
1513938550.616,7169734.8
1513938553.968,7169733.3
1513938557.320,7169730.5
1513938560.673,7169733.1
1513938564.024,7169732.3
1513938567.376,7169729.5
1513938570.729,7169731.5
1513938574.081,7169730.5
1513938577.433,7169731.5
1513938580.785,7169726.7
1513938584.137,7169725.4
1513938587.489,7169728.4
1513938590.842,7169731.8
1513938594.193,7169731.5
1513938597.545,7169732.3
1513938600.897,7169732.8
1513938604.250,7169732.8
1513938607.601,7169737.1
1513938610.954,7169734.1
1513938614.306,7169734.1
1513938617.657,7169735.1
1513938621.010,7169732.8
1513938624.362,7169734.6
1513938627.714,7169731.0
1513938631.066,7169711.2
1513938634.418,7169728.0
1513938637.771,7169733.1
1513938641.122,7169738.9
1513938644.474,7169733.8
1513938647.827,7169735.3
1513938651.179,7169737.1
1513938654.531,7169736.6
1513938657.883,7169737.4
1513938661.235,7169739.1
1513938664.587,7169741.7
1513938667.940,7169739.6
1513938671.291,7169737.4
1513938674.643,7169738.1
1513938677.996,7169739.4
1513938681.348,7169739.6
1513938684.700,7169741.4
1513938688.052,7169737.9
1513938691.405,7169741.7
1513938694.756,7169736.1
1513938698.108,7169741.4
1513938701.461,7169741.9
1513938704.813,7169737.4
1513938708.164,7169742.2
1513938711.517,7169743.7
1513938714.869,7169743.4
1513938718.220,7169740.7
1513938721.573,7169742.2
1513938724.925,7169742.4
1513938728.277,7169740.7
1513938731.629,7169740.9
1513938734.982,7169740.7
1513938738.333,7169741.2
1513938741.685,7169742.7
1513938745.038,7169741.2
1513938748.390,7169736.3
1513938751.741,7169721.9
1513938755.094,7169745.0
1513938758.446,7169744.3
1513938761.797,7169741.9
1513938765.150,7169740.7
1513938768.502,7169744.5
1513938771.855,7169744.5
1513938775.206,7169747.8
1513938778.558,7169745.2
1513938781.911,7169743.4
1513938785.263,7169744.0
1513938788.614,7169745.0
1513938791.967,7169744.7
1513938795.319,7169746.2
1513938798.670,7169744.5
1513938802.023,7169746.2
1513938805.375,7169745.5
1513938808.728,7169743.4
1513938812.079,7169744.2
1513938815.431,7169745.7
1513938818.783,7169743.7
1513938822.135,7169744.5
1513938825.488,7169747.5
1513938828.839,7169744.0
1513938832.192,7169746.7
1513938835.544,7169745.5
1513938838.896,7169745.7
1513938842.249,7169747.8
1513938845.600,7169746.5
1513938848.952,7169746.0
1513938852.304,7169743.7
1513938855.656,7169741.7
1513938859.009,7169745.7
1513938862.361,7169744.0
1513938865.713,7169746.2
1513938869.065,7169721.4
1513938872.417,7169731.8
1513938875.769,7169743.4
1513938879.121,7169771.8
1513938882.474,7169768.0
1513938885.825,7169720.9
1513938889.177,7169560.6
1513938892.529,7169571.0
1513938895.882,7169728.7
1513938899.234,7169759.4
1513938902.585,7169756.4
1513938905.938,7169758.7
1513938909.290,7169755.9
1513938912.642,7169755.1
1513938915.994,7169757.4
1513938919.347,7169767.8
1513938922.699,7169776.4
