timestamp,lm399-p15
1512749492.957,6890105.6
1512749496.310,6890103.3
1512749499.661,6890106.9
1512749503.013,6890104.4
1512749506.366,6890105.6
1512749509.717,6890104.1
1512749513.069,6890102.8
1512749516.422,6890103.9
1512749519.774,6890103.6
1512749523.126,6890103.6
1512749526.478,6890105.6
1512749529.831,6890105.4
1512749533.182,6890104.6
1512749536.535,6890103.1
1512749539.887,6890102.6
1512749543.239,6890103.6
1512749546.591,6890100.8
1512749549.942,6890102.1
1512749553.295,6890102.1
1512749556.647,6890104.4
1512749560.000,6890103.9
1512749563.351,6890102.8
1512749566.704,6890101.8
1512749570.056,6890102.8
1512749573.408,6890103.9
1512749576.760,6890103.9
1512749580.112,6890102.6
1512749583.464,6890104.6
1512749586.816,6890105.4
1512749590.168,6890104.6
1512749593.520,6890106.6
1512749596.873,6890105.1
1512749600.224,6890105.1
1512749603.577,6890103.6
1512749606.929,6890104.1
1512749610.281,6890101.1
1512749613.633,6890102.1
1512749616.985,6890105.1
1512749620.337,6890106.4
1512749623.689,6890103.6
1512749627.042,6890104.1
1512749630.393,6890103.9
1512749633.746,6890103.9
1512749637.098,6890102.8
1512749640.450,6890103.1
1512749643.802,6890103.3
1512749647.154,6890104.4
1512749650.507,6890102.1
1512749653.859,6890101.1
1512749657.210,6890103.3
1512749660.563,6890103.6
1512749663.914,6890100.8
1512749667.267,6890097.3
1512749670.619,6890096.6
1512749673.971,6890100.3
1512749677.323,6890098.0
1512749680.675,6890099.8
1512749684.028,6890101.3
1512749687.379,6890103.1
1512749690.732,6890104.6
1512749694.084,6890104.9
1512749697.436,6890104.4
1512749700.788,6890103.6
1512749704.141,6890102.6
1512749707.492,6890103.1
1512749710.844,6890099.8
1512749714.197,6890099.5
1512749717.548,6890100.6
1512749720.901,6890099.3
1512749724.252,6890100.1
1512749727.605,6890099.5
1512749730.957,6890101.6
1512749734.310,6890104.1
1512749737.661,6890102.3
1512749741.013,6890102.6
1512749744.366,6890105.4
1512749747.717,6890105.1
1512749751.070,6890104.9
1512749754.422,6890104.9
1512749757.774,6890104.4
1512749761.126,6890105.1
1512749764.478,6890105.4
1512749767.831,6890104.9
1512749771.182,6890105.6
1512749774.534,6890105.6
1512749777.887,6890106.4
1512749781.238,6890106.9
1512749784.591,6890103.9
1512749787.943,6890106.1
1512749791.295,6890103.3
1512749794.647,6890103.3
1512749798.000,6890105.9
1512749801.352,6890102.3
1512749804.703,6890104.9
1512749808.056,6890104.7
1512749811.408,6890103.9
1512749814.760,6890103.6
1512749818.112,6890103.3
1512749821.465,6890102.1
1512749824.816,6890100.3
1512749828.168,6890098.0
1512749831.521,6890097.3
1512749834.872,6890098.5
1512749838.225,6890100.6
1512749841.576,6890101.1
1512749844.929,6890104.1
1512749848.281,6890103.1
1512749851.633,6890102.8
1512749854.985,6890101.8
1512749858.337,6890103.3
1512749861.690,6890102.6
1512749865.041,6890103.6
1512749868.394,6890102.6
1512749871.746,6890102.6
1512749875.098,6890103.1
1512749878.450,6890105.9
1512749881.802,6890104.6
1512749885.154,6890105.4
1512749888.506,6890103.6
1512749891.858,6890101.8
1512749895.211,6890103.6
1512749898.562,6890102.6
1512749901.915,6890101.1
1512749905.267,6890106.1
1512749908.619,6890106.6
1512749911.971,6890105.4
1512749915.324,6890105.4
1512749918.675,6890104.6
1512749922.028,6890108.2
1512749925.380,6890106.4
1512749928.732,6890107.9
1512749932.084,6890107.2
1512749935.436,6890105.4
1512749938.788,6890106.6
1512749942.140,6890107.9
1512749945.492,6890108.2
1512749948.845,6890107.7
1512749952.196,6890109.7
1512749955.549,6890108.7
1512749958.901,6890105.9
1512749962.253,6890110.2
1512749965.605,6890110.2
1512749968.957,6890109.7
1512749972.309,6890108.2
1512749975.661,6890108.4
1512749979.014,6890107.9
1512749982.365,6890106.9
1512749985.718,6890106.6
1512749989.070,6890104.4
1512749992.422,6890102.1
1512749995.774,6890103.6
1512749999.126,6890103.6
1512750002.478,6890100.8
1512750005.831,6890102.6
1512750009.182,6890101.8
1512750012.535,6890101.3
1512750015.887,6890100.8
1512750019.239,6890101.3
1512750022.591,6890101.1
1512750025.943,6890103.3
1512750029.295,6890101.3
1512750032.647,6890101.8
1512750035.999,6890101.8
1512750039.351,6890102.6
1512750042.704,6890102.1
1512750046.055,6890100.8
1512750049.408,6890101.1
1512750052.760,6890100.6
1512750056.112,6890100.8
1512750059.464,6890102.1
1512750062.816,6890102.6
1512750066.168,6890102.1
1512750069.520,6890102.8
1512750072.873,6890101.8
1512750076.224,6890101.6
1512750079.577,6890101.6
1512750082.929,6890102.1
1512750086.281,6890099.0
1512750089.640,6890100.3
1512750092.986,6890099.8
1512750096.337,6890101.1
1512750099.689,6890100.6
1512750103.042,6890101.3
1512750106.393,6890097.3
1512750109.746,6890099.0
1512750113.098,6890100.1
1512750116.450,6890101.1
1512750119.803,6890099.5
1512750123.154,6890101.6
1512750126.506,6890100.1
1512750129.859,6890101.8
1512750133.210,6890101.3
1512750136.563,6890102.1
1512750139.915,6890101.3
1512750143.267,6890100.8
1512750146.619,6890102.6
1512750149.972,6890101.3
1512750153.323,6890102.3
1512750156.675,6890100.6
1512750160.028,6890100.1
1512750163.379,6890101.6
1512750166.732,6890104.1
1512750170.084,6890102.6
1512750173.436,6890103.3
1512750176.788,6890104.9
1512750180.140,6890104.9
1512750183.492,6890105.4
1512750186.844,6890104.9
1512750190.197,6890103.9
1512750193.549,6890104.1
1512750196.900,6890103.9
1512750200.253,6890101.6
1512750203.604,6890103.6
1512750206.957,6890101.6
1512750210.309,6890102.1
1512750213.661,6890102.3
1512750217.013,6890101.8
1512750220.366,6890102.1
1512750223.717,6890099.8
1512750227.070,6890101.3
1512750230.468,6890101.8
1512750233.774,6890101.8
1512750237.125,6890102.3
1512750240.478,6890100.6
1512750243.830,6890099.3
1512750247.182,6890100.8
1512750250.534,6890101.2
1512750253.887,6890102.1
1512750257.239,6890101.8
1512750260.591,6890102.1
1512750263.943,6890100.1
1512750267.295,6890100.8
1512750270.647,6890100.1
1512750273.999,6890100.6
1512750277.351,6890099.8
1512750280.703,6890101.6
1512750284.056,6890101.3
1512750287.407,6890100.8
1512750290.760,6890101.6
1512750294.112,6890102.6
1512750297.463,6890099.8
1512750300.816,6890100.8
1512750304.168,6890100.6
1512750307.520,6890102.6
1512750310.872,6890101.3
1512750314.225,6890101.6
1512750317.576,6890103.3
1512750320.928,6890102.1
1512750324.281,6890102.8
1512750327.633,6890102.3
1512750330.985,6890101.6
1512750334.337,6890101.1
1512750337.689,6890101.6
1512750341.041,6890100.6
1512750344.394,6890102.3
1512750347.745,6890101.8
1512750351.156,6890101.8
1512750354.450,6890102.8
1512750357.802,6890101.3
1512750361.154,6890102.8
1512750364.506,6890102.1
1512750367.858,6890103.3
1512750371.210,6890101.6
1512750374.562,6890100.6
1512750377.914,6890102.8
1512750381.267,6890101.1
1512750384.619,6890100.8
1512750387.971,6890102.8
1512750391.323,6890101.6
1512750394.674,6890102.1
1512750398.027,6890103.1
1512750401.379,6890105.1
1512750404.732,6890105.4
1512750408.083,6890103.6
1512750411.436,6890101.6
1512750414.788,6890101.3
1512750418.139,6890101.8
1512750421.492,6890103.1
1512750424.844,6890101.8
1512750428.196,6890101.3
1512750431.548,6890100.3
1512750434.900,6890101.6
1512750438.253,6890102.1
1512750441.604,6890101.1
1512750444.957,6890101.6
1512750448.308,6890101.8
1512750451.661,6890101.6
1512750455.013,6890101.1
1512750458.365,6890099.5
1512750461.717,6890098.0
1512750465.069,6890095.6
1512750468.421,6890096.2
1512750471.774,6890097.0
1512750475.125,6890095.7
1512750478.478,6890097.5
1512750481.830,6890099.0
1512750485.181,6890097.3
1512750488.534,6890098.5
1512750491.886,6890098.8
1512750495.238,6890098.0
1512750498.590,6890098.5
1512750501.943,6890098.9
1512750505.294,6890099.0
1512750508.647,6890097.5
1512750511.999,6890099.0
1512750515.351,6890100.1
1512750518.703,6890103.3
1512750522.056,6890104.4
1512750525.407,6890105.6
1512750528.759,6890104.9
1512750532.112,6890104.4
1512750535.463,6890103.9
1512750538.816,6890103.9
1512750542.168,6890103.6
1512750545.520,6890104.0
1512750548.872,6890105.1
1512750552.225,6890105.4
1512750555.576,6890103.3
1512750558.928,6890102.8
1512750562.281,6890104.6
1512750565.639,6890102.6
1512750568.985,6890101.8
1512750572.337,6890101.6
1512750575.689,6890098.5
1512750579.041,6890099.3
1512750582.394,6890098.0
1512750585.745,6890094.7
1512750589.098,6890094.2
1512750592.449,6890095.2
1512750595.802,6890095.0
1512750599.154,6890095.5
1512750602.506,6890096.5
1512750605.858,6890095.2
1512750609.210,6890097.8
1512750612.562,6890099.5
1512750615.915,6890098.8
1512750619.267,6890097.5
1512750622.619,6890097.8
1512750625.971,6890097.3
1512750629.323,6890097.5
1512750632.675,6890101.6
1512750636.027,6890099.5
1512750639.380,6890099.0
1512750642.731,6890096.6
1512750646.084,6890098.0
1512750649.436,6890099.3
1512750652.788,6890098.3
1512750656.140,6890098.3
1512750659.492,6890097.8
1512750662.844,6890097.3
1512750666.196,6890099.3
1512750669.549,6890099.0
1512750672.900,6890098.5
1512750676.253,6890099.0
1512750679.605,6890098.8
1512750682.956,6890097.5
1512750686.309,6890099.5
1512750689.661,6890100.8
1512750693.013,6890099.5
1512750696.365,6890099.5
1512750699.718,6890101.3
1512750703.070,6890102.3
1512750706.421,6890101.6
1512750709.774,6890098.8
1512750713.126,6890098.0
1512750716.478,6890100.6
1512750719.830,6890098.5
1512750723.182,6890098.0
1512750726.535,6890099.0
1512750729.886,6890098.3
1512750733.238,6890097.0
1512750736.591,6890099.8
1512750739.942,6890099.5
1512750743.295,6890097.5
1512750746.647,6890098.5
1512750749.999,6890097.5
1512750753.351,6890097.3
1512750756.703,6890097.3
1512750760.056,6890097.0
1512750763.407,6890098.5
1512750766.760,6890097.5
1512750770.112,6890098.3
1512750773.464,6890100.1
1512750776.816,6890102.8
1512750780.169,6890103.6
1512750783.521,6890104.4
1512750786.872,6890104.6
1512750790.225,6890103.3
1512750793.576,6890104.4
1512750796.929,6890102.1
1512750800.281,6890101.3
1512750803.632,6890101.6
1512750806.985,6890101.3
1512750810.337,6890101.3
1512750813.689,6890101.6
1512750817.041,6890102.1
1512750820.394,6890101.3
1512750823.745,6890101.1
1512750827.098,6890100.3
1512750830.468,6890101.8
1512750833.802,6890100.6
1512750837.154,6890101.8
1512750840.506,6890102.3
1512750843.858,6890103.6
1512750847.211,6890101.8
1512750850.562,6890101.3
1512750853.915,6890101.6
1512750857.267,6890099.0
1512750860.618,6890099.8
1512750863.971,6890100.6
1512750867.322,6890099.5
1512750870.675,6890100.6
1512750874.027,6890100.8
1512750877.379,6890101.3
1512750880.731,6890101.3
1512750884.084,6890100.6
1512750887.435,6890100.3
1512750890.788,6890100.3
1512750894.140,6890100.6
1512750897.492,6890099.8
1512750900.844,6890105.1
1512750904.196,6890104.4
1512750907.548,6890104.1
1512750910.900,6890104.9
1512750914.253,6890105.9
1512750917.605,6890101.3
1512750920.957,6890100.6
1512750924.309,6890100.8
1512750927.660,6890099.8
1512750931.013,6890101.1
1512750934.365,6890101.8
1512750937.717,6890099.8
1512750941.069,6890100.8
1512750944.421,6890101.1
1512750947.774,6890100.8
1512750951.126,6890099.0
1512750954.478,6890099.8
1512750957.830,6890101.1
1512750961.182,6890101.6
1512750964.534,6890101.6
1512750967.886,6890100.8
1512750971.238,6890104.4
1512750974.591,6890103.9
1512750977.942,6890104.4
1512750981.294,6890104.4
1512750984.647,6890103.9
1512750987.998,6890104.6
1512750991.351,6890104.1
1512750994.703,6890103.6
1512750998.055,6890103.9
1512751001.407,6890104.1
1512751004.759,6890105.1
1512751008.112,6890103.1
1512751011.463,6890103.6
1512751014.816,6890103.1
1512751018.167,6890104.1
1512751021.520,6890103.9
1512751024.872,6890103.6
1512751028.223,6890102.6
1512751031.576,6890103.6
1512751034.928,6890104.1
1512751038.280,6890104.1
1512751041.632,6890104.6
1512751044.985,6890104.4
1512751048.337,6890105.6
1512751051.688,6890105.1
1512751055.041,6890104.4
1512751058.393,6890100.1
1512751061.745,6890101.3
1512751065.097,6890102.6
1512751068.448,6890101.6
1512751071.801,6890102.8
1512751075.153,6890102.1
1512751078.505,6890104.1
1512751081.858,6890104.4
1512751085.209,6890103.9
1512751088.562,6890104.6
1512751091.913,6890106.1
1512751095.266,6890106.4
1512751098.618,6890104.6
1512751101.970,6890103.3
1512751105.322,6890104.9
1512751108.674,6890103.3
1512751112.026,6890100.8
1512751115.379,6890100.3
1512751118.730,6890101.6
1512751122.082,6890101.8
1512751125.435,6890100.6
1512751128.786,6890100.3
1512751132.139,6890101.1
1512751135.491,6890101.8
1512751138.843,6890103.3
1512751142.195,6890102.6
1512751145.547,6890102.3
1512751148.899,6890101.8
1512751152.251,6890103.9
1512751155.604,6890104.9
1512751158.955,6890102.6
1512751162.308,6890101.3
1512751165.660,6890102.3
1512751169.011,6890101.3
1512751172.364,6890102.8
1512751175.716,6890104.4
1512751179.068,6890102.1
1512751182.420,6890103.1
1512751185.773,6890102.8
1512751189.124,6890103.1
1512751192.476,6890103.6
1512751195.828,6890102.3
1512751199.181,6890102.8
1512751202.532,6890102.8
1512751205.885,6890103.9
1512751209.237,6890101.6
1512751212.589,6890102.3
1512751215.941,6890101.6
1512751219.294,6890103.6
1512751222.645,6890102.6
1512751225.997,6890101.8
1512751229.350,6890101.3
1512751232.701,6890099.8
1512751236.054,6890098.5
1512751239.406,6890102.1
1512751242.758,6890102.6
1512751246.110,6890102.1
1512751249.462,6890102.3
1512751252.814,6890101.6
1512751256.166,6890100.8
1512751259.519,6890100.8
1512751262.871,6890099.3
1512751266.222,6890100.6
1512751269.575,6890100.8
1512751272.927,6890103.3
1512751276.278,6890102.8
1512751279.631,6890103.9
1512751282.983,6890102.8
1512751286.335,6890103.6
1512751289.688,6890103.6
1512751293.039,6890103.3
1512751296.392,6890099.0
1512751299.743,6890102.1
1512751303.096,6890100.7
1512751306.448,6890100.8
1512751309.800,6890100.6
1512751313.152,6890099.0
1512751316.504,6890099.8
