timestamp,resistance,oven_c,ambient_c
1530886603.5,12056.1985,20.789371,21.238
1530886604.08,12056.357,20.789079,21.238
1530886604.64,12056.3496,20.789092,21.238
1530886605.2,12056.2729,20.789234,21.238
1530886605.76,12056.138,20.789482,21.236
1530886606.32,12056.0105,20.789717,21.236
1530886606.88,12055.8588,20.789996,21.236
1530886607.44,12055.7113,20.790268,21.236
1530886608.0,12055.5661,20.790535,21.236
1530886608.56,12055.4209,20.790802,21.236
1530886609.11,12055.2756,20.791070,21.242
1530886609.67,12055.1589,20.791285,21.242
1530886610.23,12055.0218,20.791537,21.242
1530886610.79,12054.8707,20.791816,21.242
1530886611.35,12054.7203,20.792093,21.242
1530886611.91,12054.5787,20.792353,21.245
1530886612.47,12054.4607,20.792571,21.245
1530886613.03,12054.2675,20.792926,21.245
1530886613.59,12054.1156,20.793206,21.245
1530886614.15,12053.9917,20.793434,21.245
1530886614.71,12053.8479,20.793699,21.245
1530886615.27,12053.7145,20.793945,21.25
1530886615.83,12053.577,20.794198,21.25
1530886616.39,12053.4547,20.794423,21.25
1530886616.95,12053.2954,20.794717,21.25
1530886617.51,12053.1317,20.795018,21.25
1530886618.07,12052.9791,20.795299,21.25
1530886618.63,12052.8132,20.795605,21.25
1530886619.19,12052.7398,20.795740,21.25
1530886619.75,12052.2982,20.796554,21.25
1530886620.31,12052.8475,20.795542,21.25
1530886620.87,12052.3919,20.796381,21.25
1530886621.43,12051.3449,20.798310,21.252
1530886621.99,12047.9362,20.804590,21.252
1530886622.55,12041.2285,20.816955,21.252
1530886623.11,12031.2216,20.835416,21.252
1530886623.66,12018.4823,20.858944,21.252
1530886624.22,12003.5121,20.886628,21.251
1530886624.78,11987.0246,20.917165,21.251
1530886625.34,11969.5016,20.949673,21.251
1530886625.9,11951.3028,20.983492,21.251
1530886626.46,11932.8527,21.017838,21.251
1530886627.02,11914.264,21.052505,21.251
1530886627.58,11895.8139,21.086975,21.25
1530886628.14,11877.7508,21.120781,21.25
1530886628.7,11859.8876,21.154272,21.25
1530886629.26,11842.3811,21.187150,21.25
1530886629.82,11825.2131,21.219447,21.25
1530886630.38,11808.3503,21.251222,21.244
1530886630.94,11791.9181,21.282237,21.244
1530886631.5,11775.918,21.312483,21.244
1530886632.06,11760.3749,21.341911,21.244
1530886632.62,11745.3516,21.370398,21.244
1530886633.18,11730.7154,21.398190,21.244
1530886633.74,11716.506,21.425211,21.244
1530886634.3,11702.8914,21.451136,21.244
1530886634.86,11689.6515,21.476380,21.244
1530886635.42,11676.8732,21.500776,21.244
1530886635.98,11664.496,21.524436,21.244
1530886636.54,11652.5168,21.547362,21.245
1530886637.1,11640.941,21.569542,21.245
1530886637.66,11629.7798,21.590951,21.245
1530886638.22,11618.9552,21.611738,21.245
1530886638.78,11608.4639,21.631905,21.245
1530886639.33,11598.3139,21.651437,21.245
1530886639.89,11588.4338,21.670468,21.255
1530886640.45,11578.8194,21.689006,21.255
1530886641.01,11569.5379,21.706918,21.255
1530886641.57,11560.4379,21.724496,21.255
1530886642.13,11551.6437,21.741499,21.255
1530886642.69,11543.07,21.758089,21.248
1530886643.25,11534.7743,21.774155,21.248
1530886643.81,11526.5795,21.790039,21.248
1530886644.37,11518.6826,21.805358,21.248
1530886644.93,11510.8447,21.820574,21.248
1530886645.54,11502.625,21.836544,21.251
1530886646.1,11495.0672,21.851240,21.251
1530886646.66,11487.7351,21.865508,21.251
1530886647.22,11480.4273,21.879739,21.251
1530886647.78,11473.4277,21.893379,21.251
1530886648.34,11466.4819,21.906924,21.251
1530886648.9,11459.632,21.920291,21.251
1530886649.46,11452.9545,21.933331,21.251
1530886650.02,11446.3804,21.946177,21.251
1530886650.58,11439.9691,21.958714,21.251
1530886651.13,11433.5756,21.971223,21.251
1530886651.69,11427.308,21.983494,21.256
1530886652.25,11421.0494,21.995756,21.256
1530886652.81,11414.95,22.007712,21.256
1530886653.37,11408.9221,22.019536,21.256
1530886653.93,11402.9871,22.031185,21.256
1530886654.49,11397.0963,22.042754,21.256
1530886655.05,11391.2188,22.054303,21.254
1530886655.61,11385.5574,22.065435,21.254
1530886656.17,11379.8505,22.076662,21.254
1530886656.73,11374.2864,22.087615,21.254
1530886657.29,11368.7708,22.098478,21.254
1530886657.85,11363.2797,22.109299,21.255
1530886658.41,11357.8548,22.119996,21.255
1530886658.97,11352.498,22.130564,21.255
1530886659.53,11347.2037,22.141014,21.255
1530886660.09,11342.0111,22.151269,21.255
1530886660.65,11336.8052,22.161556,21.255
1530886661.21,11331.6746,22.171699,21.251
1530886661.77,11326.5704,22.181795,21.251
1530886662.33,11321.5518,22.191727,21.251
1530886662.89,11316.556,22.201620,21.251
1530886663.45,11311.6296,22.211379,21.251
1530886664.01,11306.7562,22.221038,21.244
1530886664.57,11301.919,22.230631,21.244
1530886665.13,11297.169,22.240055,21.244
1530886665.68,11292.4203,22.249481,21.244
1530886666.24,11287.7489,22.258758,21.244
1530886666.8,11283.023,22.268148,21.244
1530886667.36,11278.4262,22.277285,21.244
1530886667.92,11273.833,22.286420,21.244
1530886668.48,11269.3225,22.295395,21.244
1530886669.04,11264.7949,22.304407,21.244
1530886669.6,11260.2953,22.313368,21.244
1530886670.16,11255.7523,22.322420,21.247
1530886670.72,11251.3242,22.331247,21.247
1530886671.28,11246.8984,22.340073,21.247
1530886671.84,11242.5014,22.348846,21.247
1530886672.4,11238.1389,22.357553,21.247
1530886672.96,11233.8591,22.366100,21.247
1530886673.52,11229.566,22.374677,21.251
1530886674.08,11225.2905,22.383222,21.251
1530886674.64,11221.0195,22.391762,21.251
1530886675.2,11216.7897,22.400224,21.251
1530886675.76,11212.6551,22.408499,21.251
1530886676.32,11208.4497,22.416918,21.252
1530886676.88,11204.3151,22.425200,21.252
1530886677.44,11200.2048,22.433437,21.252
1530886678.0,11196.1697,22.441526,21.252
1530886678.56,11192.0632,22.449762,21.252
1530886679.12,11188.0148,22.457884,21.252
1530886679.68,11183.9738,22.465995,21.251
1530886680.24,11179.9882,22.473999,21.251
1530886680.79,11176.1088,22.481792,21.251
1530886681.35,11172.1688,22.489710,21.251
1530886681.91,11168.1927,22.497704,21.251
1530886682.47,11164.3323,22.505469,21.259
1530886683.03,11160.604,22.512970,21.259
1530886683.59,11156.6286,22.520972,21.259
1530886684.15,11152.8221,22.528638,21.259
1530886684.71,11148.9603,22.536417,21.259
1530886685.3,11144.9908,22.544417,21.261
1530886685.86,11141.1312,22.552199,21.261
1530886686.42,11137.3276,22.559870,21.261
1530886686.98,11133.5675,22.567457,21.261
1530886687.54,11129.7034,22.575257,21.261
1530886688.1,11125.9338,22.582869,21.261
1530886688.66,11122.0816,22.590651,21.257
1530886689.22,11118.3318,22.598229,21.257
1530886689.78,11114.4676,22.606041,21.257
1530886690.34,11110.6765,22.613709,21.257
1530886690.9,11106.9401,22.621268,21.257
1530886691.46,11103.1763,22.628887,21.265
1530886692.02,11099.4472,22.636438,21.265
1530886692.58,11095.78,22.643866,21.265
1530886693.14,11092.1045,22.651314,21.265
1530886693.7,11088.4698,22.658682,21.265
1530886694.26,11084.8498,22.666024,21.265
1530886694.82,11081.2814,22.673263,21.275
1530886695.38,11077.6607,22.680611,21.275
