si7021_c,si7021_h,set,input,output
20.053,56.233,400,4.465,255.00
20.053,56.202,400,4.371,255.00
20.042,56.180,400,4.422,255.00
20.075,56.195,400,4.424,255.00
20.053,56.202,400,4.402,255.00
20.053,56.202,400,4.393,255.00
20.053,56.187,400,4.391,255.00
20.053,56.195,400,4.383,255.00
20.064,56.180,400,4.418,255.00
20.075,56.195,400,4.402,255.00
20.064,56.195,400,4.420,255.00
20.064,56.187,400,4.406,255.00
20.053,56.195,400,4.418,255.00
20.064,56.195,400,4.367,255.00
20.053,56.180,400,4.395,255.00
20.085,56.195,400,4.422,255.00
20.064,56.195,400,4.424,255.00
20.064,56.202,400,4.389,255.00
20.064,56.195,400,4.381,255.00
20.075,56.210,400,4.428,255.00
20.053,56.202,400,4.400,255.00
20.053,56.195,400,4.393,255.00
20.075,56.218,400,4.412,255.00
20.064,56.195,400,4.402,255.00
20.075,56.195,400,4.387,255.00
20.075,56.195,400,4.393,255.00
20.085,56.202,400,4.418,255.00
20.085,56.210,400,4.387,255.00
20.042,56.210,400,4.410,255.00
20.085,56.210,400,4.406,255.00
20.064,56.210,400,4.420,255.00
20.096,56.210,400,4.422,255.00
20.096,56.202,400,4.375,255.00
20.096,56.195,400,4.404,255.00
20.085,56.210,400,4.402,255.00
20.085,56.202,400,4.414,255.00
20.096,56.202,400,4.404,255.00
20.085,56.210,400,4.387,255.00
20.096,56.210,400,4.416,255.00
20.096,56.218,400,4.393,255.00
20.085,56.202,400,4.418,255.00
20.118,56.218,400,4.424,255.00
20.085,56.218,400,4.412,255.00
20.107,56.210,400,4.406,255.00
20.096,56.210,400,4.385,255.00
20.107,56.195,400,4.434,255.00
20.128,56.233,400,4.412,255.00
20.096,56.210,400,4.391,255.00
20.096,56.210,400,4.381,255.00
20.107,56.225,400,4.408,255.00
20.085,56.225,400,4.402,255.00
20.096,56.225,400,4.424,255.00
20.096,56.218,400,4.432,255.00
20.107,56.241,400,4.387,255.00
20.107,56.248,400,4.379,255.00
20.096,56.248,400,4.381,255.00
20.128,56.248,400,4.424,255.00
20.107,56.218,400,4.410,255.00
20.107,56.241,400,4.406,255.00
20.118,56.241,400,4.457,255.00
20.118,56.233,400,4.408,255.00
20.128,56.233,400,4.432,255.00
20.128,56.248,400,4.420,255.00
20.118,56.241,400,4.461,255.00
20.139,56.233,400,4.404,255.00
20.128,56.233,400,4.393,255.00
20.128,56.256,400,4.430,255.00
20.128,56.248,400,4.441,255.00
20.150,56.263,400,4.455,255.00
20.139,56.248,400,4.400,255.00
20.150,56.248,400,4.402,255.00
20.139,56.248,400,4.389,255.00
20.139,56.263,400,4.406,255.00
20.150,56.248,400,4.402,255.00
20.150,56.256,400,4.393,255.00
20.150,56.248,400,4.428,255.00
20.150,56.248,400,4.400,255.00
20.150,56.248,400,4.449,255.00
20.139,56.263,400,4.396,255.00
20.171,56.263,400,4.400,255.00
20.150,56.256,400,4.416,255.00
20.150,56.241,400,4.398,255.00
20.160,56.263,400,4.428,255.00
20.150,56.256,400,4.418,255.00
20.182,56.263,400,4.418,255.00
20.160,56.248,400,4.420,255.00
20.150,56.263,400,4.443,255.00
20.193,56.263,400,4.404,255.00
20.171,56.271,400,4.418,255.00
20.171,56.248,400,4.428,255.00
20.171,56.271,400,4.426,255.00
20.171,56.263,400,4.434,255.00
20.182,56.271,400,4.439,255.00
20.182,56.263,400,4.434,255.00
20.160,56.263,400,4.387,255.00
20.203,56.263,400,4.402,255.00
20.182,56.256,400,4.424,255.00
20.203,56.263,400,4.416,255.00
20.182,56.248,400,4.408,255.00
20.193,56.263,400,4.432,255.00
20.182,56.248,400,4.389,255.00
20.193,56.263,400,4.398,255.00
20.203,56.271,400,4.410,255.00
20.193,56.271,400,4.387,255.00
20.203,56.256,400,4.420,255.00
20.214,56.279,400,4.406,255.00
20.203,56.263,400,4.400,255.00
20.203,56.271,400,4.391,255.00
20.225,56.294,400,4.410,255.00
20.193,56.271,400,4.449,255.00
20.203,56.271,400,4.447,255.00
20.225,56.279,400,4.430,255.00
20.203,56.248,400,4.393,255.00
20.214,56.271,400,4.451,255.00
20.214,56.279,400,4.416,255.00
20.225,56.263,400,4.412,255.00
20.203,56.271,400,4.412,255.00
20.235,56.263,400,4.428,255.00
20.225,56.271,400,4.357,255.00
20.225,56.271,400,4.463,255.00
20.235,56.271,400,4.457,255.00
20.235,56.271,400,4.439,255.00
20.257,56.279,400,4.414,255.00
20.235,56.263,400,4.414,255.00
20.235,56.263,400,4.379,255.00
20.235,56.271,400,4.439,255.00
20.246,56.271,400,4.412,255.00
20.235,56.263,400,4.424,255.00
20.235,56.263,400,4.404,255.00
20.235,56.256,400,4.389,255.00
20.235,56.263,400,4.385,255.00
20.268,56.263,400,4.406,255.00
20.257,56.263,400,4.404,255.00
20.257,56.263,400,4.438,255.00
20.268,56.256,400,4.395,255.00
20.235,56.271,400,4.416,255.00
20.257,56.241,400,4.420,255.00
20.278,56.248,400,4.408,255.00
20.257,56.256,400,4.436,255.00
20.278,56.256,400,4.396,255.00
20.289,56.241,400,4.414,255.00
20.278,56.233,400,4.398,255.00
20.268,56.241,400,4.426,255.00
20.278,56.256,400,4.447,255.00
20.278,56.248,400,4.416,255.00
20.289,56.248,400,4.432,255.00
20.278,56.256,400,4.445,255.00
