timestamp,temp_c
1516602619.964,24.2597
1516602620.963,24.2704
1516602621.963,24.2490
1516602622.962,24.2597
1516602623.962,24.2704
1516602624.961,24.2704
1516602625.961,24.2704
1516602626.960,24.2704
1516602627.960,24.2597
1516602628.959,24.2597
1516602629.959,24.2811
1516602630.959,24.2704
1516602631.958,24.2918
1516602632.961,24.2918
1516602633.961,24.3025
1516602634.960,24.2811
1516602635.960,24.2918
1516602636.960,24.2704
1516602637.959,24.3132
1516602638.959,24.3025
1516602639.958,24.2918
1516602640.958,24.3132
1516602641.957,24.3132
1516602642.957,24.3132
1516602643.956,24.3132
1516602644.960,24.3346
1516602645.959,24.3025
1516602646.959,24.2918
1516602647.958,24.3132
1516602648.958,24.3346
1516602649.957,24.3346
1516602650.957,24.3239
1516602651.956,24.3132
1516602652.956,24.3132
1516602653.955,24.3239
1516602654.955,24.3025
1516602655.954,24.3239
1516602656.954,24.3239
1516602657.957,24.3346
1516602658.953,24.3239
1516602659.956,24.3560
1516602660.956,24.3239
1516602661.955,24.3346
1516602662.955,24.3346
1516602663.955,24.3346
1516602664.954,24.3239
1516602665.954,24.3346
1516602666.953,24.3346
1516602667.953,24.3346
1516602668.952,24.3346
1516602669.956,24.3667
1516602670.951,24.3346
1516602671.955,24.3453
1516602672.954,24.3453
1516602673.954,24.3453
1516602674.953,24.3346
1516602675.953,24.3560
1516602676.952,24.3667
1516602677.952,24.3667
1516602678.951,24.3560
1516602679.951,24.3453
1516602680.950,24.3560
1516602681.950,24.3560
1516602682.949,24.3453
1516602683.949,24.3667
1516602684.952,24.3667
1516602685.952,24.3881
1516602686.951,24.3667
1516602687.951,24.3560
1516602688.950,24.3881
1516602689.950,24.3774
1516602690.949,24.3560
1516602691.949,24.3667
1516602692.949,24.3774
1516602693.948,24.3774
1516602694.947,24.3667
1516602695.947,24.3667
1516602696.951,24.3774
1516602697.946,24.3988
1516602698.949,24.3774
1516602699.949,24.3667
1516602700.949,24.3988
1516602701.948,24.3988
1516602702.948,24.3667
1516602703.947,24.3774
1516602704.947,24.3988
1516602705.946,24.3988
1516602706.946,24.3774
1516602707.945,24.3774
1516602708.949,24.3774
1516602709.944,24.3881
1516602710.948,24.3988
1516602711.947,24.3560
1516602712.947,24.3881
1516602713.946,24.3667
1516602714.946,24.3774
1516602715.945,24.3774
1516602716.945,24.3881
1516602717.944,24.3774
1516602718.944,24.3881
1516602719.943,24.4095
1516602720.943,24.3774
1516602721.942,24.3881
1516602722.942,24.3560
1516602723.945,24.3988
1516602724.945,24.3988
1516602725.944,24.3774
1516602726.944,24.3667
1516602727.943,24.3881
1516602728.943,24.3774
1516602729.943,24.3881
1516602730.942,24.3881
1516602731.942,24.3881
1516602732.941,24.3988
1516602733.941,24.4095
1516602734.940,24.3988
1516602735.944,24.3988
1516602736.939,24.3881
1516602737.943,24.3988
1516602738.942,24.3988
1516602739.942,24.3988
1516602740.941,24.3988
1516602741.941,24.3774
1516602742.940,24.3667
1516602743.939,24.3988
1516602744.939,24.3988
1516602745.939,24.3881
1516602746.938,24.4095
1516602747.938,24.3774
1516602748.937,24.3881
1516602749.941,24.3881
1516602750.940,24.3881
1516602751.940,24.3881
1516602752.939,24.4095
1516602753.939,24.3881
1516602754.938,24.4202
1516602755.938,24.3881
1516602756.937,24.3881
1516602757.937,24.3774
1516602758.936,24.3667
1516602759.936,24.4202
1516602760.935,24.3988
1516602761.935,24.3881
1516602762.938,24.3988
1516602763.938,24.3988
1516602764.937,24.4202
1516602765.937,24.3881
1516602766.937,24.4202
1516602767.936,24.3881
1516602768.936,24.3988
1516602769.935,24.3881
1516602770.935,24.3881
1516602771.934,24.3988
1516602772.934,24.3881
1516602773.933,24.3774
1516602774.937,24.3988
1516602775.936,24.3667
1516602776.936,24.3881
1516602777.935,24.3667
1516602778.935,24.3881
1516602779.934,24.3988
1516602780.934,24.3881
1516602781.933,24.3988
1516602782.933,24.3988
1516602783.932,24.3881
1516602784.932,24.3881
1516602785.931,24.3988
1516602786.931,24.3988
1516602787.930,24.3774
1516602788.934,24.3988
1516602789.933,24.3881
1516602790.933,24.3881
1516602791.932,24.3774
1516602792.932,24.3881
1516602793.931,24.3881
1516602794.931,24.3881
1516602795.930,24.3667
1516602796.930,24.3988
1516602797.929,24.3881
1516602798.929,24.3881
1516602799.929,24.3988
1516602800.928,24.3988
1516602801.932,24.3881
1516602802.931,24.3988
1516602803.931,24.3881
1516602804.930,24.3988
1516602805.930,24.3881
1516602806.929,24.3774
1516602807.929,24.3774
1516602808.928,24.3988
1516602809.928,24.3881
1516602810.927,24.3881
1516602811.927,24.3667
1516602812.926,24.3881
1516602813.930,24.3988
1516602814.929,24.3774
1516602815.929,24.3667
1516602816.928,24.3881
1516602817.928,24.3881
1516602818.927,24.3667
1516602819.927,24.3988
1516602820.926,24.3667
