set_c,oven_c,output,ambient_c
25.000,24.254,65.00,20.568
25.000,24.267,40.41,20.547
25.000,24.424,35.64,20.557
25.000,24.656,26.50,20.547
25.000,24.862,17.69,20.547
25.000,25.025,10.17,20.568
25.000,25.128,4.95,20.547
25.000,25.152,3.27,20.547
25.000,25.146,2.89,20.557
25.000,25.081,5.55,20.547
25.000,25.020,8.25,20.536
25.000,24.969,10.75,20.536
25.000,24.911,13.78,20.557
25.000,24.890,15.23,20.547
25.000,24.891,15.64,20.557
25.000,24.926,14.32,20.547
25.000,24.968,12.56,20.536
25.000,24.985,11.85,20.547
25.000,25.027,9.80,20.547
25.000,25.055,8.31,20.547
25.000,25.059,7.87,20.568
25.000,25.059,7.61,20.525
25.000,25.046,8.00,20.547
25.000,25.025,8.85,20.557
25.000,25.003,9.84,20.536
25.000,24.993,10.30,20.547
25.000,24.989,10.54,20.536
25.000,24.999,10.05,20.557
25.000,25.015,9.25,20.547
25.000,25.038,8.01,20.547
25.000,25.051,7.22,20.547
25.000,25.057,6.68,20.525
25.000,25.055,6.54,20.536
25.000,25.047,6.70,20.557
25.000,25.026,7.55,20.536
25.000,25.009,8.30,20.547
25.000,24.994,9.01,20.547
25.000,24.995,8.96,20.568
25.000,25.003,8.57,20.547
25.000,25.019,7.74,20.547
25.000,25.030,7.13,20.557
25.000,25.040,6.46,20.557
25.000,25.040,6.32,20.547
25.000,25.037,6.26,20.547
25.000,25.026,6.68,20.547
25.000,25.018,6.96,20.557
25.000,25.005,7.54,20.557
25.000,24.999,7.77,20.568
25.000,24.994,8.06,20.557
25.000,24.999,7.83,20.547
25.000,25.007,7.42,20.557
25.000,25.021,6.70,20.568
25.000,25.026,6.34,20.547
25.000,25.031,5.99,20.557
25.000,25.025,6.17,20.547
25.000,25.017,6.45,20.536
25.000,25.007,6.88,20.557
25.000,25.002,7.10,20.536
25.000,24.996,7.36,20.557
25.000,25.000,7.18,20.557
26.000,25.005,57.05,20.547
26.000,25.034,60.14,20.536
26.000,25.179,57.11,20.547
26.000,25.448,47.18,20.547
26.000,25.745,34.80,20.547
26.000,26.016,22.44,20.547
26.000,26.221,12.19,20.547
26.000,26.343,5.20,20.568
26.000,26.381,1.85,20.579
26.000,26.342,2.17,20.547
26.000,26.257,4.92,20.557
26.000,26.156,8.79,20.557
26.000,26.056,13.07,20.536
26.000,25.990,16.08,20.547
26.000,25.940,18.59,20.536
26.000,25.939,18.89,20.557
26.000,25.956,18.29,20.547
26.000,26.009,15.77,20.557
26.000,26.031,14.67,20.536
26.000,26.076,12.24,20.557
26.000,26.105,10.48,20.547
26.000,26.114,9.61,20.536
26.000,26.112,9.19,20.547
26.000,26.100,9.28,20.557
26.000,26.068,10.45,20.557
26.000,26.042,11.45,20.557
26.000,26.029,11.89,20.547
26.000,26.028,11.78,20.525
26.000,26.028,11.67,20.557
26.000,26.028,11.52,20.557
26.000,26.029,11.37,20.547
26.000,26.032,11.08,20.547
26.000,26.035,10.78,20.547
26.000,26.045,10.12,20.557
26.000,26.049,9.70,20.536
26.000,26.054,9.23,20.557
26.000,26.049,9.28,20.536
26.000,26.045,9.23,20.547
26.000,26.036,9.49,20.547
26.000,26.034,9.42,20.547
26.000,26.030,9.44,20.547
26.000,26.030,9.30,20.557
26.000,26.029,9.23,20.536
26.000,26.029,9.08,20.547
26.000,26.029,8.97,20.557
26.000,26.029,8.83,20.547
26.000,26.029,8.72,20.547
26.000,26.028,8.61,20.557
26.000,26.028,8.51,20.557
26.000,26.027,8.40,20.547
26.000,26.025,8.38,20.525
26.000,26.024,8.32,20.547
26.000,26.022,8.34,20.557
26.000,26.020,8.30,20.547
26.000,26.017,8.37,20.547
26.000,26.017,8.31,20.547
26.000,26.014,8.38,20.568
26.000,26.014,8.30,20.557
26.000,26.012,8.35,20.536
26.000,26.014,8.21,20.547
