Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1518536735.49,1000.0723,0.02,25.0,18.959,0.0574537824889
1518536736.49,1000.0723,0.02,25.004,18.927,0.0542114694606
1518536737.49,1000.0723,0.02,25.001,18.948,0.0509936262733
1518536738.49,1000.0723,0.02,25.004,18.916,0.0478002529272
1518536739.49,1000.0723,0.02,25.001,18.916,0.0446313494222
1518536740.49,1000.0723,0.02,25.003,18.927,0.0414869157583
1518536741.49,1000.0722,-0.08,24.999,18.927,0.0383669519356
1518536742.49,1000.0722,-0.08,25.001,18.916,0.035271457954
1518536743.49,1000.0722,-0.08,24.996,18.927,0.0322004338136
1518536744.49,1000.0724,0.12,25.0,18.927,0.0291538795142
1518536745.49,1000.0724,0.12,24.999,18.927,0.026131795056
1518536746.49,1000.0724,0.12,25.003,18.916,0.023134180439
1518536747.49,1000.0724,0.12,25.001,18.927,0.020161035663
1518536748.49,1000.0724,0.12,25.004,18.927,0.0172123607282
1518536749.49,1000.0724,0.12,25.002,18.927,0.0142881556346
1518536750.49,1000.0724,0.12,25.002,18.938,0.011388420382
1518536751.49,1000.0724,0.12,24.999,18.948,0.00851315497063
1518536752.49,1000.0724,0.12,24.999,18.948,0.00566235940036
1518536753.49,1000.0724,0.12,24.997,18.948,0.00283603367121
1518536754.49,1000.0723,0.02,24.999,18.927,3.41777832025e-05
1518536755.49,1000.0723,0.02,24.998,18.927,-0.00274320826368
1518536756.49,1000.0723,0.02,25.002,18.948,-0.00549612446942
1518536757.5,1000.0722,-0.08,24.999,18.927,-0.00822457083404
1518536758.49,1000.0722,-0.08,25.002,18.927,-0.0109285473575
1518536759.49,1000.0722,-0.08,25.0,18.948,-0.0136080540399
1518536760.49,1000.0722,-0.08,25.001,18.959,-0.0162630908811
1518536761.49,1000.0723,0.02,24.998,18.938,-0.0188936578812
1518536762.5,1000.0723,0.02,25.0,18.938,-0.0214997550401
1518536763.5,1000.0723,0.02,24.996,18.927,-0.024081382358
1518536764.5,1000.0723,0.02,24.998,18.927,-0.0266385398347
1518536765.5,1000.0723,0.02,24.997,18.948,-0.0291712274702
1518536766.49,1000.0723,0.02,25.0,18.938,-0.0316794452646
1518536767.49,1000.0721,-0.18,24.998,18.927,-0.0341631932179
1518536768.49,1000.0721,-0.18,25.002,18.927,-0.0366224713301
1518536769.5,1000.0721,-0.18,25.0,18.916,-0.0390572796011
1518536770.5,1000.0721,-0.18,25.0,18.927,-0.041467618031
1518536771.5,1000.0722,-0.08,24.998,18.938,-0.0438534866198
1518536772.5,1000.0722,-0.08,24.998,18.927,-0.0462148853675
1518536773.5,1000.0722,-0.08,24.995,18.938,-0.048551814274
1518536774.5,1000.0722,-0.08,24.996,18.938,-0.0508642733393
1518536775.5,1000.0722,-0.08,24.994,18.938,-0.0531522625636
1518536776.5,1000.0722,-0.08,24.998,18.948,-0.0554157819467
1518536777.5,1000.0722,-0.08,24.999,18.948,-0.0576548314887
1518536778.5,1000.0721,-0.18,25.001,18.938,-0.0598694111895
1518536779.5,1000.0721,-0.18,25.0,18.938,-0.0620595210492
1518536780.5,1000.0721,-0.18,25.001,18.916,-0.0642251610678
1518536781.5,1000.0723,0.02,24.999,18.938,-0.0663663312453
1518536782.5,1000.0723,0.02,25.0,18.948,-0.0684830315816
1518536783.5,1000.0723,0.02,24.997,18.948,-0.0705752620768
1518536784.5,1000.0723,0.02,24.999,18.927,-0.0726430227308
1518536785.5,1000.0723,0.02,24.998,18.938,-0.0746863135438
1518536786.5,1000.0723,0.02,25.001,18.948,-0.0767051345156
1518536787.5,1000.0723,0.02,25.0,18.927,-0.0786994856462
1518536788.5,1000.0723,0.02,25.001,18.938,-0.0806693669357
1518536789.5,1000.0723,0.02,24.998,18.927,-0.0826147783841
1518536790.5,1000.0723,0.02,25.0,18.948,-0.0845357199914
1518536791.5,1000.0721,-0.18,24.998,18.938,-0.0864321917575
1518536792.5,1000.0721,-0.18,24.999,18.927,-0.0883041936825
1518536793.5,1000.0721,-0.18,24.996,18.938,-0.0901517257664
1518536794.5,1000.0722,-0.08,24.997,18.959,-0.0919747880092
1518536795.5,1000.0722,-0.08,24.996,18.948,-0.0937733804108
1518536796.5,1000.0722,-0.08,24.999,18.959,-0.0955475029712
1518536797.5,1000.0722,-0.08,25.0,18.938,-0.0972971556906
1518536798.5,1000.0721,-0.18,25.004,18.959,-0.0990223385688
1518536799.5,1000.0721,-0.18,25.001,18.938,-0.100723051606
1518536800.5,1000.0721,-0.18,25.002,18.97,-0.102399294802
