timestamp,temp_c
1500234407.253,24.2063
1500234408.253,24.1849
1500234409.252,24.1635
1500234410.255,24.1742
1500234411.255,24.1849
1500234412.254,24.1849
1500234413.254,24.1849
1500234414.253,24.1849
1500234415.257,24.1528
1500234416.256,24.1528
1500234417.256,24.1528
1500234418.255,24.1849
1500234419.255,24.1849
1500234420.254,24.1849
1500234421.254,24.1742
1500234422.257,24.1635
1500234423.257,24.1849
1500234424.256,24.1742
1500234425.256,24.1742
1500234426.255,24.1742
1500234427.255,24.1956
1500234428.258,24.1849
1500234429.258,24.1742
1500234430.257,24.1849
1500234431.257,24.1742
1500234432.256,24.1742
1500234433.260,24.1742
1500234434.259,24.1635
1500234435.259,24.1635
1500234436.260,24.1635
1500234437.258,24.1742
1500234438.261,24.1849
1500234439.260,24.1635
1500234440.260,24.1635
1500234441.259,24.1635
1500234442.259,24.1528
1500234443.258,24.1742
1500234444.258,24.1849
1500234445.261,24.1528
1500234446.261,24.1528
1500234447.260,24.1421
1500234448.260,24.1635
1500234449.259,24.1421
1500234450.259,24.1635
1500234451.262,24.1314
1500234452.262,24.1421
1500234453.261,24.1314
1500234454.261,24.1314
1500234455.260,24.1314
1500234456.264,24.1100
1500234457.263,24.1100
1500234458.262,24.1100
1500234459.262,24.0993
1500234460.261,24.0886
1500234461.261,24.0779
1500234462.260,24.0886
1500234463.264,24.0779
1500234464.264,24.0565
1500234465.263,24.0886
1500234466.262,24.0458
1500234467.262,24.0458
1500234468.262,24.0565
1500234469.265,24.0672
1500234470.264,24.0779
1500234471.264,24.0672
1500234472.263,24.0672
1500234473.263,24.0672
1500234474.266,24.0672
1500234475.266,24.0886
1500234476.265,24.0672
1500234477.265,24.0565
1500234478.264,24.0565
1500234479.264,24.0565
1500234480.267,24.0458
1500234481.267,24.0351
1500234482.266,24.0351
1500234483.266,24.0458
1500234484.265,24.0351
1500234485.265,24.0458
1500234486.268,24.0565
1500234487.268,24.0030
1500234488.267,24.0137
1500234489.267,24.0137
1500234490.266,24.0030
1500234491.266,24.0137
1500234492.269,24.0030
1500234493.269,23.9816
1500234494.268,24.0030
1500234495.267,24.0030
1500234496.267,23.9709
1500234497.270,23.9923
1500234498.270,23.9923
1500234499.270,23.9816
1500234500.269,23.9709
1500234501.268,23.9709
1500234502.268,23.9709
1500234503.267,23.9709
1500234504.271,23.9495
1500234505.270,23.9923
1500234506.270,23.9709
1500234507.269,23.9709
1500234508.269,23.9602
1500234509.272,23.9602
1500234510.272,23.9495
1500234511.271,23.9602
1500234512.271,23.9602
1500234513.270,23.9602
1500234514.269,23.9602
1500234515.273,23.9602
1500234516.273,23.9709
1500234517.272,23.9495
1500234518.272,23.9709
1500234519.271,23.9495
1500234520.271,23.9389
1500234521.270,23.9282
1500234522.273,23.9495
1500234523.273,23.9389
1500234524.272,23.9282
1500234525.272,23.9175
1500234526.271,23.9282
1500234527.275,23.9068
1500234528.274,23.9175
1500234529.274,23.8854
1500234530.273,23.8854
1500234531.273,23.8747
1500234532.272,23.8533
1500234533.276,23.8533
1500234534.275,23.8319
1500234535.275,23.8319
1500234536.274,23.8105
1500234537.274,23.8105
1500234538.273,23.8105
1500234539.273,23.8105
1500234540.276,23.7998
1500234541.276,23.8105
1500234542.275,23.8105
1500234543.274,23.7891
1500234544.274,23.7998
1500234545.278,23.8212
1500234546.277,23.8212
1500234547.277,23.8105
1500234548.276,23.8105
1500234549.276,23.7891
1500234550.279,23.7998
1500234551.278,23.8105
1500234552.278,23.7998
1500234553.278,23.7891
1500234554.277,23.7998
1500234555.277,23.7998
1500234556.276,23.7998
1500234557.279,23.8105
1500234558.279,23.8105
1500234559.278,23.8105
1500234560.278,23.7784
1500234561.277,23.8105
1500234562.277,23.7784
1500234563.280,23.7891
1500234564.280,23.7784
1500234565.279,23.7784
1500234566.279,23.7677
1500234567.278,23.7570
1500234568.282,23.7677
1500234569.281,23.7677
1500234570.281,23.7677
1500234571.280,23.7784
1500234572.280,23.7784
1500234573.279,23.7570
1500234574.282,23.7463
1500234575.282,23.7463
1500234576.282,23.7356
1500234577.281,23.7677
1500234578.280,23.7463
1500234579.280,23.7463
1500234580.279,23.7570
1500234581.283,23.7570
1500234582.283,23.7677
1500234583.282,23.7570
1500234584.281,23.7677
1500234585.281,23.7677
1500234586.284,23.7784
1500234587.284,23.7677
1500234588.283,23.7570
1500234589.283,23.7570
1500234590.282,23.7570
1500234591.286,23.7570
1500234592.285,23.7677
1500234593.285,23.7891
1500234594.284,23.7784
1500234595.284,23.7677
1500234596.283,23.7784
1500234597.282,23.7677
1500234598.286,23.7784
1500234599.288,23.7677
1500234600.285,23.7891
1500234601.285,23.7677
1500234602.284,23.7570
1500234603.283,23.7570
1500234604.287,23.7677
1500234605.287,23.7356
1500234606.286,23.7249
1500234607.286,23.7249
1500234608.285,23.7035
1500234609.288,23.7142
1500234610.288,23.7035
1500234611.287,23.6821
1500234612.287,23.6821
1500234613.286,23.7035
1500234614.286,23.6928
1500234615.285,23.6928
1500234616.289,23.7035
1500234617.288,23.7142
1500234618.288,23.6928
1500234619.287,23.7035
1500234620.287,23.6928
1500234621.290,23.7142
1500234622.290,23.6928
1500234623.289,23.7035
1500234624.289,23.7035
1500234625.288,23.7142
1500234626.288,23.6928
1500234627.291,23.6928
1500234628.291,23.6928
1500234629.290,23.6928
1500234630.290,23.7035
1500234631.289,23.7142
1500234632.289,23.6928
1500234633.288,23.7142
1500234634.292,23.7142
1500234635.291,23.7249
1500234636.291,23.6928
1500234637.290,23.7035
1500234638.290,23.7142
1500234639.293,23.6928
1500234640.292,23.7249
1500234641.292,23.6928
1500234642.291,23.7035
1500234643.291,23.6821
1500234644.290,23.7035
1500234645.294,23.6821
1500234646.293,23.6928
1500234647.293,23.6714
1500234648.292,23.7142
1500234649.292,23.7035
1500234650.291,23.7035
1500234651.295,23.6928
1500234652.294,23.6928
1500234653.294,23.7035
1500234654.293,23.6928
1500234655.293,23.6821
1500234656.292,23.6714
1500234657.296,23.7035
1500234658.295,23.6821
1500234659.295,23.7142
1500234660.294,23.6821
1500234661.293,23.6607
1500234662.297,23.6714
1500234663.296,23.6714
1500234664.296,23.6714
1500234665.295,23.6714
1500234666.295,23.6821
1500234667.294,23.6714
1500234668.298,23.6500
1500234669.297,23.6821
1500234670.297,23.6714
1500234671.296,23.6607
1500234672.296,23.6821
1500234673.296,23.6714
1500234674.295,23.6607
1500234675.298,23.6607
1500234676.298,23.6714
1500234677.297,23.6821
1500234678.297,23.6821
1500234679.296,23.6714
1500234680.300,23.6928
1500234681.299,23.7035
1500234682.299,23.6821
1500234683.298,23.6821
1500234684.298,23.6928
1500234685.297,23.6821
1500234686.301,23.6928
1500234687.300,23.7035
1500234688.300,23.6821
1500234689.299,23.6821
1500234690.299,23.6821
1500234691.298,23.6714
1500234692.298,23.6714
1500234693.301,23.6821
1500234694.300,23.6821
1500234695.300,23.6821
1500234696.299,23.6607
1500234697.299,23.6821
1500234698.302,23.6714
1500234699.302,23.6607
1500234700.301,23.6821
1500234701.301,23.6714
1500234702.300,23.6821
1500234703.304,23.6714
1500234704.303,23.6714
1500234705.303,23.6394
1500234706.302,23.6500
1500234707.302,23.6180
1500234708.301,23.5966
1500234709.301,23.6180
1500234710.304,23.6287
1500234711.304,23.6073
1500234712.303,23.6180
1500234713.303,23.6287
1500234714.302,23.6287
1500234715.302,23.6287
1500234716.305,23.6287
1500234717.305,23.6287
1500234718.304,23.6500
1500234719.304,23.6394
1500234720.303,23.6287
1500234721.306,23.6287
1500234722.306,23.6394
1500234723.306,23.6180
1500234724.305,23.6287
1500234725.304,23.6180
1500234726.304,23.6073
1500234727.303,23.6073
1500234728.307,23.6073
1500234729.306,23.6073
1500234730.306,23.5752
1500234731.305,23.6287
1500234732.305,23.6287
1500234733.308,23.6287
1500234734.308,23.6073
1500234735.307,23.6394
1500234736.307,23.6180
1500234737.306,23.6073
1500234738.306,23.5966
1500234739.309,23.5966
1500234740.309,23.6287
1500234741.308,23.6073
1500234742.308,23.6287
1500234743.307,23.5966
1500234744.307,23.5966
1500234745.306,23.5752
1500234746.310,23.5859
1500234747.309,23.5859
1500234748.309,23.6073
1500234749.308,23.5966
1500234750.307,23.5859
1500234751.311,23.5966
1500234752.310,23.6180
1500234753.310,23.5859
1500234754.309,23.5752
1500234755.309,23.5752
1500234756.308,23.5538
1500234757.312,23.5538
1500234758.311,23.5538
1500234759.311,23.5645
1500234760.310,23.5538
1500234761.310,23.5538
1500234762.309,23.5538
1500234763.309,23.5431
1500234764.312,23.5966
