timestamp,v
1519746880.3,18.0
1519746940.4,17.9
1519747000.4,17.8
1519747060.5,17.7
1519747120.5,17.6
1519747180.6,17.5
1519747240.7,17.4
1519747300.7,17.3
1519747360.7,17.2
1519747420.8,17.1
1519747480.8,17.0
1519747540.9,16.9
1519747601.0,16.8
1519747661.0,16.7
1519747721.1,16.6
1519747781.1,16.5
1519747841.2,16.4
1519747901.3,16.3
1519747961.3,16.2
1519748021.4,16.1
1519748081.4,16.0
1519748141.5,15.9
1519748201.5,15.8
1519748261.5,15.7
1519748321.6,15.6
1519748381.6,15.5
1519748441.7,15.4
1519748501.8,15.3
1519748561.8,15.2
1519748621.9,15.1
1519748681.9,15.0
1519748742.0,14.9
1519748802.1,14.8
1519748862.1,14.7
1519748922.2,14.6
1519748982.2,14.5
1519749042.2,14.4
1519749102.2,14.3
1519749162.3,14.2
1519749222.4,14.1
1519749282.4,14.0
1519749342.4,13.9
1519749402.4,13.8
1519749462.5,13.7
1519749522.5,13.6
1519749582.6,13.5
1519749642.7,13.4
1519749702.7,13.3
1519749762.7,13.2
1519749822.8,13.1
1519749882.8,13.0
1519749942.9,12.9
1519750003.0,12.8
1519750063.0,12.7
1519750123.1,12.6
1519750183.1,12.5
1519750243.2,12.4
1519750303.3,12.3
1519750363.3,12.2
1519750423.4,12.1
1519750483.4,12.0
1519750543.5,11.9
1519750603.5,11.8
1519750663.6,11.7
1519750723.7,11.6
1519750783.7,11.5
1519750843.8,11.4
1519750903.8,11.3
1519750963.9,11.2
1519751024.0,11.1
1519751084.0,11.0
1519751144.1,10.9
1519751204.1,10.8
1519751264.2,10.7
1519751324.3,10.6
1519751384.3,10.5
1519751444.4,10.4
1519751504.4,10.3
1519751564.5,10.2
1519751624.5,10.1
1519751684.6,10.0
1519751744.7,9.9
1519751804.7,9.8
1519751864.8,9.7
1519751924.8,9.6
1519751984.9,9.5
1519752045.0,9.4
1519752105.0,9.3
1519752165.1,9.2
1519752225.1,9.1
1519752285.2,9.0
1519752345.2,9.1
1519752405.3,9.2
1519752465.3,9.3
1519752525.3,9.4
1519752585.4,9.5
1519752645.4,9.6
1519752705.5,9.7
1519752765.5,9.8
1519752825.6,9.9
1519752885.6,10.0
1519752945.7,10.1
1519753005.8,10.2
1519753065.8,10.3
1519753125.9,10.4
1519753185.9,10.5
1519753246.0,10.6
1519753306.1,10.7
1519753366.1,10.8
1519753426.1,10.9
1519753486.2,11.0
1519753546.3,11.1
1519753606.3,11.2
1519753666.4,11.3
1519753726.4,11.4
1519753786.5,11.5
1519753846.6,11.6
1519753906.6,11.7
1519753966.7,11.8
1519754026.7,11.9
1519754086.7,12.0
1519754146.8,12.1
1519754206.9,12.2
1519754266.9,12.3
1519754327.0,12.4
1519754387.0,12.5
1519754447.1,12.6
1519754507.1,12.7
1519754567.2,12.8
1519754627.2,12.9
1519754687.3,13.0
1519754747.4,13.1
1519754807.4,13.2
1519754867.4,13.3
1519754927.5,13.4
1519754987.5,13.5
1519755047.6,13.6
1519755107.7,13.7
1519755167.7,13.8
1519755227.8,13.9
1519755287.8,14.0
1519755347.9,14.1
1519755408.0,14.2
1519755468.0,14.3
1519755528.0,14.4
1519755588.1,14.5
1519755648.2,14.6
1519755708.2,14.7
1519755768.3,14.8
1519755828.3,14.9
1519755888.4,15.0
1519755948.5,15.1
1519756008.5,15.2
1519756068.6,15.3
1519756128.6,15.4
1519756188.6,15.5
1519756248.7,15.6
1519756308.7,15.7
1519756368.8,15.8
1519756428.8,15.9
1519756488.9,16.0
1519756549.0,16.1
1519756609.0,16.2
1519756669.1,16.3
1519756729.1,16.4
1519756789.1,16.5
1519756849.2,16.6
1519756909.3,16.7
1519756969.3,16.8
1519757029.4,16.9
1519757089.4,17.0
1519757149.5,17.1
1519757209.5,17.2
1519757269.6,17.3
1519757329.6,17.4
1519757389.7,17.5
1519757449.8,17.6
1519757509.8,17.7
1519757569.9,17.8
1519757629.9,17.9
1519757690.0,18.0
1519757750.1,17.9
1519757810.1,17.8
1519757870.2,17.7
1519757930.2,17.6
1519757990.3,17.5
1519758050.4,17.4
1519758110.4,17.3
1519758170.5,17.2
1519758230.5,17.1
1519758290.6,17.0
1519758350.6,16.9
1519758410.7,16.8
1519758470.8,16.7
1519758530.8,16.6
1519758590.9,16.5
1519758650.9,16.4
1519758711.0,16.3
1519758771.0,16.2
1519758831.1,16.1
1519758891.2,16.0
1519758951.2,15.9
1519759011.3,15.8
1519759071.3,15.7
1519759131.4,15.6
1519759191.4,15.5
1519759251.5,15.4
1519759311.5,15.3
1519759371.6,15.2
1519759431.7,15.1
1519759491.7,15.0
1519759551.8,14.9
1519759611.8,14.8
1519759671.9,14.7
1519759732.0,14.6
1519759792.0,14.5
1519759852.1,14.4
1519759912.1,14.3
1519759972.2,14.2
1519760032.3,14.1
1519760092.3,14.0
1519760152.3,13.9
1519760212.4,13.8
1519760272.4,13.7
1519760332.5,13.6
1519760392.5,13.5
1519760452.6,13.4
1519760512.7,13.3
1519760572.7,13.2
1519760632.7,13.1
1519760692.8,13.0
1519760752.9,12.9
1519760812.9,12.8
1519760872.9,12.7
1519760933.0,12.6
1519760993.0,12.5
1519761053.1,12.4
1519761113.2,12.3
1519761173.2,12.2
1519761233.3,12.1
1519761293.3,12.0
1519761353.4,11.9
1519761413.5,11.8
1519761473.5,11.7
1519761533.5,11.6
1519761593.6,11.5
1519761653.7,11.4
1519761713.7,11.3
1519761773.8,11.2
1519761833.8,11.1
1519761893.9,11.0
1519761954.0,10.9
1519762014.0,10.8
1519762074.1,10.7
1519762134.1,10.6
1519762194.2,10.5
1519762254.2,10.4
1519762314.3,10.3
1519762374.4,10.2
1519762434.4,10.1
1519762494.5,10.0
1519762554.5,9.9
1519762614.6,9.8
1519762674.6,9.7
1519762734.7,9.6
1519762794.7,9.5
1519762854.8,9.4
1519762914.8,9.3
1519762974.9,9.2
1519763035.0,9.1
1519763095.0,9.0
1519763155.1,9.1
1519763215.1,9.2
1519763275.1,9.3
1519763335.1,9.4
1519763395.2,9.5
1519763455.2,9.6
1519763515.3,9.7
1519763575.3,9.8
1519763635.4,9.9
1519763695.4,10.0
1519763755.4,10.1
1519763815.5,10.2
1519763875.5,10.3
1519763935.6,10.4
1519763995.6,10.5
1519764055.7,10.6
1519764115.7,10.7
1519764175.8,10.8
1519764235.8,10.9
1519764295.8,11.0
1519764355.9,11.1
1519764416.0,11.2
1519764476.0,11.3
1519764536.0,11.4
1519764596.1,11.5
1519764656.1,11.6
1519764716.2,11.7
1519764776.3,11.8
1519764836.3,11.9
1519764896.4,12.0
1519764956.4,12.1
1519765016.5,12.2
1519765076.5,12.3
1519765136.6,12.4
1519765196.6,12.5
1519765256.7,12.6
1519765316.8,12.7
1519765376.8,12.8
1519765436.9,12.9
1519765496.9,13.0
1519765557.0,13.1
1519765617.0,13.2
1519765677.1,13.3
1519765737.1,13.4
1519765797.2,13.5
1519765857.2,13.6
1519765917.3,13.7
1519765977.4,13.8
1519766037.4,13.9
1519766097.5,14.0
1519766157.5,14.1
1519766217.5,14.2
1519766277.6,14.3
1519766337.6,14.4
1519766397.7,14.5
1519766457.7,14.6
1519766517.8,14.7
1519766577.9,14.8
1519766637.9,14.9
1519766698.0,15.0
1519766758.1,15.1
1519766818.1,15.2
1519766878.2,15.3
1519766938.2,15.4
1519766998.3,15.5
1519767058.3,15.6
1519767118.4,15.7
1519767178.4,15.8
1519767238.5,15.9
1519767298.6,16.0
1519767358.6,16.1
1519767418.7,16.2
1519767478.7,16.3
1519767538.8,16.4
1519767598.8,16.5
1519767658.9,16.6
1519767718.9,16.7
1519767779.0,16.8
1519767839.0,16.9
1519767899.1,17.0
1519767959.1,17.1
1519768019.2,17.2
1519768079.3,17.3
1519768139.3,17.4
1519768199.4,17.5
1519768259.4,17.6
1519768319.5,17.7
1519768379.6,17.8
1519768439.6,17.9
1519768499.7,18.0
1519768559.7,17.9
1519768619.8,17.8
1519768679.9,17.7
1519768739.9,17.6
1519768800.0,17.5
1519768860.0,17.4
1519768920.1,17.3
1519768980.2,17.2
1519769040.2,17.1
1519769100.3,17.0
1519769160.3,16.9
1519769220.4,16.8
1519769280.5,16.7
1519769340.5,16.6
1519769400.6,16.5
1519769460.6,16.4
1519769520.7,16.3
1519769580.8,16.2
1519769640.8,16.1
1519769700.8,16.0
1519769760.9,15.9
1519769821.0,15.8
1519769881.0,15.7
1519769941.0,15.6
1519770001.1,15.5
1519770061.2,15.4
1519770121.2,15.3
1519770181.3,15.2
1519770241.3,15.1
1519770301.3,15.0
1519770361.4,14.9
1519770421.4,14.8
1519770481.4,14.7
1519770541.5,14.6
1519770601.6,14.5
1519770661.6,14.4
1519770721.7,14.3
1519770781.7,14.2
1519770841.8,14.1
1519770901.9,14.0
1519770961.9,13.9
1519771021.9,13.8
1519771082.0,13.7
1519771142.0,13.6
1519771202.1,13.5
1519771262.2,13.4
1519771322.2,13.3
1519771382.3,13.2
1519771442.4,13.1
1519771502.4,13.0
1519771562.4,12.9
1519771622.5,12.8
1519771682.5,12.7
1519771742.5,12.6
1519771802.6,12.5
1519771862.7,12.4
1519771922.7,12.3
1519771982.8,12.2
1519772042.8,12.1
1519772102.9,12.0
1519772163.0,11.9
1519772223.0,11.8
1519772283.1,11.7
1519772343.1,11.6
1519772403.2,11.5
1519772463.3,11.4
1519772523.3,11.3
1519772583.4,11.2
1519772643.4,11.1
1519772703.4,11.0
1519772763.5,10.9
1519772823.5,10.8
1519772883.6,10.7
1519772943.6,10.6
1519773003.7,10.5
1519773063.7,10.4
1519773123.8,10.3
1519773183.9,10.2
1519773243.9,10.1
1519773304.0,10.0
1519773364.0,9.9
1519773424.1,9.8
1519773484.1,9.7
1519773544.1,9.6
1519773604.2,9.5
1519773664.2,9.4
1519773724.3,9.3
1519773784.4,9.2
1519773844.4,9.1
1519773904.5,9.0
1519773964.5,9.1
1519774024.6,9.2
1519774084.7,9.3
1519774144.7,9.4
1519774204.7,9.5
1519774264.8,9.6
