timestamp,v
1519774324.8,9.7
1519774384.9,9.8
1519774445.0,9.9
1519774505.0,10.0
1519774565.1,10.1
1519774625.1,10.2
1519774685.2,10.3
1519774745.3,10.4
1519774805.3,10.5
1519774865.4,10.6
1519774925.4,10.7
1519774985.5,10.8
1519775045.5,10.9
1519775105.6,11.0
1519775165.7,11.1
1519775225.7,11.2
1519775285.8,11.3
1519775345.8,11.4
1519775405.9,11.5
1519775465.9,11.6
1519775526.0,11.7
1519775586.0,11.8
1519775646.1,11.9
1519775706.2,12.0
1519775766.2,12.1
1519775826.3,12.2
1519775886.3,12.3
1519775946.4,12.4
1519776006.5,12.5
1519776066.5,12.6
1519776126.6,12.7
1519776186.6,12.8
1519776246.7,12.9
1519776306.8,13.0
1519776366.8,13.1
1519776426.9,13.2
1519776486.9,13.3
1519776547.0,13.4
1519776607.0,13.5
1519776667.1,13.6
1519776727.1,13.7
1519776787.2,13.8
1519776847.2,13.9
1519776907.3,14.0
1519776967.3,14.1
1519777027.4,14.2
1519777087.4,14.3
1519777147.4,14.4
1519777207.5,14.5
1519777267.5,14.6
1519777327.6,14.7
1519777387.7,14.8
1519777447.7,14.9
1519777507.8,15.0
1519777567.8,15.1
1519777627.8,15.2
1519777687.9,15.3
1519777748.0,15.4
1519777808.0,15.5
1519777868.1,15.6
1519777928.1,15.7
1519777988.2,15.8
1519778048.3,15.9
1519778108.3,16.0
1519778168.4,16.1
1519778228.4,16.2
1519778288.5,16.3
1519778348.5,16.4
1519778408.6,16.5
1519778468.7,16.6
1519778528.7,16.7
1519778588.8,16.8
1519778648.8,16.9
1519778708.9,17.0
1519778769.0,17.1
1519778829.0,17.2
1519778889.1,17.3
1519778949.1,17.4
1519779009.2,17.5
1519779069.3,17.6
1519779129.3,17.7
1519779189.4,17.8
1519779249.4,17.9
1519779309.5,18.0
1519779369.5,17.9
1519779429.5,17.8
1519779489.6,17.7
1519779549.7,17.6
1519779609.7,17.5
1519779669.8,17.4
