timestamp,ltz1000-4
1514666722.891,7190058.6
1514666726.244,7190057.1
1514666729.596,7190056.1
1514666732.948,7190053.3
1514666736.300,7190052.6
1514666739.652,7190053.6
1514666743.004,7190052.3
1514666746.356,7190052.6
1514666749.708,7190050.3
1514666753.060,7190050.5
1514666756.412,7190050.5
1514666759.764,7190049.5
1514666763.116,7190049.5
1514666766.469,7190048.0
1514666769.820,7190048.3
1514666773.173,7190048.0
1514666776.525,7190046.5
1514666779.877,7190043.2
1514666783.229,7190044.4
1514666786.582,7190046.2
1514666789.933,7190045.7
1514666793.285,7190046.9
1514666796.638,7190044.4
1514666799.990,7190044.4
1514666803.342,7190043.4
1514666806.694,7190043.2
1514666810.046,7190045.5
1514666813.398,7190045.2
1514666816.750,7190045.5
1514666820.102,7190044.2
1514666823.454,7190044.7
1514666826.807,7190043.7
1514666830.159,7190042.7
1514666833.511,7190043.7
1514666836.862,7190041.9
1514666840.215,7190043.9
1514666843.567,7190041.7
1514666846.919,7190042.9
1514666850.271,7190042.4
1514666853.623,7190042.4
1514666856.975,7190042.4
1514666860.327,7190042.9
1514666863.680,7190041.7
1514666867.032,7190042.2
1514666870.383,7190041.7
1514666873.736,7190041.9
1514666877.088,7190041.7
1514666880.440,7190040.1
1514666883.792,7190041.4
1514666887.144,7190039.9
1514666890.496,7190040.1
1514666893.848,7190039.9
1514666897.200,7190040.1
1514666900.552,7190039.9
1514666903.905,7190039.9
1514666907.256,7190040.9
1514666910.609,7190039.1
1514666913.961,7190039.1
1514666917.313,7190039.1
1514666920.665,7190039.6
1514666924.017,7190039.9
1514666927.369,7190040.4
1514666930.721,7190039.9
1514666934.073,7190039.4
1514666937.425,7190039.4
1514666940.777,7190040.4
1514666944.130,7190039.4
1514666947.481,7190039.4
1514666950.834,7190040.1
1514666954.186,7190040.4
1514666957.538,7190040.4
1514666960.890,7190041.7
1514666964.242,7190040.4
1514666967.594,7190039.6
1514666970.947,7190039.9
1514666974.298,7190040.4
1514666977.651,7190040.6
1514666981.002,7190041.2
1514666984.355,7190039.4
1514666987.707,7190039.6
1514666991.059,7190039.9
1514666994.411,7190039.1
1514666997.763,7190040.1
1514667001.115,7190038.6
1514667004.468,7190038.4
1514667007.819,7190038.4
1514667011.171,7190039.1
1514667014.524,7190038.1
1514667017.875,7190038.9
1514667021.228,7190039.1
1514667024.580,7190039.6
1514667027.932,7190038.6
1514667031.284,7190038.9
1514667034.636,7190037.1
1514667037.988,7190040.6
1514667041.340,7190039.9
1514667044.692,7190038.4
1514667048.045,7190039.1
1514667051.397,7190037.9
1514667054.748,7190036.1
1514667058.101,7190033.3
1514667061.453,7190033.3
1514667064.805,7190032.5
1514667068.157,7190032.3
1514667071.509,7190032.8
1514667074.861,7190032.5
1514667078.214,7190032.8
1514667081.565,7190037.3
1514667084.918,7190037.1
1514667088.269,7190037.1
1514667091.622,7190034.1
1514667094.974,7190033.5
1514667098.326,7190031.5
1514667101.678,7190033.8
1514667105.030,7190032.8
1514667108.382,7190032.5
1514667111.734,7190035.8
1514667115.087,7190037.3
1514667118.438,7190036.6
1514667121.791,7190037.1
1514667125.142,7190036.8
1514667128.495,7190038.9
1514667131.847,7190034.3
1514667135.199,7190037.1
1514667138.551,7190036.6
1514667141.903,7190036.1
1514667145.255,7190036.3
1514667148.608,7190034.6
1514667151.960,7190035.1
1514667155.312,7190036.3
1514667158.663,7190036.3
1514667162.016,7190032.8
1514667165.367,7190031.6
1514667168.720,7190032.5
1514667172.071,7190031.5
1514667175.424,7190031.5
1514667178.776,7190032.3
1514667182.128,7190031.8
1514667185.480,7190033.0
1514667188.833,7190031.5
1514667192.185,7190032.8
1514667195.536,7190034.8
1514667198.889,7190037.1
1514667202.241,7190036.8
1514667205.593,7190036.3
1514667208.945,7190036.3
1514667212.296,7190036.1
1514667215.649,7190036.8
1514667219.001,7190036.6
1514667222.354,7190035.8
1514667225.705,7190036.1
1514667229.057,7190034.3
1514667232.410,7190033.5
1514667235.762,7190031.3
1514667239.113,7190031.0
1514667242.466,7190031.3
1514667245.818,7190030.8
1514667249.170,7190032.8
1514667252.522,7190031.0
1514667255.874,7190031.8
1514667259.226,7190031.3
1514667262.579,7190030.8
1514667265.930,7190031.5
1514667269.283,7190031.0
1514667272.635,7190031.3
1514667275.987,7190030.5
1514667279.339,7190031.3
1514667282.691,7190034.6
1514667286.043,7190035.3
1514667289.395,7190035.8
1514667292.748,7190034.1
1514667296.099,7190035.3
1514667299.451,7190035.1
1514667302.804,7190036.1
1514667306.156,7190035.1
1514667309.508,7190035.1
1514667312.860,7190036.3
1514667316.212,7190036.3
1514667319.564,7190036.6
1514667322.916,7190036.8
1514667326.268,7190036.8
1514667329.620,7190036.3
1514667332.972,7190036.3
1514667336.325,7190037.1
1514667339.676,7190037.3
1514667343.029,7190036.1
1514667346.380,7190036.3
1514667349.733,7190037.3
1514667353.085,7190036.1
1514667356.437,7190036.6
1514667359.789,7190037.0
1514667363.141,7190035.6
1514667366.493,7190037.3
1514667369.845,7190036.6
1514667373.197,7190037.3
1514667376.550,7190037.3
1514667379.901,7190037.3
1514667383.254,7190037.3
1514667386.605,7190036.3
1514667389.958,7190036.7
1514667393.310,7190036.6
1514667396.663,7190037.3
1514667400.015,7190036.3
1514667403.366,7190036.6
1514667406.719,7190037.6
1514667410.070,7190036.1
1514667413.423,7190037.3
1514667416.774,7190037.1
1514667420.127,7190036.8
1514667423.479,7190038.6
1514667426.831,7190036.8
1514667430.183,7190036.3
1514667433.535,7190035.6
1514667436.887,7190034.8
1514667440.239,7190035.6
1514667443.592,7190036.6
1514667446.943,7190036.6
1514667450.296,7190037.3
1514667453.648,7190036.6
1514667456.999,7190035.1
1514667460.352,7190036.6
1514667463.704,7190038.2
1514667467.056,7190036.3
1514667470.408,7190036.8
1514667473.760,7190037.1
1514667477.113,7190038.9
1514667480.464,7190037.3
1514667483.817,7190036.6
1514667487.169,7190037.6
1514667490.521,7190036.1
1514667493.873,7190036.1
1514667497.225,7190037.9
1514667500.577,7190037.9
1514667503.929,7190036.8
1514667507.281,7190038.1
1514667510.633,7190036.6
1514667513.986,7190037.1
1514667517.337,7190036.1
1514667520.690,7190037.1
1514667524.041,7190037.1
1514667527.394,7190038.1
1514667530.746,7190037.6
1514667534.098,7190038.1
1514667537.450,7190036.6
1514667540.802,7190036.8
1514667544.154,7190037.3
1514667547.506,7190037.3
1514667550.858,7190037.9
1514667554.211,7190037.9
1514667557.562,7190037.3
1514667560.915,7190036.1
1514667564.267,7190036.3
1514667567.619,7190037.1
1514667570.971,7190037.6
1514667574.324,7190037.9
1514667577.675,7190037.1
1514667581.028,7190037.6
1514667584.379,7190036.6
1514667587.732,7190037.9
1514667591.084,7190036.6
1514667594.435,7190037.1
1514667597.788,7190038.4
1514667601.140,7190036.8
1514667604.492,7190036.1
1514667607.844,7190037.1
1514667611.196,7190036.3
1514667614.548,7190036.8
1514667617.900,7190037.6
1514667621.253,7190036.8
1514667624.604,7190038.6
1514667627.957,7190038.1
1514667631.309,7190036.8
1514667634.661,7190036.6
1514667638.013,7190037.3
1514667641.365,7190036.6
1514667644.717,7190037.6
1514667648.070,7190037.6
1514667651.421,7190037.6
1514667654.774,7190034.8
1514667658.126,7190035.8
1514667661.478,7190036.6
1514667664.830,7190037.6
1514667668.182,7190037.1
1514667671.534,7190037.0
1514667674.886,7190037.1
1514667678.238,7190037.3
1514667681.590,7190036.8
1514667684.943,7190035.8
1514667688.294,7190036.6
1514667691.647,7190036.6
1514667694.998,7190038.2
1514667698.351,7190036.8
1514667701.703,7190037.1
1514667705.055,7190036.1
1514667708.407,7190037.9
1514667711.759,7190038.1
1514667715.112,7190038.1
1514667718.463,7190037.3
1514667721.816,7190037.1
1514667725.167,7190037.9
1514667728.520,7190037.1
1514667731.872,7190037.3
1514667735.224,7190037.9
1514667738.576,7190037.3
1514667741.929,7190038.4
1514667745.280,7190036.3
1514667748.632,7190038.4
1514667751.985,7190038.5
1514667755.336,7190037.6
1514667758.688,7190036.6
1514667762.041,7190037.1
1514667765.392,7190036.1
1514667768.745,7190037.3
1514667772.097,7190036.1
1514667775.449,7190037.3
1514667778.801,7190037.0
1514667782.154,7190036.6
1514667785.505,7190036.8
1514667788.857,7190036.6
1514667792.210,7190036.6
1514667795.561,7190036.1
1514667798.914,7190036.1
1514667802.266,7190036.1
1514667805.618,7190036.3
1514667808.970,7190037.3
1514667812.322,7190036.1
1514667815.674,7190037.1
1514667819.026,7190037.1
1514667822.379,7190036.8
1514667825.731,7190037.3
1514667829.083,7190036.3
1514667832.435,7190037.6
1514667835.786,7190036.3
1514667839.139,7190037.6
1514667842.491,7190036.6
1514667845.843,7190037.0
1514667849.195,7190036.8
1514667852.547,7190036.6
1514667855.900,7190036.3
1514667859.251,7190037.1
1514667862.604,7190036.8
1514667865.956,7190036.1
1514667869.308,7190036.3
1514667872.660,7190036.3
1514667876.012,7190034.6
1514667879.364,7190036.6
1514667882.716,7190036.1
1514667886.069,7190036.1
1514667889.420,7190036.6
1514667892.773,7190036.1
1514667896.124,7190036.8
1514667899.477,7190037.1
1514667902.829,7190036.8
1514667906.181,7190036.6
1514667909.533,7190036.2
1514667912.885,7190036.1
1514667916.238,7190036.8
1514667919.589,7190036.3
1514667922.941,7190036.1
1514667926.293,7190035.6
1514667929.645,7190036.5
1514667932.998,7190037.9
1514667936.349,7190036.6
1514667939.702,7190035.1
1514667943.054,7190036.8
1514667946.406,7190036.3
1514667949.758,7190033.8
1514667953.110,7190034.3
1514667956.463,7190035.3
1514667959.814,7190034.6
1514667963.167,7190035.1
1514667966.518,7190035.1
1514667969.871,7190034.3
1514667973.222,7190036.8
1514667976.575,7190036.3
1514667979.928,7190034.8
1514667983.279,7190034.6
1514667986.631,7190035.1
1514667989.983,7190034.6
1514667993.335,7190035.1
1514667996.688,7190035.1
1514668000.040,7190035.8
1514668003.391,7190033.5
1514668006.744,7190035.3
1514668010.096,7190034.8
1514668013.448,7190035.6
1514668016.800,7190035.8
1514668020.152,7190034.8
1514668023.504,7190035.3
1514668026.856,7190035.3
