Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1520639870.09,1999.7835,0.14,24.984,21.362,-0.469099125882
1520639871.08,1999.7835,0.14,24.989,21.362,-0.452066635229
1520639872.08,1999.7835,0.14,24.988,21.34,-0.435234009437
1520639873.08,1999.7815,-0.86,24.99,21.362,-0.418601248509
1520639874.08,1999.7815,-0.86,24.986,21.362,-0.402168352443
1520639875.08,1999.7815,-0.86,24.985,21.351,-0.38593532124
1520639876.08,1999.7815,-0.86,24.983,21.372,-0.369902154899
1520639877.09,1999.7813,-0.96,24.985,21.34,-0.354068853421
1520639878.09,1999.7813,-0.96,24.985,21.362,-0.338435416806
1520639879.09,1999.7813,-0.96,24.989,21.362,-0.323001845054
1520639880.08,1999.7825,-0.36,24.987,21.372,-0.307768138164
1520639881.08,1999.7825,-0.36,24.991,21.383,-0.292734296137
1520639882.08,1999.7825,-0.36,24.989,21.372,-0.277900318973
1520639883.09,1999.7825,-0.36,24.99,21.362,-0.263266206671
1520639884.09,1999.7825,-0.36,24.987,21.372,-0.248831959233
1520639885.09,1999.7825,-0.36,24.988,21.372,-0.234597576656
1520639886.09,1999.7825,-0.36,24.986,21.383,-0.220563058943
1520639887.09,1999.7838,0.29,24.99,21.394,-0.206728406092
1520639888.09,1999.7838,0.29,24.989,21.383,-0.193093618104
1520639889.09,1999.7838,0.29,24.994,21.394,-0.179658694979
1520639890.09,1999.7841,0.44,24.99,21.372,-0.166423636716
1520639891.09,1999.7841,0.44,24.991,21.383,-0.153388443316
1520639892.09,1999.7841,0.44,24.988,21.394,-0.140553114779
1520639893.09,1999.7846,0.69,24.99,21.383,-0.127917651104
1520639894.09,1999.7846,0.69,24.988,21.394,-0.115482052293
1520639895.09,1999.7846,0.69,24.992,21.372,-0.103246318343
1520639896.09,1999.7846,0.69,24.991,21.383,-0.091210449257
1520639897.09,1999.7835,0.14,24.996,21.383,-0.0793744450332
1520639898.09,1999.7835,0.14,24.993,21.394,-0.0677383056722
1520639899.09,1999.7835,0.14,24.995,21.372,-0.0563020311739
1520639900.09,1999.7825,-0.36,24.991,21.383,-0.0450656215382
1520639901.09,1999.7825,-0.36,24.993,21.383,-0.0340290767653
1520639902.09,1999.7825,-0.36,24.991,21.394,-0.0231923968551
1520639903.09,1999.783,-0.11,24.994,21.405,-0.0125555818075
1520639904.09,1999.783,-0.11,24.993,21.383,-0.00211863162271
1520639905.09,1999.783,-0.11,24.998,21.415,0.00811845369942
1520639906.09,1999.783,-0.11,24.996,21.415,0.0181556741588
