timestamp,svrt-reseat
1512783581.423,10000180.0
1512783584.776,10000284.0
1512783588.128,10000213.0
1512783591.480,10000161.0
1512783594.831,10000191.0
1512783598.184,10000210.0
1512783601.536,10000176.0
1512783604.888,10000192.0
1512783608.240,10000160.0
1512783611.592,10000203.0
1512783614.944,10000230.0
1512783618.297,10000167.0
1512783621.648,10000163.0
1512783625.000,10000229.0
1512783628.352,10000150.0
1512783631.705,10000178.0
1512783635.057,10000229.0
1512783638.408,10000181.0
1512783641.761,10000170.0
1512783645.112,10000169.0
1512783648.465,10000121.0
1512783651.817,10000201.0
1512783655.169,10000136.0
1512783658.521,10000142.0
1512783661.874,10000171.0
1512783665.225,10000154.0
1512783668.577,10000139.0
1512783671.929,10000205.0
1512783675.281,10000250.0
1512783678.634,10000188.0
1512783681.985,10000196.0
1512783685.338,10000220.0
1512783688.689,10000231.0
1512783692.042,10000239.0
1512783695.393,10000237.0
1512783698.746,10000252.0
1512783702.098,10000179.0
1512783705.450,10000244.0
1512783708.810,10000186.0
1512783712.154,10000204.0
1512783715.505,10000218.0
1512783718.858,10000180.0
1512783722.210,10000222.0
1512783725.562,10000231.0
1512783728.914,10000228.0
1512783732.267,10000226.0
1512783735.618,10000224.0
1512783738.971,10000172.0
1512783742.322,10000158.0
1512783745.675,10000221.0
1512783749.027,10000158.0
1512783752.379,10000213.0
1512783755.731,10000247.0
1512783759.082,10000236.0
1512783762.435,10000191.0
1512783765.787,10000149.0
1512783769.139,10000173.0
1512783772.491,10000205.0
1512783775.843,10000213.0
1512783779.195,10000232.0
1512783782.547,10000230.0
1512783785.899,10000218.0
1512783789.252,10000214.0
1512783792.603,10000212.0
1512783795.956,10000217.0
1512783799.308,10000189.0
1512783802.659,10000180.0
1512783806.012,10000222.0
1512783809.364,10000155.0
1512783812.716,10000182.0
1512783816.067,10000208.0
1512783819.420,10000164.0
1512783822.772,10000223.0
1512783826.124,10000235.0
1512783829.476,10000233.0
1512783832.828,10000212.0
1512783836.181,10000224.0
1512783839.532,10000225.0
1512783842.884,10000226.0
1512783846.237,10000224.0
1512783849.588,10000231.0
1512783852.941,10000227.0
1512783856.293,10000228.0
1512783859.644,10000223.0
1512783862.997,10000218.0
1512783866.349,10000228.0
1512783869.701,10000223.0
1512783873.053,10000216.0
1512783876.405,10000211.0
1512783879.757,10000156.0
1512783883.109,10000217.0
1512783886.462,10000237.0
1512783889.813,10000237.0
1512783893.165,10000271.0
1512783896.517,10000269.0
1512783899.869,10000249.0
1512783903.222,10000238.0
1512783906.573,10000248.0
1512783909.926,10000254.0
1512783913.277,10000258.0
1512783916.631,10000258.0
1512783919.982,10000187.0
1512783923.334,10000213.0
1512783926.686,10000254.0
1512783930.038,10000240.0
1512783933.390,10000222.0
1512783936.743,10000229.0
1512783940.094,10000238.0
1512783943.446,10000229.0
1512783946.798,10000232.0
1512783950.151,10000226.0
1512783953.502,10000227.0
1512783956.855,10000235.0
1512783960.206,10000239.0
1512783963.559,10000236.0
1512783966.910,10000238.0
1512783970.263,10000239.0
1512783973.615,10000237.0
1512783976.966,10000258.0
1512783980.319,10000236.0
1512783983.670,10000199.0
1512783987.023,10000222.0
1512783990.375,10000226.0
1512783993.727,10000231.0
1512783997.079,10000225.0
1512784000.432,10000220.0
1512784003.783,10000220.0
1512784007.136,10000225.0
1512784010.487,10000250.0
1512784013.839,10000254.0
1512784017.192,10000220.0
1512784020.543,10000218.0
1512784023.896,10000218.0
1512784027.247,10000216.0
1512784030.600,10000213.0
1512784033.952,10000215.0
1512784037.305,10000215.0
1512784040.656,10000215.0
1512784044.009,10000202.0
1512784047.360,10000146.0
1512784050.712,10000226.0
1512784054.064,10000262.0
1512784057.416,10000187.0
1512784060.768,10000249.0
1512784064.120,10000248.0
1512784067.473,10000178.0
1512784070.825,10000202.0
1512784074.176,10000209.0
1512784077.529,10000186.0
1512784080.881,10000260.0
1512784084.233,10000257.0
1512784087.585,10000238.0
1512784090.938,10000235.0
1512784094.289,10000260.0
1512784097.641,10000249.0
1512784100.993,10000239.0
1512784104.345,10000233.0
1512784107.697,10000245.0
1512784111.049,10000245.0
1512784114.402,10000245.0
1512784117.753,10000236.0
1512784121.106,10000243.0
1512784124.457,10000258.0
1512784127.810,10000267.0
1512784131.162,10000249.0
1512784134.514,10000255.0
1512784137.866,10000259.0
1512784141.219,10000253.0
1512784144.570,10000246.0
1512784147.923,10000251.0
1512784151.274,10000253.0
1512784154.626,10000247.0
1512784157.979,10000250.0
1512784161.330,10000251.0
1512784164.683,10000254.0
1512784168.034,10000248.0
1512784171.387,10000251.0
1512784174.738,10000253.0
1512784178.091,10000267.0
1512784181.443,10000265.0
1512784184.795,10000208.0
1512784188.147,10000237.0
1512784191.499,10000230.0
1512784194.851,10000174.0
1512784198.203,10000245.0
1512784201.556,10000255.0
1512784204.907,10000186.0
1512784208.259,10000272.0
1512784211.612,10000197.0
1512784214.963,10000274.0
1512784218.316,10000275.0
1512784221.667,10000268.0
1512784225.020,10000261.0
1512784228.371,10000257.0
1512784231.724,10000262.0
1512784235.076,10000259.0
1512784238.428,10000251.0
1512784241.780,10000236.0
1512784245.132,10000211.0
1512784248.484,10000252.0
1512784251.837,10000211.0
1512784255.188,10000182.0
1512784258.540,10000239.0
1512784261.892,10000209.0
1512784265.244,10000191.0
1512784268.597,10000251.0
1512784271.948,10000236.0
1512784275.301,10000191.0
1512784278.652,10000219.0
1512784282.005,10000247.0
1512784285.357,10000185.0
1512784288.709,10000259.0
1512784292.061,10000201.0
1512784295.412,10000211.0
1512784298.765,10000256.0
1512784302.117,10000233.0
1512784305.469,10000258.0
1512784308.821,10000252.0
1512784312.173,10000238.0
1512784315.526,10000261.0
1512784318.877,10000236.0
1512784322.230,10000241.0
1512784325.581,10000241.0
1512784328.934,10000240.0
1512784332.286,10000250.0
1512784335.638,10000233.0
1512784338.990,10000233.0
1512784342.341,10000241.0
1512784345.694,10000259.0
1512784349.046,10000245.0
1512784352.398,10000250.0
1512784355.750,10000243.0
1512784359.102,10000225.0
1512784362.454,10000162.0
1512784365.807,10000225.0
1512784369.158,10000245.0
1512784372.511,10000220.0
1512784375.863,10000267.0
1512784379.214,10000197.0
1512784382.567,10000191.0
1512784385.918,10000254.0
1512784389.271,10000213.0
1512784392.622,10000185.0
1512784395.975,10000263.0
1512784399.327,10000254.0
1512784402.679,10000258.0
1512784406.031,10000239.0
1512784409.383,10000236.0
1512784412.735,10000238.0
1512784416.087,10000242.0
1512784419.439,10000242.0
1512784422.792,10000232.0
1512784426.143,10000244.0
1512784429.496,10000226.0
1512784432.847,10000152.0
1512784436.200,10000204.0
1512784439.551,10000166.0
1512784442.904,10000148.0
1512784446.256,10000252.0
1512784449.608,10000152.0
1512784452.960,10000252.0
1512784456.312,10000251.0
1512784459.664,10000235.0
1512784463.016,10000173.0
1512784466.368,10000245.0
1512784469.720,10000186.0
1512784473.072,10000136.0
1512784476.425,10000169.0
1512784479.776,10000112.0
1512784483.129,10000148.0
1512784486.480,10000203.0
1512784489.833,10000187.0
1512784493.185,10000131.0
1512784496.536,10000264.0
1512784499.889,10000257.0
1512784503.241,10000203.0
1512784506.593,10000236.0
1512784509.945,10000156.0
1512784513.297,10000243.0
1512784516.649,10000251.0
1512784520.001,10000221.0
1512784523.353,10000204.0
1512784526.705,10000254.0
1512784530.058,10000252.0
1512784533.409,10000197.0
1512784536.762,10000246.0
1512784540.113,10000260.0
1512784543.466,10000224.0
1512784546.817,10000248.0
1512784550.170,10000246.0
1512784553.522,10000253.0
1512784556.874,10000246.0
1512784560.226,10000247.0
1512784563.578,10000247.0
1512784566.930,10000250.0
1512784570.282,10000226.0
1512784573.640,10000162.0
1512784576.986,10000249.0
1512784580.338,10000224.0
1512784583.691,10000184.0
1512784587.042,10000204.0
1512784590.395,10000157.0
1512784593.746,10000235.0
1512784597.099,10000269.0
1512784600.451,10000267.0
1512784603.802,10000213.0
1512784607.155,10000260.0
1512784610.507,10000255.0
1512784613.859,10000257.0
1512784617.211,10000247.0
1512784620.563,10000262.0
1512784623.915,10000263.0
1512784627.268,10000270.0
1512784630.619,10000255.0
1512784633.972,10000240.0
1512784637.323,10000231.0
1512784640.676,10000252.0
1512784644.028,10000250.0
1512784647.379,10000256.0
1512784650.732,10000257.0
1512784654.083,10000207.0
1512784657.436,10000231.0
1512784660.788,10000258.0
1512784664.140,10000264.0
1512784667.492,10000261.0
1512784670.844,10000245.0
1512784674.196,10000167.0
1512784677.548,10000147.0
1512784680.900,10000229.0
1512784684.252,10000214.0
1512784687.604,10000128.0
1512784690.957,10000204.0
1512784694.308,10000140.0
1512784697.661,10000197.0
1512784701.012,10000218.0
1512784704.365,10000201.0
1512784707.717,10000164.0
1512784711.069,10000214.0
1512784714.421,10000177.0
1512784717.773,10000181.0
1512784721.125,10000242.0
1512784724.477,10000240.0
1512784727.829,10000241.0
1512784731.181,10000239.0
1512784734.534,10000235.0
1512784737.885,10000251.0
1512784741.238,10000259.0
1512784744.589,10000257.0
1512784747.942,10000256.0
1512784751.293,10000251.0
1512784754.646,10000243.0
1512784757.998,10000188.0
1512784761.350,10000225.0
1512784764.702,10000113.0
1512784768.054,10000114.0
1512784771.406,10000220.0
1512784774.758,10000233.0
1512784778.110,10000131.0
1512784781.462,10000220.0
1512784784.815,10000243.0
1512784788.166,10000238.0
1512784791.518,10000238.0
1512784794.871,10000243.0
1512784798.222,10000239.0
1512784801.575,10000241.0
1512784804.926,10000248.0
1512784808.279,10000244.0
1512784811.631,10000234.0
1512784814.983,10000237.0
1512784818.335,10000233.0
1512784821.686,10000233.0
1512784825.039,10000236.0
1512784828.391,10000252.0
1512784831.743,10000243.0
1512784835.095,10000243.0
1512784838.447,10000238.0
1512784841.799,10000231.0
1512784845.152,10000222.0
1512784848.503,10000235.0
1512784851.856,10000240.0
1512784855.207,10000225.0
1512784858.560,10000218.0
1512784861.912,10000146.0
1512784865.264,10000169.0
1512784868.616,10000240.0
1512784871.967,10000180.0
1512784875.320,10000152.0
1512784878.672,10000237.0
1512784882.024,10000242.0
1512784885.376,10000189.0
1512784888.728,10000231.0
1512784892.080,10000217.0
1512784895.433,10000241.0
1512784898.784,10000234.0
1512784902.137,10000220.0
1512784905.488,10000228.0
1512784908.841,10000239.0
1512784912.192,10000228.0
1512784915.545,10000239.0
1512784918.896,10000253.0
1512784922.249,10000249.0
1512784925.601,10000271.0
1512784928.953,10000250.0
1512784932.305,10000251.0
1512784935.657,10000256.0
1512784939.009,10000260.0
1512784942.362,10000251.0
1512784945.713,10000249.0
1512784949.066,10000260.0
1512784952.417,10000263.0
1512784955.769,10000236.0
1512784959.122,10000238.0
1512784962.473,10000248.0
1512784965.826,10000234.0
1512784969.177,10000252.0
1512784972.530,10000178.0
1512784975.882,10000211.0
1512784979.234,10000225.0
1512784982.586,10000230.0
1512784985.938,10000253.0
1512784989.290,10000251.0
1512784992.642,10000246.0
1512784995.994,10000238.0
1512784999.347,10000242.0
1512785002.698,10000211.0
1512785006.050,10000208.0
1512785009.402,10000246.0
1512785012.754,10000253.0
1512785016.107,10000258.0
1512785019.458,10000246.0
1512785022.811,10000206.0
1512785026.163,10000167.0
1512785029.515,10000245.0
1512785032.867,10000242.0
1512785036.219,10000187.0
1512785039.571,10000246.0
1512785042.923,10000249.0
1512785046.275,10000207.0
1512785049.627,10000246.0
1512785052.979,10000224.0
1512785056.332,10000166.0
1512785059.683,10000213.0
1512785063.036,10000203.0
1512785066.387,10000236.0
1512785069.740,10000250.0
1512785073.092,10000220.0
1512785076.444,10000242.0
1512785079.796,10000246.0
1512785083.148,10000181.0
1512785086.500,10000181.0
1512785089.852,10000234.0
1512785093.204,10000263.0
1512785096.556,10000236.0
1512785099.908,10000256.0
1512785103.260,10000267.0
1512785106.612,10000261.0
1512785109.965,10000256.0
1512785113.316,10000257.0
1512785116.669,10000254.0
1512785120.020,10000275.0
1512785123.372,10000257.0
1512785126.725,10000260.0
1512785130.077,10000253.0
1512785133.429,10000262.0
1512785136.780,10000214.0
1512785140.133,10000249.0
1512785143.485,10000222.0
1512785146.837,10000226.0
1512785150.189,10000258.0
1512785153.541,10000180.0
1512785156.894,10000224.0
1512785160.245,10000254.0
1512785163.597,10000244.0
1512785166.949,10000204.0
1512785170.301,10000259.0
1512785173.654,10000248.0
1512785177.005,10000143.0
1512785180.358,10000189.0
1512785183.710,10000221.0
1512785187.062,10000229.0
1512785190.414,10000254.0
1512785193.766,10000255.0
1512785197.118,10000255.0
1512785200.470,10000252.0
1512785203.822,10000173.0
1512785207.174,10000164.0
1512785210.526,10000225.0
1512785213.878,10000174.0
1512785217.231,10000184.0
1512785220.582,10000229.0
1512785223.935,10000176.0
1512785227.286,10000248.0
1512785230.639,10000255.0
1512785233.991,10000237.0
1512785237.343,10000177.0
1512785240.695,10000238.0
1512785244.048,10000231.0
1512785247.399,10000264.0
1512785250.751,10000275.0
1512785254.103,10000262.0
1512785257.455,10000247.0
1512785260.808,10000277.0
1512785264.159,10000273.0
1512785267.512,10000246.0
1512785270.863,10000270.0
1512785274.215,10000274.0
1512785277.567,10000268.0
1512785280.920,10000258.0
1512785284.271,10000244.0
1512785287.624,10000250.0
1512785290.976,10000249.0
1512785294.328,10000243.0
1512785297.680,10000247.0
1512785301.032,10000264.0
1512785304.384,10000266.0
1512785307.736,10000254.0
1512785311.088,10000241.0
1512785314.440,10000271.0
1512785317.792,10000271.0
1512785321.144,10000274.0
1512785324.497,10000283.0
1512785327.848,10000252.0
1512785331.201,10000250.0
1512785334.553,10000252.0
1512785337.904,10000247.0
1512785341.257,10000256.0
1512785344.608,10000255.0
1512785347.961,10000260.0
1512785351.313,10000226.0
1512785354.665,10000219.0
1512785358.017,10000247.0
1512785361.369,10000229.0
1512785364.721,10000219.0
1512785368.074,10000250.0
1512785371.425,10000197.0
1512785374.777,10000194.0
1512785378.130,10000248.0
1512785381.481,10000211.0
1512785384.834,10000238.0
1512785388.186,10000261.0
1512785391.537,10000210.0
1512785394.890,10000249.0
1512785398.242,10000252.0
1512785401.594,10000261.0
1512785404.946,10000263.0
1512785408.298,10000215.0
1512785411.650,10000193.0
1512785415.002,10000262.0
1512785418.354,10000241.0
1512785421.707,10000182.0
1512785425.058,10000201.0
1512785428.411,10000220.0
1512785431.762,10000235.0
1512785435.115,10000207.0
1512785438.467,10000211.0
1512785441.818,10000227.0
1512785445.171,10000282.0
1512785448.522,10000278.0
1512785451.875,10000277.0
1512785455.227,10000230.0
1512785458.579,10000232.0
1512785461.931,10000241.0
1512785465.283,10000197.0
1512785468.635,10000173.0
1512785471.987,10000233.0
1512785475.339,10000237.0
1512785478.691,10000143.0
1512785482.043,10000225.0
1512785485.395,10000233.0
1512785488.748,10000177.0
1512785492.099,10000203.0
1512785495.452,10000197.0
1512785498.803,10000216.0
1512785502.156,10000199.0
1512785505.511,10000242.0
1512785508.860,10000249.0
1512785512.212,10000262.0
1512785515.564,10000261.0
1512785518.916,10000173.0
1512785522.268,10000146.0
1512785525.620,10000237.0
1512785528.973,10000190.0
1512785532.324,10000223.0
1512785535.677,10000206.0
1512785539.028,10000209.0
1512785542.381,10000229.0
1512785545.733,10000238.0
1512785549.085,10000221.0
1512785552.437,10000220.0
1512785555.788,10000214.0
1512785559.141,10000185.0
1512785562.493,10000209.0
1512785565.845,10000235.0
1512785569.197,10000284.0
1512785572.549,10000287.0
1512785575.901,10000287.0
1512785579.254,10000275.0
1512785582.605,10000279.0
1512785585.957,10000283.0
1512785589.310,10000213.0
1512785592.661,10000207.0
1512785596.014,10000189.0
1512785599.366,10000178.0
1512785602.718,10000255.0
1512785606.070,10000258.0
1512785609.421,10000253.0
1512785612.774,10000254.0
1512785616.126,10000245.0
1512785619.478,10000222.0
1512785622.830,10000166.0
1512785626.182,10000186.0
1512785629.534,10000204.0
1512785632.886,10000221.0
1512785636.239,10000242.0
1512785639.590,10000249.0
1512785642.943,10000212.0
1512785646.295,10000195.0
1512785649.647,10000212.0
1512785652.999,10000262.0
1512785656.350,10000249.0
1512785659.703,10000220.0
1512785663.055,10000211.0
1512785666.407,10000222.0
1512785669.760,10000209.0
1512785673.111,10000261.0
1512785676.463,10000246.0
1512785679.816,10000260.0
1512785683.167,10000263.0
1512785686.520,10000247.0
1512785689.871,10000258.0
1512785693.224,10000256.0
1512785696.576,10000264.0
1512785699.927,10000256.0
1512785703.280,10000265.0
1512785706.631,10000260.0
1512785709.984,10000258.0
1512785713.336,10000220.0
1512785716.688,10000195.0
1512785720.040,10000246.0
1512785723.392,10000254.0
1512785726.744,10000246.0
1512785730.097,10000223.0
1512785733.448,10000204.0
1512785736.801,10000182.0
1512785740.152,10000210.0
1512785743.505,10000222.0
1512785746.857,10000238.0
1512785750.209,10000260.0
1512785753.560,10000257.0
1512785756.913,10000261.0
1512785760.265,10000263.0
1512785763.617,10000254.0
1512785766.969,10000261.0
1512785770.321,10000274.0
1512785773.673,10000260.0
1512785777.025,10000246.0
1512785780.377,10000248.0
1512785783.729,10000246.0
1512785787.081,10000246.0
1512785790.434,10000183.0
1512785793.785,10000252.0
1512785797.138,10000228.0
1512785800.490,10000173.0
1512785803.841,10000222.0
1512785807.194,10000207.0
1512785810.546,10000183.0
1512785813.898,10000175.0
1512785817.250,10000198.0
1512785820.602,10000254.0
1512785823.954,10000221.0
1512785827.306,10000180.0
1512785830.658,10000228.0
1512785834.011,10000260.0
1512785837.362,10000266.0
1512785840.715,10000264.0
1512785844.066,10000256.0
1512785847.419,10000263.0
1512785850.771,10000220.0
1512785854.122,10000184.0
1512785857.475,10000207.0
1512785860.826,10000196.0
1512785864.179,10000264.0
1512785867.531,10000261.0
1512785870.883,10000206.0
1512785874.235,10000253.0
1512785877.587,10000248.0
1512785880.940,10000255.0
1512785884.291,10000271.0
1512785887.644,10000291.0
1512785890.995,10000290.0
1512785894.347,10000270.0
1512785897.700,10000257.0
1512785901.051,10000254.0
1512785904.404,10000259.0
1512785907.756,10000217.0
1512785911.108,10000169.0
1512785914.460,10000128.0
1512785917.811,10000138.0
1512785921.164,10000167.0
1512785924.516,10000198.0
1512785927.868,10000140.0
1512785931.220,10000133.0
1512785934.573,10000169.0
1512785937.924,10000236.0
1512785941.277,10000165.0
1512785944.640,10000223.0
1512785947.980,10000182.0
1512785951.333,10000158.0
1512785954.684,10000161.0
1512785958.037,10000143.0
1512785961.389,10000221.0
1512785964.741,10000248.0
1512785968.093,10000225.0
1512785971.445,10000243.0
1512785974.797,10000256.0
1512785978.150,10000255.0
1512785981.501,10000256.0
1512785984.853,10000265.0
1512785988.205,10000196.0
1512785991.557,10000213.0
1512785994.909,10000251.0
1512785998.262,10000260.0
1512786001.613,10000250.0
1512786004.966,10000233.0
1512786008.317,10000262.0
1512786011.670,10000260.0
1512786015.021,10000181.0
1512786018.374,10000160.0
1512786021.726,10000160.0
1512786025.078,10000203.0
1512786028.430,10000233.0
1512786031.781,10000259.0
1512786035.134,10000241.0
1512786038.486,10000262.0
1512786041.838,10000252.0
1512786045.190,10000244.0
1512786048.543,10000240.0
1512786051.894,10000244.0
1512786055.246,10000254.0
1512786058.598,10000197.0
1512786061.950,10000191.0
1512786065.303,10000162.0
1512786068.654,10000187.0
1512786072.007,10000197.0
1512786075.358,10000160.0
1512786078.711,10000197.0
1512786082.063,10000188.0
1512786085.415,10000227.0
1512786088.767,10000274.0
1512786092.120,10000255.0
1512786095.471,10000251.0
1512786098.823,10000251.0
1512786102.176,10000268.0
1512786105.527,10000258.0
1512786108.880,10000257.0
1512786112.232,10000258.0
1512786115.583,10000261.0
1512786118.935,10000254.0
1512786122.288,10000260.0
1512786125.639,10000260.0
1512786128.992,10000255.0
1512786132.344,10000254.0
1512786135.696,10000257.0
1512786139.048,10000263.0
1512786142.400,10000248.0
1512786145.752,10000253.0
1512786149.104,10000259.0
1512786152.456,10000250.0
1512786155.808,10000250.0
1512786159.161,10000254.0
1512786162.512,10000249.0
1512786165.865,10000258.0
1512786169.216,10000263.0
1512786172.568,10000254.0
1512786175.921,10000242.0
1512786179.272,10000254.0
1512786182.625,10000263.0
1512786185.977,10000273.0
1512786189.329,10000256.0
1512786192.681,10000262.0
1512786196.032,10000264.0
1512786199.385,10000260.0
1512786202.737,10000247.0
1512786206.089,10000256.0
1512786209.441,10000245.0
1512786212.794,10000277.0
1512786216.145,10000281.0
1512786219.498,10000289.0
1512786222.849,10000240.0
1512786226.202,10000242.0
1512786229.553,10000244.0
1512786232.906,10000264.0
1512786236.258,10000271.0
1512786239.610,10000266.0
1512786242.961,10000253.0
1512786246.314,10000254.0
1512786249.666,10000257.0
1512786253.018,10000253.0
1512786256.370,10000254.0
1512786259.722,10000265.0
1512786263.074,10000261.0
1512786266.426,10000254.0
1512786269.778,10000236.0
1512786273.131,10000204.0
1512786276.482,10000254.0
1512786279.835,10000221.0
1512786283.187,10000188.0
1512786286.538,10000195.0
1512786289.891,10000193.0
1512786293.242,10000183.0
1512786296.595,10000187.0
1512786299.947,10000185.0
1512786303.299,10000161.0
1512786306.651,10000194.0
1512786310.003,10000206.0
1512786313.355,10000249.0
1512786316.708,10000158.0
1512786320.059,10000173.0
1512786323.411,10000155.0
1512786326.764,10000184.0
1512786330.115,10000234.0
1512786333.468,10000176.0
1512786336.819,10000231.0
1512786340.172,10000212.0
1512786343.524,10000251.0
1512786346.876,10000199.0
1512786350.228,10000185.0
1512786353.580,10000161.0
1512786356.931,10000221.0
1512786360.284,10000221.0
1512786363.636,10000245.0
1512786366.988,10000218.0
1512786370.340,10000165.0
1512786373.693,10000174.0
1512786377.044,10000179.0
1512786380.397,10000150.0
1512786383.748,10000151.0
1512786387.101,10000184.0
1512786390.453,10000220.0
1512786393.805,10000201.0
1512786397.157,10000235.0
1512786400.508,10000238.0
1512786403.861,10000247.0
1512786407.213,10000199.0
1512786410.565,10000187.0
1512786413.917,10000205.0
1512786417.270,10000219.0
1512786420.621,10000218.0
