set_c,oven_c,output,ambient_c
25.000,23.932,202.34,20.664
25.000,23.936,205.00,20.686
25.000,24.080,186.42,20.654
25.000,24.337,142.94,20.664
25.000,24.607,95.62,20.664
25.000,24.838,54.16,20.664
25.000,24.998,24.92,20.664
25.000,25.070,11.25,20.675
25.000,25.073,10.33,20.664
25.000,25.050,14.33,20.654
25.000,24.975,28.18,20.664
25.000,24.901,42.31,20.664
25.000,24.856,51.23,20.664
25.000,24.821,58.84,20.664
25.000,24.820,59.96,20.664
25.000,24.854,54.65,20.664
25.000,24.885,49.64,20.686
25.000,24.907,46.04,20.664
25.000,24.946,39.30,20.675
25.000,24.970,35.07,20.664
25.000,24.974,34.41,20.654
25.000,24.975,34.43,20.664
25.000,24.973,34.99,20.664
25.000,24.970,35.64,20.664
25.000,24.964,37.01,20.686
25.000,24.960,37.90,20.675
25.000,24.958,38.52,20.664
25.000,24.962,37.91,20.664
25.000,24.966,37.49,20.664
25.000,24.971,36.63,20.675
25.000,24.973,36.40,20.654
25.000,24.976,36.09,20.664
25.000,24.977,36.06,20.675
25.000,24.979,35.81,20.664
25.000,24.981,35.46,20.664
25.000,24.989,34.17,20.675
25.000,24.994,33.23,20.664
25.000,25.003,31.63,20.664
25.000,25.005,31.14,20.664
25.000,25.009,30.37,20.675
25.000,25.005,31.05,20.664
25.000,25.006,30.79,20.654
25.000,25.002,31.69,20.664
25.000,25.003,31.39,20.675
25.000,25.003,31.40,20.664
25.000,25.007,30.60,20.654
25.000,25.009,30.25,20.664
25.000,25.014,29.13,20.664
25.000,25.017,28.64,20.654
25.000,25.021,27.73,20.664
25.000,25.019,27.95,20.675
25.000,25.019,27.87,20.664
25.000,25.013,28.83,20.664
25.000,25.013,28.84,20.697
25.000,25.010,29.28,20.664
25.000,25.014,28.52,20.664
25.000,25.015,28.29,20.664
25.000,25.022,26.72,20.664
25.000,25.022,26.70,20.686
25.000,25.025,25.96,20.664
26.000,25.023,205.00,20.686
26.000,25.034,205.00,20.664
26.000,25.159,199.76,20.664
26.000,25.382,162.44,20.664
26.000,25.623,120.70,20.664
26.000,25.833,83.44,20.654
26.000,25.991,54.68,20.654
26.000,26.090,36.32,20.654
26.000,26.115,30.98,20.632
26.000,26.103,32.65,20.664
26.000,26.038,44.24,20.664
26.000,25.988,53.34,20.664
26.000,25.939,62.57,20.675
26.000,25.919,66.71,20.632
26.000,25.907,69.40,20.654
26.000,25.921,67.40,20.632
26.000,25.936,65.02,20.643
26.000,25.949,62.93,20.643
26.000,25.975,58.22,20.632
26.000,26.007,52.43,20.664
26.000,26.021,49.82,20.643
26.000,26.026,48.79,20.632
26.000,26.025,48.81,20.654
26.000,26.024,48.88,20.654
26.000,26.020,49.46,20.643
26.000,26.018,49.73,20.643
26.000,26.014,50.28,20.643
26.000,26.016,49.84,20.632
26.000,26.018,49.51,20.643
26.000,26.022,48.64,20.632
26.000,26.024,48.09,20.632
26.000,26.027,47.42,20.632
26.000,26.028,47.08,20.654
26.000,26.030,46.60,20.622
26.000,26.030,46.31,20.632
26.000,26.032,45.73,20.643
26.000,26.034,45.21,20.654
26.000,26.039,44.13,20.632
26.000,26.041,43.57,20.643
26.000,26.046,42.29,20.643
26.000,26.047,41.98,20.622
26.000,26.051,40.89,20.622
26.000,26.048,41.12,20.632
26.000,26.049,40.77,20.622
26.000,26.045,41.11,20.643
26.000,26.047,40.53,20.632
26.000,26.045,40.58,20.622
26.000,26.049,39.62,20.632
26.000,26.050,39.19,20.632
26.000,26.054,38.20,20.622
26.000,26.052,38.16,20.622
26.000,26.057,37.05,20.632
26.000,26.054,37.29,20.654
26.000,26.056,36.62,20.643
26.000,26.052,36.95,20.654
26.000,26.052,36.65,20.654
26.000,26.048,37.16,20.664
26.000,26.049,36.61,20.654
26.000,26.046,37.02,20.643
26.000,26.049,36.15,20.632
