set_c,oven_c,output,ambient_c
25.000,23.548,205.00,20.740
25.000,23.552,205.00,20.740
25.000,23.702,205.00,20.718
25.000,23.972,188.81,20.707
25.000,24.272,133.66,20.740
25.000,24.555,81.59,20.740
25.000,24.774,41.38,20.718
25.000,24.911,16.26,20.750
25.000,24.972,5.17,20.740
25.000,24.949,9.38,20.750
25.000,24.878,22.38,20.740
25.000,24.796,37.28,20.750
25.000,24.721,51.21,20.740
25.000,24.690,56.86,20.718
25.000,24.671,60.34,20.718
25.000,24.690,56.73,20.740
25.000,24.711,52.93,20.729
25.000,24.735,48.55,20.718
25.000,24.774,41.37,20.740
25.000,24.797,37.26,20.718
25.000,24.801,36.48,20.729
25.000,24.802,36.35,20.740
25.000,24.801,36.50,20.740
25.000,24.800,36.70,20.740
25.000,24.798,37.07,20.729
25.000,24.796,37.34,20.718
25.000,24.795,37.55,20.718
25.000,24.797,37.20,20.740
25.000,24.798,37.08,20.729
25.000,24.800,36.64,20.750
25.000,24.801,36.44,20.740
25.000,24.803,36.17,20.740
25.000,24.804,35.95,20.718
25.000,24.808,35.22,20.740
25.000,24.811,34.54,20.740
25.000,24.820,33.04,20.729
25.000,24.824,32.15,20.729
25.000,24.831,30.89,20.750
25.000,24.833,30.53,20.740
25.000,24.835,30.28,20.729
25.000,24.830,31.08,20.740
25.000,24.831,30.99,20.729
25.000,24.828,31.43,20.729
25.000,24.833,30.62,20.740
25.000,24.833,30.67,20.729
25.000,24.839,29.50,20.740
25.000,24.841,29.17,20.729
25.000,24.846,28.21,20.729
25.000,24.846,28.29,20.718
25.000,24.849,27.66,20.740
25.000,24.848,27.76,20.750
25.000,24.851,27.26,20.729
25.000,24.848,27.78,20.740
25.000,24.850,27.48,20.697
25.000,24.848,27.85,20.740
25.000,24.852,27.11,20.729
25.000,24.852,27.13,20.729
25.000,24.856,26.29,20.750
25.000,24.857,26.18,20.750
25.000,24.861,25.42,20.729
26.000,24.862,205.00,20.740
26.000,24.873,205.00,20.729
26.000,24.998,182.71,20.740
26.000,25.223,141.58,20.740
26.000,25.458,98.74,20.750
26.000,25.654,62.84,20.750
26.000,25.783,39.47,20.740
26.000,25.850,27.24,20.740
26.000,25.852,26.85,20.740
26.000,25.821,32.54,20.740
26.000,25.764,42.87,20.729
26.000,25.710,52.67,20.740
26.000,25.674,59.22,20.740
26.000,25.662,61.42,20.740
26.000,25.660,61.77,20.750
26.000,25.671,59.80,20.772
26.000,25.679,58.46,20.761
26.000,25.697,55.19,20.740
26.000,25.723,50.36,20.761
26.000,25.749,45.72,20.750
26.000,25.756,44.32,20.761
26.000,25.759,43.72,20.761
26.000,25.757,44.15,20.750
26.000,25.755,44.57,20.740
26.000,25.750,45.44,20.750
26.000,25.750,45.53,20.750
26.000,25.750,45.48,20.750
26.000,25.754,44.81,20.761
26.000,25.755,44.49,20.740
26.000,25.760,43.72,20.750
26.000,25.761,43.40,20.761
26.000,25.763,43.04,20.750
26.000,25.764,42.88,20.750
26.000,25.766,42.58,20.772
26.000,25.766,42.54,20.740
26.000,25.767,42.38,20.750
26.000,25.768,42.25,20.761
26.000,25.771,41.64,20.761
26.000,25.774,41.01,20.761
26.000,25.783,39.42,20.761
26.000,25.788,38.51,20.740
26.000,25.794,37.51,20.740
26.000,25.795,37.25,20.750
26.000,25.796,37.11,20.761
26.000,25.793,37.59,20.729
26.000,25.794,37.45,20.740
26.000,25.791,38.01,20.729
26.000,25.793,37.57,20.718
26.000,25.795,37.25,20.729
26.000,25.799,36.53,20.718
26.000,25.800,36.41,20.729
26.000,25.803,35.84,20.740
26.000,25.802,35.95,20.729
26.000,25.804,35.61,20.718
26.000,25.802,36.05,20.740
26.000,25.804,35.69,20.729
26.000,25.803,35.73,20.740
26.000,25.807,34.99,20.729
26.000,25.807,35.05,20.729
26.000,25.810,34.55,20.740
