Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1518449640.66,12500.536,-0.05,24.999,17.972,-0.220094109446
1518449641.66,12500.536,-0.05,24.999,17.962,-0.218891181596
1518449642.65,12500.546,0.75,24.997,17.951,-0.21768857189
1518449643.65,12500.546,0.75,24.998,17.962,-0.216486280326
1518449644.65,12500.546,0.75,24.997,17.962,-0.215284306905
1518449645.65,12500.536,-0.05,24.999,17.962,-0.214082651627
1518449646.66,12500.536,-0.05,24.997,17.962,-0.212881314491
1518449647.66,12500.536,-0.05,25.001,17.972,-0.211680295499
1518449648.66,12500.546,0.75,24.999,17.962,-0.210479594649
1518449649.66,12500.546,0.75,25.002,17.972,-0.209279211942
1518449650.66,12500.546,0.75,25.001,17.962,-0.208079147377
1518449651.66,12500.546,0.75,25.003,17.951,-0.206879400956
1518449652.66,12500.533,-0.29,25.0,17.983,-0.205679972677
1518449653.66,12500.533,-0.29,25.002,17.972,-0.204480862541
1518449654.66,12500.533,-0.29,24.999,17.951,-0.203282070548
1518449655.66,12500.526,-0.85,25.0,17.962,-0.202083596698
1518449656.66,12500.526,-0.85,24.997,17.962,-0.20088544099
1518449657.66,12500.526,-0.85,25.0,17.951,-0.199687603426
1518449658.66,12500.544,0.59,24.999,17.951,-0.198490084004
1518449659.66,12500.544,0.59,25.002,17.962,-0.197292882725
1518449660.66,12500.544,0.59,25.0,17.94,-0.196095999588
1518449661.66,12500.544,0.59,25.003,17.951,-0.194899434595
1518449662.66,12500.516,-1.65,25.001,17.962,-0.193703187744
1518449663.66,12500.516,-1.65,25.003,17.962,-0.192507259036
1518449664.66,12500.516,-1.65,25.0,17.951,-0.191311648471
1518449665.66,12500.528,-0.69,25.001,17.94,-0.190116356049
1518449666.66,12500.528,-0.69,24.999,17.962,-0.188921381769
1518449667.66,12500.528,-0.69,25.003,17.951,-0.187726725632
1518449668.66,12500.533,-0.29,25.002,17.951,-0.186532387638
1518449669.66,12500.533,-0.29,25.004,17.951,-0.185338367787
1518449670.66,12500.533,-0.29,25.0,17.93,-0.184144666079
1518449671.66,12500.533,-0.29,25.0,17.962,-0.182951282513
1518449672.66,12500.518,-1.49,24.997,17.94,-0.18175821709
1518449673.66,12500.518,-1.49,25.0,17.951,-0.18056546981
1518449674.66,12500.518,-1.49,24.998,17.962,-0.179373040673
1518449675.66,12500.526,-0.85,25.001,17.94,-0.178180929679
1518449676.66,12500.526,-0.85,25.0,17.962,-0.176989136827
1518449677.66,12500.526,-0.85,25.0,17.951,-0.175797662118
1518449678.66,12500.516,-1.65,24.999,17.94,-0.174606505552
1518449679.66,12500.516,-1.65,25.0,17.951,-0.173415667129
1518449680.66,12500.516,-1.65,24.999,17.951,-0.172225146849
1518449681.66,12500.516,-1.65,25.001,17.962,-0.171034944711
1518449682.66,12500.541,0.35,24.999,17.962,-0.169845060716
1518449683.66,12500.541,0.35,25.002,17.962,-0.168655494864
1518449684.66,12500.541,0.35,24.999,17.951,-0.167466247155
1518449685.66,12500.541,0.35,25.0,17.962,-0.166277317588
1518449686.66,12500.541,0.35,24.998,17.962,-0.165088706165
1518449687.66,12500.541,0.35,25.0,17.951,-0.163900412884
