si7021_c,si7021_h,set,input,output
23.903,56.180,407,309.676,255.00
23.925,56.157,407,309.754,255.00
23.893,56.164,407,309.299,255.00
23.903,56.157,407,309.143,255.00
23.903,56.164,407,309.189,255.00
23.882,56.164,407,309.648,255.00
23.893,56.149,407,308.887,255.00
23.893,56.141,407,309.176,255.00
23.893,56.149,407,309.396,255.00
23.893,56.149,407,309.367,255.00
23.882,56.141,407,309.074,255.00
23.893,56.157,407,309.254,255.00
23.893,56.157,407,309.725,255.00
23.871,56.164,407,309.811,255.00
23.882,56.149,407,309.352,255.00
23.893,56.149,407,309.088,255.00
23.914,56.134,407,309.346,255.00
23.903,56.149,407,309.625,255.00
23.893,56.141,407,309.451,255.00
23.882,56.134,407,309.932,255.00
23.893,56.149,407,310.031,255.00
23.893,56.149,407,310.283,255.00
23.914,56.149,407,309.945,255.00
23.893,56.134,407,310.271,255.00
23.903,56.149,407,310.262,255.00
23.893,56.134,407,310.498,255.00
23.893,56.141,407,310.367,255.00
23.882,56.149,407,310.779,255.00
23.893,56.141,407,310.514,255.00
23.914,56.141,407,310.037,255.00
23.903,56.149,407,311.475,255.00
23.903,56.134,407,310.809,255.00
23.914,56.141,407,311.195,255.00
23.914,56.134,407,311.219,255.00
23.914,56.149,407,311.217,255.00
23.914,56.141,407,311.066,255.00
23.936,56.134,407,311.227,255.00
23.914,56.149,407,311.787,255.00
23.914,56.141,407,311.711,255.00
23.903,56.149,407,312.098,255.00
23.893,56.134,407,311.852,255.00
23.925,56.141,407,311.939,255.00
23.925,56.134,407,312.092,255.00
23.903,56.149,407,312.193,255.00
23.925,56.141,407,312.627,255.00
23.925,56.141,407,312.707,255.00
23.925,56.134,407,313.572,255.00
23.925,56.126,407,313.105,255.00
23.925,56.149,407,313.395,255.00
23.946,56.141,407,313.219,255.00
23.914,56.141,407,313.457,255.00
23.925,56.134,407,313.365,255.00
23.936,56.149,407,313.359,255.00
23.936,56.149,407,313.711,255.00
23.925,56.157,407,313.873,255.00
23.936,56.141,407,314.064,255.00
23.946,56.149,407,314.176,255.00
23.925,56.149,407,314.209,255.00
23.925,56.164,407,314.742,255.00
23.946,56.164,407,314.848,255.00
23.946,56.157,407,315.285,255.00
23.946,56.157,407,314.965,255.00
23.957,56.149,407,315.008,255.00
23.957,56.149,407,315.377,255.00
23.936,56.141,407,315.182,255.00
23.936,56.164,407,315.318,255.00
23.946,56.149,407,315.490,255.00
23.936,56.172,407,315.770,255.00
23.957,56.172,407,315.307,255.00
23.957,56.157,407,316.139,255.00
23.957,56.172,407,316.111,255.00
23.957,56.157,407,315.840,255.00
23.957,56.157,407,315.865,255.00
23.946,56.172,407,315.990,255.00
23.957,56.172,407,316.123,255.00
23.957,56.164,407,316.377,255.00
23.979,56.149,407,316.387,255.00
23.946,56.172,407,316.652,255.00
23.957,56.157,407,316.926,255.00
23.957,56.172,407,316.748,255.00
23.979,56.172,407,317.014,255.00
23.979,56.157,407,316.893,255.00
23.968,56.157,407,317.285,255.00
23.946,56.157,407,317.270,255.00
23.989,56.172,407,317.615,255.00
23.968,56.157,407,317.889,255.00
23.957,56.172,407,317.750,255.00
23.968,56.172,407,318.068,255.00
23.979,56.157,407,318.674,255.00
23.979,56.157,407,318.412,255.00
23.968,56.157,407,318.584,255.00
23.989,56.157,407,318.402,255.00
23.989,56.157,407,318.809,255.00
23.968,56.157,407,319.080,255.00
23.979,56.172,407,318.865,255.00
24.000,56.187,407,319.086,255.00
23.989,56.149,407,318.709,255.00
23.989,56.172,407,319.428,255.00
23.979,56.149,407,318.914,255.00
24.000,56.157,407,319.551,255.00
23.989,56.172,407,319.205,255.00
23.979,56.172,407,319.475,255.00
24.000,56.157,407,319.521,255.00
24.011,56.157,407,320.018,255.00
24.000,56.149,407,319.742,255.00
23.989,56.149,407,320.234,255.00
24.000,56.149,407,320.441,255.00
23.979,56.157,407,320.252,255.00
24.011,56.149,407,320.814,255.00
24.021,56.157,407,320.439,255.00
23.989,56.157,407,320.578,255.00
24.021,56.134,407,320.799,255.00
24.021,56.149,407,320.881,255.00
24.000,56.141,407,321.252,255.00
24.021,56.172,407,321.303,255.00
24.032,56.141,407,321.609,255.00
24.021,56.164,407,321.541,255.00
24.011,56.149,407,321.652,255.00
24.032,56.157,407,322.170,255.00
24.032,56.157,407,321.881,255.00
24.032,56.134,407,322.432,255.00
24.032,56.149,407,322.187,255.00
24.032,56.149,407,322.115,255.00
24.011,56.157,407,322.592,255.00
24.043,56.134,407,322.670,255.00
24.021,56.141,407,322.562,255.00
24.032,56.157,407,323.180,255.00
24.043,56.141,407,322.924,255.00
24.032,56.141,407,323.225,255.00
24.043,56.141,407,323.170,255.00
24.054,56.149,407,323.361,255.00
24.032,56.149,407,324.039,255.00
24.032,56.126,407,323.924,255.00
24.043,56.126,407,324.021,255.00
24.064,56.149,407,324.223,255.00
24.043,56.141,407,324.273,255.00
24.054,56.157,407,324.418,255.00
24.054,56.149,407,324.012,255.00
24.064,56.149,407,324.432,255.00
