timestamp,ambient_c,ambient_rh,set_c,err_c,duty_cycle
1521556810.50,24.322,54.593,24.500,-0.178,0.000
1521556810.90,24.322,54.562,24.500,-0.178,0.000
1521556811.31,24.322,54.570,24.500,-0.178,0.000
1521556811.72,24.332,54.555,24.500,-0.168,0.000
1521556812.13,24.322,54.555,24.500,-0.178,0.000
1521556812.54,24.322,54.555,24.500,-0.178,0.000
1521556812.94,24.311,54.547,24.500,-0.189,0.000
1521556813.35,24.332,54.539,24.500,-0.168,0.000
1521556813.76,24.311,54.555,24.500,-0.189,0.000
1521556814.17,24.322,54.539,24.500,-0.178,0.000
1521556814.57,24.311,54.539,24.500,-0.189,0.000
1521556814.98,24.322,54.532,24.500,-0.178,0.000
1521556815.39,24.332,54.524,24.500,-0.168,0.000
1521556815.80,24.322,54.501,24.500,-0.178,0.000
1521556816.21,24.322,54.509,24.500,-0.178,0.000
1521556816.62,24.332,54.493,24.500,-0.168,0.000
1521556817.02,24.332,54.509,24.500,-0.168,0.000
1521556817.43,24.322,54.501,24.500,-0.178,0.000
1521556817.84,24.343,54.486,24.500,-0.157,0.000
1521556818.25,24.332,54.501,24.500,-0.168,0.000
1521556818.65,24.322,54.478,24.500,-0.178,0.000
1521556819.06,24.332,54.486,24.500,-0.168,0.000
1521556819.47,24.322,54.486,24.500,-0.178,0.000
1521556819.88,24.332,54.478,24.500,-0.168,0.000
1521556820.29,24.311,54.478,24.500,-0.189,0.000
1521556820.69,24.322,54.478,24.500,-0.178,0.000
1521556821.10,24.332,54.486,24.500,-0.168,0.000
1521556821.51,24.322,54.455,24.500,-0.178,0.000
1521556821.92,24.322,54.440,24.500,-0.178,0.000
1521556822.33,24.354,54.463,24.500,-0.146,0.000
1521556822.73,24.354,54.440,24.500,-0.146,0.000
1521556823.14,24.343,54.455,24.500,-0.157,0.000
1521556823.55,24.322,54.440,24.500,-0.178,0.000
1521556823.96,24.343,54.448,24.500,-0.157,0.000
1521556824.36,24.343,54.440,24.500,-0.157,0.000
1521556824.77,24.332,54.425,24.500,-0.168,0.000
1521556825.18,24.332,54.440,24.500,-0.168,0.000
1521556825.59,24.343,54.432,24.500,-0.157,0.000
1521556826.00,24.332,54.425,24.500,-0.168,0.000
1521556826.40,24.332,54.425,24.500,-0.168,0.000
1521556826.81,24.343,54.410,24.500,-0.157,0.000
1521556827.22,24.343,54.425,24.500,-0.157,0.000
1521556827.63,24.343,54.410,24.500,-0.157,0.000
1521556828.04,24.354,54.432,24.500,-0.146,0.000
1521556828.44,24.343,54.410,24.500,-0.157,0.000
1521556828.85,24.354,54.410,24.500,-0.146,0.000
1521556829.26,24.354,54.402,24.500,-0.146,0.000
1521556829.67,24.343,54.394,24.500,-0.157,0.000
1521556830.08,24.354,54.402,24.500,-0.146,0.000
1521556830.48,24.365,54.402,24.500,-0.135,0.000
1521556830.89,24.375,54.394,24.500,-0.125,0.000
1521556831.30,24.365,54.394,24.500,-0.135,0.000
1521556831.71,24.365,54.371,24.500,-0.135,0.000
1521556832.12,24.354,54.402,24.500,-0.146,0.000
1521556832.52,24.365,54.371,24.500,-0.135,0.000
1521556832.93,24.354,54.371,24.500,-0.146,0.000
1521556833.34,24.354,54.371,24.500,-0.146,0.000
1521556833.75,24.365,54.364,24.500,-0.135,0.000
1521556834.15,24.365,54.371,24.500,-0.135,0.000
1521556834.56,24.354,54.364,24.500,-0.146,0.000
1521556834.97,24.365,54.364,24.500,-0.135,0.000
1521556835.38,24.375,54.364,24.500,-0.125,0.000
1521556835.79,24.365,54.356,24.500,-0.135,0.000
1521556836.20,24.386,54.371,24.500,-0.114,0.000
1521556836.60,24.375,54.356,24.500,-0.125,0.000
1521556837.01,24.386,54.364,24.500,-0.114,0.000
1521556837.42,24.375,54.356,24.500,-0.125,0.000
1521556837.83,24.375,54.349,24.500,-0.125,0.000
1521556838.23,24.375,54.349,24.500,-0.125,0.000
1521556838.64,24.375,54.349,24.500,-0.125,0.000
1521556839.05,24.375,54.326,24.500,-0.125,0.000
1521556839.46,24.375,54.341,24.500,-0.125,0.000
1521556839.87,24.397,54.349,24.500,-0.103,0.000
1521556840.27,24.386,54.341,24.500,-0.114,0.000
1521556840.68,24.408,54.326,24.500,-0.092,0.000
1521556841.09,24.375,54.326,24.500,-0.125,0.000
1521556841.50,24.397,54.318,24.500,-0.103,0.000
1521556841.91,24.375,54.326,24.500,-0.125,0.000
1521556842.31,24.375,54.326,24.500,-0.125,0.000
1521556842.72,24.397,54.333,24.500,-0.103,0.000
1521556843.13,24.375,54.303,24.500,-0.125,0.000
1521556843.54,24.397,54.318,24.500,-0.103,0.000
1521556843.94,24.386,54.310,24.500,-0.114,0.000
1521556844.35,24.397,54.287,24.500,-0.103,0.000
1521556844.76,24.386,54.326,24.500,-0.114,0.000
1521556845.17,24.386,54.318,24.500,-0.114,0.000
1521556845.58,24.397,54.326,24.500,-0.103,0.000
1521556845.98,24.408,54.295,24.500,-0.092,0.000
1521556846.39,24.375,54.295,24.500,-0.125,0.000
1521556846.80,24.397,54.295,24.500,-0.103,0.000
1521556847.21,24.375,54.310,24.500,-0.125,0.000
1521556847.62,24.397,54.272,24.500,-0.103,0.000
1521556848.02,24.397,54.280,24.500,-0.103,0.000
1521556848.43,24.408,54.280,24.500,-0.092,0.000
1521556848.84,24.386,54.272,24.500,-0.114,0.000
1521556849.25,24.386,54.295,24.500,-0.114,0.000
1521556849.66,24.386,54.295,24.500,-0.114,0.000
1521556850.06,24.397,54.272,24.500,-0.103,0.000
1521556850.47,24.408,54.295,24.500,-0.092,0.000
1521556850.88,24.397,54.265,24.500,-0.103,0.000
1521556851.29,24.386,54.280,24.500,-0.114,0.000
1521556851.70,24.397,54.265,24.500,-0.103,0.000
1521556852.11,24.408,54.265,24.500,-0.092,0.000
1521556852.51,24.408,54.242,24.500,-0.092,0.000
1521556852.92,24.397,54.272,24.500,-0.103,0.000
1521556853.33,24.397,54.265,24.500,-0.103,0.000
1521556853.73,24.375,54.265,24.500,-0.125,0.000
1521556854.14,24.408,54.265,24.500,-0.092,0.000
1521556854.55,24.418,54.265,24.500,-0.082,0.000
1521556854.96,24.397,54.257,24.500,-0.103,0.000
1521556855.37,24.408,54.234,24.500,-0.092,0.000
1521556855.78,24.408,54.242,24.500,-0.092,0.000
1521556856.19,24.418,54.242,24.500,-0.082,0.000
1521556856.59,24.408,54.242,24.500,-0.092,0.000
1521556857.00,24.429,54.242,24.500,-0.071,0.000
1521556857.41,24.418,54.226,24.500,-0.082,0.000
1521556857.81,24.429,54.242,24.500,-0.071,0.000
1521556858.22,24.408,54.226,24.500,-0.092,0.000
1521556858.63,24.408,54.226,24.500,-0.092,0.000
1521556859.04,24.408,54.226,24.500,-0.092,0.000
1521556859.45,24.429,54.226,24.500,-0.071,0.000
1521556859.86,24.429,54.226,24.500,-0.071,0.000
1521556860.26,24.408,54.226,24.500,-0.092,0.000
1521556860.67,24.418,54.211,24.500,-0.082,0.000
1521556861.08,24.440,54.226,24.500,-0.060,0.000
1521556861.49,24.408,54.211,24.500,-0.092,0.000
1521556861.90,24.418,54.196,24.500,-0.082,0.000
1521556862.30,24.418,54.196,24.500,-0.082,0.000
1521556862.71,24.418,54.204,24.500,-0.082,0.000
1521556863.12,24.418,54.226,24.500,-0.082,0.000
1521556863.53,24.408,54.204,24.500,-0.092,0.000
1521556863.94,24.429,54.196,24.500,-0.071,0.000
1521556864.34,24.429,54.196,24.500,-0.071,0.000
1521556864.75,24.418,54.196,24.500,-0.082,0.000
1521556865.16,24.408,54.188,24.500,-0.092,0.000
1521556865.57,24.450,54.211,24.500,-0.050,0.000
1521556865.98,24.440,54.204,24.500,-0.060,0.000
1521556866.38,24.429,54.196,24.500,-0.071,0.000
1521556866.79,24.408,54.188,24.500,-0.092,0.000
1521556867.20,24.429,54.181,24.500,-0.071,0.000
1521556867.61,24.429,54.181,24.500,-0.071,0.000
1521556868.01,24.418,54.181,24.500,-0.082,0.000
1521556868.42,24.440,54.196,24.500,-0.060,0.000
1521556868.83,24.429,54.173,24.500,-0.071,0.000
1521556869.24,24.440,54.188,24.500,-0.060,0.000
1521556869.65,24.440,54.181,24.500,-0.060,0.000
1521556870.05,24.440,54.181,24.500,-0.060,0.000
1521556870.46,24.440,54.165,24.500,-0.060,0.000
1521556870.87,24.429,54.173,24.500,-0.071,0.000
1521556871.28,24.440,54.165,24.500,-0.060,0.000
1521556871.69,24.440,54.173,24.500,-0.060,0.000
1521556872.09,24.450,54.165,24.500,-0.050,0.000
1521556872.50,24.450,54.143,24.500,-0.050,0.000
1521556872.91,24.440,54.150,24.500,-0.060,0.000
1521556873.31,24.450,54.150,24.500,-0.050,0.000
1521556873.73,24.461,54.135,24.500,-0.039,0.000
1521556874.13,24.450,54.150,24.500,-0.050,0.000
1521556874.54,24.429,54.143,24.500,-0.071,0.000
1521556874.95,24.450,54.150,24.500,-0.050,0.000
1521556875.36,24.429,54.143,24.500,-0.071,0.000
1521556875.77,24.440,54.158,24.500,-0.060,0.000
1521556876.17,24.461,54.143,24.500,-0.039,0.000
1521556876.58,24.440,54.150,24.500,-0.060,0.000
1521556876.99,24.440,54.143,24.500,-0.060,0.000
1521556877.40,24.450,54.150,24.500,-0.050,0.000
1521556877.81,24.440,54.120,24.500,-0.060,0.000
