timestamp,ambient_c,ambient_rh
1521264731.92,22.138,71.875
1521264733.53,22.141,71.874
1521264735.14,22.135,71.886
1521264736.75,22.137,71.877
1521264738.36,22.138,71.878
1521264739.97,22.138,71.878
1521264741.58,22.138,71.880
1521264743.19,22.145,71.885
1521264744.80,22.142,71.888
1521264746.41,22.134,71.882
1521264748.03,22.142,71.876
1521264749.64,22.142,71.881
1521264751.25,22.137,71.873
1521264752.86,22.139,71.868
1521264754.47,22.139,71.874
1521264756.08,22.147,71.882
1521264757.69,22.141,71.878
1521264759.30,22.142,71.879
1521264760.91,22.145,71.875
1521264762.52,22.141,71.875
1521264764.13,22.145,71.865
1521264765.74,22.146,71.871
1521264767.35,22.141,71.866
1521264768.96,22.149,71.878
1521264770.57,22.141,71.872
1521264772.18,22.142,71.871
1521264773.80,22.141,71.871
1521264775.41,22.145,71.872
1521264777.02,22.145,71.871
1521264778.63,22.146,71.873
1521264780.24,22.146,71.871
1521264781.85,22.143,71.875
1521264783.46,22.147,71.887
1521264785.07,22.150,71.890
1521264786.68,22.151,71.886
1521264788.29,22.150,71.880
1521264789.90,22.153,71.879
1521264791.51,22.154,71.885
1521264793.12,22.154,71.884
1521264794.73,22.153,71.890
1521264796.34,22.150,71.889
1521264797.95,22.153,71.896
1521264799.57,22.151,71.887
1521264801.18,22.154,71.892
1521264802.79,22.153,71.886
1521264804.40,22.159,71.896
1521264806.01,22.158,71.891
1521264807.62,22.162,71.893
1521264809.23,22.151,71.892
1521264810.84,22.149,71.883
1521264812.45,22.155,71.893
1521264814.06,22.155,71.898
1521264815.67,22.158,71.896
1521264817.28,22.158,71.890
1521264818.89,22.157,71.904
1521264820.50,22.163,71.902
1521264822.11,22.158,71.898
1521264823.72,22.155,71.900
1521264825.34,22.153,71.896
1521264826.95,22.159,71.892
1521264828.56,22.161,71.898
1521264830.17,22.165,71.905
1521264831.78,22.158,71.899
1521264833.39,22.149,71.896
1521264835.00,22.161,71.907
1521264836.61,22.154,71.901
1521264838.22,22.157,71.899
1521264839.83,22.158,71.903
1521264841.44,22.158,71.899
1521264843.05,22.161,71.900
1521264844.66,22.165,71.903
1521264846.27,22.154,71.900
1521264847.88,22.159,71.902
1521264849.49,22.159,71.904
1521264851.11,22.167,71.904
1521264852.72,22.169,71.903
1521264854.33,22.165,71.898
1521264855.94,22.163,71.897
1521264857.55,22.169,71.906
1521264859.16,22.161,71.901
1521264860.77,22.169,71.894
1521264862.38,22.170,71.898
1521264863.99,22.159,71.890
1521264865.60,22.169,71.889
1521264867.21,22.169,71.890
1521264868.82,22.175,71.888
1521264870.43,22.170,71.889
1521264872.04,22.167,71.888
1521264873.65,22.167,71.885
1521264875.26,22.171,71.884
1521264876.88,22.165,71.881
1521264878.49,22.171,71.883
1521264880.10,22.170,71.878
1521264881.71,22.173,71.876
1521264883.32,22.166,71.880
1521264884.93,22.173,71.874
1521264886.54,22.169,71.877
1521264888.15,22.170,71.868
1521264889.76,22.170,71.874
1521264891.37,22.171,71.876
1521264892.98,22.169,71.873
1521264894.59,22.173,71.863
1521264896.20,22.171,71.864
1521264897.81,22.174,71.862
1521264899.42,22.178,71.861
1521264901.03,22.169,71.864
1521264902.65,22.179,71.860
1521264904.26,22.178,71.858
1521264905.87,22.175,71.853
1521264907.48,22.179,71.847
1521264909.09,22.177,71.849
1521264910.70,22.173,71.844
1521264912.31,22.175,71.848
1521264913.92,22.177,71.835
1521264915.53,22.170,71.831
1521264917.14,22.182,71.826
1521264918.75,22.175,71.830
1521264920.36,22.177,71.820
1521264921.97,22.169,71.825
1521264923.58,22.183,71.811
1521264925.19,22.175,71.807
1521264926.80,22.171,71.806
1521264928.42,22.174,71.801
1521264930.03,22.170,71.794
1521264931.64,22.169,71.783
1521264933.25,22.171,71.775
1521264934.86,22.173,71.776
1521264936.47,22.173,71.772
1521264938.08,22.167,71.770
1521264939.69,22.182,71.757
1521264941.30,22.167,71.747
1521264942.91,22.173,71.744
1521264944.52,22.169,71.741
1521264946.13,22.171,71.732
1521264947.74,22.169,71.725
1521264949.35,22.161,71.718
1521264950.96,22.161,71.713
1521264952.57,22.167,71.709
1521264954.19,22.167,71.695
1521264955.80,22.161,71.693
1521264957.41,22.163,71.674
1521264959.02,22.165,71.669
1521264960.63,22.159,71.662
1521264962.24,22.155,71.650
1521264963.85,22.159,71.641
1521264965.46,22.158,71.635
1521264967.07,22.161,71.623
1521264968.68,22.169,71.612
1521264970.29,22.159,71.600
1521264971.90,22.161,71.588
1521264973.51,22.157,71.582
1521264975.12,22.162,71.571
1521264976.73,22.157,71.565
1521264978.34,22.154,71.548
1521264979.96,22.154,71.531
1521264981.57,22.153,71.521
1521264983.18,22.150,71.505
1521264984.79,22.147,71.497
1521264986.40,22.146,71.494
1521264988.01,22.157,71.485
1521264989.62,22.151,71.474
1521264991.23,22.151,71.466
1521264992.84,22.153,71.460
1521264994.45,22.143,71.447
1521264996.06,22.145,71.441
1521264997.67,22.146,71.434
1521264999.28,22.147,71.429
1521265000.89,22.142,71.413
1521265002.50,22.138,71.415
1521265004.11,22.139,71.412
1521265005.73,22.134,71.402
1521265007.34,22.137,71.397
1521265008.95,22.137,71.387
1521265010.56,22.134,71.378
1521265012.17,22.135,71.372
1521265013.78,22.123,71.354
1521265015.39,22.135,71.348
1521265017.00,22.128,71.338
1521265018.61,22.132,71.334
1521265020.22,22.124,71.326
1521265021.83,22.120,71.312
1521265023.44,22.124,71.301
1521265025.05,22.124,71.286
1521265026.66,22.116,71.285
1521265028.27,22.119,71.278
1521265029.88,22.118,71.280
1521265031.50,22.118,71.271
1521265033.11,22.110,71.266
1521265034.72,22.111,71.260
1521265036.33,22.110,71.266
1521265037.94,22.106,71.260
1521265039.55,22.110,71.251
1521265041.16,22.094,71.248
1521265042.77,22.100,71.248
1521265044.38,22.102,71.250
1521265045.99,22.099,71.253
1521265047.60,22.096,71.249
1521265049.21,22.092,71.249
1521265050.82,22.091,71.241
1521265052.43,22.091,71.239
1521265054.04,22.091,71.237
1521265055.65,22.080,71.223
1521265057.27,22.080,71.214
1521265058.88,22.076,71.210
1521265060.49,22.082,71.209
1521265062.10,22.078,71.205
1521265063.71,22.076,71.197
1521265065.32,22.076,71.196
1521265066.93,22.067,71.188
1521265068.54,22.074,71.185
1521265070.15,22.069,71.178
1521265071.76,22.064,71.168
1521265073.37,22.056,71.170
1521265074.99,22.057,71.171
1521265076.59,22.059,71.156
1521265078.20,22.055,71.152
1521265079.81,22.051,71.139
1521265081.42,22.047,71.128
1521265083.04,22.047,71.133
1521265084.65,22.049,71.135
1521265086.26,22.044,71.114
1521265087.87,22.045,71.113
1521265089.48,22.045,71.089
1521265091.09,22.037,71.083
1521265092.70,22.039,71.061
1521265094.31,22.037,71.045
1521265095.92,22.039,71.024
1521265097.53,22.031,70.997
1521265099.14,22.029,70.981
1521265100.75,22.024,70.962
1521265102.36,22.027,70.933
1521265103.97,22.017,70.920
1521265105.58,22.019,70.896
1521265107.19,22.020,70.879
1521265108.80,22.017,70.863
1521265110.42,22.015,70.848
1521265112.03,22.013,70.826
1521265113.64,22.002,70.822
1521265115.25,22.009,70.804
1521265116.86,22.002,70.783
1521265118.47,22.004,70.784
1521265120.08,22.002,70.781
1521265121.69,22.001,70.774
1521265123.30,21.993,70.770
1521265124.91,21.990,70.770
1521265126.52,21.990,70.764
1521265128.13,21.986,70.764
1521265129.74,21.985,70.767
1521265131.35,21.989,70.768
1521265132.96,21.980,70.768
1521265134.57,21.978,70.767
1521265136.19,21.976,70.766
1521265137.80,21.973,70.756
1521265139.41,21.978,70.756
1521265141.02,21.966,70.751
1521265142.63,21.964,70.731
1521265144.24,21.964,70.721
1521265145.85,21.965,70.715
1521265147.46,21.964,70.715
1521265149.07,21.953,70.722
1521265150.68,21.950,70.724
1521265152.29,21.950,70.726
1521265153.91,21.947,70.729
1521265155.51,21.943,70.718
1521265157.13,21.938,70.733
1521265158.73,21.946,70.741
1521265160.34,21.935,70.749
1521265161.96,21.933,70.749
1521265163.57,21.934,70.747
1521265165.18,21.930,70.763
1521265166.79,21.925,70.759
1521265168.40,21.922,70.764
1521265170.01,21.921,70.763
1521265171.62,21.918,70.763
1521265173.23,21.910,70.763
1521265174.84,21.913,70.760
1521265176.45,21.911,70.763
1521265178.06,21.909,70.768
1521265179.68,21.902,70.754
1521265181.28,21.897,70.751
1521265182.90,21.906,70.764
1521265184.50,21.893,70.758
1521265186.11,21.891,70.757
1521265187.73,21.888,70.752
1521265189.34,21.884,70.755
1521265190.95,21.884,70.753
1521265192.56,21.878,70.751
1521265194.17,21.882,70.763
1521265195.78,21.884,70.761
1521265197.39,21.874,70.755
1521265199.00,21.874,70.756
1521265200.61,21.871,70.749
1521265202.22,21.863,70.744
1521265203.83,21.867,70.737
1521265205.44,21.870,70.735
1521265207.05,21.848,70.725
1521265208.66,21.859,70.721
1521265210.27,21.848,70.713
1521265211.88,21.847,70.714
1521265213.50,21.850,70.714
1521265215.11,21.844,70.709
1521265216.72,21.842,70.702
1521265218.33,21.839,70.705
1521265219.94,21.832,70.697
1521265221.55,21.827,70.694
1521265223.16,21.827,70.693
1521265224.77,21.832,70.684
1521265226.38,21.828,70.670
1521265227.99,21.813,70.674
1521265229.60,21.811,70.677
1521265231.21,21.812,70.674
1521265232.83,21.816,70.673
1521265234.43,21.807,70.664
1521265236.04,21.811,70.662
1521265237.65,21.803,70.660
1521265239.27,21.807,70.662
1521265240.88,21.801,70.661
1521265242.49,21.799,70.662
1521265244.10,21.791,70.661
1521265245.71,21.793,70.664
1521265247.32,21.784,70.657
1521265248.93,21.784,70.656
1521265250.54,21.780,70.650
1521265252.15,21.779,70.646
1521265253.76,21.777,70.652
1521265255.37,21.777,70.646
1521265256.98,21.766,70.650
1521265258.59,21.772,70.641
1521265260.20,21.771,70.644
1521265261.81,21.762,70.637
1521265263.42,21.758,70.650
1521265265.04,21.760,70.642
1521265266.65,21.756,70.639
1521265268.26,21.753,70.638
1521265269.87,21.750,70.643
1521265271.48,21.752,70.637
1521265273.09,21.744,70.632
1521265274.70,21.740,70.634
1521265276.31,21.752,70.634
1521265277.92,21.741,70.640
1521265279.53,21.740,70.641
1521265281.14,21.737,70.638
1521265282.75,21.737,70.635
1521265284.36,21.733,70.646
1521265285.97,21.733,70.652
1521265287.58,21.724,70.647
1521265289.19,21.730,70.646
1521265290.81,21.728,70.651
1521265292.42,21.726,70.652
1521265294.03,21.724,70.656
1521265295.64,21.724,70.658
1521265297.25,21.716,70.653
1521265298.86,21.717,70.663
1521265300.47,21.722,70.662
1521265302.08,21.718,70.667
1521265303.69,21.709,70.661
1521265305.30,21.708,70.664
1521265306.91,21.709,70.666
1521265308.52,21.706,70.674
1521265310.13,21.705,70.678
1521265311.74,21.706,70.686
1521265313.35,21.698,70.680
1521265314.96,21.710,70.690
1521265316.58,21.698,70.691
1521265318.19,21.709,70.695
1521265319.80,21.702,70.693
1521265321.41,21.695,70.701
1521265323.02,21.697,70.704
1521265324.63,21.698,70.704
1521265326.24,21.689,70.702
1521265327.85,21.689,70.705
1521265329.46,21.694,70.714
1521265331.07,21.690,70.716
1521265332.68,21.693,70.721
1521265334.29,21.690,70.726
1521265335.90,21.685,70.725
1521265337.51,21.689,70.725
1521265339.12,21.689,70.732
1521265340.73,21.689,70.734
1521265342.34,21.687,70.727
1521265343.96,21.686,70.724
1521265345.57,21.679,70.738
1521265347.18,21.678,70.734
1521265348.79,21.690,70.743
1521265350.40,21.683,70.741
1521265352.01,21.685,70.746
1521265353.62,21.678,70.743
1521265355.23,21.677,70.756
1521265356.84,21.677,70.751
1521265358.45,21.675,70.759
1521265360.06,21.681,70.761
1521265361.67,21.674,70.760
1521265363.28,21.675,70.765
1521265364.89,21.675,70.778
1521265366.50,21.678,70.776
1521265368.11,21.669,70.790
1521265369.73,21.663,70.791
1521265371.34,21.673,70.795
1521265372.95,21.671,70.799
1521265374.56,21.675,70.806
1521265376.17,21.669,70.806
1521265377.78,21.666,70.809
1521265379.39,21.663,70.815
1521265381.00,21.669,70.818
1521265382.61,21.662,70.810
1521265384.22,21.663,70.826
1521265385.83,21.665,70.832
1521265387.44,21.662,70.827
1521265389.05,21.658,70.835
1521265390.66,21.663,70.831
1521265392.27,21.659,70.837
1521265393.88,21.659,70.837
1521265395.50,21.659,70.835
1521265397.11,21.665,70.835
1521265398.72,21.659,70.840
1521265400.33,21.655,70.839
1521265401.94,21.659,70.843
1521265403.55,21.655,70.851
1521265405.16,21.655,70.845
1521265406.77,21.653,70.850
1521265408.38,21.653,70.853
1521265409.99,21.655,70.857
1521265411.60,21.659,70.853
1521265413.21,21.655,70.860
1521265414.82,21.647,70.851
1521265416.43,21.650,70.863
1521265418.04,21.653,70.867
1521265419.65,21.661,70.868
1521265421.26,21.646,70.874
1521265422.88,21.653,70.871
1521265424.49,21.653,70.880
1521265426.10,21.653,70.871
1521265427.71,21.650,70.872
1521265429.32,21.658,70.874
1521265430.93,21.651,70.876
1521265432.54,21.663,70.887
1521265434.15,21.651,70.888
1521265435.76,21.654,70.882
1521265437.37,21.653,70.894
1521265438.98,21.650,70.895
1521265440.59,21.653,70.900
1521265442.20,21.653,70.904
1521265443.81,21.653,70.912
1521265445.42,21.649,70.915
1521265447.03,21.643,70.918
1521265448.64,21.658,70.923
1521265450.25,21.651,70.929
1521265451.86,21.650,70.931
1521265453.47,21.655,70.940
1521265455.09,21.644,70.937
1521265456.70,21.653,70.943
1521265458.31,21.646,70.950
1521265459.92,21.654,70.960
1521265461.53,21.658,70.960
1521265463.14,21.651,70.954
1521265464.75,21.647,70.947
1521265466.36,21.661,70.962
1521265467.97,21.654,70.964
1521265469.58,21.658,70.965
1521265471.19,21.651,70.956
1521265472.80,21.655,70.965
1521265474.41,21.657,70.964
1521265476.02,21.658,70.972
1521265477.63,21.658,70.972
1521265479.24,21.650,70.961
1521265480.85,21.657,70.965
1521265482.47,21.654,70.964
1521265484.08,21.654,70.968
1521265485.69,21.644,70.966
1521265487.30,21.649,70.973
1521265488.91,21.659,70.977
1521265490.52,21.651,70.971
1521265492.13,21.661,70.979
1521265493.74,21.654,70.977
1521265495.35,21.657,70.982
1521265496.96,21.662,70.978
1521265498.57,21.657,70.983
1521265500.18,21.654,70.990
1521265501.79,21.658,70.997
1521265503.40,21.663,70.990
1521265505.01,21.663,70.993
1521265506.62,21.651,70.993
1521265508.24,21.653,70.985
1521265509.85,21.659,70.995
1521265511.46,21.662,71.000
1521265513.07,21.665,70.996
1521265514.68,21.665,71.000
1521265516.29,21.651,71.003
1521265517.90,21.663,70.998
1521265519.51,21.661,71.004
1521265521.12,21.665,71.001
1521265522.73,21.667,71.006
1521265524.34,21.662,71.008
1521265525.95,21.655,71.007
1521265527.56,21.666,71.007
1521265529.17,21.661,71.007
1521265530.78,21.666,71.009
1521265532.39,21.655,71.000
1521265534.01,21.677,71.002
1521265535.62,21.669,71.011
1521265537.23,21.665,71.008
1521265538.84,21.666,71.013
1521265540.45,21.673,71.006
1521265542.06,21.665,71.009
1521265543.67,21.675,71.006
1521265545.28,21.670,71.009
1521265546.89,21.671,71.009
1521265548.50,21.673,71.005
1521265550.11,21.670,71.014
1521265551.72,21.669,71.007
1521265553.33,21.675,71.017
1521265554.94,21.673,71.020
1521265556.55,21.682,71.016
1521265558.16,21.678,71.016
1521265559.78,21.675,71.016
1521265561.39,21.671,71.015
1521265563.00,21.677,71.024
1521265564.61,21.683,71.027
1521265566.21,21.681,71.026
1521265567.83,21.677,71.024
1521265569.44,21.681,71.026
1521265571.05,21.674,71.038
1521265572.66,21.681,71.040
1521265574.27,21.682,71.041
1521265575.88,21.681,71.047
1521265577.49,21.682,71.044
1521265579.10,21.683,71.044
1521265580.71,21.682,71.046
1521265582.32,21.689,71.057
1521265583.93,21.686,71.059
1521265585.55,21.683,71.068
1521265587.15,21.683,71.071
1521265588.77,21.682,71.071
1521265590.37,21.683,71.074
1521265591.98,21.683,71.075
1521265593.60,21.694,71.076
1521265595.21,21.687,71.084
1521265596.82,21.683,71.091
1521265598.43,21.689,71.089
1521265600.04,21.687,71.088
1521265601.65,21.694,71.089
1521265603.26,21.697,71.090
1521265604.87,21.690,71.099
1521265606.48,21.691,71.100
1521265608.09,21.694,71.106
1521265609.70,21.695,71.109
1521265611.31,21.691,71.105
1521265612.92,21.693,71.113
1521265614.54,21.695,71.109
1521265616.14,21.695,71.125
1521265617.75,21.699,71.115
1521265619.36,21.702,71.123
1521265620.98,21.695,71.127
1521265622.59,21.693,71.134
1521265624.20,21.698,71.130
1521265625.81,21.705,71.138
1521265627.42,21.698,71.142
1521265629.03,21.703,71.143
1521265630.64,21.703,71.137
1521265632.25,21.703,71.136
1521265633.86,21.698,71.133
1521265635.47,21.699,71.146
1521265637.08,21.697,71.142
1521265638.69,21.701,71.151
1521265640.30,21.699,71.147
1521265641.91,21.708,71.146
1521265643.52,21.705,71.153
1521265645.13,21.708,71.149
1521265646.75,21.712,71.156
1521265648.36,21.706,71.155
1521265649.97,21.714,71.158
1521265651.58,21.701,71.159
1521265653.19,21.716,71.166
1521265654.80,21.713,71.168
1521265656.41,21.717,71.170
1521265658.02,21.710,71.168
1521265659.63,21.710,71.174
1521265661.24,21.717,71.180
1521265662.85,21.710,71.179
1521265664.46,21.717,71.182
1521265666.07,21.718,71.184
1521265667.68,21.714,71.190
1521265669.29,21.720,71.190
1521265670.90,21.721,71.194
1521265672.52,21.717,71.185
1521265674.13,21.722,71.190
1521265675.74,21.718,71.189
1521265677.35,21.717,71.192
1521265678.96,21.721,71.197
1521265680.57,21.717,71.199
1521265682.18,21.725,71.203
1521265683.79,21.728,71.210
1521265685.40,21.725,71.212
1521265687.01,21.732,71.221
1521265688.62,21.721,71.221
1521265690.23,21.732,71.229
1521265691.84,21.732,71.234
1521265693.45,21.726,71.235
1521265695.06,21.729,71.240
1521265696.67,21.732,71.241
1521265698.28,21.728,71.239
1521265699.90,21.733,71.242
1521265701.51,21.732,71.250
1521265703.12,21.736,71.250
1521265704.73,21.730,71.253
1521265706.34,21.737,71.259
1521265707.95,21.736,71.261
1521265709.56,21.733,71.262
1521265711.17,21.744,71.263
1521265712.78,21.742,71.271
1521265714.39,21.729,71.265
1521265716.00,21.745,71.274
1521265717.61,21.736,71.279
1521265719.22,21.742,71.278
1521265720.83,21.737,71.286
1521265722.44,21.744,71.285
1521265724.05,21.744,71.287
1521265725.67,21.745,71.291
1521265727.28,21.736,71.295
1521265728.89,21.748,71.305
1521265730.50,21.741,71.308
1521265732.11,21.744,71.310
1521265733.72,21.749,71.312
1521265735.33,21.744,71.311
1521265736.94,21.749,71.319
1521265738.55,21.753,71.321
1521265740.16,21.745,71.326
1521265741.77,21.754,71.328
1521265743.38,21.758,71.332
1521265744.99,21.754,71.341
1521265746.60,21.749,71.339
1521265748.21,21.758,71.337
1521265749.82,21.754,71.340
1521265751.44,21.752,71.350
1521265753.05,21.760,71.341
1521265754.66,21.757,71.355
1521265756.27,21.754,71.360
1521265757.88,21.757,71.360
1521265759.49,21.756,71.363
1521265761.10,21.762,71.368
1521265762.71,21.764,71.368
1521265764.32,21.768,71.364
1521265765.93,21.760,71.371
1521265767.54,21.766,71.376
1521265769.15,21.758,71.376
1521265770.76,21.768,71.377
1521265772.37,21.760,71.375
1521265773.98,21.766,71.387
1521265775.59,21.764,71.390
1521265777.21,21.773,71.391
1521265778.82,21.768,71.393
1521265780.43,21.771,71.408
1521265782.04,21.766,71.397
1521265783.65,21.769,71.400
1521265785.26,21.773,71.403
1521265786.87,21.775,71.398
1521265788.48,21.775,71.410
1521265790.09,21.772,71.402
1521265791.70,21.775,71.403
1521265793.31,21.779,71.415
1521265794.92,21.775,71.420
1521265796.53,21.776,71.416
1521265798.14,21.775,71.416
1521265799.75,21.784,71.420
1521265801.36,21.779,71.421
1521265802.98,21.777,71.423
1521265804.59,21.780,71.422
1521265806.20,21.783,71.421
1521265807.81,21.785,71.427
1521265809.42,21.789,71.426
1521265811.02,21.781,71.426
1521265812.64,21.787,71.436
1521265814.25,21.780,71.432
1521265815.86,21.789,71.434
1521265817.47,21.787,71.433
1521265819.08,21.793,71.435
1521265820.69,21.789,71.435
1521265822.30,21.787,71.435
1521265823.91,21.791,71.445
1521265825.52,21.792,71.437
1521265827.13,21.788,71.437
1521265828.74,21.793,71.442
1521265830.36,21.785,71.443
1521265831.96,21.792,71.452
1521265833.58,21.800,71.445
1521265835.18,21.796,71.445
1521265836.79,21.789,71.436
1521265838.41,21.799,71.443
1521265840.02,21.799,71.446
1521265841.63,21.799,71.451
1521265843.24,21.797,71.452
1521265844.85,21.793,71.450
1521265846.46,21.803,71.458
1521265848.07,21.805,71.468
1521265849.68,21.801,71.463
1521265851.29,21.801,71.472
1521265852.90,21.804,71.476
1521265854.51,21.807,71.470
