si_7021_ambient_c,si7021_internal_c,setpoint,adc,adc_c,error_c,output,io_delta_c
21.876,24.622,407,372.768,24.6110,-0.3890,255.00,2.7348
21.887,24.633,407,374.600,24.6318,-0.3682,255.00,2.7449
21.876,24.644,407,376.734,24.6561,-0.3439,255.00,2.7798
21.898,24.676,407,378.544,24.6766,-0.3234,255.00,2.7790
21.898,24.708,407,380.666,24.7008,-0.2992,255.00,2.8031
21.898,24.719,407,382.497,24.7216,-0.2784,255.00,2.8239
21.898,24.719,407,384.426,24.7435,-0.2565,255.00,2.8458
21.865,24.761,407,386.133,24.7629,-0.2371,255.00,2.8974
21.898,24.794,407,388.057,24.7847,-0.2153,255.00,2.8871
21.919,24.794,407,390.103,24.8080,-0.1920,255.00,2.8889
21.898,24.794,407,391.841,24.8277,-0.1723,255.00,2.9301
21.908,24.847,407,393.679,24.8486,-0.1514,255.00,2.9402
21.876,24.858,407,395.418,24.8684,-0.1316,255.00,2.9922
21.887,24.879,407,397.369,24.8906,-0.1094,255.00,3.0036
21.908,24.912,407,398.695,24.9056,-0.0944,255.00,2.9972
21.908,24.922,407,400.740,24.9289,-0.0711,255.00,3.0205
21.908,24.944,407,402.519,24.9491,-0.0509,255.00,3.0407
21.898,24.955,407,404.370,24.9701,-0.0299,255.00,3.0724
21.919,24.976,407,406.322,24.9923,-0.0077,255.00,3.0732
21.908,24.987,407,408.021,25.0116,0.0116,242.95,3.1032
21.930,25.008,407,409.792,25.0317,0.0317,220.22,3.1019
21.919,25.030,407,411.171,25.0474,0.0474,198.92,3.1283
21.941,25.062,407,412.295,25.0602,0.0602,178.14,3.1196
21.951,25.083,407,412.996,25.0681,0.0681,160.34,3.1168
21.951,25.083,407,413.419,25.0729,0.0729,144.56,3.1216
21.951,25.083,407,413.383,25.0725,0.0725,133.43,3.1212
21.951,25.105,407,413.209,25.0706,0.0706,123.99,3.1193
21.941,25.062,407,412.795,25.0658,0.0658,117.70,3.1253
21.962,25.094,407,412.590,25.0635,0.0635,109.69,3.1015
21.951,25.062,407,411.908,25.0558,0.0558,107.67,3.1045
21.941,25.062,407,411.061,25.0461,0.0462,108.83,3.1056
21.951,25.051,407,410.211,25.0365,0.0365,111.55,3.0852
21.962,25.051,407,409.677,25.0304,0.0304,112.07,3.0684
21.941,25.030,407,409.045,25.0232,0.0232,114.71,3.0827
21.941,25.040,407,408.376,25.0156,0.0156,118.93,3.0751
21.951,25.008,407,407.631,25.0072,0.0072,125.24,3.0559
21.962,24.997,407,406.946,24.9994,-0.0006,132.19,3.0374
22.005,25.008,407,406.218,24.9911,-0.0089,140.88,2.9862
21.983,24.987,407,405.887,24.9873,-0.0127,146.20,3.0039
22.005,24.976,407,405.600,24.9841,-0.0159,151.58,2.9792
21.983,24.987,407,405.533,24.9833,-0.0167,154.89,2.9999
21.994,24.976,407,405.098,24.9784,-0.0216,162.66,2.9842
21.983,24.965,407,404.820,24.9752,-0.0248,169.36,2.9918
21.962,24.987,407,404.753,24.9745,-0.0255,174.08,3.0124
21.983,24.976,407,404.735,24.9743,-0.0257,178.34,2.9908
21.962,24.944,407,405.192,24.9794,-0.0205,177.03,3.0174
21.973,24.997,407,405.159,24.9791,-0.0209,180.66,3.0063
21.983,24.976,407,405.598,24.9841,-0.0159,178.80,3.0006
21.994,24.976,407,405.763,24.9859,-0.0141,179.38,2.9917
21.983,24.976,407,405.818,24.9866,-0.0134,180.96,3.0031
21.983,24.965,407,406.157,24.9904,-0.0096,179.08,3.0069
21.994,24.987,407,406.323,24.9923,-0.0077,178.64,2.9981
21.994,24.976,407,406.681,24.9964,-0.0036,175.63,3.0022
21.962,25.008,407,406.902,24.9989,-0.0011,173.60,3.0369
21.994,25.008,407,407.248,25.0028,0.0028,169.69,3.0086
21.983,24.997,407,407.362,25.0041,0.0041,167.90,3.0206
21.973,25.008,407,407.657,25.0075,0.0075,163.77,3.0347
21.994,25.019,407,407.859,25.0098,0.0098,160.20,3.0156
21.983,25.030,407,407.872,25.0099,0.0099,158.51,3.0264
21.973,25.008,407,407.990,25.0112,0.0112,155.55,3.0385
21.983,25.019,407,408.103,25.0125,0.0125,152.42,3.0291
22.005,25.008,407,408.181,25.0134,0.0134,149.53,3.0085
22.016,25.040,407,408.042,25.0118,0.0118,149.04,2.9962
21.973,25.030,407,408.035,25.0118,0.0118,147.24,3.0390
21.994,25.019,407,408.133,25.0129,0.0129,144.22,3.0187
22.005,25.019,407,407.666,25.0076,0.0076,147.69,3.0026
21.983,25.030,407,407.432,25.0049,0.0049,149.26,3.0214
21.983,25.030,407,407.361,25.0041,0.0041,149.32,3.0206
21.973,25.019,407,407.296,25.0034,0.0034,149.44,3.0306
21.962,25.019,407,407.175,25.0020,0.0020,150.33,3.0400
21.962,24.987,407,406.928,24.9992,-0.0008,152.93,3.0372
21.951,25.019,407,406.736,24.9970,-0.0030,155.32,3.0457
21.919,25.008,407,406.736,24.9970,-0.0030,155.81,3.0779
21.908,25.008,407,406.762,24.9973,-0.0027,155.97,3.0889
21.887,25.019,407,406.615,24.9956,-0.0044,158.13,3.1087
21.833,25.040,407,406.544,24.9948,-0.0052,159.67,3.1615
21.801,25.019,407,406.618,24.9957,-0.0043,159.61,3.1945
21.758,25.008,407,406.799,24.9977,-0.0023,158.16,3.2395
21.726,25.019,407,406.822,24.9980,-0.0020,158.25,3.2719
21.651,25.019,407,407.110,25.0013,0.0013,155.17,3.3503
21.630,25.030,407,407.098,25.0011,0.0011,155.12,3.3716
21.597,25.008,407,407.165,25.0019,0.0019,154.16,3.4045
21.554,25.008,407,406.921,24.9991,-0.0009,156.73,3.4446
21.522,25.019,407,406.817,24.9979,-0.0021,158.10,3.4756
21.501,25.019,407,406.980,24.9998,-0.0002,156.50,3.4989
21.447,25.019,407,407.068,25.0008,0.0008,155.50,3.5536
21.436,25.019,407,407.387,25.0044,0.0044,151.61,3.5679
21.394,25.008,407,407.350,25.0040,0.0040,151.36,3.6104
21.372,25.030,407,407.396,25.0045,0.0045,150.19,3.6323
21.340,25.019,407,407.232,25.0026,0.0026,151.41,3.6627
21.308,25.040,407,407.054,25.0006,0.0006,153.09,3.6928
21.265,25.030,407,406.912,24.9990,-0.0010,154.67,3.7341
21.233,25.008,407,406.937,24.9993,-0.0007,154.54,3.7666
21.233,25.008,407,407.178,25.0020,0.0020,151.81,3.7693
21.179,25.019,407,407.206,25.0023,0.0023,151.16,3.8232
21.168,25.008,407,406.864,24.9985,-0.0015,154.82,3.8301
21.136,25.019,407,406.713,24.9967,-0.0033,156.84,3.8605
21.115,25.019,407,406.316,24.9922,-0.0078,162.05,3.8775
21.104,25.019,407,406.516,24.9945,-0.0055,160.91,3.8905
21.072,25.030,407,406.838,24.9982,-0.0018,157.99,3.9263
21.072,24.997,407,406.893,24.9988,-0.0012,157.64,3.9269
21.040,25.019,407,406.721,24.9968,-0.0032,159.85,3.9572
20.997,25.030,407,406.660,24.9961,-0.0039,161.07,3.9994
20.965,25.040,407,406.565,24.9951,-0.0049,162.81,4.0305
20.954,25.040,407,406.369,24.9928,-0.0072,165.91,4.0390
20.900,25.019,407,406.288,24.9919,-0.0081,167.99,4.0917
20.868,25.008,407,406.658,24.9961,-0.0039,164.91,4.1280
20.868,25.030,407,406.837,24.9982,-0.0018,163.41,4.1301
20.836,25.040,407,406.745,24.9971,-0.0029,164.80,4.1612
20.814,25.040,407,406.503,24.9944,-0.0056,168.10,4.1799
20.782,25.030,407,406.669,24.9962,-0.0038,167.05,4.2140
20.782,25.019,407,406.768,24.9974,-0.0026,166.47,4.2151
20.761,25.040,407,406.810,24.9978,-0.0022,166.40,4.2370
20.718,25.019,407,406.822,24.9980,-0.0020,166.59,4.2801
20.729,25.019,407,406.761,24.9973,-0.0027,167.64,4.2686
20.718,25.008,407,407.113,25.0013,0.0013,163.91,4.2834
20.686,25.040,407,407.238,25.0027,0.0027,162.23,4.3170
20.675,25.040,407,407.104,25.0012,0.0012,163.39,4.3262
20.664,25.040,407,406.854,24.9983,-0.0017,166.15,4.3341
20.675,25.030,407,406.889,24.9987,-0.0013,166.00,4.3237
20.686,25.040,407,406.762,24.9973,-0.0027,167.69,4.3116
20.686,25.019,407,406.776,24.9974,-0.0026,167.96,4.3117
20.729,25.040,407,406.756,24.9972,-0.0028,168.59,4.2686
20.772,25.019,407,406.754,24.9972,-0.0028,169.06,4.2257
20.782,25.019,407,406.575,24.9952,-0.0048,171.62,4.2129
20.750,25.030,407,406.782,24.9975,-0.0025,169.94,4.2474
20.750,25.030,407,406.976,24.9997,-0.0003,168.04,4.2496
20.761,25.019,407,407.282,25.0032,0.0032,164.48,4.2424
20.761,25.040,407,407.204,25.0023,0.0023,164.89,4.2415
20.782,25.019,407,407.218,25.0025,0.0025,164.35,4.2202
20.782,25.040,407,407.193,25.0022,0.0022,164.25,4.2199
20.782,25.019,407,406.959,24.9995,-0.0005,166.67,4.2173
20.814,25.040,407,407.274,25.0031,0.0031,163.03,4.1887
20.836,25.040,407,407.259,25.0029,0.0029,162.72,4.1670
20.890,25.040,407,407.127,25.0014,0.0014,163.80,4.1119
20.857,25.030,407,406.910,24.9990,-0.0010,166.14,4.1416
20.868,25.040,407,406.896,24.9988,-0.0012,166.46,4.1307
20.879,25.040,407,407.101,25.0011,0.0011,164.23,4.1223
20.890,25.040,407,407.244,25.0028,0.0028,162.36,4.1133
20.879,25.051,407,407.139,25.0016,0.0016,163.16,4.1228
20.868,25.040,407,406.936,24.9993,-0.0007,165.31,4.1312
20.879,25.030,407,407.061,25.0007,0.0007,163.94,4.1219
20.900,25.030,407,407.158,25.0018,0.0018,162.69,4.1016
20.900,25.040,407,406.875,24.9986,-0.0014,165.75,4.0983
20.911,25.030,407,406.865,24.9985,-0.0015,166.10,4.0875
20.900,25.040,407,406.786,24.9976,-0.0024,167.26,4.0973
20.890,25.030,407,406.906,24.9989,-0.0011,166.24,4.1094
20.922,25.040,407,406.845,24.9982,-0.0018,167.12,4.0765
20.900,25.051,407,406.798,24.9977,-0.0023,167.96,4.0975
20.911,25.040,407,406.694,24.9965,-0.0035,169.55,4.0856
20.900,25.030,407,406.859,24.9984,-0.0016,168.15,4.0982
20.900,25.019,407,406.812,24.9979,-0.0021,168.96,4.0976
20.932,25.008,407,406.929,24.9992,-0.0008,167.92,4.0668
20.943,25.019,407,407.165,25.0019,0.0019,165.27,4.0587
20.975,25.019,407,407.153,25.0017,0.0017,165.11,4.0264
20.975,25.040,407,407.261,25.0030,0.0030,163.56,4.0277
21.007,25.040,407,407.384,25.0044,0.0044,161.64,3.9969
21.029,25.040,407,407.274,25.0031,0.0031,162.24,3.9742
21.029,25.019,407,407.046,25.0005,0.0005,164.44,3.9716
21.018,25.040,407,407.070,25.0008,0.0008,164.08,3.9826
21.050,25.030,407,407.066,25.0008,0.0008,163.99,3.9504
21.061,25.030,407,407.233,25.0026,0.0026,161.90,3.9415
21.093,25.030,407,407.138,25.0016,0.0016,162.61,3.9083
21.104,25.019,407,407.069,25.0008,0.0008,163.17,3.8968
21.104,25.019,407,406.864,24.9985,-0.0015,165.47,3.8944
21.104,25.040,407,406.798,24.9977,-0.0023,166.49,3.8937
21.115,25.040,407,406.750,24.9972,-0.0028,167.42,3.8824
21.136,25.040,407,407.081,25.0009,0.0009,163.97,3.8647
21.147,25.008,407,407.206,25.0023,0.0023,162.35,3.8554
21.147,25.030,407,406.764,24.9973,-0.0027,167.19,3.8504
21.158,25.008,407,406.726,24.9969,-0.0031,168.06,3.8392
21.179,25.030,407,406.865,24.9985,-0.0015,166.92,3.8194
21.168,25.051,407,407.156,25.0018,0.0018,163.73,3.8334
21.190,25.051,407,407.259,25.0029,0.0029,162.23,3.8131
21.179,25.030,407,407.474,25.0054,0.0054,159.23,3.8263
21.201,25.030,407,407.421,25.0048,0.0048,159.00,3.8042
21.222,25.019,407,407.357,25.0041,0.0041,159.00,3.7821
21.233,25.019,407,407.234,25.0027,0.0027,159.80,3.7699
21.233,25.008,407,407.139,25.0016,0.0016,160.51,3.7689
21.254,25.019,407,406.983,24.9998,-0.0002,162.10,3.7456
21.233,25.019,407,407.261,25.0030,0.0030,158.85,3.7702
21.265,25.008,407,407.257,25.0029,0.0029,158.42,3.7380
21.276,25.040,407,407.374,25.0042,0.0042,156.59,3.7286
21.265,25.030,407,407.307,25.0035,0.0035,156.70,3.7386
21.286,25.019,407,407.120,25.0014,0.0014,158.35,3.7150
21.254,25.019,407,406.950,24.9994,-0.0006,160.14,3.7453
21.286,25.030,407,407.130,25.0015,0.0015,158.11,3.7151
21.276,25.040,407,407.068,25.0008,0.0008,158.60,3.7252
21.286,25.030,407,407.054,25.0006,0.0006,158.65,3.7143
21.297,25.019,407,407.188,25.0021,0.0021,156.97,3.7051
21.308,25.040,407,406.781,24.9975,-0.0025,161.44,3.6897
21.319,25.019,407,406.898,24.9988,-0.0012,160.45,3.6803
21.308,25.019,407,407.130,25.0015,0.0015,157.89,3.6937
21.308,25.030,407,406.883,24.9987,-0.0013,160.57,3.6909
21.319,25.040,407,406.875,24.9986,-0.0014,160.88,3.6801
21.297,25.040,407,406.865,24.9985,-0.0015,161.22,3.7014
21.308,25.019,407,406.585,24.9953,-0.0047,164.77,3.6875
21.319,25.008,407,406.716,24.9968,-0.0032,163.97,3.6782
21.319,25.019,407,407.085,25.0010,0.0010,160.13,3.6824
21.329,25.008,407,407.092,25.0011,0.0011,159.89,3.6718
21.329,25.019,407,406.945,24.9994,-0.0006,161.46,3.6701
21.329,25.008,407,407.160,25.0018,0.0018,159.02,3.6726
21.340,25.030,407,407.490,25.0056,0.0056,154.84,3.6656
21.351,25.019,407,407.481,25.0055,0.0055,154.07,3.6548
21.340,25.030,407,407.272,25.0031,0.0031,155.67,3.6631
21.351,25.008,407,407.113,25.0013,0.0013,157.05,3.6506
21.361,25.008,407,407.353,25.0040,0.0040,154.02,3.6426
21.372,25.019,407,407.271,25.0031,0.0031,154.35,3.6309
21.404,25.040,407,407.092,25.0011,0.0011,155.97,3.5967
21.404,25.030,407,406.620,24.9957,-0.0043,161.38,3.5914
21.404,25.008,407,406.577,24.9952,-0.0048,162.56,3.5909
21.426,25.019,407,406.594,24.9954,-0.0046,163.12,3.5696
21.426,25.030,407,406.815,24.9979,-0.0021,161.25,3.5721
21.426,25.019,407,406.923,24.9991,-0.0009,160.30,3.5734
21.415,25.030,407,406.908,24.9989,-0.0011,160.63,3.5839
21.415,25.019,407,406.751,24.9972,-0.0028,162.65,3.5821
21.415,25.008,407,406.551,24.9949,-0.0051,165.45,3.5798
21.426,25.019,407,406.558,24.9950,-0.0050,166.18,3.5692
21.436,25.030,407,406.670,24.9963,-0.0037,165.65,3.5598
21.426,25.040,407,407.016,25.0002,0.0002,162.16,3.5744
21.436,25.019,407,407.134,25.0015,0.0015,160.75,3.5650
21.426,25.019,407,406.940,24.9993,-0.0007,162.80,3.5735
21.458,25.030,407,407.027,25.0003,0.0003,161.88,3.5424
21.458,25.030,407,407.195,25.0022,0.0022,159.84,3.5443
21.469,25.008,407,407.479,25.0054,0.0054,156.14,3.5368
21.469,25.030,407,407.477,25.0054,0.0054,155.30,3.5368
21.479,25.019,407,407.274,25.0031,0.0031,156.83,3.5237
21.490,25.040,407,407.006,25.0001,0.0001,159.51,3.5099
21.479,25.040,407,407.060,25.0007,0.0007,158.86,3.5213
21.479,25.040,407,407.152,25.0017,0.0017,157.66,3.5223
21.501,25.019,407,407.265,25.0030,0.0030,156.06,3.5022
21.490,25.030,407,407.135,25.0015,0.0015,157.12,3.5114
21.490,25.019,407,407.046,25.0005,0.0005,157.92,3.5104
21.512,25.019,407,407.112,25.0013,0.0013,157.06,3.4897
21.501,25.019,407,407.158,25.0018,0.0018,156.32,3.5009
21.490,25.019,407,407.289,25.0033,0.0033,154.49,3.5132
21.501,25.030,407,407.196,25.0022,0.0022,155.07,3.5014
21.479,25.030,407,407.157,25.0018,0.0018,155.17,3.5224
21.490,25.030,407,406.834,24.9981,-0.0019,158.70,3.5080
21.512,25.040,407,407.008,25.0001,0.0001,156.95,3.4885
21.501,25.030,407,406.844,24.9982,-0.0018,158.86,3.4974
21.501,25.008,407,406.681,24.9964,-0.0036,161.07,3.4955
21.490,25.019,407,406.880,24.9986,-0.0014,159.29,3.5085
21.522,25.030,407,406.977,24.9997,-0.0003,158.37,3.4774
21.512,25.030,407,406.940,24.9993,-0.0007,158.85,3.4877
21.533,25.019,407,406.841,24.9982,-0.0018,160.13,3.4652
21.501,25.008,407,407.265,25.0030,0.0030,155.41,3.5022
21.533,25.030,407,407.366,25.0042,0.0042,153.74,3.4711
21.522,25.030,407,407.044,25.0005,0.0005,156.88,3.4782
21.544,25.030,407,407.045,25.0005,0.0005,156.79,3.4568
21.544,25.040,407,406.808,24.9978,-0.0022,159.51,3.4541
21.544,25.030,407,407.062,25.0007,0.0007,156.85,3.4570
21.533,25.019,407,407.066,25.0008,0.0008,156.69,3.4677
21.544,25.030,407,407.149,25.0017,0.0017,155.60,3.4579
21.554,25.019,407,406.975,24.9997,-0.0003,157.38,3.4452
21.554,25.040,407,406.689,24.9965,-0.0035,160.80,3.4420
21.554,25.030,407,406.652,24.9960,-0.0040,161.80,3.4416
21.544,25.040,407,406.616,24.9956,-0.0044,162.84,3.4519
21.544,25.008,407,407.142,25.0016,0.0016,157.33,3.4579
21.544,25.030,407,406.989,24.9999,-0.0001,158.88,3.4561
21.565,25.040,407,406.990,24.9999,-0.0001,158.89,3.4347
21.554,25.008,407,407.113,25.0013,0.0013,157.46,3.4468
21.554,25.030,407,407.263,25.0030,0.0030,155.49,3.4485
21.554,25.008,407,407.207,25.0024,0.0024,155.67,3.4479
21.576,25.040,407,407.416,25.0047,0.0047,152.83,3.4288
21.544,25.019,407,407.159,25.0018,0.0018,155.12,3.4581
21.576,25.040,407,406.905,24.9989,-0.0011,157.82,3.4230
21.576,25.008,407,407.121,25.0014,0.0014,155.45,3.4254
21.576,25.008,407,407.275,25.0031,0.0031,153.41,3.4272
21.576,25.008,407,407.260,25.0029,0.0029,153.10,3.4270
21.554,25.019,407,407.328,25.0037,0.0037,151.82,3.4493
21.565,25.030,407,407.251,25.0029,0.0029,152.14,3.4377
21.597,25.019,407,407.439,25.0050,0.0050,149.47,3.4076
21.587,25.030,407,407.076,25.0009,0.0009,152.97,3.4142
21.576,25.008,407,406.932,24.9992,-0.0008,154.53,3.4233
21.597,24.997,407,407.105,25.0012,0.0012,152.61,3.4038
21.587,25.030,407,406.818,24.9979,-0.0021,155.81,3.4113
21.587,25.040,407,406.721,24.9968,-0.0032,157.28,3.4102
21.597,25.008,407,406.778,24.9975,-0.0025,157.11,3.4001
21.576,25.030,407,406.985,24.9998,-0.0002,155.06,3.4239
21.597,25.008,407,406.826,24.9980,-0.0020,156.97,3.4006
21.576,25.008,407,406.827,24.9980,-0.0020,157.27,3.4221
21.587,25.030,407,407.052,25.0006,0.0006,154.93,3.4139
21.597,25.019,407,406.960,24.9995,-0.0005,155.92,3.4022
21.597,25.019,407,406.965,24.9996,-0.0004,155.93,3.4022
21.619,25.008,407,406.889,24.9987,-0.0013,156.89,3.3799
21.597,24.997,407,406.747,24.9971,-0.0029,158.76,3.3998
21.587,25.008,407,406.626,24.9958,-0.0042,160.65,3.4091
21.608,25.008,407,406.774,24.9974,-0.0026,159.58,3.3893
21.597,25.019,407,406.601,24.9955,-0.0045,162.02,3.3981
21.619,25.019,407,406.579,24.9952,-0.0048,163.00,3.3764
21.630,25.030,407,406.660,24.9961,-0.0039,162.81,3.3666
21.597,25.030,407,406.922,24.9991,-0.0009,160.32,3.4017
21.619,25.008,407,406.951,24.9994,-0.0006,160.12,3.3806
21.608,25.019,407,407.040,25.0005,0.0005,159.16,3.3924
21.630,25.040,407,407.081,25.0009,0.0009,158.60,3.3714
21.630,25.008,407,407.429,25.0049,0.0049,154.35,3.3753
21.597,25.040,407,407.207,25.0023,0.0023,156.20,3.4050
21.608,25.030,407,407.532,25.0060,0.0060,152.00,3.3979
21.619,25.040,407,407.463,25.0053,0.0053,151.84,3.3864
21.619,25.019,407,407.412,25.0047,0.0047,151.61,3.3859
21.597,25.030,407,407.316,25.0036,0.0036,152.01,3.4062
21.608,25.040,407,407.123,25.0014,0.0014,153.72,3.3933
21.608,25.040,407,407.152,25.0017,0.0017,153.15,3.3936
21.619,25.019,407,407.057,25.0006,0.0006,154.00,3.3818
21.608,25.030,407,407.279,25.0032,0.0032,151.27,3.3951
21.608,25.030,407,407.065,25.0007,0.0007,153.30,3.3926
21.597,25.040,407,407.071,25.0008,0.0008,153.11,3.4034
21.597,25.019,407,407.063,25.0007,0.0007,153.08,3.4033
21.597,25.040,407,406.674,24.9963,-0.0037,157.55,3.3989
21.608,25.030,407,406.763,24.9973,-0.0027,157.10,3.3892
21.619,25.008,407,406.957,24.9995,-0.0005,155.23,3.3807
21.619,25.008,407,406.846,24.9982,-0.0018,156.62,3.3794
21.608,25.019,407,406.780,24.9975,-0.0025,157.68,3.3894
21.619,25.040,407,406.633,24.9958,-0.0042,159.81,3.3770
21.630,25.030,407,406.680,24.9964,-0.0036,159.91,3.3668
21.619,25.019,407,406.645,24.9960,-0.0040,160.90,3.3771
21.651,24.997,407,406.750,24.9972,-0.0028,160.30,3.3462
21.630,25.008,407,407.102,25.0012,0.0012,156.60,3.3716
21.630,25.030,407,407.305,25.0035,0.0035,154.02,3.3739
21.651,25.019,407,407.200,25.0023,0.0023,154.71,3.3513
21.640,25.040,407,406.949,24.9994,-0.0006,157.31,3.3591
21.651,25.030,407,407.087,25.0010,0.0010,155.77,3.3500
21.651,25.030,407,406.992,24.9999,-0.0001,156.74,3.3489
21.640,25.019,407,406.916,24.9990,-0.0010,157.65,3.3588
21.640,25.040,407,407.209,25.0024,0.0024,154.35,3.3621
21.630,25.019,407,407.052,25.0006,0.0006,155.82,3.3710
21.640,25.019,407,407.196,25.0022,0.0022,154.03,3.3619
21.640,25.030,407,407.167,25.0019,0.0019,154.02,3.3616
21.651,25.030,407,407.152,25.0017,0.0017,153.89,3.3507
21.662,25.019,407,407.339,25.0038,0.0038,151.42,3.3421
21.651,25.019,407,407.068,25.0008,0.0008,154.00,3.3498
21.651,25.030,407,407.119,25.0013,0.0014,153.28,3.3504
21.651,25.008,407,407.197,25.0022,0.0022,152.14,3.3512
21.630,25.030,407,406.882,24.9987,-0.0013,155.51,3.3691
21.662,25.019,407,406.997,25.0000,-0.0000,154.36,3.3382
21.651,25.030,407,407.014,25.0002,0.0002,154.16,3.3492
21.640,25.030,407,406.855,24.9984,-0.0016,156.01,3.3581
21.630,25.030,407,406.979,24.9998,-0.0002,154.82,3.3702
21.651,25.008,407,406.824,24.9980,-0.0020,156.68,3.3470
21.640,25.040,407,406.872,24.9985,-0.0015,156.43,3.3583
21.662,25.030,407,406.746,24.9971,-0.0029,158.15,3.3354
21.630,25.008,407,406.815,24.9979,-0.0021,157.80,3.3683
21.651,25.008,407,406.742,24.9971,-0.0029,158.99,3.3461
21.662,25.019,407,406.776,24.9975,-0.0025,159.05,3.3357
21.640,25.030,407,406.941,24.9993,-0.0007,157.51,3.3590
21.630,25.040,407,406.888,24.9987,-0.0013,158.24,3.3692
21.630,25.030,407,406.941,24.9993,-0.0007,157.81,3.3698
21.619,25.030,407,406.903,24.9989,-0.0011,158.37,3.3801
21.651,25.019,407,407.110,25.0012,0.0012,156.11,3.3502
21.630,25.040,407,407.463,25.0053,0.0053,151.73,3.3757
21.630,25.019,407,407.274,25.0031,0.0031,153.14,3.3736
21.640,25.019,407,407.429,25.0049,0.0049,150.82,3.3646
21.630,25.019,407,407.268,25.0030,0.0030,151.94,3.3735
21.619,25.040,407,406.853,24.9983,-0.0017,156.35,3.3795
21.630,25.008,407,407.082,25.0009,0.0009,153.92,3.3714
21.630,25.030,407,407.383,25.0044,0.0044,150.21,3.3748
21.630,25.019,407,407.132,25.0015,0.0015,152.49,3.3719
21.608,25.040,407,407.054,25.0006,0.0006,153.17,3.3925
21.640,25.019,407,407.016,25.0002,0.0002,153.52,3.3599
21.651,25.030,407,407.197,25.0022,0.0022,151.36,3.3512
21.651,24.997,407,407.182,25.0021,0.0021,151.18,3.3511
21.640,25.019,407,407.202,25.0023,0.0023,150.62,3.3620
21.640,25.019,407,407.116,25.0013,0.0013,151.27,3.3610
21.619,25.030,407,406.886,24.9987,-0.0013,153.77,3.3799
21.630,25.040,407,406.910,24.9990,-0.0010,153.69,3.3694
21.640,25.019,407,406.801,24.9977,-0.0023,155.15,3.3575
21.630,25.019,407,406.904,24.9989,-0.0011,154.28,3.3694
21.651,25.030,407,406.835,24.9981,-0.0019,155.27,3.3471
21.651,25.019,407,406.818,24.9979,-0.0021,155.77,3.3469
21.640,25.008,407,406.983,24.9998,-0.0002,154.15,3.3595
21.630,25.008,407,406.831,24.9981,-0.0019,155.98,3.3685
