timestamp,svrt-no-tempco
1512894215.007,10000831.0
1512894218.358,10000861.0
1512894221.711,10000856.0
1512894225.063,10000877.0
1512894228.415,10000900.0
1512894231.767,10000888.0
1512894235.119,10000886.0
1512894238.471,10000889.0
1512894241.824,10000927.0
1512894245.176,10000883.0
1512894248.527,10000842.0
1512894251.879,10000870.0
1512894255.232,10000870.0
1512894258.584,10000846.0
1512894261.936,10000850.0
1512894265.288,10000926.0
1512894268.640,10000880.0
1512894271.992,10000886.0
1512894275.344,10000870.0
1512894278.696,10000872.0
1512894282.048,10000869.0
1512894285.401,10000845.0
1512894288.753,10000876.0
1512894292.105,10000881.0
1512894295.456,10000905.0
1512894298.808,10000869.0
1512894302.161,10000884.0
1512894305.513,10000870.0
1512894308.865,10000857.0
1512894312.217,10000826.0
1512894315.569,10000854.0
1512894318.921,10000861.0
1512894322.273,10000877.0
1512894325.625,10000903.0
1512894328.977,10000971.0
1512894332.330,10001000.0
1512894335.682,10000983.0
1512894339.033,10000883.0
1512894342.385,10000880.0
1512894345.738,10000900.0
1512894349.090,10000893.0
1512894352.442,10000843.0
1512894355.794,10000856.0
1512894359.146,10000852.0
1512894362.498,10000870.0
1512894365.850,10000863.0
1512894369.203,10000877.0
1512894372.554,10000857.0
1512894375.906,10000834.0
1512894379.258,10000839.0
1512894382.610,10000821.0
1512894385.963,10000841.0
1512894389.315,10000840.0
1512894392.667,10000837.0
1512894396.019,10000843.0
1512894399.370,10000827.0
1512894402.723,10000920.0
1512894406.075,10000955.0
1512894409.427,10000900.0
1512894412.779,10000889.0
1512894416.132,10000866.0
1512894419.484,10000852.0
1512894422.835,10000879.0
1512894426.187,10000870.0
1512894429.540,10000838.0
1512894432.892,10000836.0
1512894436.244,10000838.0
1512894439.596,10000833.0
1512894442.947,10000880.0
1512894446.300,10000928.0
1512894449.652,10000833.0
1512894453.004,10000845.0
1512894456.357,10000857.0
1512894459.708,10000829.0
1512894463.060,10000854.0
1512894466.412,10000873.0
1512894469.765,10000828.0
1512894473.116,10000841.0
1512894476.468,10000880.0
1512894479.821,10000840.0
1512894483.173,10000860.0
1512894486.525,10000867.0
1512894489.877,10000868.0
1512894493.229,10000860.0
1512894496.581,10000847.0
1512894499.933,10000975.0
1512894503.285,10001051.0
1512894506.637,10000975.0
1512894509.990,10000875.0
1512894513.341,10000845.0
1512894516.693,10000844.0
1512894520.045,10000829.0
1512894523.398,10000846.0
1512894526.750,10000838.0
1512894530.102,10000848.0
1512894533.454,10000858.0
1512894536.806,10000871.0
1512894540.158,10000867.0
1512894543.510,10000889.0
1512894546.862,10000863.0
1512894550.214,10000860.0
1512894553.567,10000871.0
1512894556.919,10000893.0
1512894560.270,10000893.0
1512894563.622,10000889.0
1512894566.975,10000868.0
1512894570.327,10000870.0
1512894573.679,10000885.0
1512894577.030,10000876.0
1512894580.383,10000873.0
1512894583.735,10000883.0
1512894587.087,10000909.0
1512894590.440,10000856.0
1512894593.791,10000891.0
1512894597.143,10000913.0
1512894600.496,10000879.0
1512894603.848,10000888.0
1512894607.200,10000854.0
1512894610.551,10000849.0
1512894613.903,10000857.0
1512894617.256,10000859.0
1512894620.608,10000834.0
1512894623.960,10000839.0
1512894627.312,10000848.0
1512894630.664,10000853.0
1512894634.016,10000834.0
1512894637.368,10000864.0
1512894640.720,10000855.0
1512894644.073,10000873.0
1512894647.424,10000905.0
1512894650.776,10000887.0
1512894654.128,10000908.0
1512894657.481,10000844.0
1512894660.833,10000907.0
1512894664.185,10000902.0
1512894667.537,10000880.0
1512894670.889,10000865.0
1512894674.241,10000857.0
1512894677.593,10000882.0
1512894680.945,10000907.0
1512894684.297,10000856.0
1512894687.650,10000882.0
1512894691.002,10000921.0
1512894694.353,10000859.0
1512894697.705,10000858.0
1512894701.058,10000877.0
1512894704.410,10000879.0
1512894707.762,10000895.0
1512894711.114,10000972.0
1512894714.466,10000922.0
1512894717.818,10000849.0
1512894721.170,10000876.0
1512894724.523,10000872.0
1512894727.874,10000844.0
1512894731.226,10000864.0
1512894734.578,10000852.0
1512894737.931,10000846.0
1512894741.283,10000850.0
1512894744.635,10000851.0
1512894747.986,10000846.0
1512894751.339,10000857.0
1512894754.691,10000868.0
1512894758.043,10000870.0
1512894761.395,10000856.0
1512894764.747,10000867.0
1512894768.099,10000884.0
1512894771.451,10000877.0
1512894774.803,10000842.0
1512894778.155,10000853.0
1512894781.508,10000843.0
1512894784.860,10000862.0
1512894788.212,10000857.0
1512894791.563,10000866.0
1512894794.915,10000854.0
1512894798.268,10000854.0
1512894801.620,10000845.0
1512894804.972,10000845.0
1512894808.324,10000854.0
1512894811.676,10000882.0
1512894815.028,10000854.0
1512894818.380,10000845.0
1512894821.732,10000851.0
1512894825.085,10000854.0
1512894828.436,10000849.0
1512894831.789,10000841.0
1512894835.141,10000849.0
1512894838.493,10000845.0
1512894841.844,10000884.0
1512894845.197,10000850.0
1512894848.549,10000849.0
1512894851.901,10000873.0
1512894855.253,10000881.0
1512894858.605,10000901.0
1512894861.957,10000857.0
1512894865.309,10000861.0
1512894868.661,10000875.0
1512894872.013,10000869.0
1512894875.366,10000896.0
1512894878.718,10000832.0
1512894882.070,10000834.0
1512894885.422,10000838.0
1512894888.773,10000855.0
1512894892.126,10000855.0
1512894895.478,10000938.0
1512894898.830,10000990.0
1512894902.182,10000992.0
1512894905.535,10000993.0
1512894908.886,10000931.0
1512894912.238,10000931.0
1512894915.590,10000935.0
1512894918.942,10000872.0
1512894922.295,10000891.0
1512894925.647,10000857.0
1512894928.999,10000890.0
1512894932.350,10000974.0
1512894935.703,10000859.0
1512894939.055,10000860.0
1512894942.407,10000859.0
1512894945.759,10000870.0
1512894949.111,10000856.0
1512894952.463,10000850.0
1512894955.815,10000869.0
1512894959.168,10000835.0
1512894962.520,10000850.0
1512894965.871,10000837.0
1512894969.223,10000839.0
1512894972.575,10000840.0
1512894975.928,10000831.0
1512894979.280,10000853.0
1512894982.632,10000851.0
1512894985.984,10000843.0
1512894989.335,10000852.0
1512894992.687,10000885.0
1512894996.040,10000851.0
1512894999.392,10000840.0
1512895002.744,10000843.0
1512895006.096,10000855.0
1512895009.449,10000854.0
1512895012.801,10000847.0
1512895016.153,10000893.0
1512895019.504,10000851.0
1512895022.856,10000887.0
1512895026.209,10000853.0
1512895029.561,10000882.0
1512895032.913,10000890.0
1512895036.265,10000863.0
1512895039.617,10000848.0
1512895042.970,10000850.0
1512895046.321,10000857.0
1512895049.673,10000840.0
1512895053.025,10000915.0
1512895056.377,10000911.0
1512895059.730,10000853.0
1512895063.082,10000879.0
1512895066.434,10000860.0
1512895069.785,10000885.0
1512895073.138,10000841.0
1512895076.490,10000850.0
1512895079.842,10000861.0
1512895083.194,10000870.0
1512895086.546,10000884.0
1512895089.898,10000899.0
1512895093.250,10000880.0
1512895096.602,10000884.0
1512895099.955,10000852.0
1512895103.307,10000868.0
1512895106.658,10000852.0
1512895110.010,10000847.0
1512895113.362,10000878.0
1512895116.715,10000845.0
1512895120.067,10000948.0
1512895123.419,10000853.0
1512895126.771,10000850.0
1512895130.122,10000841.0
1512895133.475,10000841.0
1512895136.827,10000844.0
1512895140.179,10000853.0
1512895143.532,10000870.0
1512895146.884,10000916.0
1512895150.236,10000865.0
1512895153.587,10000899.0
1512895156.939,10000848.0
1512895160.292,10000906.0
1512895163.644,10000870.0
1512895166.996,10000966.0
1512895170.348,10000983.0
1512895173.699,10000949.0
1512895177.052,10000851.0
1512895180.404,10000843.0
1512895183.756,10000847.0
1512895187.108,10000838.0
1512895190.468,10000821.0
1512895193.812,10000842.0
1512895197.165,10000829.0
1512895200.517,10000831.0
1512895203.869,10000819.0
1512895207.220,10000819.0
1512895210.572,10000820.0
1512895213.925,10000822.0
1512895217.277,10000826.0
1512895220.629,10000826.0
1512895223.981,10000829.0
1512895227.334,10000831.0
1512895230.685,10000821.0
1512895234.037,10000877.0
1512895237.389,10000830.0
1512895240.741,10000822.0
1512895244.094,10000832.0
1512895247.446,10000826.0
1512895250.798,10000832.0
1512895254.149,10000868.0
1512895257.502,10000818.0
1512895260.854,10000824.0
1512895264.206,10000818.0
1512895267.558,10000819.0
1512895270.910,10000830.0
1512895274.263,10000835.0
1512895277.614,10000818.0
1512895280.966,10000818.0
1512895284.318,10000844.0
1512895287.671,10000872.0
1512895291.023,10000880.0
1512895294.375,10000824.0
1512895297.727,10000825.0
1512895301.079,10000837.0
1512895304.431,10000877.0
1512895307.783,10000862.0
1512895311.135,10000848.0
1512895314.487,10000850.0
1512895317.839,10000822.0
1512895321.191,10000830.0
1512895324.543,10000822.0
1512895327.896,10000834.0
1512895331.248,10000830.0
1512895334.600,10000930.0
1512895337.951,10000957.0
1512895341.304,10000929.0
1512895344.656,10000933.0
1512895348.008,10000868.0
1512895351.360,10000842.0
1512895354.712,10000852.0
1512895358.064,10000815.0
1512895361.416,10000818.0
1512895364.768,10000829.0
1512895368.120,10000815.0
1512895371.472,10000824.0
1512895374.825,10000871.0
1512895378.179,10000864.0
1512895381.528,10000827.0
1512895384.880,10000824.0
1512895388.233,10000840.0
1512895391.585,10000831.0
1512895394.937,10000824.0
1512895398.289,10000897.0
1512895401.640,10000817.0
1512895404.993,10000834.0
1512895408.345,10000846.0
1512895411.697,10000825.0
1512895415.049,10000820.0
1512895418.402,10000823.0
1512895421.754,10000831.0
1512895425.105,10000839.0
1512895428.457,10000892.0
1512895431.810,10000865.0
1512895435.161,10000841.0
1512895438.513,10000827.0
1512895441.866,10000810.0
1512895445.218,10000875.0
1512895448.570,10000830.0
1512895451.922,10000823.0
1512895455.275,10000811.0
1512895458.627,10000855.0
1512895461.978,10000833.0
1512895465.330,10000838.0
1512895468.683,10000813.0
1512895472.035,10000866.0
1512895475.387,10000827.0
1512895478.738,10000883.0
1512895482.091,10000840.0
1512895485.443,10000834.0
1512895488.795,10000853.0
1512895492.147,10000862.0
1512895495.499,10000857.0
1512895498.852,10000865.0
1512895502.203,10000861.0
1512895505.555,10000870.0
1512895508.907,10000880.0
1512895512.260,10000893.0
1512895515.612,10000863.0
1512895518.964,10000879.0
1512895522.315,10000837.0
1512895525.668,10000891.0
1512895529.020,10000884.0
1512895532.372,10000834.0
1512895535.724,10000844.0
1512895539.076,10000855.0
1512895542.428,10000822.0
1512895545.780,10000831.0
1512895549.132,10000833.0
1512895552.485,10000827.0
1512895555.836,10000823.0
1512895559.188,10000869.0
1512895562.540,10000952.0
1512895565.893,10000895.0
1512895569.245,10000839.0
1512895572.597,10000837.0
1512895575.949,10000848.0
1512895579.300,10000861.0
1512895582.653,10000927.0
1512895586.005,10000861.0
1512895589.357,10000839.0
1512895592.709,10000866.0
1512895596.062,10000869.0
1512895599.413,10000864.0
1512895602.765,10000900.0
1512895606.117,10000860.0
1512895609.469,10000858.0
1512895612.822,10000880.0
1512895616.174,10000849.0
1512895619.526,10000848.0
1512895622.877,10000840.0
1512895626.229,10000827.0
1512895629.582,10000833.0
1512895632.934,10000829.0
1512895636.286,10000832.0
1512895639.638,10000850.0
1512895642.990,10000841.0
1512895646.343,10000932.0
1512895649.694,10000832.0
1512895653.046,10000829.0
1512895656.399,10000839.0
1512895659.751,10000838.0
1512895663.103,10000853.0
1512895666.455,10000863.0
1512895669.807,10000842.0
1512895673.159,10000835.0
1512895676.511,10000821.0
1512895679.864,10000833.0
1512895683.215,10000836.0
1512895686.567,10000827.0
1512895689.919,10000825.0
1512895693.272,10000817.0
1512895696.624,10000827.0
1512895699.976,10000827.0
1512895703.328,10000838.0
1512895706.680,10000827.0
1512895710.031,10000838.0
1512895713.384,10000832.0
1512895716.736,10000828.0
1512895720.088,10000839.0
1512895723.440,10000860.0
1512895726.792,10000839.0
1512895730.145,10000834.0
1512895733.496,10000856.0
1512895736.848,10000835.0
1512895740.201,10000828.0
1512895743.553,10000841.0
1512895746.905,10000821.0
1512895750.256,10000815.0
1512895753.608,10000828.0
1512895756.961,10000819.0
1512895760.313,10000823.0
1512895763.665,10000815.0
1512895767.017,10000831.0
1512895770.370,10000820.0
1512895773.721,10000825.0
1512895777.073,10000829.0
1512895780.425,10000819.0
1512895783.778,10000821.0
1512895787.130,10000823.0
1512895790.481,10000812.0
1512895793.834,10000817.0
1512895797.186,10000820.0
1512895800.538,10000838.0
1512895803.890,10000847.0
1512895807.242,10000818.0
1512895810.594,10000849.0
1512895813.946,10000819.0
1512895817.298,10000832.0
1512895820.650,10000817.0
1512895824.003,10000824.0
1512895827.355,10000834.0
1512895830.707,10000819.0
1512895834.058,10000844.0
1512895837.410,10000822.0
1512895840.763,10000866.0
1512895844.115,10000852.0
1512895847.467,10000823.0
1512895850.819,10000844.0
1512895854.171,10000835.0
1512895857.523,10000850.0
1512895860.875,10000851.0
1512895864.227,10000837.0
1512895867.579,10000826.0
1512895870.932,10000874.0
1512895874.283,10000856.0
1512895877.635,10000857.0
1512895880.987,10000817.0
1512895884.340,10000824.0
1512895887.692,10000820.0
1512895891.043,10000825.0
1512895894.396,10000830.0
1512895897.748,10000827.0
1512895901.100,10000819.0
1512895904.452,10000825.0
1512895907.804,10000835.0
1512895911.156,10000826.0
1512895914.508,10000838.0
1512895917.861,10000921.0
1512895921.213,10000951.0
1512895924.564,10000948.0
1512895927.916,10000922.0
1512895931.268,10000945.0
1512895934.621,10000881.0
1512895937.973,10000910.0
1512895941.325,10000875.0
1512895944.677,10000826.0
1512895948.029,10000827.0
1512895951.381,10000819.0
1512895954.733,10000827.0
1512895958.085,10000821.0
1512895961.437,10000825.0
1512895964.789,10000830.0
1512895968.142,10000835.0
1512895971.494,10000822.0
1512895974.845,10000819.0
1512895978.197,10000866.0
1512895981.550,10000848.0
1512895984.902,10000818.0
1512895988.254,10000821.0
1512895991.606,10000827.0
1512895994.959,10000824.0
1512895998.310,10000821.0
1512896001.662,10000816.0
1512896005.014,10000838.0
1512896008.367,10000842.0
1512896011.719,10000826.0
1512896015.071,10000826.0
1512896018.423,10000826.0
1512896021.774,10000853.0
1512896025.127,10000839.0
1512896028.479,10000820.0
1512896031.830,10000825.0
1512896035.183,10000832.0
1512896038.535,10000841.0
1512896041.887,10000985.0
1512896045.240,10000976.0
1512896048.592,10000835.0
1512896051.944,10000830.0
1512896055.295,10000821.0
1512896058.647,10000828.0
1512896062.000,10000873.0
1512896065.352,10000908.0
1512896068.704,10000823.0
1512896072.056,10000894.0
1512896075.408,10000824.0
1512896078.760,10000888.0
1512896082.112,10000827.0
1512896085.464,10000830.0
1512896088.816,10000828.0
1512896092.169,10000815.0
1512896095.521,10000820.0
1512896098.873,10000818.0
1512896102.224,10000817.0
1512896105.576,10000895.0
1512896108.929,10000824.0
1512896112.281,10000823.0
1512896115.633,10000820.0
1512896118.985,10000818.0
1512896122.337,10000825.0
1512896125.689,10000815.0
1512896129.041,10000814.0
1512896132.393,10000817.0
1512896135.746,10000831.0
1512896139.098,10000833.0
1512896142.450,10000824.0
1512896145.802,10000833.0
1512896149.154,10000824.0
1512896152.506,10000816.0
1512896155.858,10000817.0
1512896159.210,10000860.0
1512896162.562,10000821.0
1512896165.914,10000825.0
1512896169.266,10000815.0
1512896172.619,10000834.0
1512896175.971,10000821.0
1512896179.323,10000820.0
1512896182.674,10000824.0
1512896186.026,10000852.0
1512896189.379,10000818.0
1512896192.731,10000847.0
1512896196.083,10000839.0
1512896199.434,10000903.0
1512896202.787,10000863.0
1512896206.139,10000844.0
1512896209.491,10000822.0
1512896212.843,10000816.0
1512896216.196,10000812.0
1512896219.548,10000821.0
1512896222.899,10000821.0
1512896226.251,10000885.0
1512896229.603,10000944.0
1512896232.956,10000851.0
1512896236.308,10000875.0
1512896239.660,10000836.0
1512896243.011,10000820.0
1512896246.364,10000816.0
1512896249.716,10000834.0
1512896253.068,10000926.0
1512896256.420,10000901.0
1512896259.773,10000844.0
1512896263.125,10000869.0
1512896266.476,10000820.0
1512896269.828,10000846.0
1512896273.181,10000842.0
1512896276.532,10000815.0
1512896279.884,10000848.0
1512896283.236,10000819.0
1512896286.589,10000845.0
1512896289.941,10000836.0
1512896293.293,10000821.0
1512896296.645,10000830.0
1512896299.997,10000845.0
1512896303.349,10000824.0
1512896306.701,10000870.0
1512896310.054,10000832.0
1512896313.406,10000823.0
1512896316.758,10000813.0
1512896320.109,10000822.0
1512896323.461,10000834.0
1512896326.814,10000817.0
1512896330.166,10000823.0
1512896333.518,10000826.0
1512896336.870,10000851.0
1512896340.222,10000813.0
1512896343.574,10000836.0
1512896346.926,10000814.0
1512896350.278,10000828.0
1512896353.630,10000819.0
1512896356.983,10000821.0
1512896360.335,10000815.0
1512896363.686,10000821.0
1512896367.038,10000824.0
1512896370.391,10000811.0
1512896373.743,10000825.0
1512896377.095,10000814.0
1512896380.447,10000824.0
1512896383.799,10000861.0
1512896387.151,10000847.0
1512896390.503,10000837.0
1512896393.856,10000844.0
1512896397.207,10000818.0
1512896400.559,10000837.0
1512896403.911,10000866.0
1512896407.264,10000899.0
1512896410.616,10000882.0
1512896413.968,10000842.0
1512896417.319,10000844.0
1512896420.671,10000830.0
1512896424.024,10000842.0
1512896427.376,10000864.0
1512896430.728,10000861.0
1512896434.080,10000865.0
1512896437.433,10000867.0
1512896440.784,10000849.0
1512896444.136,10000825.0
1512896447.488,10000816.0
1512896450.840,10000836.0
1512896454.193,10000842.0
1512896457.545,10000907.0
1512896460.897,10000825.0
1512896464.248,10000827.0
1512896467.601,10000835.0
1512896470.953,10000823.0
1512896474.305,10000826.0
1512896477.657,10000821.0
1512896481.009,10000823.0
1512896484.362,10000823.0
1512896487.713,10000834.0
1512896491.065,10000816.0
1512896494.417,10000820.0
1512896497.770,10000846.0
1512896501.122,10000843.0
1512896504.474,10000821.0
1512896507.826,10000820.0
1512896511.178,10000834.0
1512896514.530,10000836.0
1512896517.882,10000834.0
1512896521.234,10000895.0
1512896524.586,10000822.0
1512896527.938,10000830.0
1512896531.290,10000863.0
1512896534.642,10000860.0
1512896537.995,10000879.0
1512896541.347,10000849.0
1512896544.699,10000833.0
1512896548.050,10000838.0
1512896551.402,10000824.0
1512896554.755,10000853.0
1512896558.107,10000838.0
1512896561.459,10000830.0
1512896564.811,10000834.0
1512896568.163,10000900.0
1512896571.515,10000840.0
1512896574.867,10000867.0
1512896578.219,10000913.0
1512896581.571,10000938.0
1512896584.924,10000968.0
1512896588.276,10000890.0
1512896591.627,10000862.0
1512896594.979,10000914.0
1512896598.332,10001041.0
1512896601.684,10001043.0
1512896605.036,10001049.0
1512896608.388,10000996.0
1512896611.740,10001000.0
1512896615.092,10001003.0
1512896618.444,10000998.0
1512896621.796,10001023.0
1512896625.148,10000957.0
1512896628.501,10000890.0
1512896631.852,10000845.0
1512896635.204,10000875.0
1512896638.557,10000872.0
1512896641.909,10000832.0
1512896645.261,10000870.0
1512896648.612,10000868.0
1512896651.964,10000841.0
1512896655.317,10000839.0
1512896658.669,10000831.0
1512896662.021,10000837.0
1512896665.372,10000862.0
1512896668.725,10000860.0
1512896672.077,10000849.0
1512896675.429,10000869.0
1512896678.781,10000871.0
1512896682.134,10000824.0
1512896685.486,10000823.0
1512896688.838,10000831.0
1512896692.189,10000839.0
1512896695.541,10000825.0
1512896698.894,10000826.0
1512896702.246,10000823.0
1512896705.598,10000823.0
1512896708.950,10000824.0
1512896712.302,10000827.0
1512896715.654,10000825.0
1512896719.006,10000822.0
1512896722.358,10000821.0
1512896725.710,10000856.0
1512896729.062,10000834.0
1512896732.415,10000824.0
1512896735.767,10000862.0
1512896739.119,10000856.0
1512896742.471,10000866.0
1512896745.822,10000848.0
1512896749.175,10000851.0
1512896752.527,10000861.0
1512896755.878,10000835.0
1512896759.231,10000825.0
1512896762.583,10000831.0
1512896765.935,10000843.0
1512896769.287,10000833.0
1512896772.639,10000828.0
1512896775.992,10000830.0
1512896779.348,10000832.0
1512896782.695,10000848.0
1512896786.047,10000871.0
1512896789.400,10000849.0
1512896792.752,10000860.0
1512896796.104,10000912.0
1512896799.456,10000863.0
1512896802.808,10000861.0
1512896806.160,10000864.0
1512896809.512,10000832.0
1512896812.864,10000835.0
1512896816.217,10000834.0
1512896819.568,10000823.0
1512896822.920,10000828.0
1512896826.272,10000829.0
1512896829.625,10000829.0
1512896832.977,10000844.0
1512896836.328,10000823.0
1512896839.681,10000822.0
1512896843.033,10000822.0
1512896846.385,10000824.0
1512896849.737,10000825.0
1512896853.089,10000830.0
1512896856.441,10000838.0
1512896859.793,10000848.0
1512896863.146,10000830.0
1512896866.498,10000835.0
1512896869.849,10000853.0
1512896873.202,10000904.0
1512896876.554,10000852.0
1512896879.906,10000867.0
1512896883.257,10000875.0
1512896886.610,10000828.0
1512896889.962,10000829.0
1512896893.314,10000821.0
1512896896.666,10000824.0
1512896900.019,10000843.0
1512896903.370,10000838.0
1512896906.722,10000862.0
1512896910.074,10000898.0
1512896913.426,10000851.0
1512896916.779,10000888.0
1512896920.131,10000834.0
1512896923.483,10000832.0
1512896926.835,10000827.0
1512896930.186,10000834.0
1512896933.539,10000837.0
1512896936.891,10000827.0
1512896940.243,10000828.0
1512896943.595,10000831.0
1512896946.947,10000828.0
1512896950.299,10000827.0
1512896953.651,10000821.0
1512896957.003,10000823.0
1512896960.355,10000825.0
1512896963.708,10000832.0
1512896967.060,10000826.0
1512896970.412,10000826.0
1512896973.763,10000828.0
1512896977.116,10000822.0
1512896980.468,10000826.0
1512896983.820,10000829.0
1512896987.172,10000834.0
1512896990.524,10000829.0
1512896993.876,10000828.0
1512896997.228,10000831.0
1512897000.580,10000829.0
1512897003.933,10000825.0
1512897007.285,10000827.0
1512897010.636,10000829.0
1512897013.988,10000827.0
1512897017.341,10000821.0
1512897020.693,10000830.0
1512897024.045,10000831.0
1512897027.397,10000831.0
1512897030.749,10000851.0
1512897034.101,10000827.0
1512897037.453,10000828.0
1512897040.805,10000828.0
1512897044.158,10000835.0
1512897047.510,10000834.0
1512897050.861,10000834.0
1512897054.213,10000835.0
1512897057.565,10000836.0
1512897060.918,10000834.0
1512897064.270,10000841.0
1512897067.622,10000835.0
1512897070.974,10000842.0
1512897074.326,10000827.0
1512897077.678,10000826.0
1512897081.030,10000825.0
1512897084.382,10000830.0
1512897087.734,10000828.0
1512897091.087,10000828.0
1512897094.439,10000826.0
1512897097.791,10000831.0
1512897101.142,10000834.0
1512897104.494,10000850.0
1512897107.847,10000841.0
1512897111.199,10000837.0
1512897114.550,10000838.0
1512897117.903,10000840.0
1512897121.255,10000831.0
1512897124.607,10000828.0
1512897127.959,10000830.0
1512897131.312,10000831.0
1512897134.663,10000851.0
1512897138.015,10000831.0
1512897141.368,10000828.0
1512897144.720,10000833.0
1512897148.072,10000855.0
1512897151.423,10000870.0
1512897154.775,10000830.0
1512897158.128,10000847.0
1512897161.480,10000830.0
1512897164.832,10000834.0
1512897168.184,10000841.0
1512897171.536,10000831.0
1512897174.888,10000825.0
1512897178.240,10000831.0
1512897181.592,10000831.0
1512897184.944,10000828.0
1512897188.296,10000828.0
1512897191.648,10000832.0
1512897195.001,10000831.0
1512897198.353,10000841.0
1512897201.705,10000871.0
1512897205.056,10000844.0
1512897208.409,10000830.0
1512897211.761,10000846.0
1512897215.113,10000830.0
1512897218.465,10000838.0
1512897221.817,10000828.0
1512897225.169,10000832.0
1512897228.521,10000823.0
1512897231.874,10000827.0
1512897235.226,10000821.0
1512897238.577,10000821.0
1512897241.929,10000826.0
1512897245.281,10000826.0
1512897248.634,10000831.0
1512897251.986,10000830.0
1512897255.338,10000833.0
1512897258.689,10000822.0
1512897262.042,10000824.0
1512897265.394,10000821.0
1512897268.746,10000835.0
1512897272.099,10000845.0
1512897275.450,10000841.0
1512897278.802,10000854.0
1512897282.154,10000827.0
1512897285.506,10000832.0
1512897288.859,10000824.0
1512897292.211,10000829.0
1512897295.563,10000821.0
1512897298.915,10000821.0
1512897302.267,10000848.0
1512897305.618,10000826.0
1512897308.971,10000826.0
1512897312.323,10000818.0
1512897315.675,10000821.0
1512897319.027,10000836.0
1512897322.379,10000832.0
1512897325.732,10000821.0
1512897329.083,10000821.0
1512897332.435,10000827.0
1512897335.787,10000829.0
1512897339.140,10000822.0
1512897342.492,10000829.0
1512897345.844,10000821.0
1512897349.195,10000822.0
1512897352.548,10000819.0
1512897355.900,10000819.0
1512897359.253,10000820.0
1512897362.604,10000820.0
1512897365.956,10000820.0
1512897369.308,10000819.0
1512897372.660,10000820.0
1512897376.013,10000819.0
1512897379.365,10000817.0
1512897382.717,10000823.0
1512897386.069,10000827.0
1512897389.420,10000829.0
1512897392.772,10000847.0
1512897396.125,10000849.0
1512897399.477,10000820.0
1512897402.829,10000826.0
1512897406.181,10000821.0
1512897409.534,10000820.0
1512897412.885,10000820.0
1512897416.237,10000820.0
1512897419.589,10000821.0
1512897422.942,10000819.0
1512897426.294,10000819.0
1512897429.646,10000826.0
1512897432.998,10000871.0
1512897436.349,10000868.0
1512897439.701,10000875.0
1512897443.054,10000875.0
1512897446.406,10000847.0
1512897449.758,10000829.0
1512897453.110,10000822.0
1512897456.463,10000819.0
1512897459.815,10000880.0
1512897463.167,10000820.0
1512897466.518,10000820.0
1512897469.871,10000819.0
1512897473.223,10000912.0
1512897476.574,10000869.0
1512897479.927,10000852.0
1512897483.279,10000822.0
1512897486.631,10000821.0
1512897489.983,10000818.0
1512897493.335,10000816.0
1512897496.688,10000819.0
1512897500.039,10000816.0
1512897503.391,10000832.0
1512897506.743,10000820.0
1512897510.096,10000817.0
1512897513.448,10000824.0
1512897516.800,10000824.0
1512897520.151,10000817.0
1512897523.503,10000819.0
1512897526.856,10000814.0
1512897530.208,10000814.0
1512897533.560,10000814.0
1512897536.912,10000826.0
1512897540.264,10000845.0
1512897543.617,10000814.0
1512897546.969,10000817.0
1512897550.321,10000818.0
1512897553.672,10000839.0
1512897557.024,10000823.0
1512897560.377,10000827.0
1512897563.729,10000819.0
1512897567.081,10000819.0
1512897570.433,10000823.0
1512897573.785,10000815.0
1512897577.138,10000812.0
1512897580.489,10000815.0
1512897583.841,10000816.0
1512897587.193,10000826.0
1512897590.546,10000818.0
1512897593.897,10000818.0
1512897597.250,10000822.0
1512897600.602,10000818.0
1512897603.954,10000814.0
1512897607.306,10000817.0
1512897610.657,10000829.0
1512897614.010,10000823.0
1512897617.362,10000834.0
1512897620.714,10000823.0
1512897624.066,10000820.0
1512897627.419,10000824.0
1512897630.770,10000821.0
1512897634.122,10000820.0
1512897637.474,10000815.0
1512897640.827,10000816.0
1512897644.179,10000814.0
1512897647.531,10000813.0
1512897650.882,10000823.0
1512897654.235,10000816.0
1512897657.587,10000826.0
1512897660.939,10000852.0
1512897664.291,10000826.0
1512897667.643,10000835.0
1512897670.996,10000817.0
1512897674.348,10000814.0
1512897677.699,10000891.0
1512897681.051,10000883.0
1512897684.404,10000827.0
1512897687.756,10000819.0
1512897691.108,10000821.0
1512897694.460,10000819.0
1512897697.811,10000821.0
1512897701.164,10000831.0
1512897704.516,10000832.0
1512897707.868,10000831.0
1512897711.220,10000860.0
1512897714.572,10000823.0
1512897717.924,10000835.0
1512897721.277,10000833.0
1512897724.629,10000823.0
1512897727.980,10000828.0
1512897731.332,10000831.0
1512897734.684,10000831.0
1512897738.037,10000827.0
1512897741.389,10000824.0
1512897744.741,10000849.0
1512897748.093,10000826.0
1512897751.445,10000888.0
1512897754.797,10000845.0
1512897758.149,10000821.0
1512897761.501,10000829.0
1512897764.854,10000845.0
1512897768.206,10000860.0
1512897771.558,10000873.0
1512897774.909,10000860.0
1512897778.261,10000834.0
1512897781.614,10000837.0
1512897784.966,10000835.0
1512897788.318,10000851.0
1512897791.670,10000847.0
1512897795.022,10000849.0
1512897798.374,10000860.0
1512897801.726,10000850.0
1512897805.078,10000854.0
1512897808.430,10000845.0
1512897811.783,10000855.0
1512897815.135,10000851.0
