timestamp;value;unit;mode;current;operation;peak;battery_low;relative;hold
2017-06-03 23:07:28.105414;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:28.605414;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:29.105415;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:29.605419;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:30.105437;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:30.605424;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:31.105429;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:31.605428;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:32.105431;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:32.605458;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:33.105439;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:33.605440;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:34.105567;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:34.605573;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:35.105573;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:35.605575;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:36.105582;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:36.605587;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:37.105583;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:37.605585;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:38.105588;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:38.605592;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:39.105594;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:39.605595;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:40.105598;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:40.605728;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:41.105728;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:41.605732;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:42.105746;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:42.605736;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:43.105738;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:43.605742;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:44.105745;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:44.605746;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:45.105750;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:45.605756;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:46.105755;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:46.605757;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:47.105885;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:47.605887;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:48.105890;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:48.605893;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:49.105895;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:49.605903;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:50.105900;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:50.605909;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:51.105908;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:51.605922;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:52.105912;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:52.605912;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:53.105916;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:53.606043;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:54.106054;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:54.606057;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:55.106052;99090.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:55.606055;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:56.106058;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:56.606061;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:57.106063;99100.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:57.606191;99110.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:58.106194;99110.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:58.606196;99120.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:59.106198;99120.0;W;resistance;;normal;;0;0;0
2017-06-03 23:07:59.606200;99120.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:00.106203;99120.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:00.606206;99130.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:01.106211;99130.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:01.606215;99140.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:02.106214;99140.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:02.606217;99150.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:03.106219;99150.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:03.606222;99160.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:04.106223;99160.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:04.606226;99160.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:05.106232;99160.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:05.606238;99170.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:06.106234;99170.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:06.606366;99180.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:07.106365;99180.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:07.606367;99180.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:08.106374;99180.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:08.606373;99190.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:09.106376;99190.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:09.606378;99190.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:10.106384;99200.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:10.606383;99200.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:11.106390;99200.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:11.606388;99210.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:12.106391;99210.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:12.606394;99210.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:13.106525;99210.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:13.606528;99210.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:14.106526;99210.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:14.606529;99220.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:15.106536;99220.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:15.606535;99220.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:16.106541;99220.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:16.606545;99230.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:17.106543;99230.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:17.606545;99220.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:18.106553;99220.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:18.606556;99230.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:19.106551;99230.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:19.606554;99230.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:20.106682;99230.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:20.606691;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:21.106688;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:21.606691;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:22.106694;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:22.606696;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:23.106697;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:23.606700;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:24.106703;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:24.606706;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:25.106722;99240.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:25.606943;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:26.106844;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:26.606843;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:27.106844;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:27.606847;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:28.106850;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:28.606853;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:29.106855;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:29.606857;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:30.106865;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:30.606868;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:31.106866;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:31.606868;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:32.106875;99250.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:32.606883;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:33.107001;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:33.607003;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:34.107006;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:34.607009;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:35.107016;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:35.607014;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:36.107019;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:36.607019;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:37.107021;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:37.607024;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:38.107031;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:38.607030;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:39.107162;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:39.607165;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:40.107163;99260.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:40.607166;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:41.107180;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:41.607171;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:42.107173;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:42.607176;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:43.107178;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:43.607180;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:44.107183;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:44.607192;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:45.107188;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:45.607190;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:46.107319;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:46.607321;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:47.107325;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:47.607327;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:48.107329;99270.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:48.607332;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:49.107334;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:49.607337;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:50.107464;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:50.607468;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:51.107471;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:51.607471;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:52.107475;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:52.607477;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:53.107479;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:53.607482;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:54.107486;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:54.607688;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:55.107490;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:55.607494;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:56.107496;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:56.607500;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:57.107501;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:57.607504;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:58.107506;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:58.607510;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:59.107636;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:08:59.607639;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:09:00.107655;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:09:00.607649;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:09:01.107647;99280.0;W;resistance;;normal;;0;0;0
2017-06-03 23:09:01.607651;99290.0;W;resistance;;normal;;0;0;0
