1525639239.37,23.124243
1525639240.37,23.066648
1525639241.38,23.010315
1525639242.38,22.955374
1525639243.38,22.902000
1525639244.38,22.850327
1525639245.38,22.800030
1525639246.38,22.751253
1525639247.38,22.703732
1525639248.38,22.657375
1525639249.38,22.612499
1525639250.38,22.568790
1525639251.38,22.526020
1525639252.38,22.484413
1525639253.38,22.444042
1525639254.39,22.404640
1525639255.38,22.366209
1525639256.38,22.328758
1525639257.38,22.292412
1525639258.39,22.257095
1525639259.39,22.222597
1525639260.39,22.189056
1525639261.39,22.156631
1525639262.39,22.125324
1525639263.39,22.094671
1525639264.39,22.064878
1525639265.39,22.035965
1525639266.39,22.007652
1525639267.39,21.980383
1525639268.39,21.953863
1525639269.39,21.928072
1525639270.39,21.902874
1525639271.4,21.878246
1525639272.39,21.854326
1525639273.39,21.831097
1525639274.4,21.808325
1525639275.4,21.786268
1525639276.4,21.764606
1525639277.4,21.743528
1525639278.4,21.722898
1525639279.4,21.702625
1525639280.4,21.683439
1525639281.4,21.664467
1525639282.4,21.646095
1525639283.4,21.628059
1525639284.4,21.610514
1525639285.4,21.593410
1525639286.4,21.576584
1525639287.4,21.560349
1525639288.41,21.544407
1525639289.4,21.528763
1525639290.4,21.513449
1525639291.41,21.498661
1525639292.41,21.484182
1525639293.41,21.469723
1525639294.41,21.455811
1525639295.41,21.441990
1525639296.41,21.428383
1525639297.41,21.415203
1525639298.41,21.402359
1525639299.41,21.389736
1525639300.41,21.377615
1525639301.41,21.365671
1525639302.41,21.354195
1525639303.41,21.342972
1525639304.41,21.331827
1525639305.42,21.320927
1525639306.42,21.310593
1525639307.41,21.300198
1525639308.42,21.290098
1525639309.42,21.280239
1525639310.42,21.270823
1525639311.42,21.261475
1525639312.42,21.252378
1525639313.42,21.243860
1525639314.42,21.235277
1525639315.42,21.226883
1525639316.42,21.218990
1525639317.42,21.211124
1525639318.42,21.203325
1525639319.42,21.195276
1525639320.42,21.187803
1525639321.42,21.180729
1525639322.43,21.173691
1525639323.43,21.166725
1525639324.42,21.160034
1525639325.43,21.153414
1525639326.43,21.146908
1525639327.43,21.140652
1525639328.43,21.134645
1525639329.43,21.128620
1525639330.43,21.122784
1525639331.43,21.117098
1525639332.43,21.111446
1525639333.43,21.106073
1525639334.43,21.100706
1525639335.43,21.095280
1525639336.43,21.090080
1525639337.43,21.085026
1525639338.43,21.080210
1525639339.44,21.075396
1525639340.44,21.070629
1525639341.43,21.066046
1525639342.44,21.061348
1525639343.44,21.057060
1525639344.44,21.052763
1525639345.44,21.048485
1525639346.44,21.044464
1525639347.44,21.040573
1525639348.44,21.036476
1525639349.44,21.032803
1525639350.44,21.029116
1525639351.44,21.025545
1525639352.44,21.022068
1525639353.44,21.018503
1525639354.44,21.014809
1525639355.44,21.011503
1525639356.45,21.008039
1525639357.45,21.004757
1525639358.45,21.001240
1525639359.45,20.998131
1525639360.45,20.994816
1525639361.45,20.991480
1525639362.45,20.988352
1525639363.45,20.985115
1525639364.45,20.981979
1525639365.45,20.978949
1525639366.45,20.975817
1525639367.45,20.972961
1525639368.45,20.969982
1525639369.45,20.967068
1525639370.45,20.964012
1525639371.45,20.961159
1525639372.46,20.958168
1525639373.46,20.954960
1525639374.46,20.952120
1525639375.46,20.949247
1525639376.46,20.946362
1525639377.46,20.943575
1525639378.46,20.940716
1525639379.46,20.937738
1525639380.46,20.935089
1525639381.46,20.932161
1525639382.46,20.929760
1525639383.46,20.927040
1525639384.46,20.924423
1525639385.46,20.921921
1525639386.46,20.919462
1525639387.46,20.917210
1525639388.46,20.914923
1525639389.47,20.912558
1525639390.47,20.910362
1525639391.47,20.908077
1525639392.47,20.905733
1525639393.47,20.903597
1525639394.47,20.901390
1525639395.47,20.899164
1525639396.47,20.896818
1525639397.47,20.894705
1525639398.47,20.892450
1525639399.47,20.890217
1525639400.47,20.888027
1525639401.47,20.885616
1525639402.47,20.883604
1525639403.47,20.881531
1525639404.47,20.879459
1525639405.47,20.877489
1525639406.48,20.875582
1525639407.48,20.873703
1525639408.48,20.871941
1525639409.48,20.870365
1525639410.48,20.868765
1525639411.48,20.867220
1525639412.48,20.865860
1525639413.48,20.864714
1525639414.48,20.863316
1525639415.48,20.862125
1525639416.48,20.861084
1525639417.48,20.859871
1525639418.48,20.858837
1525639419.48,20.857887
1525639420.48,20.856796
1525639421.48,20.855877
1525639422.48,20.854900
1525639423.49,20.853840
1525639424.49,20.852825
1525639425.49,20.851921
1525639426.49,20.850796
1525639427.49,20.849770
1525639428.49,20.848709
1525639429.49,20.847929
1525639430.49,20.846605
1525639431.49,20.845730
1525639432.49,20.844612
1525639433.49,20.843472
1525639434.49,20.842461
1525639435.49,20.841351
1525639436.5,20.840326
1525639437.5,20.839310
1525639438.49,20.838383
1525639439.5,20.837414
