set_c,oven_c,output,ambient_c
25.000,23.658,205.00,21.115
25.000,23.658,205.00,21.093
25.000,23.809,205.00,21.093
25.000,24.084,205.00,21.104
25.000,24.387,175.31,21.104
25.000,24.686,70.70,21.093
25.000,24.941,0.00,21.093
25.000,25.090,0.00,21.104
25.000,25.109,17.47,21.093
25.000,25.049,67.39,21.115
25.000,24.972,102.55,21.104
25.000,24.948,92.45,21.093
25.000,24.974,64.38,21.083
25.000,25.040,25.67,21.104
25.000,25.070,26.90,21.126
25.000,25.072,35.76,21.115
25.000,25.059,44.71,21.126
25.000,25.032,59.82,21.126
25.000,25.006,69.08,21.093
25.000,25.017,50.84,21.126
25.000,25.052,29.09,21.115
25.000,25.065,31.68,21.104
25.000,25.064,35.71,21.115
25.000,25.062,37.04,21.126
25.000,25.053,41.95,21.104
25.000,25.043,44.95,21.115
25.000,25.040,43.47,21.126
25.000,25.049,35.27,21.115
25.000,25.057,31.91,21.115
25.000,25.060,31.94,21.093
25.000,25.059,33.36,21.115
25.000,25.055,34.92,21.083
25.000,25.050,37.08,21.093
25.000,25.050,34.53,21.093
25.000,25.051,33.04,21.093
25.000,25.056,28.88,21.104
25.000,25.057,29.47,21.104
25.000,25.058,28.96,21.083
25.000,25.054,31.15,21.093
25.000,25.050,31.82,21.072
25.000,25.047,32.52,21.083
25.000,25.050,28.25,21.083
25.000,25.052,27.51,21.083
25.000,25.055,25.35,21.072
25.000,25.052,27.92,21.072
25.000,25.050,28.02,21.093
25.000,25.045,30.12,21.061
25.000,25.046,27.38,21.061
25.000,25.047,26.08,21.061
25.000,25.052,22.28,21.051
25.000,25.051,24.24,21.051
25.000,25.048,25.75,21.072
25.000,25.040,29.81,21.083
25.000,25.038,28.26,21.072
25.000,25.039,26.17,21.061
25.000,25.048,19.64,21.083
25.000,25.051,19.89,21.072
25.000,25.048,22.54,21.061
25.000,25.035,30.60,21.083
25.000,25.026,31.97,21.061
26.000,25.028,205.00,21.061
26.000,25.050,205.00,21.083
26.000,25.185,205.00,21.093
26.000,25.418,203.09,21.061
26.000,25.674,104.85,21.072
26.000,25.916,23.49,21.093
26.000,26.086,0.00,21.093
26.000,26.121,22.04,21.072
26.000,26.082,61.88,21.093
26.000,26.010,100.36,21.061
26.000,25.954,114.75,21.083
26.000,25.976,79.41,21.072
26.000,26.034,44.50,21.072
26.000,26.099,17.43,21.093
26.000,26.113,29.34,21.093
26.000,26.073,62.65,21.093
26.000,26.026,81.95,21.072
26.000,26.013,74.05,21.093
26.000,26.025,60.41,21.083
26.000,26.049,47.17,21.072
26.000,26.086,27.60,21.072
26.000,26.102,28.74,21.104
26.000,26.072,54.84,21.093
26.000,26.036,70.43,21.072
26.000,26.028,62.15,21.115
26.000,26.037,52.39,21.083
26.000,26.070,31.38,21.093
26.000,26.101,19.23,21.093
26.000,26.096,33.30,21.093
26.000,26.055,60.45,21.093
26.000,26.030,63.79,21.083
26.000,26.031,53.36,21.051
26.000,26.049,39.92,21.083
26.000,26.089,16.22,21.072
26.000,26.102,20.32,21.093
26.000,26.076,43.30,21.083
26.000,26.033,64.32,21.072
26.000,26.028,52.64,21.083
26.000,26.034,45.70,21.104
26.000,26.067,23.12,21.083
26.000,26.096,13.40,21.072
26.000,26.092,25.06,21.093
26.000,26.046,56.70,21.083
26.000,26.028,52.79,21.093
26.000,26.028,46.09,21.072
26.000,26.041,36.50,21.104
26.000,26.070,18.55,21.083
26.000,26.091,13.04,21.104
26.000,26.071,34.65,21.093
26.000,26.035,53.23,21.093
26.000,26.027,45.47,21.093
26.000,26.030,40.04,21.093
26.000,26.043,31.56,21.093
26.000,26.071,14.42,21.093
26.000,26.078,19.19,21.093
26.000,26.053,39.14,21.083
26.000,26.030,46.29,21.093
26.000,26.028,39.26,21.083
26.000,26.031,36.02,21.104
26.000,26.043,28.12,21.093
