timestamp,inside_c,inside_rh,outside_c,outside_rh,set_c,err_c,duty_cycle
1522569535.71,24.742,62.055,21.619,76.176,25.100,-0.358,0.00
1522569538.77,24.745,62.042,21.630,76.169,25.100,-0.355,0.00
1522569541.83,24.749,62.020,21.608,76.191,25.100,-0.351,0.00
1522569544.89,24.755,62.011,21.619,76.222,25.100,-0.345,0.00
1522569547.95,24.759,62.009,21.630,76.245,25.100,-0.341,0.00
1522569551.01,24.771,62.008,21.619,76.291,25.100,-0.329,0.00
1522569554.07,24.762,62.005,21.640,76.298,25.100,-0.338,0.00
1522569557.13,24.764,62.020,21.630,76.306,25.100,-0.336,0.00
1522569560.19,24.760,62.047,21.640,76.344,25.100,-0.340,0.00
1522569563.25,24.766,62.068,21.662,76.329,25.100,-0.334,0.00
1522569566.31,24.765,62.076,21.651,76.352,25.100,-0.335,0.00
1522569569.37,24.765,62.085,21.673,76.344,25.100,-0.335,0.00
1522569572.43,24.758,62.108,21.651,76.344,25.100,-0.342,0.00
1522569575.49,24.765,62.138,21.662,76.375,25.100,-0.335,0.00
1522569578.55,24.759,62.156,21.673,76.359,25.100,-0.341,0.00
1522569581.61,24.763,62.161,21.683,76.375,25.100,-0.337,0.00
1522569584.67,24.769,62.164,21.683,76.413,25.100,-0.331,0.00
1522569587.72,24.774,62.177,21.683,76.420,25.100,-0.326,0.00
1522569590.79,24.775,62.187,21.683,76.413,25.100,-0.325,0.00
1522569593.85,24.781,62.190,21.705,76.428,25.100,-0.319,0.00
1522569596.90,24.786,62.202,21.716,76.474,25.100,-0.314,0.00
1522569599.96,24.784,62.215,21.716,76.504,25.100,-0.316,0.00
1522569603.02,24.788,62.226,21.716,76.565,25.100,-0.312,0.00
1522569606.08,24.784,62.244,21.716,76.588,25.100,-0.316,0.00
1522569609.14,24.784,62.261,21.716,76.588,25.100,-0.316,0.00
1522569612.20,24.788,62.268,21.716,76.611,25.100,-0.312,0.00
1522569615.26,24.791,62.261,21.726,76.642,25.100,-0.309,0.00
1522569618.32,24.806,62.268,21.726,76.657,25.100,-0.294,0.00
1522569621.38,24.806,62.286,21.737,76.718,25.100,-0.294,0.00
