setpoint,input,ouput
400.00,370.30,0.00
400.00,370.39,0.00
400.00,370.66,0.00
400.00,370.27,0.00
400.00,370.53,0.00
400.00,369.90,0.00
400.00,370.26,0.00
400.00,370.21,0.00
400.00,370.41,0.00
400.00,370.47,0.00
400.00,370.19,0.00
400.00,369.98,0.00
400.00,370.55,0.00
400.00,370.01,0.00
400.00,369.92,0.00
400.00,369.73,0.00
400.00,370.36,0.00
400.00,370.63,0.00
400.00,369.45,0.00
400.00,369.89,0.00
400.00,369.75,0.00
400.00,370.15,0.00
400.00,369.58,0.00
400.00,369.49,0.00
400.00,369.64,0.00
400.00,369.37,0.00
400.00,369.80,0.00
400.00,369.34,0.00
400.00,369.54,0.00
400.00,369.12,0.00
400.00,369.16,0.00
400.00,369.41,0.00
400.00,368.82,0.00
400.00,368.96,0.00
400.00,369.23,0.00
400.00,369.13,0.00
400.00,369.15,0.00
400.00,368.96,0.00
400.00,368.95,0.00
400.00,368.74,0.00
400.00,369.35,0.00
400.00,368.76,0.00
400.00,368.73,0.00
400.00,368.43,0.00
400.00,368.56,0.00
400.00,368.43,0.00
400.00,368.16,0.00
400.00,367.90,0.00
400.00,368.68,0.00
400.00,368.19,0.00
400.00,368.71,0.00
400.00,368.14,0.00
400.00,367.49,0.00
400.00,368.42,0.00
400.00,368.09,0.00
400.00,367.70,0.00
400.00,368.16,0.00
400.00,367.94,0.00
400.00,367.75,0.00
400.00,368.12,0.00
400.00,368.34,0.00
400.00,368.13,0.00
400.00,367.28,0.00
400.00,367.68,0.00
400.00,367.80,0.00
400.00,366.90,0.00
400.00,367.42,0.00
400.00,367.36,0.00
400.00,367.70,0.00
400.00,367.60,0.00
400.00,366.99,0.00
400.00,366.82,0.00
400.00,367.24,0.00
400.00,366.52,0.00
400.00,366.55,0.00
400.00,366.20,0.00
400.00,366.84,0.00
400.00,366.93,0.00
400.00,366.40,0.00
400.00,366.86,0.00
400.00,366.45,0.00
400.00,366.19,0.00
400.00,366.28,0.00
400.00,366.12,0.00
400.00,366.07,0.00
400.00,366.50,0.00
400.00,365.88,0.00
400.00,365.96,0.00
400.00,366.18,0.00
400.00,366.31,0.00
400.00,365.85,0.00
400.00,366.34,0.00
400.00,366.24,0.00
400.00,365.91,0.00
400.00,366.41,0.00
400.00,366.16,0.00
400.00,365.76,0.00
400.00,365.43,0.00
400.00,365.75,0.00
400.00,364.92,0.00
400.00,365.61,0.00
400.00,365.73,0.00
400.00,365.71,0.00
400.00,365.73,0.00
400.00,365.28,0.00
400.00,365.14,0.00
400.00,364.68,0.00
400.00,365.18,0.00
400.00,365.19,0.00
400.00,365.23,0.00
400.00,365.46,0.00
400.00,365.41,0.00
400.00,364.97,0.00
400.00,365.12,0.00
400.00,364.73,0.00
400.00,364.52,0.00
400.00,364.34,0.00
400.00,365.01,0.00
400.00,364.77,0.00
400.00,364.36,0.00
400.00,363.61,0.00
400.00,363.68,0.00
400.00,363.61,0.00
400.00,364.27,0.00
400.00,364.05,0.00
400.00,364.20,0.00
400.00,363.58,0.00
400.00,363.59,0.00
400.00,363.92,0.00
400.00,363.71,0.00
400.00,363.55,0.00
400.00,363.93,0.00
400.00,363.60,0.00
400.00,363.58,0.00
400.00,363.59,0.00
400.00,363.08,0.00
400.00,363.27,0.00
400.00,363.92,0.00
400.00,363.36,0.00
400.00,363.00,0.00
400.00,363.16,0.00
400.00,363.35,0.00
400.00,362.86,0.00
400.00,363.14,0.00
400.00,363.29,0.00
400.00,362.89,0.00
400.00,362.85,0.00
400.00,362.52,0.00
400.00,362.75,0.00
400.00,362.90,0.00
400.00,362.50,0.00
400.00,362.82,0.00
400.00,361.95,0.00
400.00,362.02,0.00
400.00,362.18,0.00
400.00,362.98,0.00
400.00,363.01,0.00
400.00,361.73,0.00
400.00,363.21,0.00
400.00,362.51,0.00
400.00,362.12,0.00
400.00,362.52,0.00
400.00,362.67,0.00
400.00,362.24,0.00
400.00,363.10,0.00
400.00,362.23,0.00
400.00,362.29,0.00
400.00,361.50,0.00
400.00,362.00,0.00
400.00,361.84,0.00
400.00,361.64,0.00
400.00,362.25,0.00
400.00,361.58,0.00
400.00,361.68,0.00
400.00,361.86,0.00
400.00,361.66,0.00
400.00,361.87,0.00
400.00,361.94,0.00
400.00,361.38,0.00
400.00,361.49,0.00
400.00,360.80,0.00
400.00,361.33,0.00
400.00,361.46,0.00
400.00,361.36,0.00
400.00,361.57,0.00
400.00,361.32,0.00
400.00,361.50,0.00
400.00,360.52,0.00
400.00,360.91,0.00
400.00,360.74,0.00
400.00,360.85,0.00
400.00,360.59,0.00
400.00,360.66,0.00
400.00,360.49,0.00
400.00,360.61,0.00
400.00,360.63,0.00
400.00,360.24,0.00
400.00,360.38,0.00
400.00,359.75,0.00
400.00,359.89,0.00
400.00,360.46,0.00
400.00,360.03,0.00
400.00,359.80,0.00
400.00,359.49,0.00
400.00,359.91,0.00
400.00,359.83,0.00
400.00,360.00,0.00
400.00,359.89,0.00
400.00,359.41,0.00
400.00,359.56,0.00
400.00,359.72,0.00
400.00,359.46,0.00
400.00,359.71,0.00
400.00,359.97,0.00
400.00,359.39,0.00
400.00,360.13,0.00
400.00,360.07,0.00
400.00,359.73,0.00
400.00,358.46,0.00
400.00,359.67,0.00
400.00,359.02,0.00
400.00,359.41,0.00
400.00,359.45,0.00
400.00,359.18,0.00
400.00,358.73,0.00
400.00,358.82,0.00
400.00,358.25,0.00
400.00,359.11,0.00
400.00,358.38,0.00
400.00,358.50,0.00
400.00,358.51,0.00
400.00,357.87,0.00
400.00,358.44,0.00
400.00,358.00,0.00
400.00,357.75,0.00
400.00,357.78,0.00
400.00,357.85,0.00
400.00,358.04,0.00
400.00,357.81,0.00
400.00,358.16,0.00
400.00,357.39,0.00
400.00,357.93,0.00
400.00,357.80,0.00
400.00,358.38,0.00
400.00,358.16,0.00
400.00,358.58,0.00
400.00,358.03,0.00
400.00,357.89,0.00
400.00,357.84,0.00
400.00,357.57,0.00
400.00,357.59,0.00
400.00,358.15,0.00
400.00,357.47,0.00
400.00,357.79,0.00
400.00,357.38,0.00
400.00,357.52,0.00
400.00,357.07,0.00
400.00,357.53,0.00
400.00,356.94,0.00
400.00,357.48,0.00
400.00,357.11,0.00
400.00,357.55,0.00
400.00,357.29,0.00
400.00,356.95,0.00
400.00,356.45,0.00
400.00,356.36,0.00
400.00,356.93,0.00
400.00,356.73,0.00
400.00,357.02,0.00
400.00,357.15,0.00
400.00,356.55,0.00
400.00,356.64,0.00
400.00,356.64,0.00
400.00,356.74,0.00
400.00,356.71,0.00
400.00,357.26,0.00
400.00,356.90,0.00
400.00,356.53,0.00
400.00,356.26,0.00
400.00,356.14,0.00
400.00,356.01,0.00
400.00,356.33,0.00
400.00,356.15,0.00
400.00,355.32,0.00
400.00,355.37,0.00
400.00,355.37,0.00
400.00,355.99,0.00
400.00,355.83,0.00
400.00,355.67,0.00
400.00,355.90,0.00
400.00,356.01,0.00
400.00,354.95,0.00
400.00,354.88,0.00
400.00,355.29,0.00
400.00,354.90,0.00
400.00,354.88,0.00
400.00,355.32,0.00
400.00,355.34,0.00
400.00,355.95,0.00
400.00,355.14,0.00
400.00,355.27,0.00
400.00,354.96,0.00
400.00,354.72,0.00
400.00,354.71,0.00
400.00,354.79,0.00
400.00,354.95,0.00
400.00,354.84,0.00
400.00,355.25,0.00
400.00,354.99,0.00
400.00,355.21,0.00
400.00,354.64,0.00
400.00,355.07,0.00
400.00,354.21,0.00
400.00,354.60,0.00
400.00,354.98,0.00
400.00,354.79,0.00
400.00,354.27,0.00
400.00,354.24,0.00
400.00,354.22,0.00
400.00,354.17,0.00
400.00,354.60,0.00
400.00,354.32,0.00
400.00,353.77,0.00
400.00,354.25,0.00
400.00,354.05,0.00
400.00,353.82,0.00
400.00,353.91,0.00
400.00,353.93,0.00
400.00,353.68,0.00
400.00,354.14,0.00
400.00,353.57,0.00
400.00,353.76,0.00
400.00,353.57,0.00
400.00,353.52,0.00
400.00,352.84,0.00
400.00,353.68,0.00
400.00,353.45,0.00
400.00,353.62,0.00
400.00,353.31,0.00
400.00,352.91,0.00
400.00,352.91,0.00
400.00,352.91,0.00
400.00,352.79,0.00
400.00,353.22,0.00
400.00,353.23,0.00
400.00,353.02,0.00
400.00,353.25,0.00
400.00,352.86,0.00
400.00,353.09,0.00
400.00,352.89,0.00
400.00,352.72,0.00
400.00,352.97,0.00
400.00,352.92,0.00
400.00,353.04,0.00
400.00,353.12,0.00
400.00,352.95,0.00
400.00,352.43,0.00
400.00,352.44,0.00
400.00,352.55,0.00
400.00,352.87,0.00
400.00,352.66,0.00
400.00,352.68,0.00
400.00,352.24,0.00
400.00,351.87,0.00
400.00,352.58,0.00
400.00,352.88,0.00
400.00,352.06,0.00
400.00,352.04,0.00
400.00,352.23,0.00
400.00,352.21,0.00
400.00,352.26,0.00
400.00,351.73,0.00
400.00,351.89,0.00
400.00,352.16,0.00
400.00,351.75,0.00
400.00,351.60,0.00
400.00,351.88,0.00
400.00,351.90,0.00
400.00,352.00,0.00
400.00,352.04,0.00
400.00,352.00,0.00
400.00,351.25,0.00
400.00,351.68,0.00
400.00,351.35,0.00
400.00,352.13,0.00
400.00,351.74,0.00
400.00,352.27,0.00
400.00,351.73,0.00
400.00,351.54,0.00
400.00,351.36,0.00
400.00,350.88,0.00
400.00,350.52,0.00
400.00,351.64,0.00
400.00,351.20,0.00
400.00,350.38,0.00
400.00,350.98,0.00
400.00,350.96,0.00
400.00,350.58,0.00
400.00,350.37,0.00
400.00,350.63,0.00
400.00,350.94,0.00
400.00,350.71,0.00
400.00,351.05,0.00
400.00,350.42,0.00
400.00,350.09,0.00
400.00,349.95,0.00
400.00,349.82,0.00
400.00,350.61,0.00
400.00,349.88,0.00
400.00,350.55,0.00
400.00,350.85,0.00
400.00,350.28,0.00
400.00,350.39,0.00
400.00,350.17,0.00
400.00,350.05,0.00
400.00,350.37,0.00
400.00,349.88,0.00
400.00,349.69,0.00
400.00,349.64,0.00
400.00,350.09,0.00
400.00,349.67,0.00
400.00,349.48,0.00
400.00,349.60,0.00
400.00,349.48,0.00
400.00,349.45,0.00
400.00,349.67,0.00
400.00,349.00,0.00
400.00,349.31,0.00
400.00,349.33,0.00
400.00,349.27,0.00
400.00,349.21,0.00
400.00,349.37,0.00
400.00,349.70,0.00
400.00,349.59,0.00
400.00,349.30,0.00
400.00,349.43,0.00
400.00,349.48,0.00
400.00,349.36,0.00
400.00,349.05,0.00
400.00,349.11,0.00
400.00,349.02,0.00
400.00,348.96,0.00
400.00,348.91,0.00
400.00,348.43,0.00
400.00,348.64,0.00
400.00,348.67,0.00
400.00,348.09,0.00
400.00,348.68,0.00
400.00,348.68,0.00
400.00,348.07,0.00
400.00,347.97,0.00
400.00,348.08,0.00
400.00,348.13,0.00
400.00,347.92,0.00
400.00,348.07,0.00
400.00,348.28,0.00
400.00,348.29,0.00
400.00,347.43,0.00
400.00,347.99,0.00
400.00,347.23,0.00
400.00,347.68,0.00
400.00,348.10,0.00
400.00,347.76,0.00
400.00,347.83,0.00
400.00,347.39,0.00
400.00,347.56,0.00
400.00,347.50,0.00
400.00,347.32,0.00
400.00,347.16,0.00
400.00,347.09,0.00
400.00,347.15,0.00
400.00,346.90,0.00
400.00,347.08,0.00
400.00,347.48,0.00
400.00,347.10,0.00
400.00,346.88,0.00
400.00,347.17,0.00
400.00,346.94,0.00
400.00,346.36,0.00
400.00,346.34,0.00
400.00,346.93,0.00
400.00,346.50,0.00
400.00,346.44,0.00
400.00,346.38,0.00
400.00,346.34,0.00
400.00,346.70,0.00
400.00,346.80,0.00
400.00,346.89,0.00
400.00,346.83,0.00
400.00,346.49,0.00
400.00,346.45,0.00
400.00,346.34,0.00
400.00,346.38,0.00
400.00,346.32,0.00
400.00,346.00,0.00
400.00,345.98,0.00
400.00,346.36,0.00
400.00,346.50,0.00
400.00,346.38,0.00
400.00,345.74,0.00
400.00,346.28,0.00
400.00,345.64,0.00
400.00,346.63,0.00
400.00,346.16,0.00
400.00,346.17,0.00
400.00,346.20,0.00
400.00,345.74,0.00
400.00,345.57,0.00
400.00,345.44,0.00
400.00,344.92,0.00
400.00,345.10,0.00
400.00,345.46,0.00
400.00,345.23,0.00
400.00,344.83,0.00
400.00,344.57,0.00
400.00,345.57,0.00
400.00,345.18,0.00
400.00,345.55,0.00
400.00,345.38,0.00
400.00,345.19,0.00
400.00,345.46,0.00
400.00,345.46,0.00
400.00,345.52,0.00
400.00,345.54,0.00
400.00,344.32,0.00
400.00,344.83,0.00
400.00,344.68,0.00
400.00,344.93,0.00
400.00,344.19,0.00
400.00,344.21,0.00
400.00,344.49,0.00
400.00,344.45,0.00
400.00,344.34,0.00
400.00,344.37,0.00
400.00,343.63,0.00
400.00,344.43,0.00
400.00,343.90,0.00
400.00,344.22,0.00
400.00,344.45,0.00
400.00,344.08,0.00
400.00,344.52,0.00
400.00,344.37,0.00
400.00,344.49,0.00
400.00,344.78,0.00
400.00,344.32,0.00
400.00,344.24,0.00
400.00,344.17,0.00
400.00,344.07,0.00
400.00,343.87,0.00
400.00,344.27,0.00
400.00,343.55,0.00
400.00,343.84,0.00
400.00,343.82,0.00
400.00,343.99,0.00
400.00,343.85,0.00
400.00,343.84,0.00
400.00,342.98,0.00
400.00,343.64,0.00
400.00,343.63,0.00
400.00,343.44,0.00
400.00,343.29,0.00
400.00,343.62,0.00
400.00,343.14,0.00
400.00,343.59,0.00
400.00,343.57,0.00
400.00,343.16,0.00
400.00,342.93,0.00
400.00,343.09,0.00
400.00,342.79,0.00
400.00,343.11,0.00
400.00,342.73,0.00
400.00,342.97,0.00
400.00,343.38,0.00
400.00,342.64,0.00
400.00,342.75,0.00
400.00,342.95,0.00
400.00,342.18,0.00
400.00,342.63,0.00
400.00,342.36,0.00
400.00,342.10,0.00
400.00,341.80,0.00
400.00,342.93,0.00
400.00,342.77,0.00
400.00,342.25,0.00
400.00,342.51,0.00
400.00,341.76,0.00
400.00,341.44,0.00
400.00,342.05,0.00
400.00,341.88,0.00
400.00,342.05,0.00
400.00,341.52,0.00
400.00,341.71,0.00
400.00,342.36,0.00
400.00,341.99,0.00
400.00,342.02,0.00
400.00,342.12,0.00
400.00,342.09,0.00
400.00,342.13,0.00
400.00,342.07,0.00
400.00,341.50,0.00
400.00,341.82,0.00
400.00,342.24,0.00
400.00,341.88,0.00
400.00,341.81,0.00
400.00,341.84,0.00
400.00,341.29,0.00
400.00,341.51,0.00
400.00,341.38,0.00
400.00,340.86,0.00
400.00,341.11,0.00
400.00,341.33,0.00
400.00,341.16,0.00
400.00,340.83,0.00
400.00,341.02,0.00
400.00,341.31,0.00
400.00,341.28,0.00
400.00,340.56,0.00
400.00,340.57,0.00
400.00,340.49,0.00
400.00,341.00,0.00
400.00,340.57,0.00
400.00,340.86,0.00
400.00,340.62,0.00
400.00,340.74,0.00
400.00,340.73,0.00
400.00,340.71,0.00
400.00,340.35,0.00
400.00,340.52,0.00
400.00,340.77,0.00
400.00,340.64,0.00
400.00,340.94,0.00
400.00,340.37,0.00
400.00,340.53,0.00
400.00,340.37,0.00
400.00,340.31,0.00
400.00,340.39,0.00
400.00,340.31,0.00
400.00,340.48,0.00
400.00,340.08,0.00
400.00,340.23,0.00
400.00,340.31,0.00
400.00,339.72,0.00
400.00,340.25,0.00
400.00,339.74,0.00
400.00,339.71,0.00
400.00,340.03,0.00
400.00,340.07,0.00
400.00,340.04,0.00
400.00,339.67,0.00
400.00,339.63,0.00
400.00,339.96,0.00
400.00,339.26,0.00
400.00,339.23,0.00
400.00,339.39,0.00
400.00,339.35,0.00
400.00,339.41,0.00
400.00,339.30,0.00
400.00,339.63,0.00
400.00,339.39,0.00
400.00,339.49,0.00
400.00,339.09,0.00
400.00,338.91,0.00
400.00,339.40,0.00
400.00,339.12,0.00
400.00,338.69,0.00
400.00,339.38,0.00
400.00,339.17,0.00
400.00,339.07,0.00
400.00,339.31,0.00
400.00,339.29,0.00
400.00,339.58,0.00
400.00,339.03,0.00
400.00,339.11,0.00
400.00,338.89,0.00
400.00,338.63,0.00
400.00,338.81,0.00
400.00,339.00,0.00
400.00,338.68,0.00
400.00,338.37,0.00
400.00,338.00,0.00
400.00,338.66,0.00
400.00,339.03,0.00
400.00,339.10,0.00
400.00,338.09,0.00
400.00,338.45,0.00
400.00,338.11,0.00
400.00,337.39,0.00
400.00,337.94,0.00
400.00,338.04,0.00
400.00,337.91,0.00
400.00,338.12,0.00
400.00,337.42,0.00
400.00,338.34,0.00
400.00,337.94,0.00
400.00,337.57,0.00
400.00,337.45,0.00
400.00,337.63,0.00
400.00,337.30,0.00
400.00,337.60,0.00
400.00,337.99,0.00
400.00,337.77,0.00
400.00,337.51,0.00
400.00,337.30,0.00
400.00,337.23,0.00
400.00,337.34,0.00
400.00,336.89,0.00
400.00,336.69,0.00
400.00,337.77,0.00
400.00,337.38,0.00
400.00,337.22,0.00
400.00,337.29,0.00
400.00,337.16,0.00
400.00,337.21,0.00
400.00,337.13,0.00
400.00,336.81,0.00
400.00,337.13,0.00
400.00,336.59,0.00
400.00,337.25,0.00
400.00,337.19,0.00
400.00,336.64,0.00
400.00,336.98,0.00
400.00,336.70,0.00
400.00,336.34,0.00
400.00,336.69,0.00
400.00,336.48,0.00
400.00,336.39,0.00
400.00,337.16,0.00
400.00,336.71,0.00
400.00,337.05,0.00
400.00,336.75,0.00
400.00,336.07,0.00
400.00,336.70,0.00
400.00,335.93,0.00
400.00,337.15,0.00
400.00,336.34,0.00
400.00,336.35,0.00
400.00,336.46,0.00
400.00,336.43,0.00
400.00,336.23,0.00
400.00,336.29,0.00
400.00,336.46,0.00
400.00,336.59,0.00
400.00,335.98,0.00
400.00,336.15,0.00
400.00,336.73,0.00
400.00,336.30,0.00
400.00,336.38,0.00
400.00,335.93,0.00
400.00,336.36,0.00
400.00,336.46,0.00
400.00,336.14,0.00
400.00,335.83,0.00
400.00,335.59,0.00
400.00,334.97,0.00
400.00,335.30,0.00
400.00,335.20,0.00
400.00,335.29,0.00
400.00,335.66,0.00
400.00,335.80,0.00
400.00,335.94,0.00
400.00,335.35,0.00
400.00,336.09,0.00
400.00,335.60,0.00
400.00,335.37,0.00
400.00,335.21,0.00
400.00,335.56,0.00
400.00,335.13,0.00
400.00,335.80,0.00
400.00,335.29,0.00
400.00,334.61,0.00
400.00,335.04,0.00
400.00,334.55,0.00
400.00,335.36,0.00
400.00,335.02,0.00
400.00,335.07,0.00
400.00,334.72,0.00
400.00,334.87,0.00
400.00,335.31,0.00
400.00,334.50,0.00
400.00,334.52,0.00
400.00,334.24,0.00
400.00,334.45,0.00
400.00,334.75,0.00
400.00,334.11,0.00
400.00,334.37,0.00
400.00,334.11,0.00
400.00,335.05,0.00
400.00,334.68,0.00
400.00,334.59,0.00
400.00,334.26,0.00
400.00,334.33,0.00
400.00,334.32,0.00
400.00,334.52,0.00
400.00,334.24,0.00
400.00,334.18,0.00
400.00,334.84,0.00
400.00,334.22,0.00
400.00,334.75,0.00
400.00,334.69,0.00
400.00,334.66,0.00
400.00,333.81,0.00
400.00,333.94,0.00
400.00,334.23,0.00
400.00,334.20,0.00
400.00,333.80,0.00
400.00,334.24,0.00
400.00,334.14,0.00
400.00,333.46,0.00
400.00,333.68,0.00
400.00,333.82,0.00
400.00,333.59,0.00
400.00,333.51,0.00
400.00,334.06,0.00
400.00,332.58,0.00
400.00,334.26,0.00
400.00,334.19,0.00
400.00,333.63,0.00
400.00,333.59,0.00
400.00,333.49,0.00
400.00,334.07,0.00
400.00,332.63,0.00
400.00,333.00,254.00
400.00,332.64,254.00
400.00,333.30,254.00
400.00,333.48,254.00
400.00,333.28,254.00
400.00,332.87,254.00
400.00,332.59,254.00
400.00,332.41,254.00
400.00,333.28,254.00
400.00,333.63,254.00
400.00,333.51,254.00
400.00,333.88,254.00
400.00,334.13,254.00
400.00,333.80,254.00
400.00,334.49,254.00
400.00,334.48,254.00
400.00,334.00,254.00
400.00,334.23,254.00
400.00,334.94,254.00
400.00,335.08,254.00
400.00,335.20,254.00
400.00,334.99,254.00
400.00,335.54,254.00
400.00,335.15,254.00
400.00,335.73,254.00
400.00,336.04,254.00
400.00,336.09,254.00
400.00,336.29,254.00
400.00,336.71,254.00
400.00,336.39,254.00
400.00,336.30,254.00
400.00,337.13,254.00
400.00,337.04,254.00
400.00,337.68,254.00
400.00,337.44,254.00
400.00,337.48,254.00
400.00,337.79,254.00
400.00,338.09,254.00
400.00,337.81,254.00
400.00,338.79,254.00
400.00,338.77,254.00
400.00,338.91,254.00
400.00,339.36,254.00
400.00,339.48,254.00
400.00,339.19,254.00
400.00,339.18,254.00
400.00,339.44,254.00
400.00,339.73,254.00
400.00,339.42,254.00
400.00,339.81,254.00
400.00,340.25,254.00
400.00,340.05,254.00
400.00,340.73,254.00
400.00,341.00,254.00
400.00,340.63,254.00
400.00,341.34,254.00
400.00,341.08,254.00
400.00,341.52,254.00
400.00,341.47,254.00
400.00,341.73,254.00
400.00,342.80,254.00
400.00,342.88,254.00
400.00,342.81,254.00
400.00,343.29,254.00
400.00,342.65,254.00
400.00,343.28,254.00
400.00,343.30,254.00
400.00,343.45,254.00
400.00,343.66,254.00
400.00,343.75,254.00
400.00,343.80,254.00
400.00,344.36,254.00
400.00,344.02,254.00
400.00,344.47,254.00
400.00,344.79,254.00
400.00,345.20,254.00
400.00,344.87,254.00
400.00,345.78,254.00
400.00,345.75,254.00
400.00,345.56,254.00
400.00,345.96,254.00
400.00,346.25,254.00
400.00,346.70,254.00
400.00,346.59,254.00
400.00,346.86,254.00
400.00,346.94,254.00
400.00,347.29,254.00
400.00,347.41,254.00
400.00,347.40,254.00
400.00,347.70,254.00
400.00,348.26,254.00
400.00,347.94,254.00
400.00,348.60,254.00
400.00,348.55,254.00
400.00,349.43,254.00
400.00,349.02,254.00
400.00,349.33,254.00
400.00,349.91,254.00
400.00,349.82,254.00
400.00,349.60,254.00
400.00,350.32,254.00
400.00,350.28,254.00
400.00,350.47,254.00
400.00,350.75,254.00
400.00,351.41,254.00
400.00,351.12,254.00
400.00,351.14,254.00
400.00,351.11,254.00
400.00,350.98,254.00
400.00,351.77,254.00
400.00,351.46,254.00
400.00,352.21,254.00
400.00,352.21,254.00
400.00,352.49,254.00
400.00,352.94,254.00
400.00,352.66,254.00
400.00,352.55,254.00
400.00,353.79,254.00
400.00,353.12,254.00
400.00,353.49,254.00
400.00,353.40,254.00
400.00,354.19,254.00
400.00,354.15,254.00
400.00,354.71,254.00
400.00,354.98,254.00
400.00,355.17,254.00
400.00,355.32,254.00
400.00,355.03,254.00
400.00,355.75,254.00
400.00,356.11,254.00
400.00,356.06,254.00
400.00,356.26,254.00
400.00,355.72,254.00
400.00,355.92,254.00
400.00,356.63,254.00
400.00,356.59,254.00
400.00,356.95,254.00
400.00,357.32,254.00
400.00,357.41,254.00
400.00,357.35,254.00
400.00,358.15,254.00
400.00,357.61,254.00
400.00,358.38,254.00
400.00,358.39,254.00
400.00,358.89,254.00
400.00,359.11,254.00
400.00,359.72,254.00
400.00,359.57,254.00
400.00,359.61,254.00
400.00,360.04,254.00
400.00,359.93,254.00
400.00,360.30,254.00
400.00,360.39,254.00
400.00,360.48,254.00
400.00,360.71,254.00
400.00,361.00,254.00
400.00,360.72,254.00
400.00,361.23,254.00
400.00,361.55,254.00
400.00,362.00,254.00
400.00,361.94,254.00
400.00,362.42,254.00
400.00,362.12,254.00
400.00,362.77,254.00
400.00,362.94,254.00
400.00,363.07,254.00
400.00,363.22,254.00
400.00,363.54,254.00
400.00,364.03,254.00
400.00,363.67,254.00
400.00,364.16,254.00
400.00,363.87,254.00
400.00,364.32,254.00
400.00,365.05,254.00
400.00,365.21,254.00
400.00,364.64,254.00
400.00,365.16,254.00
400.00,365.22,254.00
400.00,365.67,254.00
400.00,365.21,254.00
400.00,366.27,254.00
400.00,366.18,254.00
400.00,366.34,254.00
400.00,366.21,254.00
400.00,366.45,254.00
400.00,367.34,254.00
400.00,367.57,254.00
400.00,368.02,254.00
400.00,367.30,254.00
400.00,368.11,254.00
400.00,367.73,254.00
400.00,368.03,254.00
400.00,368.10,254.00
400.00,368.33,254.00
400.00,368.54,254.00
400.00,368.65,254.00
400.00,368.93,254.00
400.00,369.59,254.00
400.00,369.69,254.00
400.00,369.65,254.00
400.00,369.41,254.00
400.00,369.78,254.00
400.00,370.16,254.00
400.00,370.26,254.00
400.00,371.09,254.00
400.00,370.63,254.00
400.00,371.10,254.00
400.00,371.14,254.00
400.00,371.20,254.00
400.00,371.11,254.00
400.00,371.16,254.00
400.00,372.08,254.00
400.00,372.21,254.00
400.00,372.13,254.00
400.00,372.50,254.00
400.00,372.57,254.00
400.00,373.43,254.00
400.00,373.11,254.00
400.00,373.09,254.00
400.00,373.79,254.00
400.00,373.63,254.00
400.00,374.28,254.00
400.00,374.03,254.00
400.00,374.54,254.00
400.00,374.69,254.00
400.00,375.00,254.00
400.00,374.87,254.00
400.00,374.76,254.00
400.00,375.19,254.00
400.00,375.13,254.00
400.00,375.40,254.00
400.00,375.26,254.00
400.00,375.79,254.00
400.00,376.06,254.00
400.00,376.08,254.00
400.00,376.24,254.00
400.00,376.51,254.00
400.00,377.30,254.00
400.00,377.32,254.00
400.00,377.77,254.00
400.00,377.80,254.00
400.00,377.72,254.00
400.00,377.61,254.00
400.00,378.16,254.00
400.00,378.21,254.00
400.00,378.66,254.00
400.00,378.43,254.00
400.00,378.88,254.00
400.00,379.12,254.00
400.00,379.08,254.00
400.00,379.50,254.00
400.00,379.76,254.00
400.00,379.50,254.00
400.00,380.42,254.00
400.00,379.82,254.00
400.00,380.24,254.00
400.00,380.71,254.00
400.00,381.23,254.00
400.00,380.91,254.00
400.00,381.54,254.00
400.00,381.66,254.00
400.00,381.48,254.00
400.00,381.43,254.00
400.00,381.66,254.00
400.00,382.09,254.00
400.00,382.40,254.00
400.00,382.75,254.00
400.00,382.65,254.00
400.00,382.76,254.00
400.00,382.36,254.00
400.00,382.88,254.00
400.00,382.97,254.00
400.00,383.55,254.00
400.00,383.55,254.00
400.00,384.32,254.00
400.00,384.06,254.00
400.00,384.41,254.00
400.00,384.44,254.00
400.00,384.53,254.00
400.00,384.71,254.00
400.00,385.14,254.00
400.00,384.89,254.00
400.00,385.18,254.00
400.00,385.10,254.00
400.00,385.50,254.00
400.00,385.59,254.00
400.00,386.41,254.00
400.00,386.31,254.00
400.00,385.68,254.00
400.00,386.69,254.00
400.00,386.46,254.00
400.00,386.53,254.00
400.00,387.12,254.00
400.00,387.03,254.00
400.00,387.26,254.00
400.00,387.68,254.00
400.00,387.72,254.00
400.00,388.28,254.00
400.00,388.21,254.00
400.00,388.02,254.00
400.00,388.29,254.00
400.00,389.06,254.00
400.00,389.18,254.00
400.00,389.03,254.00
400.00,389.36,254.00
400.00,389.89,254.00
400.00,389.34,254.00
400.00,389.43,254.00
400.00,389.91,254.00
400.00,389.89,254.00
400.00,390.34,254.00
400.00,390.37,254.00
400.00,390.64,254.00
400.00,390.72,254.00
400.00,390.89,254.00
400.00,391.85,254.00
400.00,391.45,254.00
400.00,392.03,254.00
400.00,391.32,254.00
400.00,391.93,254.00
400.00,392.16,254.00
400.00,392.50,254.00
400.00,392.65,254.00
400.00,393.26,254.00
400.00,392.63,254.00
400.00,392.46,254.00
400.00,393.61,254.00
400.00,393.81,254.00
400.00,393.58,254.00
400.00,393.92,254.00
400.00,394.22,254.00
400.00,394.79,254.00
400.00,394.90,254.00
400.00,394.18,254.00
400.00,394.86,254.00
400.00,394.70,254.00
400.00,395.54,254.00
400.00,395.34,254.00
400.00,395.10,254.00
400.00,395.44,254.00
400.00,395.49,254.00
400.00,395.66,254.00
400.00,396.13,254.00
400.00,396.26,254.00
