set_c,oven_c,output,ambient_c
25.000,23.756,205.00,20.675
25.000,23.754,205.00,20.664
25.000,23.900,205.00,20.643
25.000,24.169,203.31,20.632
25.000,24.464,155.14,20.632
25.000,24.755,104.65,20.654
25.000,24.995,60.79,20.643
25.000,25.158,29.05,20.643
25.000,25.237,12.00,20.643
25.000,25.239,8.79,20.643
25.000,25.184,16.80,20.622
25.000,25.107,29.60,20.643
25.000,25.025,44.40,20.654
25.000,24.968,55.14,20.654
25.000,24.926,63.70,20.632
25.000,24.921,65.54,20.622
25.000,24.948,61.24,20.611
25.000,24.975,56.48,20.654
25.000,25.004,51.15,20.611
25.000,25.049,42.29,20.654
25.000,25.063,39.13,20.611
25.000,25.066,37.73,20.611
25.000,25.066,37.06,20.632
25.000,25.064,36.61,20.643
25.000,25.062,36.33,20.611
25.000,25.059,36.18,20.622
25.000,25.054,36.57,20.632
25.000,25.048,36.96,20.622
25.000,25.041,37.86,20.632
25.000,25.040,37.54,20.622
25.000,25.037,37.74,20.632
25.000,25.042,36.25,20.632
25.000,25.044,35.35,20.632
25.000,25.050,33.76,20.632
25.000,25.052,32.85,20.643
25.000,25.054,31.78,20.632
25.000,25.052,31.65,20.632
25.000,25.051,31.14,20.632
25.000,25.046,31.50,20.632
25.000,25.046,31.04,20.632
25.000,25.042,31.26,20.622
25.000,25.044,30.51,20.643
25.000,25.042,30.25,20.622
25.000,25.045,29.31,20.632
25.000,25.044,28.95,20.632
25.000,25.045,28.21,20.600
25.000,25.042,28.26,20.632
25.000,25.042,27.76,20.622
25.000,25.039,27.96,20.632
25.000,25.038,27.66,20.632
25.000,25.034,27.96,20.632
25.000,25.033,27.76,20.643
25.000,25.030,28.00,20.622
25.000,25.031,27.56,20.643
25.000,25.030,27.41,20.643
25.000,25.032,26.54,20.632
25.000,25.031,26.34,20.643
25.000,25.035,25.38,20.632
25.000,25.032,25.48,20.632
25.000,25.033,24.84,20.643
26.000,25.028,205.00,20.632
26.000,25.038,205.00,20.643
26.000,25.163,205.00,20.622
26.000,25.389,180.69,20.643
26.000,25.637,139.64,20.622
26.000,25.863,99.98,20.622
26.000,26.046,66.34,20.632
26.000,26.164,43.03,20.632
26.000,26.206,32.95,20.622
26.000,26.205,30.82,20.632
26.000,26.161,37.03,20.632
26.000,26.105,46.07,20.622
26.000,26.035,58.42,20.632
26.000,26.002,64.38,20.611
26.000,25.967,71.13,20.643
26.000,25.964,71.92,20.632
26.000,25.983,68.79,20.600
26.000,26.017,62.45,20.600
26.000,26.030,59.71,20.643
26.000,26.047,55.98,20.622
26.000,26.065,52.06,20.622
26.000,26.080,48.37,20.622
26.000,26.081,47.26,20.611
26.000,26.079,46.84,20.632
26.000,26.065,48.51,20.611
26.000,26.056,49.67,20.611
26.000,26.046,50.89,20.611
26.000,26.045,50.63,20.632
26.000,26.043,50.48,20.589
26.000,26.051,48.48,20.611
26.000,26.056,46.95,20.600
26.000,26.065,44.55,20.622
26.000,26.066,43.52,20.611
26.000,26.069,42.28,20.622
26.000,26.063,42.56,20.600
26.000,26.062,42.11,20.611
26.000,26.055,42.71,20.611
26.000,26.055,42.18,20.632
26.000,26.051,42.28,20.611
26.000,26.052,41.42,20.632
26.000,26.053,40.74,20.611
26.000,26.056,39.53,20.611
26.000,26.054,39.26,20.632
26.000,26.055,38.40,20.600
26.000,26.050,38.72,20.611
26.000,26.050,38.25,20.622
26.000,26.044,38.79,20.589
26.000,26.045,38.21,20.622
26.000,26.042,38.29,20.611
26.000,26.044,37.39,20.589
26.000,26.043,37.05,20.611
26.000,26.045,36.23,20.611
26.000,26.043,36.14,20.589
26.000,26.044,35.40,20.600
26.000,26.042,35.30,20.611
26.000,26.042,34.87,20.589
26.000,26.038,35.14,20.600
26.000,26.037,34.87,20.589
26.000,26.034,34.96,20.589
26.000,26.034,34.60,20.600
