timestamp,inside_c,inside_rh,outside_c,outside_rh,set_c,err_c,duty_cycle
1522212238.53,25.050,62.014,22.273,72.362,25.000,0.050,0.00
1522212240.57,25.050,62.007,22.220,72.285,25.000,0.050,78.21
1522212242.61,25.052,61.997,22.220,72.270,25.000,0.052,78.22
1522212244.65,25.057,61.999,22.241,72.255,25.000,0.057,81.96
1522212246.69,25.057,62.003,22.220,72.232,25.000,0.057,89.43
1522212248.73,25.055,61.990,22.241,72.232,25.000,0.055,89.43
1522212250.77,25.052,61.993,22.220,72.209,25.000,0.052,85.70
1522212252.81,25.049,61.989,22.220,72.209,25.000,0.049,81.96
1522212254.85,25.057,61.986,22.209,72.209,25.000,0.057,76.35
1522212256.89,25.057,61.980,22.230,72.201,25.000,0.057,89.43
1522212258.93,25.059,61.983,22.220,72.194,25.000,0.059,89.43
1522212260.97,25.057,61.978,22.241,72.300,25.000,0.057,93.17
1522212263.01,25.052,61.976,22.230,72.323,25.000,0.052,89.43
1522212265.05,25.052,61.981,22.220,72.331,25.000,0.052,81.96
1522212267.09,25.059,61.978,22.220,72.339,25.000,0.059,81.96
1522212269.13,25.065,61.980,22.230,72.346,25.000,0.065,93.17
1522212271.17,25.058,61.975,22.220,72.323,25.000,0.058,100.00
1522212273.20,25.065,61.975,22.220,72.331,25.000,0.065,91.30
1522212275.25,25.064,61.969,22.220,72.323,25.000,0.064,100.00
1522212277.29,25.067,61.971,22.198,72.300,25.000,0.067,100.00
1522212279.33,25.067,61.969,22.209,72.285,25.000,0.067,100.00
1522212281.36,25.063,61.972,22.198,72.308,25.000,0.063,100.00
1522212283.40,25.073,61.964,22.220,72.308,25.000,0.073,98.78
1522212285.44,25.070,61.965,22.198,72.308,25.000,0.070,100.00
1522212287.48,25.070,61.960,22.198,72.293,25.000,0.070,100.00
1522212289.52,25.067,61.958,22.187,72.285,25.000,0.067,100.00
1522212291.56,25.070,61.955,22.209,72.293,25.000,0.070,100.00
1522212293.60,25.082,61.961,22.198,72.285,25.000,0.082,100.00
1522212295.64,25.083,61.948,22.198,72.278,25.000,0.083,100.00
1522212297.68,25.077,61.946,22.198,72.270,25.000,0.077,100.00
1522212299.72,25.089,61.935,22.209,72.323,25.000,0.089,100.00
1522212301.76,25.086,61.938,22.220,72.346,25.000,0.086,100.00
1522212303.80,25.089,61.927,22.209,72.423,25.000,0.089,100.00
1522212305.84,25.094,61.919,22.187,72.423,25.000,0.094,100.00
1522212307.88,25.100,61.908,22.220,72.453,25.000,0.100,100.00
1522212309.92,25.101,61.902,22.220,72.453,25.000,0.101,100.00
1522212311.96,25.111,61.890,22.230,72.476,25.000,0.111,100.00
1522212314.00,25.117,61.874,22.187,72.476,25.000,0.117,100.00
