Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1518659142.34,12500.526,-0.38,25.002,21.329,0.362162808658
1518659143.34,12500.526,-0.38,25.005,21.34,0.37074579788
1518659144.34,12500.538,0.58,25.0,21.329,0.379251861128
1518659145.34,12500.538,0.58,25.0,21.329,0.387680998403
1518659146.34,12500.538,0.58,24.998,21.329,0.396033209704
1518659147.34,12500.538,0.58,25.002,21.329,0.404308495032
1518659148.34,12500.526,-0.38,25.0,21.329,0.412506854386
1518659149.35,12500.526,-0.38,25.003,21.351,0.420628287766
1518659150.35,12500.526,-0.38,24.999,21.351,0.428672795172
1518659151.34,12500.516,-1.18,25.0,21.34,0.436640376605
1518659152.34,12500.516,-1.18,24.997,21.329,0.444531032064
1518659153.34,12500.516,-1.18,25.002,21.351,0.452344761549
1518659154.34,12500.549,1.46,25.003,21.34,0.460081565061
1518659155.35,12500.549,1.46,25.005,21.34,0.467741442599
1518659156.35,12500.549,1.46,25.001,21.34,0.475324394163
1518659157.35,12500.549,1.46,25.001,21.351,0.482830419754
1518659158.35,12500.551,1.62,24.998,21.351,0.49025951937
1518659159.35,12500.551,1.62,24.997,21.329,0.497611693014
1518659160.34,12500.551,1.62,24.995,21.351,0.504886940683
1518659161.34,12500.541,0.82,24.995,21.329,0.512085262379
1518659162.35,12500.541,0.82,24.996,21.351,0.519206658101
1518659163.35,12500.541,0.82,25.003,21.362,0.52625112785
1518659164.35,12500.554,1.86,25.005,21.34,0.533218671624
1518659165.35,12500.554,1.86,25.008,21.362,0.540109289426
1518659166.35,12500.554,1.86,25.003,21.34,0.546922981253
1518659167.35,12500.554,1.86,25.002,21.34,0.553659747107
1518659168.35,12500.538,0.58,24.997,21.351,0.560319586987
1518659169.35,12500.538,0.58,24.998,21.362,0.566902500893
1518659170.35,12500.538,0.58,24.995,21.351,0.573408488826
1518659171.35,12500.536,0.42,24.999,21.351,0.579837550785
1518659172.35,12500.536,0.42,24.999,21.351,0.58618968677
1518659173.35,12500.536,0.42,25.004,21.362,0.592464896782
1518659174.35,12500.533,0.18,25.004,21.362,0.59866318082
1518659175.35,12500.533,0.18,25.007,21.362,0.604784538884
1518659176.35,12500.533,0.18,25.002,21.383,0.610828970975
1518659177.35,12500.533,0.18,25.001,21.362,0.616796477091
1518659178.35,12500.538,0.58,24.994,21.372,0.622687057235
1518659179.35,12500.538,0.58,24.996,21.362,0.628500711404
1518659180.35,12500.538,0.58,24.995,21.362,0.6342374396
1518659181.35,12500.541,0.82,24.999,21.362,0.639897241822
1518659182.35,12500.541,0.82,24.999,21.362,0.645480118071
1518659183.35,12500.541,0.82,25.003,21.383,0.650986068345
1518659184.35,12500.541,0.82,25.003,21.383,0.656415092646
1518659185.35,12500.544,1.06,25.005,21.383,0.661767190974
1518659186.35,12500.544,1.06,25.0,21.372,0.667042363328
1518659187.35,12500.544,1.06,25.0,21.372,0.672240609708
1518659188.35,12500.538,0.58,24.995,21.372,0.677361930114
1518659189.35,12500.538,0.58,24.997,21.372,0.682406324547
1518659190.35,12500.538,0.58,24.996,21.383,0.687373793006
1518659191.35,12500.531,0.02,25.001,21.383,0.692264335491
1518659192.35,12500.531,0.02,25.0,21.383,0.697077952003
1518659193.35,12500.531,0.02,25.002,21.383,0.70181464254
1518659194.35,12500.531,0.02,24.999,21.372,0.706474407105
1518659195.35,12500.533,0.18,25.001,21.394,0.711057245695
1518659196.35,12500.533,0.18,25.0,21.372,0.715563158312
1518659197.36,12500.533,0.18,25.001,21.394,0.719992144955
1518659198.35,12500.549,1.46,24.998,21.362,0.724344205625
1518659199.35,12500.549,1.46,25.0,21.394,0.728619340321
1518659200.35,12500.549,1.46,24.998,21.383,0.732817549043
1518659201.35,12500.538,0.58,25.001,21.383,0.736938831791
1518659202.35,12500.538,0.58,25.0,21.383,0.740983188566
1518659203.36,12500.538,0.58,25.003,21.383,0.744950619367
1518659204.36,12500.538,0.58,24.999,21.383,0.748841124194
1518659205.36,12500.531,0.02,25.002,21.394,0.752654703048
1518659206.36,12500.531,0.02,24.999,21.383,0.756391355928
1518659207.35,12500.531,0.02,25.001,21.405,0.760051082835
1518659208.35,12500.526,-0.38,24.998,21.394,0.763633883767
1518659209.35,12500.526,-0.38,24.998,21.383,0.767139758726
1518659210.36,12500.526,-0.38,24.996,21.394,0.770568707711
1518659211.36,12500.541,0.82,25.0,21.383,0.773920730723
1518659212.36,12500.541,0.82,24.999,21.383,0.777195827761
1518659213.36,12500.541,0.82,25.003,21.383,0.780393998825
1518659214.36,12500.541,0.82,25.002,21.383,0.783515243916
1518659215.36,12500.54,0.74,25.003,21.394,0.786559563033
1518659216.36,12500.54,0.74,24.999,21.394,0.789526956176
1518659217.36,12500.54,0.74,24.998,21.405,0.792417423345
1518659218.36,12500.554,1.86,24.999,21.383,0.793443909054
1518659219.36,12500.554,1.86,25.002,21.383,0.793387296516
1518659220.36,12500.554,1.86,24.996,21.405,0.805942800072
1518659221.36,12500.536,0.42,24.999,21.383,0.817785766514
1518659222.36,12500.536,0.42,24.995,21.383,0.828923167827
1518659223.36,12500.536,0.42,25.0,21.394,0.833212125332
1518659224.36,12500.536,0.42,25.003,21.405,0.827368554071
1518659225.36,12500.545,1.14,25.007,21.394,0.82061025806
1518659226.36,12500.545,1.14,25.004,21.405,0.812930265311
1518659227.36,12500.545,1.14,25.001,21.405,0.792264248782
1518659228.36,12500.546,1.22,24.995,21.394,0.770388941034
1518659229.36,12500.546,1.22,24.993,21.394,0.747286912098
1518659230.36,12500.546,1.22,24.992,21.383,0.757733250018
1518659231.36,12500.527,-0.3,24.999,21.405,0.768158671976
1518659232.36,12500.527,-0.3,25.0,21.405,0.778575727549
1518659233.36,12500.527,-0.3,25.007,21.405,0.788996966314
1518659234.36,12500.527,-0.3,25.006,21.394,0.797234020859
1518659235.36,12500.544,1.06,25.007,21.405,0.80586673569
1518659236.36,12500.544,1.06,24.997,21.405,0.814905568788
1518659237.36,12500.544,1.06,24.994,21.383,0.796928996409
1518659238.36,12500.528,-0.22,24.989,21.405,0.780144633879
1518659239.36,12500.528,-0.22,24.994,21.394,0.764538537225
1518659240.36,12500.528,-0.22,24.997,21.383,0.782299047714
1518659241.36,12500.544,1.06,25.006,21.405,0.800448943701
1518659242.36,12500.544,1.06,25.008,21.405,0.819002866359
1518659243.36,12500.544,1.06,25.01,21.405,0.837975456862
1518659244.36,12500.544,1.06,25.004,21.415,0.841933244964
1518659245.36,12500.541,0.82,25.001,21.394,0.845641435916
1518659246.36,12500.541,0.82,24.992,21.405,0.849101424116
1518659247.36,12500.541,0.82,24.992,21.405,0.852978058284
1518659248.36,12500.546,1.22,24.99,21.415,0.856346783169
1518659249.36,12500.546,1.22,24.997,21.394,0.859209690366
1518659250.36,12500.546,1.22,24.998,21.426,0.856798567954
1518659251.37,12500.546,1.22,25.005,21.405,0.853881627855
1518659252.37,12500.549,1.46,25.005,21.394,0.850456778472
1518659253.37,12500.549,1.46,25.007,21.405,0.846521928208
1518659254.36,12500.549,1.46,25.001,21.415,0.850025491329
1518659255.36,12500.554,1.86,24.999,21.394,0.853021842365
1518659256.36,12500.554,1.86,24.993,21.405,0.855515861707
1518659257.36,12500.554,1.86,24.994,21.405,0.846139375258
1518659258.37,12500.564,2.66,24.993,21.394,0.837365268522
1518659259.37,12500.564,2.66,25.0,21.415,0.82918796391
1518659260.37,12500.564,2.66,25.003,21.383,0.825445540499
1518659261.37,12500.564,2.66,25.01,21.405,0.824493167017
1518659262.37,12500.528,-0.22,25.006,21.405,0.824024649462
1518659263.37,12500.528,-0.22,25.005,21.415,0.824039987834
1518659264.37,12500.528,-0.22,24.997,21.426,0.819610963102
1518659265.37,12500.541,0.82,24.995,21.405,0.815345780074
1518659266.37,12500.541,0.82,24.992,21.405,0.811240255559
1518659267.37,12500.541,0.82,24.997,21.383,0.796159498157
1518659268.37,12500.526,-0.38,25.0,21.415,0.7812202721
1518659269.37,12500.526,-0.38,25.006,21.405,0.766408633412
1518659270.37,12500.526,-0.38,25.007,21.405,0.755554294788
1518659271.37,12500.526,-0.38,25.008,21.405,0.74618268873
1518659272.37,12500.541,0.82,25.003,21.415,0.736747288987
1518659273.37,12500.541,0.82,25.0,21.394,0.727239031975
1518659274.37,12500.541,0.82,24.993,21.405,0.732328234196
1518659275.37,12500.536,0.42,24.996,21.405,0.73807594063
1518659276.37,12500.536,0.42,24.995,21.394,0.74448563727
1518659277.37,12500.536,0.42,25.002,21.405,0.740988279218
1518659278.37,12500.559,2.26,25.004,21.415,0.73767707323
1518659279.37,12500.559,2.26,25.009,21.405,0.734546441716
1518659280.37,12500.559,2.26,25.004,21.405,0.74312177709
1518659281.37,12500.559,2.26,25.003,21.405,0.745337823294
1518659282.37,12500.541,0.82,24.998,21.405,0.746575699661
1518659283.37,12500.541,0.82,24.998,21.426,0.746835406193
1518659284.37,12500.541,0.82,24.996,21.415,0.73662897436
1518659285.37,12500.533,0.18,25.0,21.394,0.725541283317
1518659286.37,12500.533,0.18,24.999,21.405,0.713563966678
1518659287.37,12500.533,0.18,25.003,21.415,0.706859354969
1518659288.37,12500.536,0.42,25.004,21.405,0.700463950904
