timestamp,v,temp_c
1531383528.35,7045689.98,21.581
1531383533.51,7045689.74,21.587
1531383538.68,7045692.15,21.59
1531383543.84,7045692.22,21.591
1531383549.01,7045691.37,21.599
1531383554.17,7045692.41,21.593
1531383559.34,7045692.22,21.596
1531383564.5,7045692.32,21.596
1531383569.67,7045691.37,21.595
1531383574.83,7045689.46,21.59
1531383580.0,7045688.88,21.604
1531383585.17,7045690.76,21.602
1531383590.33,7045688.18,21.593
1531383595.5,7045685.32,21.601
1531383600.66,7045686.67,21.598
1531383605.83,7045686.48,21.599
1531383610.99,7045686.41,21.599
1531383616.16,7045689.38,21.604
1531383621.32,7045687.68,21.601
1531383626.49,7045688.83,21.601
1531383631.66,7045689.56,21.598
1531383636.82,7045688.46,21.596
1531383641.99,7045691.11,21.595
1531383647.15,7045690.82,21.601
1531383652.32,7045686.41,21.596
1531383657.48,7045689.2,21.598
1531383662.65,7045691.67,21.598
1531383667.81,7045689.55,21.598
1531383672.98,7045689.57,21.599
1531383678.15,7045689.08,21.593
1531383683.31,7045688.85,21.605
1531383688.48,7045689.77,21.593
1531383693.64,7045689.38,21.593
1531383698.81,7045691.37,21.601
1531383703.97,7045688.67,21.605
1531383709.14,7045690.47,21.605
1531383714.3,7045689.87,21.604
1531383719.47,7045691.29,21.604
1531383724.63,7045689.22,21.611
1531383729.8,7045688.39,21.611
1531383734.97,7045689.58,21.61
1531383740.13,7045689.36,21.602
1531383745.3,7045689.83,21.599
1531383750.46,7045686.95,21.61
1531383755.63,7045689.68,21.61
1531383760.79,7045689.31,21.616
1531383765.96,7045690.43,21.613
1531383771.12,7045693.02,21.605
1531383776.29,7045690.61,21.611
1531383781.46,7045691.21,21.611
1531383786.62,7045693.34,21.619
1531383791.79,7045692.72,21.611
1531383796.95,7045689.94,21.608
1531383802.12,7045691.35,21.61
1531383807.28,7045692.27,21.61
1531383812.45,7045688.81,21.605
1531383817.61,7045689.12,21.604
1531383822.78,7045688.52,21.608
1531383827.95,7045687.83,21.604
1531383833.11,7045687.68,21.608
1531383838.28,7045688.35,21.607
1531383843.44,7045688.43,21.605
1531383848.61,7045689.44,21.613
1531383853.77,7045691.41,21.608
1531383858.94,7045690.18,21.613
1531383864.1,7045689.3,21.61
1531383869.27,7045690.34,21.611
1531383874.44,7045689.26,21.611
1531383879.6,7045689.85,21.614
1531383884.77,7045692.11,21.61
1531383889.93,7045691.76,21.621
1531383895.1,7045688.77,21.611
1531383900.26,7045688.39,21.614
1531383905.43,7045691.43,21.617
1531383910.59,7045690.32,21.619
1531383915.76,7045691.12,21.624
1531383920.93,7045688.75,21.619
1531383926.09,7045691.28,21.625
1531383931.26,7045689.44,21.625
1531383936.42,7045688.58,21.622
1531383941.59,7045689.24,21.621
1531383946.75,7045686.72,21.619
1531383951.92,7045686.8,21.614
1531383957.09,7045686.73,21.627
1531383962.25,7045687.2,21.624
1531383967.42,7045690.33,21.622
1531383972.58,7045689.32,21.617
1531383977.75,7045689.89,21.622
1531383982.91,7045688.75,21.625
1531383988.08,7045688.7,21.622
1531383993.24,7045693.43,21.624
1531383998.41,7045690.35,21.621
1531384003.58,7045687.71,21.628
1531384008.74,7045687.83,21.619
1531384013.91,7045691.57,21.627
1531384019.07,7045689.58,21.628
1531384024.24,7045690.01,21.627
1531384029.4,7045686.7,21.63
1531384034.57,7045686.65,21.627
1531384039.73,7045689.63,21.631
1531384044.9,7045692.5,21.625
1531384050.07,7045691.26,21.624
1531384055.23,7045691.18,21.631
1531384060.4,7045691.53,21.633
1531384065.56,7045691.51,21.628
1531384070.73,7045690.92,21.625
1531384075.89,7045690.74,21.631
1531384081.06,7045686.53,21.634
1531384086.22,7045685.84,21.627
1531384091.39,7045686.49,21.633
1531384096.56,7045686.73,21.63
1531384101.72,7045686.88,21.63
1531384106.89,7045687.63,21.631
1531384112.05,7045690.89,21.634
1531384117.22,7045688.91,21.639
1531384122.38,7045688.51,21.633
1531384127.55,7045690.69,21.637
1531384132.71,7045690.86,21.64
1531384137.88,7045690.18,21.636
1531384143.04,7045689.41,21.639
1531384148.21,7045691.37,21.648
1531384153.38,7045692.53,21.636
1531384158.54,7045689.16,21.639
1531384163.71,7045690.99,21.64
1531384168.87,7045688.06,21.642
1531384174.04,7045688.75,21.639
1531384179.2,7045691.41,21.648
1531384184.37,7045689.28,21.645
1531384189.53,7045686.47,21.631
1531384194.7,7045684.72,21.637
1531384199.87,7045685.39,21.642
1531384205.03,7045686.16,21.644
1531384210.2,7045685.73,21.636
1531384215.36,7045688.61,21.64
1531384220.53,7045687.78,21.65
1531384225.69,7045687.65,21.644
1531384230.86,7045689.46,21.644
