timestamp,ltz1000-p17-foam-under
1514116081.301,7071104.9
1514116084.654,7071105.9
1514116088.006,7071104.4
1514116091.358,7071106.8
1514116094.710,7071106.3
1514116098.062,7071105.1
1514116101.415,7071106.7
1514116104.766,7071105.4
1514116108.118,7071106.4
1514116111.471,7071107.4
1514116114.822,7071109.1
1514116118.175,7071106.2
1514116121.527,7071107.8
1514116124.879,7071106.3
1514116128.232,7071106.9
1514116131.583,7071105.1
1514116134.936,7071105.1
1514116138.287,7071105.1
1514116141.640,7071105.4
1514116144.992,7071103.7
1514116148.344,7071103.4
1514116151.696,7071105.6
1514116155.048,7071104.4
1514116158.401,7071104.6
1514116161.752,7071104.4
1514116165.104,7071103.0
1514116168.457,7071104.6
1514116171.808,7071103.5
1514116175.161,7071102.9
1514116178.513,7071105.1
1514116181.865,7071111.2
1514116185.217,7071109.3
1514116188.570,7071110.5
1514116191.921,7071112.2
1514116195.274,7071112.6
1514116198.625,7071112.7
1514116201.978,7071111.5
1514116205.330,7071111.0
1514116208.681,7071110.5
1514116212.034,7071108.7
1514116215.386,7071107.2
1514116218.738,7071104.3
1514116222.090,7071106.2
1514116225.443,7071102.3
1514116228.794,7071104.1
1514116232.147,7071105.3
1514116235.498,7071104.1
1514116238.851,7071104.6
1514116242.203,7071104.4
1514116245.556,7071103.7
1514116248.907,7071103.5
1514116252.260,7071106.7
1514116255.611,7071110.1
1514116258.963,7071108.7
1514116262.316,7071107.0
1514116265.667,7071108.2
1514116269.020,7071108.2
1514116272.372,7071106.9
1514116275.724,7071106.2
1514116279.076,7071105.0
1514116282.429,7071107.2
1514116285.780,7071107.3
1514116289.133,7071106.8
1514116292.484,7071107.7
1514116295.837,7071106.7
1514116299.189,7071105.8
1514116302.541,7071105.4
1514116305.893,7071106.7
1514116309.246,7071106.7
1514116312.597,7071107.2
1514116315.950,7071105.9
1514116319.302,7071107.2
1514116322.654,7071107.3
1514116326.006,7071106.4
1514116329.358,7071108.6
1514116332.710,7071106.3
1514116336.062,7071105.3
1514116339.415,7071107.3
1514116342.766,7071108.3
1514116346.119,7071103.9
1514116349.470,7071106.4
1514116352.823,7071107.4
1514116356.175,7071106.9
1514116359.527,7071106.4
1514116362.880,7071106.5
1514116366.231,7071105.5
1514116369.584,7071103.9
1514116372.936,7071105.1
1514116376.288,7071106.2
1514116379.640,7071106.3
1514116382.992,7071104.5
1514116386.344,7071106.2
1514116389.697,7071105.6
1514116393.048,7071105.4
1514116396.401,7071103.0
1514116399.752,7071103.5
1514116403.105,7071103.6
1514116406.457,7071104.1
1514116409.809,7071102.5
1514116413.161,7071103.4
1514116416.513,7071102.3
1514116419.866,7071105.0
1514116423.218,7071105.0
1514116426.569,7071102.1
1514116429.922,7071103.9
1514116433.273,7071103.5
1514116436.626,7071103.1
1514116439.978,7071101.3
1514116443.330,7071101.1
1514116446.682,7071101.7
1514116450.035,7071103.7
1514116453.387,7071103.9
1514116456.738,7071104.1
1514116460.091,7071104.8
1514116463.443,7071104.9
1514116466.795,7071103.7
1514116470.147,7071104.6
1514116473.499,7071104.4
1514116476.851,7071104.9
1514116480.204,7071105.9
1514116483.555,7071105.1
1514116486.908,7071103.6
1514116490.259,7071103.4
1514116493.612,7071102.1
1514116496.964,7071104.6
1514116500.316,7071103.4
1514116503.668,7071105.1
1514116507.020,7071103.6
1514116510.373,7071104.0
1514116513.725,7071105.9
1514116517.077,7071104.4
1514116520.429,7071104.6
1514116523.781,7071106.4
1514116527.133,7071106.5
1514116530.485,7071105.8
1514116533.837,7071105.6
1514116537.189,7071105.0
1514116540.542,7071107.4
1514116543.894,7071106.9
1514116547.246,7071105.1
1514116550.598,7071108.4
1514116553.950,7071107.7
1514116557.302,7071106.9
1514116560.654,7071105.3
1514116564.006,7071107.2
1514116567.359,7071106.4
1514116570.710,7071106.9
1514116574.063,7071107.2
1514116577.415,7071105.1
1514116580.767,7071105.1
1514116584.119,7071103.6
1514116587.471,7071103.1
1514116590.823,7071104.0
1514116594.176,7071103.4
1514116597.527,7071104.4
1514116600.880,7071102.3
1514116604.231,7071106.2
1514116607.584,7071103.5
1514116610.935,7071106.7
1514116614.288,7071104.6
1514116617.640,7071105.1
1514116620.992,7071105.8
1514116624.345,7071108.4
1514116627.696,7071106.2
1514116631.049,7071109.2
1514116634.401,7071106.7
1514116637.753,7071106.2
1514116641.105,7071106.2
1514116644.457,7071105.5
1514116647.809,7071107.2
1514116651.162,7071105.8
1514116654.513,7071106.2
1514116657.866,7071105.9
1514116661.217,7071105.1
1514116664.570,7071105.0
1514116667.922,7071104.1
1514116671.274,7071105.0
1514116674.626,7071104.1
1514116677.978,7071103.5
1514116681.330,7071104.9
1514116684.683,7071104.6
1514116688.034,7071106.4
1514116691.387,7071105.9
1514116694.739,7071102.5
1514116698.091,7071109.8
1514116701.443,7071111.0
1514116704.795,7071111.7
1514116708.147,7071111.1
1514116711.499,7071112.2
1514116714.852,7071113.8
1514116718.204,7071111.9
1514116721.556,7071113.3
1514116724.908,7071112.2
1514116728.260,7071112.7
1514116731.612,7071114.0
1514116734.965,7071111.7
1514116738.316,7071110.7
1514116741.669,7071111.1
1514116745.020,7071111.7
1514116748.372,7071107.8
1514116751.725,7071107.7
1514116755.076,7071110.2
1514116758.429,7071110.1
1514116761.781,7071112.4
1514116765.133,7071113.0
1514116768.485,7071112.0
1514116771.838,7071113.8
1514116775.189,7071112.0
1514116778.542,7071113.1
1514116781.894,7071109.4
1514116785.245,7071109.8
1514116788.598,7071110.3
1514116791.950,7071110.8
1514116795.302,7071110.7
1514116798.654,7071111.5
1514116802.007,7071110.2
1514116805.358,7071110.1
1514116808.711,7071110.2
1514116812.062,7071111.1
1514116815.415,7071112.2
1514116818.766,7071112.7
1514116822.119,7071113.8
1514116825.471,7071113.1
1514116828.823,7071112.5
1514116832.175,7071111.1
1514116835.527,7071114.0
1514116838.879,7071112.0
1514116842.231,7071111.1
1514116845.583,7071114.8
1514116848.936,7071113.0
1514116852.288,7071114.5
1514116855.640,7071112.5
1514116858.992,7071111.2
1514116862.344,7071111.5
1514116865.696,7071112.2
1514116869.049,7071110.0
1514116872.400,7071110.7
1514116875.752,7071110.7
1514116879.105,7071111.4
1514116882.456,7071109.7
1514116885.809,7071111.5
1514116889.161,7071112.0
1514116892.513,7071112.0
1514116895.865,7071111.4
1514116899.217,7071112.0
1514116902.569,7071111.5
1514116905.921,7071111.1
1514116909.274,7071111.2
1514116912.625,7071111.2
1514116915.978,7071111.5
1514116919.329,7071111.5
1514116922.682,7071111.0
1514116926.034,7071112.5
1514116929.386,7071114.3
1514116932.738,7071112.2
1514116936.090,7071113.5
1514116939.442,7071113.1
1514116942.795,7071113.3
1514116946.146,7071112.5
1514116949.499,7071112.2
1514116952.850,7071112.5
1514116956.203,7071111.7
1514116959.554,7071112.2
1514116962.907,7071113.0
1514116966.259,7071112.2
1514116969.612,7071111.7
1514116972.963,7071113.8
1514116976.316,7071113.0
1514116979.667,7071113.1
1514116983.020,7071111.0
1514116986.372,7071112.0
1514116989.724,7071112.7
1514116993.076,7071108.7
1514116996.428,7071107.4
1514116999.780,7071107.7
1514117003.132,7071105.4
1514117006.484,7071105.4
1514117009.837,7071108.9
1514117013.188,7071108.4
1514117016.541,7071108.1
1514117019.893,7071106.9
1514117023.245,7071108.3
1514117026.597,7071105.6
1514117029.950,7071099.8
1514117033.301,7071103.7
1514117036.654,7071102.6
1514117040.005,7071104.5
1514117043.358,7071104.1
1514117046.709,7071103.5
1514117050.062,7071104.1
1514117053.414,7071104.3
1514117056.766,7071103.1
1514117060.119,7071102.6
1514117063.471,7071100.1
1514117066.822,7071100.6
1514117070.175,7071100.4
1514117073.526,7071103.6
1514117076.879,7071104.0
1514117080.230,7071102.9
1514117083.583,7071101.7
1514117086.935,7071104.3
1514117090.288,7071103.9
1514117093.639,7071102.0
1514117096.991,7071101.6
1514117100.343,7071103.6
1514117103.696,7071104.6
1514117107.048,7071102.6
1514117110.400,7071102.3
1514117113.752,7071103.9
1514117117.104,7071102.5
1514117120.456,7071103.6
1514117123.808,7071103.6
1514117127.160,7071102.6
1514117130.513,7071104.6
1514117133.865,7071104.6
1514117137.217,7071105.1
1514117140.569,7071104.5
1514117143.921,7071103.7
1514117147.273,7071102.6
1514117150.625,7071104.8
1514117153.978,7071105.6
1514117157.329,7071106.4
1514117160.682,7071106.5
1514117164.034,7071110.2
1514117167.386,7071110.0
1514117170.738,7071110.7
1514117174.090,7071110.2
1514117177.442,7071111.0
1514117180.795,7071108.2
1514117184.146,7071108.1
1514117187.499,7071109.4
1514117190.851,7071110.3
1514117194.202,7071107.5
1514117197.555,7071108.2
1514117200.907,7071107.8
1514117204.259,7071107.8
1514117207.611,7071106.9
1514117210.963,7071108.8
1514117214.315,7071107.4
1514117217.668,7071108.3
1514117221.019,7071110.7
1514117224.372,7071105.0
1514117227.724,7071106.7
1514117231.076,7071109.4
1514117234.428,7071110.7
1514117237.781,7071110.1
1514117241.132,7071108.9
1514117244.485,7071111.0
1514117247.836,7071110.7
1514117251.189,7071109.4
1514117254.541,7071109.1
1514117257.893,7071110.2
1514117261.245,7071112.5
1514117264.597,7071112.0
1514117267.949,7071112.0
1514117271.302,7071112.2
1514117274.653,7071110.1
1514117278.006,7071111.2
1514117281.357,7071109.4
1514117284.710,7071111.7
1514117288.062,7071108.1
1514117291.414,7071110.7
1514117294.766,7071111.6
1514117298.118,7071111.2
1514117301.470,7071110.5
1514117304.822,7071108.7
1514117308.174,7071108.2
1514117311.527,7071107.9
1514117314.878,7071108.4
1514117318.231,7071110.0
1514117321.583,7071108.1
1514117324.935,7071110.0
1514117328.287,7071109.4
1514117331.639,7071107.2
1514117334.992,7071107.9
1514117338.343,7071104.4
1514117341.696,7071105.0
1514117345.048,7071105.1
1514117348.400,7071105.0
1514117351.752,7071104.4
1514117355.104,7071105.9
1514117358.457,7071105.6
1514117361.808,7071105.6
1514117365.161,7071106.2
1514117368.513,7071105.8
1514117371.865,7071105.0
1514117375.217,7071104.9
1514117378.569,7071105.5
1514117381.921,7071104.6
1514117385.273,7071104.1
1514117388.625,7071103.4
1514117391.978,7071104.4
1514117395.329,7071104.1
1514117398.682,7071103.2
1514117402.033,7071105.6
1514117405.386,7071104.8
1514117408.738,7071106.3
1514117412.090,7071104.4
1514117415.442,7071105.6
1514117418.794,7071106.4
1514117422.146,7071107.9
1514117425.499,7071105.8
1514117428.850,7071105.9
1514117432.203,7071107.7
1514117435.555,7071103.7
1514117438.907,7071105.9
1514117442.260,7071108.7
1514117445.611,7071108.8
1514117448.964,7071106.9
1514117452.315,7071107.2
1514117455.668,7071106.2
1514117459.020,7071107.7
1514117462.372,7071107.0
1514117465.724,7071108.2
1514117469.077,7071107.2
1514117472.428,7071108.1
1514117475.781,7071106.5
1514117479.132,7071106.5
1514117482.485,7071105.6
1514117485.836,7071107.3
1514117489.189,7071105.9
1514117492.541,7071107.0
1514117495.893,7071106.7
1514117499.245,7071108.7
1514117502.597,7071106.3
1514117505.949,7071106.4
1514117509.301,7071107.9
1514117512.654,7071106.9
1514117516.006,7071106.7
1514117519.358,7071107.0
1514117522.710,7071105.4
1514117526.063,7071107.0
1514117529.414,7071106.4
1514117532.767,7071107.4
1514117536.118,7071107.8
1514117539.471,7071108.2
1514117542.822,7071108.9
1514117546.175,7071110.8
1514117549.526,7071110.5
1514117552.879,7071112.5
1514117556.231,7071111.6
1514117559.583,7071110.5
1514117562.935,7071110.3
1514117566.288,7071109.6
1514117569.640,7071110.2
1514117572.992,7071108.7
1514117576.344,7071108.7
1514117579.696,7071108.2
1514117583.048,7071107.4
1514117586.400,7071109.4
1514117589.752,7071108.3
1514117593.105,7071107.9
1514117596.457,7071108.7
1514117599.809,7071107.2
1514117603.161,7071106.4
1514117606.513,7071107.9
1514117609.865,7071105.9
1514117613.217,7071106.2
1514117616.569,7071105.8
1514117619.921,7071106.2
1514117623.274,7071105.4
1514117626.625,7071109.7
1514117629.977,7071109.3
1514117633.330,7071112.7
1514117636.682,7071113.0
1514117640.034,7071111.2
1514117643.386,7071109.7
1514117646.738,7071108.1
1514117650.091,7071111.9
1514117653.442,7071112.5
1514117656.795,7071111.5
1514117660.146,7071110.6
1514117663.498,7071111.7
1514117666.851,7071110.7
1514117670.203,7071110.7
