timestamp,v,temp_c
1535324808.95,7045689.33,21.866
1535324814.12,7045690.44,21.864
1535324819.3,7045687.2,21.861
1535324824.47,7045686.5,21.875
1535324829.64,7045686.0,21.872
1535324834.8,7045686.52,21.875
1535324839.97,7045687.86,21.881
1535324845.14,7045685.25,21.875
1535324850.31,7045684.95,21.876
1535324855.47,7045684.63,21.879
1535324860.65,7045681.95,21.881
1535324865.84,7045682.48,21.875
1535324871.01,7045685.72,21.879
1535324876.19,7045688.65,21.892
1535324881.36,7045688.41,21.893
1535324886.54,7045687.42,21.902
1535324891.71,7045686.04,21.912
1535324896.89,7045685.06,21.912
1535324902.06,7045687.8,21.922
1535324907.23,7045686.31,21.924
1535324912.41,7045687.47,21.942
1535324917.58,7045686.25,21.941
1535324922.76,7045684.87,21.941
1535324927.94,7045686.02,21.95
1535324933.11,7045686.31,21.953
1535324938.29,7045683.15,21.95
1535324943.46,7045685.29,21.958
1535324948.64,7045685.71,21.959
1535324953.81,7045682.85,21.967
1535324958.99,7045684.96,21.974
1535324964.16,7045685.4,21.974
1535324969.34,7045686.42,21.982
1535324974.51,7045685.85,21.979
1535324979.69,7045686.09,21.987
1535324984.86,7045687.6,21.997
1535324990.03,7045686.09,22.001
1535324995.21,7045685.2,22.002
1535325000.38,7045687.52,22.007
1535325005.56,7045686.82,22.013
1535325010.73,7045687.25,22.013
1535325015.91,7045686.22,22.024
1535325021.08,7045688.62,22.05
1535325026.26,7045686.54,22.059
1535325031.43,7045682.16,22.043
1535325036.61,7045684.24,22.054
1535325041.78,7045687.39,22.057
1535325046.96,7045687.46,22.048
1535325052.13,7045688.36,22.054
1535325057.32,7045685.43,22.054
1535325062.48,7045687.41,22.06
1535325067.65,7045689.91,22.06
1535325072.82,7045688.68,22.059
1535325077.99,7045685.86,22.06
1535325083.17,7045683.87,22.059
1535325088.34,7045683.68,22.065
1535325093.52,7045687.36,22.076
1535325098.69,7045686.21,22.083
1535325103.87,7045685.99,22.08
1535325109.04,7045686.01,22.089
1535325114.22,7045685.92,22.091
1535325119.39,7045686.13,22.088
1535325124.57,7045685.61,22.091
1535325129.74,7045686.46,22.097
1535325134.91,7045685.67,22.102
1535325140.09,7045684.38,22.106
1535325145.26,7045684.89,22.111
1535325150.44,7045684.36,22.12
1535325155.61,7045683.78,22.123
1535325160.78,7045686.05,22.129
1535325165.96,7045685.01,22.138
1535325171.13,7045685.61,22.137
1535325176.31,7045687.26,22.143
1535325181.48,7045685.57,22.146
1535325186.64,7045686.76,22.146
1535325191.83,7045686.82,22.154
1535325196.99,7045687.15,22.164
1535325202.18,7045685.67,22.164
1535325207.35,7045685.79,22.175
1535325212.53,7045684.94,22.177
1535325217.7,7045685.01,22.186
1535325222.88,7045684.82,22.191
1535325228.05,7045687.04,22.186
