temp_c,ppm,resistance
24.99,0.05,9984.5964
25.011,0.05,9984.5964
24.986,0.05,9984.5964
25.0,0.05,9984.5964
24.999,0.05,9984.5964
25.007,0.05,9984.5964
25.007,0.05,9984.5964
25.005,0.15,9984.5974
25.001,0.15,9984.5974
25.0,0.15,9984.5974
24.989,0.15,9984.5974
25.001,0.15,9984.5974
25.001,0.15,9984.5974
25.005,0.15,9984.5974
24.999,0.15,9984.5974
25.011,0.15,9984.5974
24.99,0.15,9984.5974
25.007,0.15,9984.5974
25.0,0.15,9984.5974
25.005,0.15,9984.5974
25.0,0.15,9984.5974
24.995,0.02,9984.5961
25.008,0.02,9984.5961
24.992,0.02,9984.5961
24.999,0.02,9984.5961
25.007,0.02,9984.5961
24.988,0.02,9984.5961
25.004,0.02,9984.5961
24.996,0.02,9984.5961
24.999,0.02,9984.5961
24.999,0.02,9984.5961
25.003,0.02,9984.5961
25.001,0.02,9984.5961
25.003,0.02,9984.5961
25.004,0.02,9984.5961
24.992,0.02,9984.5961
24.997,0.02,9984.5961
25.005,0.02,9984.5961
24.992,0.02,9984.5961
25.01,0.02,9984.5961
24.996,0.02,9984.5961
25.007,0.02,9984.5961
24.986,0.02,9984.5961
24.995,0.02,9984.5961
25.011,0.02,9984.5961
25.0,0.02,9984.5961
25.007,0.02,9984.5961
25.008,0.27,9984.5986
25.011,0.27,9984.5986
25.0,0.27,9984.5986
25.019,0.27,9984.5986
25.004,0.27,9984.5986
25.008,0.27,9984.5986
25.005,0.27,9984.5986
25.001,0.27,9984.5986
24.995,0.27,9984.5986
24.988,0.27,9984.5986
25.007,0.27,9984.5986
25.004,0.27,9984.5986
24.997,0.27,9984.5986
25.0,0.27,9984.5986
24.992,-0.16,9984.5943
24.992,-0.16,9984.5943
24.997,-0.16,9984.5943
24.997,-0.16,9984.5943
24.997,-0.16,9984.5943
24.99,-0.16,9984.5943
25.005,-0.16,9984.5943
24.992,-0.16,9984.5943
25.001,-0.16,9984.5943
25.003,-0.16,9984.5943
25.0,-0.16,9984.5943
25.007,-0.16,9984.5943
24.995,-0.16,9984.5943
25.012,0.02,9984.5961
25.005,0.02,9984.5961
25.001,0.02,9984.5961
24.999,0.02,9984.5961
25.007,0.02,9984.5961
25.005,0.02,9984.5961
25.0,0.02,9984.5961
24.993,0.02,9984.5961
25.008,0.02,9984.5961
25.001,0.02,9984.5961
24.989,0.02,9984.5961
25.0,0.02,9984.5961
24.993,0.02,9984.5961
25.001,0.02,9984.5961
25.004,-0.08,9984.5951
24.997,-0.08,9984.5951
24.989,-0.08,9984.5951
24.985,-0.08,9984.5951
24.98,-0.08,9984.5951
24.995,-0.08,9984.5951
24.984,-0.08,9984.5951
25.0,-0.08,9984.5951
24.997,-0.08,9984.5951
25.004,-0.08,9984.5951
24.995,-0.08,9984.5951
25.011,-0.08,9984.5951
25.007,-0.08,9984.5951
25.001,0.07,9984.5966
24.996,0.07,9984.5966
24.993,0.07,9984.5966
24.997,0.07,9984.5966
24.999,0.07,9984.5966
25.0,0.07,9984.5966
25.003,0.07,9984.5966
25.0,0.07,9984.5966
25.001,0.07,9984.5966
24.996,0.07,9984.5966
25.004,0.07,9984.5966
25.025,0.07,9984.5966
25.003,0.07,9984.5966
25.023,0.07,9984.5966
25.015,-0.03,9984.5956
24.999,-0.03,9984.5956
25.008,-0.03,9984.5956
25.011,-0.03,9984.5956
24.995,-0.03,9984.5956
24.988,-0.03,9984.5956
24.99,-0.03,9984.5956
24.986,-0.03,9984.5956
24.977,-0.03,9984.5956
24.996,-0.03,9984.5956
25.003,-0.03,9984.5956
24.995,-0.03,9984.5956
24.992,-0.03,9984.5956
25.001,0.17,9984.5976
24.985,0.17,9984.5976
24.99,0.17,9984.5976
25.004,0.17,9984.5976
24.992,0.17,9984.5976
25.004,0.17,9984.5976
24.992,0.17,9984.5976
25.015,0.17,9984.5976
25.008,0.17,9984.5976
25.015,0.17,9984.5976
25.003,0.17,9984.5976
25.011,0.17,9984.5976
25.008,0.17,9984.5976
25.014,0.10,9984.5969
25.005,0.10,9984.5969
25.007,0.10,9984.5969
25.018,0.10,9984.5969
25.012,0.10,9984.5969
25.003,0.10,9984.5969
25.008,0.10,9984.5969
24.989,0.10,9984.5969
24.997,0.10,9984.5969
24.988,0.10,9984.5969
24.996,0.10,9984.5969
25.0,0.10,9984.5969
24.993,0.10,9984.5969
24.986,0.10,9984.5969
24.996,0.07,9984.5966
24.995,0.07,9984.5966
24.988,0.07,9984.5966
24.981,0.07,9984.5966
24.997,0.07,9984.5966
24.985,0.07,9984.5966
25.004,0.07,9984.5966
24.993,0.07,9984.5966
25.005,0.07,9984.5966
25.001,0.07,9984.5966
24.99,0.07,9984.5966
25.003,0.07,9984.5966
25.005,0.07,9984.5966
25.007,0.10,9984.5969
25.008,0.10,9984.5969
25.004,0.10,9984.5969
25.015,0.10,9984.5969
25.001,0.10,9984.5969
25.008,0.10,9984.5969
24.999,0.10,9984.5969
25.001,0.10,9984.5969
25.007,0.10,9984.5969
25.004,0.10,9984.5969
25.011,0.10,9984.5969
24.997,0.10,9984.5969
25.008,0.10,9984.5969
25.01,0.10,9984.5969
24.995,0.20,9984.5979
25.001,0.20,9984.5979
25.004,0.20,9984.5979
24.982,0.20,9984.5979
24.975,0.20,9984.5979
24.982,0.20,9984.5979
24.977,0.20,9984.5979
25.0,0.20,9984.5979
24.988,0.20,9984.5979
24.98,0.20,9984.5979
25.003,0.20,9984.5979
25.003,0.20,9984.5979
24.995,0.20,9984.5979
25.015,-0.13,9984.5946
25.007,-0.13,9984.5946
25.004,-0.13,9984.5946
24.997,-0.13,9984.5946
25.005,-0.13,9984.5946
24.997,-0.13,9984.5946
25.005,-0.13,9984.5946
24.995,-0.13,9984.5946
25.012,-0.13,9984.5946
25.001,-0.13,9984.5946
25.011,-0.13,9984.5946
24.995,-0.13,9984.5946
25.008,-0.13,9984.5946
24.995,0.17,9984.5976
25.01,0.17,9984.5976
24.999,0.17,9984.5976
25.003,0.17,9984.5976
25.003,0.17,9984.5976
25.003,0.17,9984.5976
24.988,0.17,9984.5976
24.988,0.17,9984.5976
25.004,0.17,9984.5976
24.995,0.17,9984.5976
24.99,0.17,9984.5976
24.99,0.17,9984.5976
24.999,0.17,9984.5976
24.988,0.17,9984.5976
25.0,-0.03,9984.5956
25.0,-0.03,9984.5956
25.0,-0.03,9984.5956
24.997,-0.03,9984.5956
24.988,-0.03,9984.5956
25.005,-0.03,9984.5956
24.985,-0.03,9984.5956
25.014,-0.03,9984.5956
24.999,-0.03,9984.5956
25.01,-0.03,9984.5956
25.0,-0.03,9984.5956
24.995,-0.03,9984.5956
25.01,-0.03,9984.5956
25.007,0.22,9984.5981
25.01,0.22,9984.5981
25.0,0.22,9984.5981
24.988,0.22,9984.5981
24.993,0.22,9984.5981
25.001,0.22,9984.5981
24.999,0.22,9984.5981
24.996,0.22,9984.5981
25.012,0.22,9984.5981
24.99,0.22,9984.5981
25.003,0.22,9984.5981
24.993,0.22,9984.5981
25.004,0.22,9984.5981
24.989,0.22,9984.5981
25.0,0.15,9984.5974
25.004,0.15,9984.5974
25.011,0.15,9984.5974
24.993,0.15,9984.5974
24.997,0.15,9984.5974
24.992,0.15,9984.5974
24.992,0.15,9984.5974
25.01,0.15,9984.5974
24.993,0.15,9984.5974
24.999,0.15,9984.5974
25.007,0.15,9984.5974
25.001,0.15,9984.5974
24.999,0.15,9984.5974
24.997,0.07,9984.5966
24.996,0.07,9984.5966
25.001,0.07,9984.5966
24.99,0.07,9984.5966
24.995,0.07,9984.5966
24.995,0.07,9984.5966
24.999,0.07,9984.5966
25.01,0.07,9984.5966
25.003,0.07,9984.5966
25.01,0.07,9984.5966
25.004,0.07,9984.5966
25.012,0.07,9984.5966
25.001,0.07,9984.5966
25.007,0.07,9984.5966
24.996,0.20,9984.5979
24.997,0.20,9984.5979
25.014,0.20,9984.5979
25.01,0.20,9984.5979
25.005,0.20,9984.5979
25.004,0.20,9984.5979
25.01,0.20,9984.5979
25.0,0.20,9984.5979
24.997,0.20,9984.5979
24.989,0.20,9984.5979
24.989,0.20,9984.5979
24.989,0.20,9984.5979
24.993,0.20,9984.5979
25.001,0.05,9984.5964
24.992,0.05,9984.5964
25.008,0.05,9984.5964
24.992,0.05,9984.5964
25.001,0.05,9984.5964
24.999,0.05,9984.5964
25.005,0.05,9984.5964
24.99,0.05,9984.5964
25.008,0.05,9984.5964
24.999,0.05,9984.5964
25.0,0.05,9984.5964
25.014,0.05,9984.5964
25.001,0.05,9984.5964
24.999,0.07,9984.5966
24.992,0.07,9984.5966
24.993,0.07,9984.5966
25.004,0.07,9984.5966
24.995,0.07,9984.5966
25.005,0.07,9984.5966
24.997,0.07,9984.5966
24.992,0.07,9984.5966
24.995,0.07,9984.5966
25.0,0.07,9984.5966
24.999,0.07,9984.5966
25.001,0.07,9984.5966
24.99,0.07,9984.5966
24.997,0.07,9984.5966
24.999,-0.01,9984.5958
25.005,-0.01,9984.5958
24.993,-0.01,9984.5958
25.004,-0.01,9984.5958
24.986,-0.01,9984.5958
25.0,-0.01,9984.5958
24.999,-0.01,9984.5958
25.008,-0.01,9984.5958
25.005,-0.01,9984.5958
25.016,-0.01,9984.5958
25.005,-0.01,9984.5958
25.012,-0.01,9984.5958
24.99,-0.01,9984.5958
25.011,0.10,9984.5969
24.997,0.10,9984.5969
24.988,0.10,9984.5969
24.989,0.10,9984.5969
24.99,0.10,9984.5969
24.999,0.10,9984.5969
25.008,0.10,9984.5969
25.005,0.10,9984.5969
24.995,0.10,9984.5969
24.995,0.10,9984.5969
25.001,0.10,9984.5969
24.996,0.10,9984.5969
24.995,0.10,9984.5969
24.992,0.10,9984.5969
25.004,-0.01,9984.5958
24.992,-0.01,9984.5958
25.003,-0.01,9984.5958
25.008,-0.01,9984.5958
25.001,-0.01,9984.5958
24.988,-0.01,9984.5958
25.012,-0.01,9984.5958
24.995,-0.01,9984.5958
25.014,-0.01,9984.5958
25.001,-0.01,9984.5958
25.001,-0.01,9984.5958
25.003,-0.01,9984.5958
25.011,-0.01,9984.5958
25.004,0.05,9984.5964
24.996,0.05,9984.5964
24.996,0.05,9984.5964
25.015,0.05,9984.5964
25.0,0.05,9984.5964
24.99,0.05,9984.5964
24.999,0.05,9984.5964
24.996,0.05,9984.5964
24.996,0.05,9984.5964
25.001,0.05,9984.5964
24.999,0.05,9984.5964
24.992,0.05,9984.5964
24.99,0.05,9984.5964
24.996,-0.21,9984.5938
24.985,-0.21,9984.5938
24.99,-0.21,9984.5938
24.986,-0.21,9984.5938
25.001,-0.21,9984.5938
24.993,-0.21,9984.5938
25.0,-0.21,9984.5938
24.997,-0.21,9984.5938
25.001,-0.21,9984.5938
25.008,-0.21,9984.5938
25.003,-0.21,9984.5938
25.001,-0.21,9984.5938
25.012,-0.21,9984.5938
25.003,-0.21,9984.5938
25.014,0.05,9984.5964
25.003,0.05,9984.5964
25.008,0.05,9984.5964
25.001,0.05,9984.5964
25.012,0.05,9984.5964
24.997,0.05,9984.5964
24.997,0.05,9984.5964
25.0,0.05,9984.5964
24.999,0.05,9984.5964
25.005,0.05,9984.5964
25.01,0.05,9984.5964
24.996,0.05,9984.5964
24.993,0.05,9984.5964
24.986,0.12,9984.5971
25.008,0.12,9984.5971
24.995,0.12,9984.5971
25.004,0.12,9984.5971
25.0,0.12,9984.5971
25.001,0.12,9984.5971
24.993,0.12,9984.5971
25.011,0.12,9984.5971
25.003,0.12,9984.5971
25.003,0.12,9984.5971
24.996,0.12,9984.5971
24.996,0.12,9984.5971
24.98,0.12,9984.5971
25.01,0.12,9984.5971
25.0,0.02,9984.5961
24.997,0.02,9984.5961
25.003,0.02,9984.5961
24.999,0.02,9984.5961
24.995,0.02,9984.5961
25.008,0.02,9984.5961
25.015,0.02,9984.5961
25.01,0.02,9984.5961
24.999,0.02,9984.5961
25.0,0.02,9984.5961
24.988,0.02,9984.5961
24.999,0.02,9984.5961
24.999,0.02,9984.5961
24.988,-0.11,9984.5948
25.012,-0.11,9984.5948
25.004,-0.11,9984.5948
24.99,-0.11,9984.5948
25.007,-0.11,9984.5948
24.999,-0.11,9984.5948
25.004,-0.11,9984.5948
25.005,-0.11,9984.5948
25.01,-0.11,9984.5948
25.0,-0.11,9984.5948
25.003,-0.11,9984.5948
24.981,-0.11,9984.5948
24.993,-0.11,9984.5948
25.003,-0.11,9984.5948
24.985,0.25,9984.5984
25.004,0.25,9984.5984
24.992,0.25,9984.5984
24.992,0.25,9984.5984
24.995,0.25,9984.5984
25.007,0.25,9984.5984
24.997,0.25,9984.5984
24.992,0.25,9984.5984
25.021,0.25,9984.5984
25.01,0.25,9984.5984
25.012,0.25,9984.5984
25.007,0.25,9984.5984
25.01,0.25,9984.5984
24.999,-0.03,9984.5956
24.995,-0.03,9984.5956
25.001,-0.03,9984.5956
25.005,-0.03,9984.5956
25.003,-0.03,9984.5956
24.984,-0.03,9984.5956
25.001,-0.03,9984.5956
24.992,-0.03,9984.5956
25.005,-0.03,9984.5956
25.003,-0.03,9984.5956
24.996,-0.03,9984.5956
25.003,-0.03,9984.5956
24.99,-0.03,9984.5956
25.004,-0.16,9984.5943
24.993,-0.16,9984.5943
24.995,-0.16,9984.5943
25.003,-0.16,9984.5943
24.995,-0.16,9984.5943
25.001,-0.16,9984.5943
24.997,-0.16,9984.5943
24.996,-0.16,9984.5943
25.003,-0.16,9984.5943
24.997,-0.16,9984.5943
24.995,-0.16,9984.5943
24.986,-0.16,9984.5943
24.996,-0.16,9984.5943
25.0,-0.16,9984.5943
25.011,-0.08,9984.5951
24.999,-0.08,9984.5951
24.995,-0.08,9984.5951
24.999,-0.08,9984.5951
25.01,-0.08,9984.5951
24.981,-0.08,9984.5951
24.997,-0.08,9984.5951
24.988,-0.08,9984.5951
25.018,-0.08,9984.5951
25.001,-0.08,9984.5951
25.007,-0.08,9984.5951
24.988,-0.08,9984.5951
25.008,-0.08,9984.5951
25.001,-0.08,9984.5951
25.004,-0.08,9984.5951
24.99,-0.08,9984.5951
24.993,-0.08,9984.5951
25.001,-0.08,9984.5951
24.989,-0.08,9984.5951
25.01,-0.08,9984.5951
25.005,-0.08,9984.5951
25.004,-0.08,9984.5951
25.008,-0.08,9984.5951
25.005,-0.08,9984.5951
25.0,-0.08,9984.5951
25.007,-0.08,9984.5951
25.007,-0.08,9984.5951
24.992,-0.11,9984.5948
24.999,-0.11,9984.5948
25.0,-0.11,9984.5948
24.997,-0.11,9984.5948
25.003,-0.11,9984.5948
25.003,-0.11,9984.5948
24.997,-0.11,9984.5948
25.018,-0.11,9984.5948
24.995,-0.11,9984.5948
24.997,-0.11,9984.5948
25.007,-0.11,9984.5948
25.011,-0.11,9984.5948
25.012,-0.11,9984.5948
25.008,-0.01,9984.5958
25.004,-0.01,9984.5958
25.001,-0.01,9984.5958
25.001,-0.01,9984.5958
24.993,-0.01,9984.5958
24.999,-0.01,9984.5958
24.996,-0.01,9984.5958
25.011,-0.01,9984.5958
24.997,-0.01,9984.5958
24.982,-0.01,9984.5958
24.995,-0.01,9984.5958
25.005,-0.01,9984.5958
25.011,-0.01,9984.5958
25.003,-0.13,9984.5946
25.001,-0.13,9984.5946
25.008,-0.13,9984.5946
25.011,-0.13,9984.5946
24.996,-0.13,9984.5946
24.999,-0.13,9984.5946
24.992,-0.13,9984.5946
24.995,-0.13,9984.5946
24.992,-0.13,9984.5946
24.995,-0.13,9984.5946
25.0,-0.13,9984.5946
25.012,-0.13,9984.5946
25.011,-0.13,9984.5946
24.993,-0.13,9984.5946
25.005,-0.01,9984.5958
24.996,-0.01,9984.5958
25.003,-0.01,9984.5958
25.008,-0.01,9984.5958
25.008,-0.01,9984.5958
25.004,-0.01,9984.5958
24.996,-0.01,9984.5958
25.007,-0.01,9984.5958
24.992,-0.01,9984.5958
24.988,-0.01,9984.5958
25.004,-0.01,9984.5958
24.992,-0.01,9984.5958
24.985,-0.01,9984.5958
24.985,0.12,9984.5971
24.993,0.12,9984.5971
24.984,0.12,9984.5971
24.989,0.12,9984.5971
24.996,0.12,9984.5971
25.001,0.12,9984.5971
25.0,0.12,9984.5971
25.007,0.12,9984.5971
24.997,0.12,9984.5971
24.996,0.12,9984.5971
25.005,0.12,9984.5971
24.995,0.12,9984.5971
25.007,0.12,9984.5971
24.993,0.12,9984.5971
24.997,-0.16,9984.5943
25.012,-0.16,9984.5943
25.005,-0.16,9984.5943
25.007,-0.16,9984.5943
25.003,-0.16,9984.5943
24.993,-0.16,9984.5943
25.018,-0.16,9984.5943
25.004,-0.16,9984.5943
25.004,-0.16,9984.5943
25.014,-0.16,9984.5943
24.999,-0.16,9984.5943
25.012,-0.16,9984.5943
25.011,-0.16,9984.5943
25.008,0.05,9984.5964
25.001,0.05,9984.5964
24.985,0.05,9984.5964
24.993,0.05,9984.5964
25.001,0.05,9984.5964
24.988,0.05,9984.5964
24.995,0.05,9984.5964
25.003,0.05,9984.5964
25.003,0.05,9984.5964
25.001,0.05,9984.5964
25.001,0.05,9984.5964
24.989,0.05,9984.5964
