Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1520715684.88,2003.3706,0.13,25.006,21.683,0.258161482788
1520715685.88,2003.3706,0.13,24.989,21.694,0.241683054149
1520715686.88,2003.3706,0.13,24.98,21.683,0.225426227929
1520715687.88,2003.3706,0.13,24.98,21.683,0.209391004127
1520715688.88,2003.3709,0.28,24.982,21.683,0.193577382744
1520715689.88,2003.3709,0.28,24.997,21.673,0.17798536378
1520715690.88,2003.3709,0.28,25.011,21.683,0.162614947235
1520715691.88,2003.3719,0.77,25.027,21.662,0.147466133108
1520715692.88,2003.3719,0.77,25.021,21.673,0.1325389214
1520715693.88,2003.3719,0.77,25.005,21.683,0.11783331211
1520715694.88,2003.3714,0.52,24.983,21.662,0.103349305239
1520715695.88,2003.3714,0.52,24.98,21.662,0.0890869007869
1520715696.88,2003.3714,0.52,24.979,21.651,0.0750460987533
1520715697.88,2003.3714,0.52,24.984,21.673,0.0612268991384
1520715698.88,2003.3704,0.03,24.994,21.651,0.0476293019421
1520715699.88,2003.3704,0.03,25.018,21.662,0.0342533071645
1520715700.88,2003.3704,0.03,25.024,21.673,0.0210989148056
1520715701.88,2003.3704,0.03,25.023,21.662,0.00816612486527
1520715702.88,2003.3704,0.03,24.996,21.662,-0.00454506265638
1520715703.88,2003.3704,0.03,24.983,21.651,-0.0170346477594
1520715704.88,2003.3694,-0.47,24.979,21.662,-0.0293026304437
1520715705.88,2003.3694,-0.47,24.98,21.662,-0.0413490107094
1520715706.88,2003.3694,-0.47,24.984,21.673,-0.0531737885564
1520715707.88,2003.3694,-0.47,25.001,21.651,-0.0647769639848
1520715708.88,2003.3712,0.43,25.015,21.662,-0.0761585369945
1520715709.88,2003.3712,0.43,25.025,21.662,-0.0873185075855
1520715710.88,2003.3712,0.43,25.01,21.651,-0.0982568757579
1520715711.88,2003.3686,-0.87,24.994,21.64,-0.108973641512
1520715712.88,2003.3686,-0.87,24.981,21.63,-0.119468804847
1520715713.88,2003.3686,-0.87,24.98,21.64,-0.129742365763
1520715714.88,2003.3704,0.03,24.98,21.651,-0.139794324261
1520715715.88,2003.3704,0.03,24.991,21.63,-0.14962468034
1520715716.88,2003.3704,0.03,25.003,21.651,-0.159233434001
1520715717.88,2003.3704,0.03,25.024,21.63,-0.168620585242
1520715718.88,2003.3691,-0.62,25.023,21.64,-0.177786134066
1520715719.88,2003.3691,-0.62,25.014,21.63,-0.18673008047
1520715720.88,2003.3691,-0.62,24.988,21.64,-0.195452424456
1520715721.88,2003.3701,-0.12,24.981,21.64,-0.203953166023
1520715722.88,2003.3701,-0.12,24.979,21.619,-0.212232305172
1520715723.88,2003.3701,-0.12,24.982,21.63,-0.220289841901
1520715724.88,2003.3701,-0.12,24.989,21.662,-0.228125776213
1520715725.89,2003.3701,-0.12,25.012,21.651,-0.235740108105
1520715726.89,2003.3701,-0.12,25.021,21.64,-0.243132837579
1520715727.89,2003.3701,-0.12,25.024,21.651,-0.250303964634
