Timestamp,Resistance,PPM,Oven (C),Ambient (C),"Savitzky-Golay (151,2)"
1518163940.28,119.979,0.92,25.001,20.879,0.304526958221
1518163941.28,119.979,0.92,25.006,20.9,0.299760728272
1518163942.28,119.979,0.92,25.006,20.879,0.295021546606
1518163943.28,119.97904,1.25,25.008,20.9,0.290309413224
1518163944.28,119.97904,1.25,25.0,20.9,0.285624328126
1518163945.28,119.97904,1.25,24.998,20.9,0.280966291312
1518163946.28,119.97904,1.25,24.995,20.879,0.276335302782
1518163947.28,119.97895,0.5,25.0,20.879,0.271731362536
1518163948.28,119.97895,0.5,25.001,20.9,0.267154470574
1518163949.28,119.97895,0.5,25.008,20.9,0.262604626895
1518163950.28,119.97879,-0.83,25.008,20.89,0.258081831501
1518163951.28,119.97879,-0.83,25.009,20.89,0.25358608439
1518163952.28,119.97879,-0.83,25.002,20.911,0.249117385563
1518163953.29,119.97879,-0.83,25.0,20.922,0.244675735021
1518163954.28,119.97895,0.5,24.995,20.879,0.240261132762
1518163955.28,119.97895,0.5,24.996,20.89,0.235873578787
1518163956.28,119.97895,0.5,24.995,20.89,0.231513073096
1518163957.28,119.97891,0.17,25.0,20.89,0.227179615688
1518163958.29,119.97891,0.17,25.001,20.89,0.222873206565
1518163959.29,119.97891,0.17,25.005,20.89,0.218593845726
1518163960.29,119.97879,-0.83,25.002,20.868,0.21434153317
1518163961.29,119.97879,-0.83,25.005,20.89,0.210116268899
1518163962.29,119.97879,-0.83,25.003,20.868,0.205918052911
1518163963.28,119.97879,-0.83,25.002,20.879,0.201746885207
1518163964.28,119.97886,-0.25,24.997,20.868,0.197602765787
1518163965.29,119.97886,-0.25,24.999,20.868,0.193485694651
1518163966.29,119.97886,-0.25,24.998,20.868,0.189395671799
1518163967.29,119.97892,0.25,25.003,20.868,0.185332697231
1518163968.29,119.97892,0.25,25.004,20.879,0.181296770947
1518163969.29,119.97892,0.25,25.008,20.868,0.177287892947
1518163970.29,119.97887,-0.17,25.006,20.847,0.17330606323
1518163971.29,119.97887,-0.17,25.006,20.868,0.169351281798
1518163972.29,119.97887,-0.17,25.0,20.868,0.165423548649
1518163973.29,119.97887,-0.17,24.998,20.89,0.161522863784
1518163974.29,119.97882,-0.58,24.994,20.868,0.157649227203
1518163975.29,119.97882,-0.58,24.996,20.868,0.153802638906
1518163976.29,119.97882,-0.58,24.997,20.858,0.149983098893
1518163977.29,119.97901,1.0,25.005,20.89,0.146190607164
1518163978.29,119.97901,1.0,25.007,20.879,0.142425163719
1518163979.29,119.97901,1.0,25.01,20.879,0.138686768558
1518163980.29,119.9789,0.08,25.007,20.836,0.13497542168
1518163981.29,119.9789,0.08,25.004,20.879,0.131291123087
1518163982.29,119.9789,0.08,24.999,20.868,0.127633872777
1518163983.29,119.9789,0.08,24.999,20.89,0.124003670751
1518163984.29,119.97885,-0.33,24.998,20.868,0.12040051701
1518163985.29,119.97885,-0.33,25.003,20.879,0.116824411552
1518163986.29,119.97885,-0.33,25.004,20.879,0.113275354378
1518163987.29,119.97906,1.42,25.009,20.879,0.109753345488
1518163988.29,119.97906,1.42,25.008,20.868,0.106258384881
1518163989.29,119.97906,1.42,25.009,20.868,0.102790472559
1518163990.29,119.97901,1.0,25.002,20.868,0.0993496085206
1518163991.29,119.97901,1.0,25.001,20.879,0.0959357927661
1518163992.29,119.97901,1.0,24.997,20.868,0.0925490252955
1518163993.29,119.97901,1.0,25.001,20.847,0.0891893061088
1518163994.29,119.97897,0.67,24.999,20.879,0.085856635206
1518163995.29,119.97897,0.67,25.003,20.847,0.0825510125871
1518163996.29,119.97897,0.67,25.002,20.868,0.0792724382522
1518163997.29,119.9789,0.08,25.008,20.847,0.0760209122011
1518163998.29,119.9789,0.08,25.005,20.847,0.0727964344339
1518163999.29,119.9789,0.08,25.006,20.836,0.0695990049506
1518164000.29,119.97874,-1.25,25.0,20.847,0.0664286237512
1518164001.29,119.97874,-1.25,24.998,20.868,0.0632852908358
1518164002.29,119.97874,-1.25,24.993,20.868,0.0601690062042
1518164003.29,119.97874,-1.25,24.996,20.847,0.0570797698565
1518164004.29,119.97895,0.5,24.997,20.858,0.0540175817928
1518164005.29,119.97895,0.5,25.004,20.836,0.0509824420129
1518164006.29,119.97895,0.5,25.004,20.847,0.0479743505169
1518164007.29,119.97888,-0.08,25.008,20.836,0.0449933073049
1518164008.3,119.97888,-0.08,25.003,20.815,0.0420393123767
1518164009.3,119.97888,-0.08,25.0,20.847,0.0391123657325
1518164010.29,119.97888,-0.08,24.994,20.836,0.0362124673721
1518164011.29,119.97873,-1.33,24.993,20.836,0.0333396172957
1518164012.29,119.97873,-1.33,24.991,20.836,0.0304938155031
1518164013.3,119.97873,-1.33,24.995,20.836,0.0276750619945
1518164014.3,119.97891,0.17,24.997,20.836,0.0248833567698
1518164015.3,119.97891,0.17,25.003,20.847,0.0221186998289
1518164016.3,119.97891,0.17,25.003,20.858,0.029458825621
1518164017.3,119.97909,1.67,25.006,20.868,0.0370247566559
1518164018.29,119.97909,1.67,25.001,20.868,0.0448288682112
1518164019.3,119.97909,1.67,25.0,20.847,0.0498335612302
1518164020.3,119.97909,1.67,24.994,20.836,0.0557562035437
1518164021.3,119.97881,-0.67,24.994,20.836,0.0626062073347
1518164022.3,119.97881,-0.67,24.991,20.847,0.0703929847863
1518164023.3,119.97881,-0.67,24.994,20.847,0.0810347475139
1518164024.3,119.97886,-0.25,24.995,20.836,0.0914828197158
1518164025.3,119.97886,-0.25,25.0,20.836,0.101748792321
1518164026.3,119.97886,-0.25,24.997,20.847,0.109431678445
1518164027.3,119.97887,-0.17,25.001,20.825,0.11530929915
1518164028.3,119.97887,-0.17,24.997,20.836,0.119391850967
1518164029.3,119.97887,-0.17,24.998,20.836,0.101702515755
1518164030.3,119.97887,-0.17,24.995,20.847,0.09724425225
1518164031.3,119.97876,-1.08,24.999,20.825,0.0932405623257
1518164032.3,119.97876,-1.08,24.996,20.825,0.0896951062749
1518164033.3,119.97876,-1.08,24.999,20.815,0.0823585710563
1518164034.3,119.97902,1.08,24.997,20.825,0.0753260144896
1518164035.3,119.97902,1.08,24.999,20.825,0.0685974365746
1518164036.3,119.97902,1.08,24.996,20.825,0.056710285163
1518164037.3,119.97883,-0.5,24.998,20.836,0.0441357829411
1518164038.3,119.97883,-0.5,24.996,20.836,0.0308695724167
1518164039.3,119.97883,-0.5,25.001,20.825,0.0193095815152
1518164040.3,119.97883,-0.5,24.998,20.825,0.0128417820749
1518164041.3,119.97886,-0.25,25.0,20.825,0.00589574787202
1518164042.3,119.97886,-0.25,24.997,20.836,-0.0015256451485
1518164043.3,119.97886,-0.25,24.998,20.836,0.00292089670216
1518164044.3,119.97882,-0.58,24.996,20.836,0.00674423002678
1518164045.3,119.97882,-0.58,25.0,20.847,0.00995812450053
1518164046.3,119.97882,-0.58,24.999,20.847,0.0130687289806
1518164047.3,119.97896,0.58,25.002,20.836,0.0149927883505
1518164048.3,119.97896,0.58,25.001,20.847,0.0157447694843
1518164049.3,119.97896,0.58,25.003,20.858,0.00813228300343
1518164050.3,119.97896,0.58,25.0,20.858,-0.00434591864214
1518164051.3,119.97892,0.25,24.999,20.847,-0.0177457298756
1518164052.3,119.97892,0.25,24.995,20.879,-0.0320627932048
1518164053.3,119.97892,0.25,24.998,20.847,-0.043850855245
1518164054.3,119.97892,0.25,24.998,20.836,-0.0546305500288
1518164055.3,119.97892,0.25,25.003,20.879,-0.064395341318
1518164056.31,119.97892,0.25,25.002,20.858,-0.0866202855203
1518164057.3,119.97895,0.5,25.005,20.836,-0.108157922487
1518164058.3,119.97895,0.5,25.002,20.858,-0.129013394059
1518164059.3,119.97895,0.5,25.004,20.868,-0.149191842078
1518164060.3,119.97895,0.5,25.0,20.847,-0.160896501718
