timestamp,resistance,oven_c,ambient_c
1531034128.7,11542.2114,21.759751,21.166
1531034129.26,11542.0897,21.759987,21.166
1531034129.82,11542.1413,21.759887,21.166
1531034130.38,11542.5321,21.759131,21.166
1531034130.96,11544.1268,21.756043,21.166
1531034131.52,11544.8095,21.754722,21.166
1531034132.08,11544.1453,21.756008,21.166
1531034132.64,11544.2567,21.755792,21.166
1531034133.2,11545.1812,21.754003,21.166
1531034133.76,11546.1522,21.752123,21.166
1531034134.32,11547.0878,21.750313,21.167
1531034134.88,11547.5814,21.749358,21.167
1531034135.43,11547.5918,21.749337,21.167
1531034135.99,11547.4885,21.749537,21.167
1531034136.55,11548.4698,21.747639,21.167
1531034137.11,11549.5337,21.745580,21.169
1531034137.67,11549.9842,21.744709,21.169
1531034138.23,11550.8834,21.742969,21.169
1531034138.79,11551.5728,21.741636,21.169
1531034139.35,11552.9316,21.739008,21.169
1531034139.91,11553.6121,21.737692,21.169
1531034140.47,11552.9743,21.738925,21.165
1531034141.03,11552.7113,21.739434,21.165
1531034141.59,11553.3159,21.738264,21.165
1531034142.15,11554.0745,21.736797,21.165
1531034142.71,11552.5934,21.739662,21.165
1531034143.27,11550.282,21.744133,21.164
1531034143.83,11547.7429,21.749045,21.164
1531034144.39,11546.4664,21.751515,21.164
1531034144.95,11546.6249,21.751209,21.164
1531034145.51,11546.2187,21.751995,21.164
1531034146.07,11545.1902,21.753985,21.164
1531034146.63,11545.0192,21.754316,21.166
1531034147.19,11545.4095,21.753561,21.166
1531034147.75,11546.5301,21.751392,21.166
1531034148.31,11546.8361,21.750800,21.166
1531034148.87,11547.5925,21.749336,21.166
1531034149.43,11549.4136,21.745813,21.169
1531034149.99,11551.1122,21.742527,21.169
1531034150.55,11553.1866,21.738514,21.169
1531034151.1,11556.4018,21.732298,21.169
1531034151.66,11557.9663,21.729273,21.169
1531034152.22,11559.9753,21.725390,21.169
1531034152.78,11561.4255,21.722588,21.185
1531034153.34,11562.0385,21.721403,21.185
1531034153.9,11563.019,21.719509,21.185
1531034154.46,11564.2444,21.717141,21.185
1531034155.02,11566.0912,21.713574,21.185
1531034155.58,11566.9022,21.712008,21.194
1531034156.14,11569.1995,21.707571,21.194
1531034156.7,11565.9219,21.713901,21.194
1531034157.26,11567.4635,21.710924,21.194
1531034157.82,11560.8694,21.723662,21.194
1531034158.38,11558.0921,21.729030,21.194
1531034158.94,11558.1504,21.728917,21.195
1531034159.5,11559.7991,21.725731,21.195
1531034160.06,11552.6019,21.739645,21.195
1531034160.62,11549.8593,21.744950,21.195
1531034161.18,11548.4356,21.747705,21.195
1531034161.74,11546.9131,21.750651,21.2
1531034162.3,11545.606,21.753180,21.2
1531034162.86,11544.2541,21.755797,21.2
1531034163.42,11543.4925,21.757271,21.2
1531034163.98,11542.7221,21.758763,21.2
1531034164.54,11541.9236,21.760309,21.2
1531034165.1,11541.3486,21.761422,21.204
1531034165.66,11540.9577,21.762179,21.204
1531034166.22,11540.1798,21.763685,21.204
1531034166.78,11539.9166,21.764195,21.204
1531034167.33,11539.304,21.765381,21.204
1531034167.89,11538.967,21.766034,21.204
1531034168.45,11538.7702,21.766415,21.204
1531034169.01,11538.3997,21.767132,21.204
1531034169.57,11538.1682,21.767581,21.204
1531034170.13,11537.9706,21.767964,21.204
1531034170.74,11536.502,21.770808,21.204
1531034171.3,11530.1629,21.783092,21.204
1531034171.86,11516.1059,21.810359,21.204
