timestamp,ambient_c,ambient_rh,set_c,err_c,duty_cycle
1521553760.28,25.394,53.380,24.000,1.394,0.000
1521553760.48,25.384,53.357,24.000,1.384,1.000
1521553760.89,25.394,53.364,24.000,1.394,1.000
1521553761.30,25.394,53.372,24.000,1.394,1.000
1521553761.71,25.394,53.357,24.000,1.394,1.000
1521553762.12,25.373,53.364,24.000,1.373,1.000
1521553762.52,25.394,53.372,24.000,1.394,1.000
1521553762.93,25.394,53.364,24.000,1.394,1.000
1521553763.34,25.384,53.349,24.000,1.384,1.000
1521553763.75,25.384,53.380,24.000,1.384,1.000
1521553764.16,25.373,53.357,24.000,1.373,1.000
1521553764.56,25.394,53.380,24.000,1.394,1.000
1521553764.97,25.384,53.364,24.000,1.384,1.000
1521553765.38,25.405,53.364,24.000,1.405,1.000
1521553765.79,25.394,53.364,24.000,1.394,1.000
1521553766.19,25.373,53.372,24.000,1.373,1.000
1521553766.60,25.405,53.364,24.000,1.405,1.000
1521553767.01,25.394,53.364,24.000,1.394,1.000
1521553767.42,25.384,53.364,24.000,1.384,1.000
1521553767.83,25.373,53.349,24.000,1.373,1.000
1521553768.23,25.373,53.380,24.000,1.373,1.000
1521553768.64,25.394,53.349,24.000,1.394,1.000
1521553769.05,25.384,53.364,24.000,1.384,1.000
1521553769.46,25.373,53.380,24.000,1.373,1.000
1521553769.87,25.394,53.364,24.000,1.394,1.000
1521553770.27,25.362,53.364,24.000,1.362,1.000
1521553770.68,25.373,53.349,24.000,1.373,1.000
1521553771.09,25.394,53.372,24.000,1.394,1.000
1521553771.50,25.394,53.364,24.000,1.394,1.000
1521553771.91,25.394,53.372,24.000,1.394,1.000
1521553772.31,25.373,53.380,24.000,1.373,1.000
1521553772.72,25.373,53.380,24.000,1.373,1.000
1521553773.13,25.373,53.349,24.000,1.373,1.000
1521553773.54,25.394,53.364,24.000,1.394,1.000
1521553773.94,25.384,53.380,24.000,1.384,1.000
1521553774.35,25.394,53.372,24.000,1.394,1.000
1521553774.76,25.384,53.372,24.000,1.384,1.000
1521553775.17,25.384,53.364,24.000,1.384,1.000
1521553775.58,25.373,53.372,24.000,1.373,1.000
1521553775.99,25.394,53.372,24.000,1.394,1.000
1521553776.39,25.405,53.380,24.000,1.405,1.000
1521553776.80,25.384,53.349,24.000,1.384,1.000
1521553777.21,25.373,53.380,24.000,1.373,1.000
1521553777.62,25.373,53.364,24.000,1.373,1.000
1521553778.02,25.394,53.372,24.000,1.394,1.000
1521553778.43,25.373,53.364,24.000,1.373,1.000
