set_c,oven_c,output,ambient_c
25.000,24.000,205.00,20.761
25.000,23.997,205.00,20.761
25.000,24.145,205.00,20.740
25.000,24.415,186.06,20.750
25.000,24.711,138.33,20.772
25.000,24.990,87.36,20.761
25.000,25.211,42.21,20.750
25.000,25.354,8.00,20.750
25.000,25.413,0.00,20.740
25.000,25.383,0.00,20.761
25.000,25.300,0.00,20.750
25.000,25.200,6.88,20.740
25.000,25.097,23.55,20.750
25.000,25.005,40.13,20.750
25.000,24.950,51.36,20.761
25.000,24.913,60.10,20.761
25.000,24.920,60.53,20.761
25.000,24.964,53.35,20.750
25.000,24.992,48.46,20.761
25.000,25.049,36.87,20.761
25.000,25.066,32.20,20.740
25.000,25.083,27.25,20.740
25.000,25.085,24.99,20.740
25.000,25.074,25.22,20.740
25.000,25.064,25.57,20.761
25.000,25.059,25.18,20.750
25.000,25.040,27.81,20.750
25.000,25.018,31.36,20.750
25.000,24.997,35.32,20.761
25.000,24.993,36.09,20.740
25.000,24.996,35.66,20.750
25.000,25.015,31.94,20.761
25.000,25.031,28.32,20.740
25.000,25.044,24.77,20.740
25.000,25.047,23.19,20.761
25.000,25.045,22.61,20.740
25.000,25.031,24.53,20.740
25.000,25.015,26.96,20.729
25.000,24.999,30.08,20.740
25.000,24.992,31.36,20.740
25.000,24.995,31.04,20.750
25.000,25.005,28.99,20.740
25.000,25.016,26.59,20.740
25.000,25.028,23.76,20.729
25.000,25.031,22.64,20.750
25.000,25.030,22.05,20.761
25.000,25.019,23.66,20.750
25.000,25.011,24.87,20.740
25.000,24.998,27.31,20.750
25.000,24.996,27.80,20.750
25.000,24.995,28.00,20.761
25.000,25.004,26.20,20.761
25.000,25.011,24.83,20.750
25.000,25.022,22.25,20.729
25.000,25.024,21.34,20.740
25.000,25.026,20.27,20.750
25.000,25.017,21.60,20.729
25.000,25.011,22.47,20.729
25.000,24.999,24.71,20.740
25.000,24.995,25.47,20.718
26.000,24.993,205.00,20.718
26.000,25.015,205.00,20.729
26.000,25.152,205.00,20.740
26.000,25.387,205.00,20.729
26.000,25.644,175.85,20.729
26.000,25.892,133.18,20.729
26.000,26.114,90.35,20.718
26.000,26.278,54.29,20.729
26.000,26.374,28.52,20.718
26.000,26.385,17.99,20.740
26.000,26.357,14.86,20.707
26.000,26.277,23.27,20.718
26.000,26.178,37.16,20.729
26.000,26.089,51.34,20.697
26.000,26.021,63.10,20.697
26.000,25.980,70.92,20.697
26.000,25.967,74.07,20.718
26.000,25.994,69.32,20.707
26.000,26.024,63.32,20.707
26.000,26.049,57.64,20.718
26.000,26.089,48.34,20.718
26.000,26.111,41.77,20.707
26.000,26.115,38.61,20.707
26.000,26.112,36.57,20.697
26.000,26.095,37.43,20.718
26.000,26.066,41.23,20.707
26.000,26.037,45.70,20.697
26.000,26.029,46.37,20.697
26.000,26.026,46.36,20.697
26.000,26.027,45.63,20.686
26.000,26.027,44.94,20.697
26.000,26.030,43.66,20.686
26.000,26.031,42.84,20.686
26.000,26.034,41.54,20.707
26.000,26.035,40.63,20.686
26.000,26.037,39.33,20.697
26.000,26.037,38.62,20.707
26.000,26.036,37.91,20.697
26.000,26.034,37.58,20.675
26.000,26.032,37.05,20.686
26.000,26.031,36.65,20.707
26.000,26.030,36.11,20.718
26.000,26.029,35.55,20.697
26.000,26.028,35.07,20.697
26.000,26.027,34.63,20.718
26.000,26.027,34.06,20.697
26.000,26.026,33.75,20.686
26.000,26.024,33.52,20.675
26.000,26.021,33.55,20.686
26.000,26.020,33.36,20.697
26.000,26.015,33.83,20.686
26.000,26.013,33.90,20.664
26.000,26.010,34.19,20.697
26.000,26.009,34.19,20.686
26.000,26.008,34.24,20.686
26.000,26.011,33.35,20.686
26.000,26.013,32.87,20.697
26.000,26.015,32.08,20.686
26.000,26.015,31.82,20.697
26.000,26.016,31.22,20.697
