timestamp,AD584-P12
1500422674.754,10002503.0
1500422678.099,10002504.0
1500422681.445,10002501.0
1500422684.790,10002496.0
1500422688.135,10002498.0
1500422691.481,10002498.0
1500422694.826,10002502.0
1500422698.172,10002503.0
1500422701.517,10002504.0
1500422704.863,10002503.0
1500422708.208,10002501.0
1500422711.554,10002500.0
1500422714.899,10002501.0
1500422718.244,10002501.0
1500422721.590,10002503.0
1500422724.935,10002501.0
1500422728.281,10002499.0
1500422731.626,10002500.0
1500422734.971,10002502.0
1500422738.317,10002501.0
1500422741.662,10002500.0
1500422745.008,10002499.0
1500422748.353,10002499.0
1500422751.698,10002498.0
1500422755.044,10002499.0
1500422758.389,10002498.0
1500422761.735,10002503.0
1500422765.080,10002499.0
1500422768.426,10002501.0
1500422771.771,10002502.0
1500422775.116,10002503.0
1500422778.462,10002500.0
1500422781.807,10002502.0
1500422785.153,10002499.0
1500422788.498,10002500.0
1500422791.844,10002501.0
1500422795.189,10002503.0
1500422798.534,10002502.0
1500422801.880,10002501.0
1500422805.225,10002501.0
1500422808.571,10002502.0
1500422811.916,10002500.0
1500422815.262,10002501.0
1500422818.607,10002499.0
1500422821.952,10002498.0
1500422825.298,10002497.0
1500422828.643,10002497.0
1500422831.989,10002498.0
1500422835.334,10002497.0
1500422838.680,10002496.0
1500422842.025,10002498.0
1500422845.370,10002498.0
1500422848.716,10002497.0
1500422852.062,10002496.0
1500422855.407,10002497.0
1500422858.752,10002497.0
1500422862.098,10002496.0
1500422865.443,10002499.0
1500422868.788,10002499.0
1500422872.134,10002499.0
1500422875.479,10002504.0
1500422878.825,10002500.0
1500422882.170,10002498.0
1500422885.516,10002498.0
1500422888.861,10002497.0
1500422892.207,10002501.0
1500422895.552,10002502.0
1500422898.897,10002498.0
1500422902.243,10002503.0
1500422905.588,10002504.0
1500422908.934,10002503.0
1500422912.279,10002501.0
1500422915.625,10002501.0
1500422918.970,10002498.0
1500422922.316,10002498.0
1500422925.661,10002498.0
1500422929.007,10002500.0
1500422932.352,10002499.0
1500422935.697,10002503.0
1500422939.043,10002503.0
1500422942.388,10002502.0
1500422945.734,10002499.0
1500422949.079,10002502.0
1500422952.425,10002503.0
1500422955.770,10002502.0
1500422959.115,10002502.0
1500422962.461,10002504.0
1500422965.806,10002502.0
1500422969.152,10002498.0
1500422972.497,10002501.0
1500422975.843,10002506.0
1500422979.188,10002503.0
1500422982.533,10002507.0
1500422985.879,10002506.0
1500422989.224,10002505.0
1500422992.570,10002503.0
1500422995.915,10002504.0
1500422999.261,10002506.0
1500423002.606,10002504.0
1500423005.951,10002504.0
1500423009.297,10002504.0
1500423012.642,10002504.0
1500423015.988,10002504.0
1500423019.333,10002504.0
1500423022.679,10002507.0
1500423026.024,10002503.0
1500423029.369,10002500.0
1500423032.715,10002499.0
1500423036.060,10002498.0
1500423039.406,10002499.0
1500423042.751,10002500.0
1500423046.097,10002503.0
1500423049.442,10002501.0
1500423052.787,10002500.0
1500423056.133,10002502.0
1500423059.478,10002504.0
1500423062.824,10002506.0
1500423066.169,10002506.0
1500423069.515,10002506.0
1500423072.860,10002508.0
1500423076.205,10002506.0
1500423079.551,10002508.0
1500423082.896,10002508.0
1500423086.242,10002508.0
1500423089.587,10002506.0
1500423092.933,10002505.0
1500423096.278,10002502.0
1500423099.623,10002504.0
1500423102.969,10002506.0
1500423106.314,10002505.0
1500423109.660,10002507.0
1500423113.005,10002510.0
1500423116.351,10002508.0
1500423119.696,10002502.0
1500423123.041,10002509.0
1500423126.387,10002506.0
1500423129.732,10002505.0
1500423133.078,10002502.0
1500423136.423,10002507.0
1500423139.769,10002504.0
1500423143.114,10002506.0
1500423146.459,10002506.0
1500423149.805,10002506.0
1500423153.150,10002505.0
1500423156.496,10002506.0
1500423159.842,10002507.0
1500423163.187,10002505.0
1500423166.532,10002506.0
1500423169.878,10002504.0
1500423173.223,10002500.0
1500423176.568,10002502.0
1500423179.914,10002504.0
1500423183.259,10002502.0
1500423186.605,10002504.0
1500423189.950,10002502.0
1500423193.296,10002504.0
1500423196.641,10002504.0
1500423199.987,10002504.0
1500423203.332,10002502.0
1500423206.678,10002503.0
1500423210.023,10002500.0
1500423213.368,10002501.0
1500423216.714,10002502.0
1500423220.059,10002500.0
1500423223.405,10002502.0
1500423226.750,10002499.0
1500423230.096,10002503.0
1500423233.441,10002501.0
1500423236.786,10002501.0
1500423240.132,10002498.0
1500423243.477,10002501.0
1500423246.823,10002501.0
1500423250.168,10002501.0
1500423253.514,10002501.0
1500423256.859,10002501.0
1500423260.204,10002502.0
1500423263.550,10002500.0
1500423266.895,10002499.0
1500423270.241,10002498.0
1500423273.586,10002497.0
1500423276.931,10002495.0
1500423280.277,10002495.0
1500423283.622,10002496.0
1500423286.968,10002495.0
1500423290.313,10002499.0
1500423293.659,10002498.0
1500423297.004,10002498.0
1500423300.350,10002497.0
1500423303.695,10002497.0
1500423307.040,10002501.0
1500423310.386,10002499.0
1500423313.731,10002497.0
1500423317.077,10002499.0
1500423320.422,10002497.0
1500423323.768,10002499.0
1500423327.113,10002497.0
1500423330.458,10002498.0
1500423333.804,10002497.0
1500423337.149,10002498.0
1500423340.495,10002499.0
1500423343.840,10002497.0
1500423347.186,10002496.0
1500423350.531,10002500.0
1500423353.876,10002499.0
1500423357.222,10002496.0
1500423360.567,10002499.0
1500423363.913,10002497.0
1500423367.258,10002497.0
1500423370.604,10002495.0
1500423373.949,10002496.0
1500423377.294,10002496.0
1500423380.640,10002496.0
1500423383.985,10002497.0
1500423387.331,10002496.0
1500423390.676,10002501.0
1500423394.022,10002496.0
1500423397.367,10002497.0
1500423400.712,10002498.0
1500423404.058,10002503.0
1500423407.404,10002500.0
1500423410.749,10002502.0
1500423414.094,10002499.0
1500423417.440,10002499.0
1500423420.785,10002500.0
1500423424.131,10002497.0
1500423427.476,10002496.0
1500423430.822,10002497.0
1500423434.167,10002498.0
1500423437.512,10002494.0
1500423440.858,10002495.0
1500423444.203,10002494.0
1500423447.549,10002497.0
1500423450.894,10002498.0
1500423454.239,10002495.0
1500423457.585,10002494.0
1500423460.930,10002497.0
1500423464.276,10002497.0
1500423467.621,10002500.0
1500423470.967,10002498.0
1500423474.312,10002498.0
1500423477.657,10002497.0
1500423481.003,10002495.0
1500423484.348,10002495.0
1500423487.694,10002496.0
1500423491.039,10002496.0
1500423494.385,10002494.0
1500423497.730,10002496.0
1500423501.076,10002497.0
1500423504.421,10002495.0
1500423507.766,10002496.0
1500423511.112,10002497.0
1500423514.457,10002495.0
1500423517.803,10002495.0
1500423521.148,10002497.0
1500423524.494,10002497.0
1500423527.839,10002495.0
1500423531.184,10002498.0
1500423534.530,10002496.0
1500423537.875,10002499.0
1500423541.221,10002497.0
1500423544.566,10002497.0
1500423547.911,10002498.0
1500423551.257,10002495.0
1500423554.602,10002496.0
1500423557.948,10002494.0
1500423561.293,10002496.0
1500423564.639,10002497.0
1500423567.984,10002497.0
1500423571.330,10002498.0
1500423574.675,10002500.0
1500423578.020,10002496.0
1500423581.366,10002498.0
1500423584.711,10002500.0
1500423588.057,10002499.0
1500423591.402,10002497.0
1500423594.748,10002498.0
1500423598.093,10002500.0
1500423601.438,10002497.0
1500423604.784,10002500.0
1500423608.129,10002499.0
1500423611.475,10002499.0
1500423614.820,10002496.0
1500423618.166,10002498.0
1500423621.511,10002500.0
1500423624.856,10002497.0
1500423628.202,10002499.0
1500423631.547,10002497.0
1500423634.893,10002498.0
1500423638.238,10002499.0
1500423641.583,10002497.0
1500423644.929,10002497.0
1500423648.274,10002499.0
1500423651.620,10002498.0
1500423654.966,10002499.0
1500423658.311,10002499.0
1500423661.656,10002496.0
1500423665.002,10002499.0
1500423668.347,10002497.0
1500423671.692,10002497.0
1500423675.038,10002497.0
1500423678.383,10002499.0
1500423681.729,10002496.0
1500423685.074,10002498.0
1500423688.420,10002496.0
1500423691.765,10002492.0
1500423695.111,10002496.0
1500423698.456,10002497.0
1500423701.801,10002496.0
1500423705.147,10002498.0
1500423708.492,10002496.0
1500423711.837,10002494.0
1500423715.183,10002497.0
1500423718.529,10002497.0
1500423721.874,10002498.0
1500423725.219,10002500.0
1500423728.565,10002500.0
1500423731.910,10002499.0
1500423735.255,10002496.0
1500423738.601,10002497.0
1500423741.947,10002499.0
1500423745.292,10002498.0
1500423748.637,10002496.0
1500423751.983,10002497.0
1500423755.328,10002497.0
1500423758.674,10002494.0
1500423762.019,10002497.0
1500423765.365,10002496.0
1500423768.710,10002496.0
1500423772.056,10002495.0
1500423775.401,10002495.0
1500423778.746,10002495.0
1500423782.092,10002494.0
1500423785.437,10002493.0
1500423788.783,10002496.0
1500423792.128,10002497.0
1500423795.473,10002495.0
1500423798.819,10002493.0
1500423802.164,10002492.0
1500423805.510,10002497.0
1500423808.855,10002496.0
1500423812.201,10002497.0
1500423815.546,10002495.0
1500423818.892,10002494.0
1500423822.237,10002495.0
1500423825.582,10002498.0
1500423828.928,10002499.0
1500423832.273,10002496.0
1500423835.619,10002497.0
1500423838.964,10002493.0
1500423842.310,10002495.0
1500423845.655,10002495.0
1500423849.000,10002497.0
1500423852.346,10002499.0
1500423855.691,10002499.0
1500423859.037,10002496.0
1500423862.382,10002499.0
1500423865.728,10002501.0
1500423869.073,10002497.0
1500423872.418,10002497.0
1500423875.764,10002496.0
1500423879.109,10002499.0
1500423882.455,10002499.0
1500423885.800,10002500.0
1500423889.146,10002496.0
1500423892.491,10002496.0
1500423895.836,10002498.0
1500423899.182,10002498.0
1500423902.527,10002496.0
1500423905.873,10002491.0
1500423909.218,10002497.0
1500423912.563,10002499.0
1500423915.909,10002497.0
1500423919.254,10002501.0
1500423922.600,10002497.0
1500423925.945,10002496.0
1500423929.291,10002497.0
1500423932.636,10002498.0
1500423935.981,10002494.0
1500423939.327,10002498.0
1500423942.672,10002497.0
1500423946.018,10002499.0
1500423949.363,10002496.0
1500423952.709,10002495.0
1500423956.054,10002494.0
1500423959.400,10002494.0
1500423962.745,10002494.0
1500423966.090,10002494.0
1500423969.436,10002497.0
1500423972.781,10002498.0
1500423976.127,10002494.0
1500423979.472,10002492.0
1500423982.818,10002495.0
1500423986.163,10002497.0
1500423989.508,10002495.0
1500423992.854,10002498.0
1500423996.199,10002500.0
1500423999.545,10002499.0
1500424002.890,10002500.0
1500424006.236,10002499.0
1500424009.581,10002497.0
1500424012.926,10002498.0
1500424016.272,10002498.0
1500424019.617,10002499.0
1500424022.963,10002497.0
1500424026.308,10002498.0
1500424029.654,10002496.0
1500424032.999,10002497.0
1500424036.344,10002499.0
1500424039.690,10002497.0
1500424043.036,10002495.0
1500424046.381,10002499.0
1500424049.726,10002500.0
1500424053.072,10002498.0
1500424056.417,10002498.0
1500424059.763,10002499.0
1500424063.108,10002498.0
1500424066.454,10002497.0
1500424069.799,10002501.0
1500424073.144,10002501.0
1500424076.490,10002501.0
1500424079.835,10002500.0
1500424083.181,10002500.0
1500424086.526,10002499.0
1500424089.871,10002497.0
1500424093.217,10002500.0
1500424096.562,10002499.0
1500424099.908,10002496.0
1500424103.253,10002497.0
1500424106.599,10002498.0
1500424109.944,10002498.0
1500424113.289,10002498.0
1500424116.635,10002494.0
1500424119.981,10002497.0
1500424123.326,10002497.0
1500424126.671,10002497.0
1500424130.017,10002499.0
1500424133.362,10002501.0
1500424136.707,10002496.0
1500424140.053,10002496.0
1500424143.399,10002496.0
1500424146.744,10002497.0
1500424150.089,10002497.0
1500424153.435,10002495.0
1500424156.780,10002496.0
1500424160.126,10002494.0
1500424163.471,10002493.0
1500424166.816,10002496.0
1500424170.162,10002497.0
1500424173.507,10002498.0
1500424176.853,10002494.0
1500424180.198,10002498.0
1500424183.543,10002492.0
1500424186.889,10002493.0
1500424190.234,10002492.0
1500424193.580,10002494.0
1500424196.925,10002491.0
1500424200.276,10002494.0
1500424203.616,10002493.0
1500424206.962,10002493.0
1500424210.307,10002496.0
1500424213.652,10002496.0
1500424216.998,10002497.0
1500424220.343,10002494.0
1500424223.689,10002495.0
1500424227.034,10002495.0
1500424230.380,10002498.0
1500424233.725,10002498.0
1500424237.071,10002498.0
1500424240.416,10002499.0
1500424243.761,10002498.0
1500424247.107,10002494.0
1500424250.452,10002496.0
1500424253.798,10002501.0
1500424257.143,10002500.0
1500424260.488,10002498.0
1500424263.834,10002498.0
1500424267.179,10002499.0
1500424270.525,10002500.0
1500424273.870,10002496.0
1500424277.216,10002496.0
1500424280.561,10002492.0
1500424283.907,10002494.0
1500424287.252,10002497.0
1500424290.597,10002497.0
1500424293.943,10002496.0
1500424297.288,10002497.0
1500424300.634,10002498.0
1500424303.979,10002497.0
1500424307.325,10002497.0
1500424310.670,10002497.0
1500424314.015,10002498.0
1500424317.361,10002499.0
1500424320.706,10002496.0
1500424324.052,10002500.0
1500424327.397,10002501.0
1500424330.742,10002499.0
1500424334.088,10002500.0
1500424337.433,10002499.0
1500424340.779,10002497.0
1500424344.124,10002498.0
1500424347.470,10002498.0
1500424350.815,10002498.0
1500424354.161,10002501.0
1500424357.506,10002498.0
1500424360.851,10002500.0
1500424364.197,10002500.0
1500424367.542,10002497.0
1500424370.888,10002500.0
1500424374.233,10002499.0
1500424377.579,10002498.0
1500424380.924,10002500.0
1500424384.269,10002500.0
1500424387.615,10002498.0
1500424390.960,10002498.0
1500424394.306,10002499.0
1500424397.651,10002496.0
1500424400.997,10002499.0
1500424404.342,10002500.0
1500424407.688,10002498.0
1500424411.033,10002494.0
1500424414.379,10002496.0
1500424417.724,10002497.0
1500424421.069,10002498.0
1500424424.415,10002494.0
1500424427.760,10002490.0
1500424431.106,10002495.0
1500424434.451,10002492.0
1500424437.796,10002490.0
1500424441.142,10002491.0
1500424444.487,10002494.0
1500424447.833,10002494.0
1500424451.178,10002491.0
1500424454.524,10002494.0
1500424457.869,10002493.0
1500424461.215,10002494.0
1500424464.560,10002494.0
1500424467.905,10002494.0
1500424471.251,10002495.0
1500424474.596,10002492.0
1500424477.942,10002497.0
1500424481.287,10002494.0
1500424484.633,10002496.0
1500424487.978,10002493.0
1500424491.323,10002494.0
1500424494.669,10002493.0
1500424498.014,10002493.0
1500424501.360,10002493.0
1500424504.705,10002491.0
1500424508.050,10002493.0
1500424511.396,10002493.0
1500424514.741,10002492.0
1500424518.087,10002495.0
1500424521.432,10002490.0
1500424524.778,10002492.0
1500424528.123,10002493.0
1500424531.469,10002496.0
1500424534.814,10002493.0
1500424538.159,10002493.0
1500424541.505,10002492.0
1500424544.850,10002494.0
1500424548.196,10002495.0
1500424551.541,10002494.0
1500424554.887,10002494.0
1500424558.232,10002494.0
1500424561.577,10002494.0
1500424564.923,10002493.0
1500424568.268,10002494.0
1500424571.614,10002494.0
1500424574.959,10002497.0
1500424578.304,10002495.0
1500424581.650,10002493.0
1500424584.995,10002496.0
1500424588.341,10002501.0
1500424591.686,10002500.0
1500424595.032,10002499.0
1500424598.377,10002499.0
1500424601.722,10002496.0
1500424605.068,10002496.0
1500424608.414,10002497.0
1500424611.759,10002497.0
1500424615.104,10002498.0
1500424618.450,10002499.0
1500424621.795,10002498.0
1500424625.145,10002499.0
1500424628.486,10002496.0
1500424631.832,10002498.0
1500424635.177,10002497.0
1500424638.522,10002496.0
1500424641.868,10002495.0
1500424645.213,10002493.0
1500424648.558,10002497.0
1500424651.904,10002494.0
1500424655.249,10002498.0
1500424658.595,10002496.0
1500424661.940,10002494.0
1500424665.286,10002493.0
1500424668.631,10002497.0
1500424671.976,10002493.0
1500424675.322,10002494.0
1500424678.667,10002497.0
1500424682.013,10002494.0
1500424685.358,10002492.0
1500424688.704,10002493.0
1500424692.049,10002496.0
1500424695.395,10002497.0
1500424698.740,10002497.0
1500424702.086,10002497.0
1500424705.431,10002494.0
1500424708.777,10002495.0
1500424712.122,10002494.0
1500424715.467,10002496.0
1500424718.813,10002495.0
1500424722.158,10002492.0
1500424725.504,10002493.0
1500424728.849,10002495.0
1500424732.194,10002498.0
1500424735.540,10002497.0
1500424738.885,10002495.0
1500424742.231,10002495.0
1500424745.581,10002495.0
1500424748.922,10002496.0
1500424752.267,10002496.0
1500424755.613,10002499.0
1500424758.958,10002496.0
1500424762.303,10002498.0
1500424765.649,10002496.0
1500424768.994,10002498.0
1500424772.340,10002496.0
1500424775.685,10002497.0
1500424779.030,10002500.0
1500424782.376,10002500.0
1500424785.721,10002497.0
1500424789.067,10002495.0
1500424792.412,10002496.0
1500424795.758,10002495.0
1500424799.103,10002496.0
1500424802.449,10002493.0
1500424805.794,10002494.0
1500424809.139,10002496.0
1500424812.485,10002498.0
1500424815.830,10002498.0
1500424819.176,10002498.0
1500424822.521,10002502.0
1500424825.866,10002501.0
1500424829.212,10002499.0
1500424832.557,10002499.0
1500424835.903,10002501.0
1500424839.248,10002500.0
1500424842.594,10002502.0
1500424845.939,10002501.0
1500424849.285,10002499.0
1500424852.630,10002504.0
1500424855.975,10002502.0
1500424859.321,10002498.0
1500424862.666,10002499.0
1500424866.012,10002499.0
1500424869.357,10002500.0
1500424872.703,10002502.0
1500424876.048,10002500.0
1500424879.393,10002499.0
1500424882.739,10002497.0
1500424886.084,10002500.0
1500424889.430,10002502.0
1500424892.775,10002501.0
1500424896.121,10002500.0
1500424899.466,10002499.0
1500424902.811,10002500.0
1500424906.157,10002497.0
1500424909.502,10002495.0
1500424912.848,10002500.0
1500424916.193,10002500.0
1500424919.539,10002498.0
1500424922.884,10002497.0
1500424926.229,10002498.0
1500424929.575,10002499.0
1500424932.920,10002500.0
1500424936.266,10002498.0
1500424939.611,10002499.0
1500424942.957,10002501.0
1500424946.302,10002501.0
1500424949.647,10002498.0
1500424952.993,10002501.0
1500424956.338,10002505.0
1500424959.684,10002502.0
1500424963.029,10002500.0
1500424966.375,10002500.0
1500424969.720,10002497.0
1500424973.065,10002500.0
1500424976.411,10002501.0
1500424979.756,10002500.0
1500424983.102,10002499.0
1500424986.447,10002501.0
1500424989.793,10002501.0
1500424993.138,10002501.0
1500424996.483,10002499.0
1500424999.829,10002500.0
1500425003.174,10002497.0
1500425006.520,10002502.0
1500425009.865,10002501.0
1500425013.211,10002501.0
1500425016.556,10002498.0
1500425019.901,10002500.0
1500425023.247,10002501.0
1500425026.592,10002500.0
1500425029.938,10002498.0
1500425033.283,10002499.0
1500425036.629,10002499.0
1500425039.974,10002501.0
1500425043.319,10002501.0
1500425046.665,10002501.0
1500425050.010,10002500.0
1500425053.355,10002498.0
1500425056.701,10002498.0
1500425060.047,10002502.0
1500425063.392,10002500.0
1500425066.737,10002499.0
1500425070.083,10002499.0
1500425073.428,10002499.0
1500425076.774,10002501.0
1500425080.119,10002502.0
1500425083.465,10002503.0
1500425086.810,10002505.0
1500425090.155,10002504.0
1500425093.501,10002503.0
1500425096.846,10002504.0
1500425100.192,10002502.0
1500425103.537,10002502.0
1500425106.883,10002502.0
1500425110.228,10002501.0
1500425113.573,10002503.0
1500425116.919,10002500.0
1500425120.264,10002500.0
1500425123.610,10002499.0
1500425126.955,10002500.0
1500425130.301,10002501.0
1500425133.646,10002500.0
1500425136.991,10002501.0
1500425140.337,10002500.0
1500425143.682,10002501.0
1500425147.028,10002499.0
1500425150.373,10002506.0
1500425153.719,10002504.0
1500425157.064,10002504.0
1500425160.409,10002503.0
1500425163.755,10002503.0
1500425167.100,10002500.0
1500425170.446,10002502.0
1500425173.791,10002499.0
1500425177.137,10002501.0
1500425180.482,10002500.0
1500425183.827,10002501.0
1500425187.173,10002500.0
1500425190.518,10002500.0
1500425193.864,10002500.0
1500425197.209,10002502.0
1500425200.555,10002500.0
1500425203.900,10002501.0
1500425207.246,10002499.0
1500425210.591,10002497.0
1500425213.936,10002498.0
1500425217.282,10002499.0
1500425220.627,10002501.0
1500425223.973,10002500.0
1500425227.318,10002501.0
1500425230.664,10002500.0
1500425234.009,10002501.0
1500425237.354,10002500.0
1500425240.700,10002501.0
1500425244.045,10002499.0
1500425247.391,10002497.0
1500425250.736,10002498.0
1500425254.081,10002497.0
1500425257.427,10002500.0
1500425260.772,10002499.0
1500425264.118,10002501.0
1500425267.463,10002502.0
1500425270.809,10002498.0
1500425274.154,10002500.0
1500425277.500,10002501.0
1500425280.845,10002500.0
1500425284.190,10002499.0
1500425287.536,10002499.0
1500425290.881,10002498.0
1500425294.227,10002502.0
1500425297.573,10002499.0
1500425300.918,10002502.0
1500425304.263,10002498.0
1500425307.608,10002496.0
1500425310.954,10002495.0
1500425314.299,10002498.0
1500425317.645,10002495.0
1500425320.990,10002496.0
1500425324.336,10002498.0
1500425327.681,10002498.0
1500425331.026,10002503.0
1500425334.372,10002497.0
1500425337.717,10002499.0
1500425341.063,10002501.0
1500425344.408,10002501.0
1500425347.754,10002497.0
1500425351.099,10002499.0
1500425354.444,10002497.0
1500425357.790,10002504.0
1500425361.135,10002502.0
1500425364.481,10002499.0
1500425367.826,10002498.0
1500425371.172,10002499.0
1500425374.517,10002498.0
1500425377.863,10002496.0
1500425381.208,10002502.0
1500425384.553,10002500.0
1500425387.899,10002502.0
1500425391.244,10002501.0
1500425394.590,10002499.0
1500425397.935,10002500.0
1500425401.281,10002500.0
1500425404.626,10002498.0
1500425407.971,10002498.0
1500425411.317,10002497.0
1500425414.662,10002497.0
1500425418.008,10002497.0
1500425421.353,10002500.0
1500425424.699,10002496.0
1500425428.044,10002495.0
1500425431.389,10002494.0
1500425434.735,10002496.0
1500425438.080,10002498.0
1500425441.426,10002504.0
1500425444.771,10002501.0
1500425448.117,10002503.0
1500425451.462,10002502.0
1500425454.807,10002503.0
1500425458.153,10002499.0
1500425461.498,10002500.0
1500425464.844,10002498.0
1500425468.189,10002500.0
1500425471.535,10002500.0
1500425474.880,10002501.0
1500425478.225,10002502.0
1500425481.571,10002501.0
1500425484.916,10002503.0
1500425488.262,10002503.0
1500425491.607,10002499.0
1500425494.952,10002501.0
1500425498.298,10002504.0
1500425501.643,10002503.0
1500425504.989,10002500.0
1500425508.334,10002497.0
1500425511.680,10002499.0
1500425515.025,10002501.0
1500425518.371,10002504.0
1500425521.716,10002503.0
1500425525.062,10002501.0
1500425528.407,10002499.0
1500425531.752,10002498.0
1500425535.098,10002499.0
1500425538.443,10002499.0
1500425541.789,10002499.0
1500425545.134,10002499.0
1500425548.479,10002501.0
1500425551.825,10002501.0
1500425555.170,10002499.0
1500425558.516,10002499.0
1500425561.861,10002502.0
1500425565.207,10002502.0
1500425568.552,10002504.0
1500425571.898,10002503.0
1500425575.243,10002500.0
1500425578.588,10002500.0
1500425581.934,10002502.0
1500425585.279,10002499.0
1500425588.625,10002497.0
1500425591.970,10002500.0
1500425595.316,10002498.0
1500425598.661,10002495.0
1500425602.006,10002497.0
1500425605.352,10002496.0
1500425608.697,10002498.0
1500425612.043,10002497.0
1500425615.388,10002494.0
1500425618.734,10002495.0
1500425622.079,10002495.0
1500425625.424,10002499.0
1500425628.770,10002499.0
1500425632.115,10002500.0
1500425635.461,10002502.0
1500425638.806,10002499.0
1500425642.151,10002497.0
1500425645.497,10002499.0
1500425648.842,10002500.0
1500425652.188,10002497.0
1500425655.533,10002497.0
1500425658.879,10002497.0
1500425662.224,10002501.0
1500425665.569,10002498.0
1500425668.915,10002499.0
1500425672.261,10002500.0
1500425675.606,10002497.0
1500425678.951,10002499.0
1500425682.297,10002502.0
1500425685.642,10002501.0
1500425688.988,10002502.0
1500425692.333,10002501.0
1500425695.679,10002498.0
