timestamp,temp_c,humidity
1500422021.565,25.4043,68.5087
1500422022.565,25.4257,68.5239
1500422023.565,25.4150,68.5239
1500422024.564,25.4363,68.5316
1500422025.568,25.4150,68.5392
1500422026.567,25.4257,68.5468
1500422027.566,25.4363,68.5316
1500422028.566,25.4150,68.5468
1500422029.566,25.4257,68.5468
1500422030.565,25.4150,68.5697
1500422031.564,25.4043,68.5468
1500422032.568,25.4257,68.5392
1500422033.567,25.4363,68.5392
1500422034.567,25.4257,68.5621
1500422035.566,25.4150,68.5621
1500422036.566,25.4257,68.5697
1500422037.566,25.4363,68.5468
1500422038.569,25.4257,68.5468
1500422039.568,25.4257,68.5544
1500422040.568,25.4470,68.5468
1500422041.567,25.4257,68.5697
1500422042.567,25.4363,68.5621
1500422043.570,25.4150,68.5544
1500422044.570,25.4257,68.5392
1500422045.569,25.4257,68.5544
1500422046.569,25.4150,68.5544
1500422047.568,25.4150,68.5621
1500422048.568,25.4257,68.5392
1500422049.567,25.4257,68.5468
1500422050.571,25.4257,68.5468
1500422051.570,25.4257,68.5544
1500422052.569,25.4257,68.5697
1500422053.569,25.4150,68.5621
1500422054.568,25.4257,68.5621
1500422055.568,25.4257,68.5697
1500422056.571,25.4363,68.5850
1500422057.571,25.4150,68.5850
1500422058.570,25.4257,68.5773
1500422059.570,25.4150,68.5850
1500422060.570,25.4257,68.5926
1500422061.573,25.4363,68.5850
1500422062.572,25.4363,68.6078
1500422063.572,25.4257,68.6002
1500422064.571,25.4257,68.6231
1500422065.571,25.4257,68.6155
1500422066.570,25.4363,68.6078
1500422067.574,25.4363,68.5697
1500422068.573,25.4257,68.6155
1500422069.573,25.4363,68.6307
1500422070.572,25.4257,68.6078
1500422071.572,25.4257,68.6078
1500422072.571,25.4363,68.6231
1500422073.574,25.4257,68.6155
1500422074.574,25.4257,68.6231
1500422075.573,25.4257,68.6231
1500422076.573,25.4257,68.6078
1500422077.573,25.4257,68.6155
1500422078.572,25.4257,68.6231
1500422079.576,25.4257,68.6231
1500422080.575,25.4363,68.6155
1500422081.574,25.4257,68.6307
1500422082.574,25.4257,68.6002
1500422083.573,25.4470,68.6155
1500422084.577,25.4363,68.6155
1500422085.576,25.4257,68.6155
1500422086.576,25.4257,68.6002
1500422087.576,25.4257,68.6384
1500422088.575,25.4363,68.6155
1500422089.574,25.4363,68.5926
1500422090.574,25.4257,68.5926
1500422091.577,25.4257,68.6307
1500422092.577,25.4257,68.6078
1500422093.576,25.4363,68.6155
1500422094.576,25.4470,68.6231
1500422095.575,25.4470,68.6231
1500422096.575,25.4150,68.6078
1500422097.578,25.4257,68.6155
1500422098.578,25.4043,68.6002
1500422099.577,25.4257,68.6002
1500422100.577,25.4257,68.5926
1500422101.576,25.4257,68.6002
1500422102.579,25.4257,68.5926
1500422103.579,25.4257,68.6231
1500422104.579,25.4257,68.6231
1500422105.578,25.4257,68.6231
1500422106.578,25.4470,68.6155
1500422107.577,25.4470,68.6002
1500422108.577,25.4363,68.6002
1500422109.580,25.4470,68.5850
1500422110.580,25.4150,68.5926
1500422111.579,25.4257,68.6002
1500422112.578,25.4363,68.5697
1500422113.578,25.4363,68.5773
1500422114.582,25.4363,68.5926
1500422115.581,25.4470,68.5697
1500422116.580,25.4363,68.5697
1500422117.580,25.4257,68.5773
1500422118.579,25.4257,68.5697
1500422119.579,25.4470,68.5621
1500422120.582,25.4470,68.5697
1500422121.582,25.4150,68.5544
1500422122.581,25.4257,68.5544
1500422123.581,25.4363,68.5697
1500422124.580,25.4363,68.5621
1500422125.580,25.4363,68.5392
1500422126.579,25.4257,68.5468
1500422127.583,25.4470,68.5392
1500422128.582,25.4257,68.5392
1500422129.581,25.4470,68.5392
1500422130.581,25.4257,68.5392
1500422131.581,25.4363,68.5316
1500422132.584,25.4257,68.5392
1500422133.583,25.4577,68.5163
1500422134.583,25.4363,68.5239
1500422135.583,25.4043,68.5163
1500422136.582,25.4257,68.4934
1500422137.585,25.4257,68.5010
1500422138.585,25.4577,68.4934
1500422139.584,25.4577,68.4934
1500422140.584,25.4470,68.4858
1500422141.583,25.4470,68.4858
1500422142.583,25.4470,68.4858
1500422143.582,25.4577,68.4858
1500422144.586,25.4363,68.4476
1500422145.585,25.4470,68.4476
1500422146.585,25.4577,68.4553
1500422147.584,25.4363,68.4400
1500422148.584,25.4150,68.4553
1500422149.583,25.4363,68.4476
1500422150.587,25.4577,68.4400
1500422151.586,25.4470,68.4171
1500422152.586,25.4363,68.4400
1500422153.585,25.4470,68.4247
1500422154.585,25.4577,68.4171
1500422155.588,25.4470,68.4095
1500422156.588,25.4363,68.4019
1500422157.587,25.4257,68.3942
1500422158.587,25.4257,68.3866
1500422159.586,25.4363,68.3866
1500422160.585,25.4257,68.3866
1500422161.589,25.4257,68.3790
1500422162.589,25.4470,68.3637
1500422163.588,25.4257,68.3561
1500422164.588,25.4363,68.3408
1500422165.587,25.4257,68.3256
1500422166.587,25.4257,68.3713
1500422167.586,25.4470,68.3179
1500422168.589,25.4577,68.3027
1500422169.589,25.4363,68.3027
1500422170.588,25.4470,68.3256
1500422171.588,25.4470,68.2950
1500422172.587,25.4257,68.2950
1500422173.591,25.4470,68.2874
1500422174.590,25.4577,68.2950
1500422175.589,25.4363,68.2874
1500422176.589,25.4470,68.2874
1500422177.589,25.4257,68.2798
1500422178.592,25.4684,68.2569
1500422179.592,25.4684,68.2569
1500422180.591,25.4470,68.2264
1500422181.591,25.4363,68.2416
1500422182.590,25.4257,68.2416
1500422183.590,25.4150,68.2111
