timestamp,value
1500185911.079,9998328.1
1500185914.431,9998328.1
1500185917.783,9998331.6
1500185921.135,9998327.1
1500185924.487,9998340.8
1500185927.839,9998341.5
1500185931.191,9998333.9
1500185934.543,9998330.6
1500185937.895,9998340.3
1500185941.248,9998313.4
1500185944.600,9998329.9
1500185947.952,9998324.0
1500185951.304,9998319.0
1500185954.656,9998327.6
1500185958.008,9998335.2
1500185961.360,9998335.4
1500185964.712,9998333.9
1500185968.064,9998335.4
1500185971.416,9998332.7
1500185974.769,9998343.3
1500185978.121,9998327.1
1500185981.473,9998329.1
1500185984.825,9998332.1
1500185988.177,9998318.2
1500185991.529,9998305.8
1500185994.881,9998304.5
1500185998.233,9998331.1
1500186001.586,9998333.7
1500186004.938,9998336.5
1500186008.290,9998338.0
1500186011.642,9998337.0
1500186014.994,9998350.1
1500186018.346,9998323.3
1500186021.698,9998331.4
1500186025.050,9998342.5
1500186028.402,9998316.9
1500186031.754,9998306.5
1500186035.106,9998317.7
1500186038.458,9998352.4
1500186041.811,9998315.8
1500186045.163,9998293.1
1500186048.515,9998308.3
1500186051.867,9998305.0
1500186055.219,9998301.5
1500186058.571,9998313.4
1500186061.923,9998309.8
1500186065.275,9998303.0
1500186068.628,9998299.2
1500186071.980,9998308.6
1500186075.332,9998330.6
1500186078.684,9998344.6
1500186082.036,9998342.0
1500186085.388,9998318.2
1500186088.740,9998310.6
1500186092.092,9998304.3
1500186095.444,9998305.5
1500186098.796,9998318.5
1500186102.149,9998306.8
1500186105.501,9998306.0
1500186108.853,9998312.1
1500186112.205,9998305.8
1500186115.557,9998301.5
1500186118.909,9998295.9
1500186122.261,9998301.5
1500186125.613,9998287.5
1500186128.965,9998289.0
1500186132.317,9998274.3
1500186135.669,9998284.7
1500186139.022,9998260.1
1500186142.374,9998272.6
1500186145.726,9998263.9
1500186149.078,9998255.8
1500186152.430,9998239.1
1500186155.782,9998252.8
1500186159.134,9998252.3
1500186162.486,9998269.3
1500186165.839,9998267.0
1500186169.191,9998268.2
1500186172.543,9998259.1
1500186175.895,9998267.0
1500186179.247,9998267.5
1500186182.599,9998262.2
1500186185.951,9998255.8
1500186189.303,9998273.8
1500186192.655,9998255.1
1500186196.007,9998250.9
1500186199.359,9998256.1
1500186202.712,9998254.8
1500186206.064,9998261.4
1500186209.416,9998270.8
1500186212.768,9998260.6
1500186216.120,9998243.9
1500186219.472,9998258.1
1500186222.824,9998259.6
1500186226.176,9998241.6
1500186229.529,9998231.5
1500186232.881,9998233.6
1500186236.233,9998265.0
1500186239.585,9998281.2
1500186242.937,9998288.3
1500186246.289,9998305.3
1500186249.641,9998289.5
1500186252.993,9998276.9
1500186256.345,9998275.6
1500186259.697,9998283.5
1500186263.050,9998271.8
1500186266.402,9998265.2
1500186269.754,9998241.4
1500186273.106,9998235.3
1500186276.458,9998236.0
1500186279.810,9998242.4
1500186283.162,9998248.2
1500186286.514,9998251.5
1500186289.866,9998244.9
1500186293.219,9998257.9
1500186296.571,9998257.3
1500186299.923,9998248.5
1500186303.275,9998253.3
1500186306.627,9998256.8
1500186309.979,9998256.6
1500186313.331,9998258.1
1500186316.683,9998261.7
1500186320.035,9998264.7
1500186323.388,9998267.5
1500186326.740,9998300.4
1500186330.092,9998299.4
1500186333.444,9998285.5
1500186336.796,9998285.0
1500186340.148,9998288.0
1500186343.500,9998290.6
1500186346.852,9998284.2
1500186350.205,9998281.9
1500186353.557,9998280.4
1500186356.909,9998284.2
1500186360.261,9998283.7
1500186363.613,9998279.7
1500186366.965,9998258.6
1500186370.317,9998267.5
1500186373.669,9998279.4
1500186377.021,9998287.8
1500186380.373,9998274.3
1500186383.726,9998283.2
1500186387.078,9998278.6
1500186390.430,9998268.2
1500186393.782,9998267.7
1500186397.134,9998276.4
1500186400.486,9998270.8
1500186403.838,9998276.9
1500186407.190,9998279.7
1500186410.542,9998272.1
1500186413.895,9998278.1
1500186417.247,9998267.7
1500186420.599,9998263.4
1500186423.951,9998265.7
1500186427.303,9998274.6
1500186430.655,9998266.0
1500186434.007,9998270.8
1500186437.359,9998281.7
1500186440.711,9998271.5
1500186444.064,9998284.0
1500186447.416,9998287.3
1500186450.768,9998291.1
1500186454.120,9998284.0
1500186457.472,9998271.3
1500186460.824,9998280.9
1500186464.176,9998286.0
1500186467.528,9998286.5
1500186470.880,9998284.7
1500186474.232,9998276.1
1500186477.584,9998278.9
1500186480.937,9998296.1
1500186484.289,9998296.1
1500186487.641,9998291.8
1500186490.993,9998277.4
1500186494.345,9998281.7
1500186497.697,9998294.9
1500186501.049,9998302.2
1500186504.401,9998301.5
1500186507.753,9998302.5
1500186511.106,9998304.5
1500186514.458,9998284.0
1500186517.810,9998297.7
1500186521.162,9998320.2
1500186524.514,9998313.6
1500186527.866,9998312.4
1500186531.218,9998316.2
1500186534.570,9998325.6
1500186537.922,9998317.7
1500186541.274,9998315.9
1500186544.627,9998311.1
1500186547.979,9998308.6
1500186551.331,9998312.9
1500186554.683,9998319.2
1500186558.035,9998323.0
1500186561.387,9998315.2
1500186564.739,9998320.0
1500186568.091,9998306.8
1500186571.443,9998304.0
1500186574.795,9998300.2
1500186578.148,9998302.2
1500186581.500,9998297.2
1500186584.852,9998296.6
1500186588.204,9998298.7
1500186591.556,9998292.6
1500186594.908,9998290.8
1500186598.260,9998290.1
1500186601.612,9998283.7
1500186604.964,9998292.6
1500186608.316,9998293.4
1500186611.669,9998292.1
1500186615.021,9998288.3
1500186618.373,9998293.1
1500186621.725,9998295.6
1500186625.077,9998296.4
1500186628.429,9998302.7
1500186631.781,9998307.3
1500186635.133,9998308.1
1500186638.485,9998300.2
1500186641.837,9998297.9
1500186645.190,9998286.0
1500186648.542,9998287.8
1500186651.894,9998291.6
1500186655.246,9998300.2
1500186658.598,9998281.4
1500186661.950,9998272.1
1500186665.302,9998284.0
1500186668.654,9998281.4
1500186672.006,9998278.9
1500186675.359,9998269.3
1500186678.711,9998271.3
1500186682.063,9998278.9
1500186685.415,9998280.4
1500186688.767,9998285.2
1500186692.119,9998279.2
1500186695.471,9998278.9
1500186698.823,9998281.2
1500186702.175,9998293.1
1500186705.527,9998294.1
1500186708.879,9998302.4
1500186712.231,9998303.2
1500186715.584,9998303.2
1500186718.936,9998308.8
1500186722.288,9998306.3
1500186725.640,9998322.0
1500186728.992,9998319.0
1500186732.344,9998295.1
1500186735.696,9998292.8
1500186739.048,9998296.6
1500186742.400,9998294.4
1500186745.752,9998298.9
1500186749.105,9998295.3
1500186752.457,9998296.1
1500186755.809,9998299.7
1500186759.161,9998300.2
1500186762.513,9998302.0
1500186765.865,9998312.9
1500186769.217,9998302.5
1500186772.570,9998302.5
1500186775.922,9998295.4
1500186779.274,9998290.6
1500186782.626,9998273.8
1500186785.978,9998281.7
1500186789.330,9998317.9
1500186792.682,9998342.3
1500186796.034,9998329.1
1500186799.386,9998339.5
1500186802.738,9998328.8
1500186806.090,9998337.0
1500186809.443,9998364.6
1500186812.795,9998362.8
1500186816.147,9998356.7
1500186819.499,9998349.1
1500186822.851,9998342.5
1500186826.203,9998346.3
1500186829.555,9998344.3
1500186832.907,9998349.1
1500186836.259,9998356.0
1500186839.611,9998339.5
1500186842.963,9998350.1
1500186846.316,9998348.6
1500186849.668,9998357.2
1500186853.020,9998338.0
1500186856.372,9998346.6
1500186859.729,9998358.3
1500186863.076,9998358.0
1500186866.428,9998357.2
1500186869.780,9998361.9
1500186873.132,9998355.7
1500186876.485,9998361.8
1500186879.837,9998351.9
1500186883.189,9998347.9
1500186886.541,9998356.0
1500186889.893,9998359.0
1500186893.245,9998356.7
1500186896.597,9998356.2
1500186899.949,9998355.2
1500186903.301,9998357.2
1500186906.654,9998356.0
1500186910.005,9998356.7
1500186913.358,9998363.8
1500186916.710,9998356.2
1500186920.062,9998356.0
1500186923.414,9998363.3
1500186926.766,9998358.3
1500186930.118,9998350.7
1500186933.470,9998357.5
1500186936.822,9998354.5
1500186940.174,9998355.5
1500186943.526,9998351.2
1500186946.879,9998356.7
1500186950.231,9998356.0
1500186953.583,9998342.8
1500186956.935,9998343.6
1500186960.287,9998351.9
1500186963.639,9998351.4
1500186966.991,9998362.1
1500186970.343,9998359.8
1500186973.695,9998378.3
1500186977.048,9998386.4
1500186980.400,9998382.3
1500186983.752,9998379.6
1500186987.104,9998378.3
1500186990.456,9998366.4
1500186993.808,9998364.6
1500186997.160,9998375.0
1500187000.512,9998381.6
1500187003.864,9998386.2
1500187007.216,9998383.4
1500187010.568,9998379.8
1500187013.920,9998389.1
1500187017.273,9998386.2
1500187020.625,9998384.9
1500187023.977,9998378.8
1500187027.329,9998388.4
1500187030.681,9998388.9
1500187034.033,9998373.2
1500187037.385,9998353.2
1500187040.737,9998355.5
1500187044.089,9998360.8
1500187047.441,9998358.8
1500187050.794,9998365.1
1500187054.146,9998366.4
1500187057.498,9998363.3
1500187060.850,9998347.9
1500187064.202,9998340.3
1500187067.554,9998348.1
1500187070.906,9998335.9
1500187074.258,9998340.0
1500187077.610,9998351.7
1500187080.963,9998343.3
1500187084.315,9998340.3
1500187087.667,9998344.1
1500187091.019,9998342.3
1500187094.371,9998343.6
1500187097.723,9998353.7
1500187101.075,9998356.7
1500187104.427,9998349.4
1500187107.779,9998351.7
1500187111.131,9998350.7
1500187114.483,9998346.3
1500187117.836,9998347.6
1500187121.188,9998342.5
1500187124.540,9998312.1
1500187127.892,9998307.5
1500187131.244,9998321.7
1500187134.596,9998331.4
1500187137.948,9998325.3
1500187141.300,9998300.7
1500187144.652,9998289.8
1500187148.005,9998292.8
1500187151.357,9998300.4
1500187154.709,9998285.0
1500187158.061,9998290.6
1500187161.413,9998293.6
1500187164.765,9998281.2
1500187168.117,9998291.3
1500187171.469,9998296.1
1500187174.821,9998297.4
1500187178.174,9998294.4
1500187181.526,9998281.2
1500187184.878,9998275.9
1500187188.230,9998272.1
1500187191.582,9998273.1
1500187194.934,9998271.0
1500187198.286,9998279.9
1500187201.638,9998279.9
1500187204.990,9998275.3
1500187208.342,9998285.5
1500187211.694,9998273.1
1500187215.047,9998271.0
1500187218.399,9998268.0
1500187221.751,9998271.0
1500187225.103,9998266.0
1500187228.455,9998263.9
1500187231.807,9998270.0
1500187235.159,9998276.1
1500187238.511,9998290.3
1500187241.863,9998291.8
1500187245.216,9998295.4
1500187248.568,9998295.1
1500187251.920,9998290.1
1500187255.272,9998296.6
1500187258.624,9998303.0
1500187261.976,9998297.4
1500187265.328,9998276.1
1500187268.680,9998272.8
1500187272.032,9998281.2
1500187275.385,9998284.0
1500187278.737,9998290.8
1500187282.089,9998292.6
1500187285.441,9998293.9
1500187288.793,9998290.1
1500187292.145,9998289.5
1500187295.497,9998285.7
1500187298.849,9998293.4
1500187302.201,9998288.8
1500187305.553,9998276.9
1500187308.906,9998254.6
1500187312.258,9998258.6
1500187315.610,9998238.6
1500187318.962,9998241.1
1500187322.314,9998223.1
1500187325.666,9998233.0
1500187329.018,9998232.5
1500187332.370,9998240.9
1500187335.722,9998247.7
1500187339.075,9998233.8
1500187342.427,9998231.0
1500187345.779,9998219.3
1500187349.131,9998213.0
1500187352.483,9998252.8
1500187355.835,9998244.7
1500187359.187,9998241.6
1500187362.539,9998250.0
1500187365.891,9998235.3
1500187369.243,9998227.7
1500187372.596,9998238.8
1500187375.948,9998247.7
1500187379.300,9998230.0
1500187382.652,9998224.9
1500187386.004,9998219.6
1500187389.356,9998217.3
1500187392.708,9998229.5
1500187396.060,9998255.6
1500187399.412,9998253.5
1500187402.765,9998255.3
1500187406.117,9998262.4
1500187409.469,9998252.5
1500187412.821,9998233.0
1500187416.173,9998231.5
1500187419.525,9998220.3
1500187422.877,9998216.8
1500187426.229,9998212.0
1500187429.581,9998214.0
1500187432.933,9998229.1
1500187436.286,9998241.1
1500187439.637,9998243.4
1500187442.990,9998225.6
1500187446.342,9998228.7
1500187449.694,9998226.7
1500187453.046,9998222.1
1500187456.398,9998224.6
1500187459.750,9998230.7
1500187463.102,9998230.2
1500187466.454,9998244.2
1500187469.807,9998228.2
1500187473.159,9998234.3
1500187476.511,9998203.3
1500187479.863,9998206.1
1500187483.215,9998219.6
1500187486.567,9998207.1
1500187489.919,9998189.4
1500187493.271,9998163.3
1500187496.623,9998175.2
1500187499.975,9998153.6
1500187503.328,9998171.6
1500187506.680,9998176.2
1500187510.032,9998181.3
1500187513.384,9998186.9
1500187516.736,9998210.4
1500187520.088,9998202.6
1500187523.440,9998207.6
1500187526.792,9998207.4
1500187530.144,9998211.7
1500187533.497,9998208.4
1500187536.849,9998200.3
1500187540.201,9998199.8
1500187543.553,9998191.2
1500187546.905,9998187.1
1500187550.257,9998205.1
1500187553.609,9998214.5
1500187556.961,9998215.5
1500187560.313,9998208.4
1500187563.666,9998209.4
1500187567.018,9998201.8
1500187570.370,9998185.6
1500187573.722,9998174.9
1500187577.074,9998164.0
1500187580.426,9998147.0
1500187583.778,9998141.5
1500187587.130,9998155.7
1500187590.482,9998153.4
1500187593.835,9998149.1
1500187597.187,9998144.5
1500187600.539,9998145.3
1500187603.891,9998147.3
1500187607.243,9998144.5
1500187610.595,9998148.1
1500187613.947,9998159.2
1500187617.299,9998161.0
1500187620.651,9998168.5
1500187624.003,9998172.1
1500187627.356,9998174.7
1500187630.708,9998181.8
1500187634.060,9998178.2
1500187637.412,9998202.1
1500187640.764,9998200.5
1500187644.116,9998211.5
1500187647.468,9998207.9
1500187650.820,9998201.1
1500187654.172,9998178.7
1500187657.525,9998167.8
1500187660.877,9998175.7
1500187664.229,9998155.7
1500187667.581,9998155.9
1500187670.933,9998151.1
1500187674.285,9998159.2
1500187677.637,9998165.3
1500187680.989,9998166.6
1500187684.341,9998133.1
1500187687.694,9998146.8
1500187691.046,9998147.0
1500187694.398,9998148.1
1500187697.750,9998166.1
1500187701.102,9998160.0
1500187704.454,9998160.7
1500187707.806,9998178.0
1500187711.159,9998186.1
1500187714.511,9998188.1
1500187717.863,9998197.0
1500187721.215,9998217.0
1500187724.567,9998212.5
1500187727.919,9998197.5
1500187731.271,9998195.7
1500187734.623,9998191.4
1500187737.975,9998188.4
1500187741.327,9998189.1
1500187744.679,9998178.2
1500187748.032,9998181.3
1500187751.384,9998191.7
1500187754.736,9998209.4
1500187758.088,9998216.3
1500187761.440,9998217.8
1500187764.792,9998216.5
1500187768.144,9998213.0
1500187771.496,9998210.7
1500187774.848,9998214.2
1500187778.201,9998182.2
1500187781.553,9998196.7
1500187784.905,9998184.8
1500187788.257,9998166.8
1500187791.609,9998168.6
1500187794.961,9998163.3
1500187798.313,9998157.2
1500187801.665,9998159.2
1500187805.018,9998168.3
1500187808.370,9998169.6
1500187811.722,9998177.7
1500187815.074,9998178.7
1500187818.426,9998184.1
1500187821.778,9998187.1
1500187825.130,9998186.3
1500187828.482,9998198.3
1500187831.835,9998182.5
1500187835.187,9998190.2
1500187838.539,9998193.7
1500187841.891,9998198.5
1500187845.243,9998200.0
1500187848.595,9998202.6
1500187851.947,9998208.2
1500187855.299,9998201.6
1500187858.651,9998201.8
1500187862.004,9998208.7
1500187865.356,9998212.2
1500187868.708,9998195.0
1500187872.060,9998197.8
1500187875.412,9998206.9
1500187878.764,9998209.2
1500187882.116,9998207.9
1500187885.469,9998206.1
1500187888.821,9998201.1
1500187892.173,9998202.6
1500187895.525,9998201.6
1500187898.877,9998205.6
1500187902.229,9998211.7
1500187905.581,9998210.2
1500187908.933,9998218.5
1500187912.285,9998219.8
1500187915.638,9998212.0
1500187918.990,9998219.1
1500187922.342,9998212.2
1500187925.694,9998209.2
1500187929.046,9998217.3
1500187932.398,9998213.9
1500187935.750,9998218.5
1500187939.102,9998228.7
1500187942.454,9998215.5
1500187945.807,9998226.4
1500187949.159,9998240.4
1500187952.511,9998238.6
1500187955.863,9998235.3
1500187959.215,9998235.5
1500187962.567,9998226.9
1500187965.919,9998228.2
1500187969.271,9998238.6
1500187972.624,9998227.7
1500187975.976,9998213.2
1500187979.328,9998214.0
1500187982.680,9998205.4
1500187986.032,9998205.9
1500187989.384,9998203.3
1500187992.736,9998204.9
1500187996.088,9998210.7
1500187999.440,9998212.2
1500188002.793,9998206.1
1500188006.145,9998205.6
1500188009.497,9998200.0
1500188012.849,9998190.4
1500188016.201,9998195.0
1500188019.553,9998209.2
1500188022.905,9998214.2
1500188026.257,9998208.9
1500188029.609,9998208.7
1500188032.962,9998213.2
1500188036.314,9998214.2
1500188039.666,9998205.4
1500188043.018,9998205.9
1500188046.370,9998202.8
1500188049.722,9998202.1
1500188053.074,9998201.6
1500188056.426,9998198.0
1500188059.779,9998177.5
1500188063.131,9998168.3
1500188066.483,9998134.9
1500188069.835,9998128.8
1500188073.187,9998110.3
1500188076.539,9998097.3
1500188079.892,9998119.9
1500188083.244,9998134.1
1500188086.596,9998149.8
1500188089.948,9998154.9
1500188093.300,9998138.9
1500188096.652,9998116.9
1500188100.004,9998117.1
1500188103.356,9998131.3
1500188106.708,9998160.0
1500188110.061,9998172.1
1500188113.413,9998146.5
1500188116.765,9998126.3
1500188120.117,9998109.0
1500188123.469,9998088.0
1500188126.821,9998090.5
1500188130.173,9998084.4
