si_7021_ambient_c,si7021_internal_c,setpoint,adc,adc_c,error_c,output,io_delta_c
21.361,24.215,406,340.978,24.2611,-0.7389,255.00,2.8997
21.361,24.236,406,341.872,24.2713,-0.7287,255.00,2.9098
21.351,24.257,406,343.093,24.2851,-0.7149,255.00,2.9345
21.351,24.247,406,344.322,24.2991,-0.7009,255.00,2.9484
21.351,24.279,406,345.451,24.3119,-0.6881,255.00,2.9612
21.361,24.279,406,346.740,24.3266,-0.6734,255.00,2.9652
21.372,24.290,406,347.817,24.3388,-0.6612,255.00,2.9667
21.340,24.322,406,348.601,24.3477,-0.6523,255.00,3.0078
21.351,24.300,406,349.876,24.3622,-0.6378,255.00,3.0115
21.361,24.322,406,351.041,24.3755,-0.6245,255.00,3.0140
21.351,24.332,406,352.075,24.3872,-0.6128,255.00,3.0365
21.351,24.354,406,353.242,24.4005,-0.5995,255.00,3.0498
21.340,24.354,406,354.082,24.4100,-0.5900,255.00,3.0701
21.340,24.365,406,355.204,24.4228,-0.5772,255.00,3.0828
21.340,24.408,406,356.223,24.4344,-0.5656,255.00,3.0944
21.340,24.397,406,357.299,24.4466,-0.5534,255.00,3.1066
21.351,24.418,406,358.376,24.4588,-0.5412,255.00,3.1081
21.329,24.418,406,359.375,24.4702,-0.5298,255.00,3.1409
21.372,24.408,406,360.215,24.4797,-0.5203,255.00,3.1076
21.361,24.461,406,361.367,24.4928,-0.5072,255.00,3.1314
21.361,24.440,406,362.494,24.5056,-0.4944,255.00,3.1442
21.351,24.461,406,363.721,24.5196,-0.4804,255.00,3.1689
21.351,24.472,406,364.616,24.5297,-0.4703,255.00,3.1790
21.351,24.493,406,365.923,24.5446,-0.4554,255.00,3.1939
21.329,24.504,406,366.774,24.5542,-0.4458,255.00,3.2250
21.351,24.547,406,367.727,24.5651,-0.4349,255.00,3.2144
21.351,24.536,406,368.562,24.5746,-0.4254,255.00,3.2239
21.329,24.536,406,369.410,24.5842,-0.4158,255.00,3.2550
21.340,24.558,406,370.470,24.5962,-0.4038,255.00,3.2563
21.319,24.558,406,371.894,24.6124,-0.3876,255.00,3.2939
21.340,24.579,406,372.858,24.6234,-0.3766,255.00,3.2834
21.319,24.579,406,373.618,24.6320,-0.3680,255.00,3.3135
21.329,24.601,406,374.520,24.6423,-0.3577,255.00,3.3130
21.319,24.611,406,375.598,24.6545,-0.3455,255.00,3.3360
21.329,24.622,406,376.727,24.6674,-0.3326,255.00,3.3381
21.297,24.622,406,377.443,24.6755,-0.3245,255.00,3.3784
21.319,24.633,406,378.486,24.6873,-0.3127,255.00,3.3688
21.319,24.665,406,379.315,24.6968,-0.3032,255.00,3.3782
21.329,24.654,406,380.320,24.7082,-0.2918,255.00,3.3789
21.329,24.665,406,381.233,24.7186,-0.2814,255.00,3.3893
21.308,24.676,406,382.167,24.7292,-0.2708,255.00,3.4214
21.297,24.686,406,382.944,24.7380,-0.2620,255.00,3.4409
21.319,24.686,406,384.392,24.7545,-0.2455,255.00,3.4359
21.319,24.708,406,384.807,24.7592,-0.2408,255.00,3.4406
21.308,24.697,406,385.529,24.7674,-0.2326,255.00,3.4596
21.319,24.729,406,386.342,24.7766,-0.2234,255.00,3.4581
21.319,24.751,406,387.314,24.7877,-0.2123,255.00,3.4691
21.319,24.729,406,388.058,24.7961,-0.2039,255.00,3.4776
21.308,24.772,406,389.139,24.8084,-0.1916,255.00,3.5006
21.340,24.761,406,390.263,24.8212,-0.1788,255.00,3.4812
21.329,24.783,406,390.967,24.8292,-0.1708,255.00,3.4999
21.319,24.772,406,391.989,24.8408,-0.1592,255.00,3.5223
21.340,24.794,406,392.903,24.8512,-0.1488,255.00,3.5112
21.308,24.794,406,393.629,24.8594,-0.1406,255.00,3.5516
21.329,24.804,406,394.442,24.8687,-0.1313,255.00,3.5394
21.340,24.837,406,395.349,24.8790,-0.1210,255.00,3.5390
21.319,24.815,406,396.444,24.8914,-0.1086,255.00,3.5729
21.329,24.826,406,397.103,24.8989,-0.1011,255.00,3.5697
21.319,24.847,406,397.802,24.9068,-0.0932,255.00,3.5883
21.340,24.837,406,398.756,24.9177,-0.0823,255.00,3.5777
21.319,24.879,406,399.499,24.9261,-0.0739,255.00,3.6076
21.329,24.879,406,400.210,24.9342,-0.0658,255.00,3.6050
21.329,24.869,406,401.071,24.9440,-0.0560,255.00,3.6147
21.308,24.890,406,402.104,24.9557,-0.0443,255.00,3.6479
21.308,24.890,406,402.939,24.9652,-0.0348,255.00,3.6574
21.351,24.912,406,403.776,24.9747,-0.0253,255.00,3.6240
21.319,24.922,406,404.788,24.9862,-0.0138,255.00,3.6677
21.297,24.922,406,405.394,24.9931,-0.0069,255.00,3.6960
21.319,24.922,406,406.058,25.0007,0.0007,254.39,3.6821
21.319,24.955,406,406.887,25.0101,0.0101,245.57,3.6916
21.329,24.955,406,407.713,25.0195,0.0195,236.28,3.6902
21.351,24.965,406,408.327,25.0264,0.0264,228.74,3.6757
21.319,24.976,406,409.263,25.0371,0.0371,217.43,3.7185
21.329,24.976,406,409.838,25.0436,0.0436,209.37,3.7144
21.319,24.976,406,410.312,25.0490,0.0490,202.04,3.7305
21.319,25.008,406,410.606,25.0523,0.0523,196.34,3.7338
21.340,24.997,406,411.177,25.0588,0.0588,187.52,3.7189
21.319,25.008,406,411.407,25.0614,0.0614,181.98,3.7429
21.308,24.997,406,411.440,25.0618,0.0618,178.39,3.7540
21.329,25.030,406,411.696,25.0647,0.0647,172.41,3.7355
21.319,25.019,406,411.436,25.0618,0.0618,171.74,3.7433
21.329,25.040,406,411.661,25.0643,0.0643,166.10,3.7351
21.319,25.040,406,411.601,25.0636,0.0636,163.34,3.7451
21.319,25.019,406,411.463,25.0621,0.0621,161.44,3.7435
21.308,25.030,406,411.377,25.0611,0.0611,159.07,3.7533
21.308,25.040,406,411.392,25.0613,0.0613,155.68,3.7535
21.308,25.062,406,411.306,25.0603,0.0603,153.37,3.7525
21.308,25.008,406,411.168,25.0587,0.0587,151.65,3.7509
21.308,25.019,406,411.131,25.0583,0.0583,148.94,3.7505
21.319,25.030,406,411.013,25.0570,0.0570,147.11,3.7384
21.308,24.997,406,410.944,25.0562,0.0562,144.83,3.7484
21.319,25.008,406,410.787,25.0544,0.0544,143.53,3.7359
21.319,25.019,406,410.404,25.0500,0.0500,144.72,3.7315
21.297,25.030,406,410.032,25.0458,0.0458,146.01,3.7488
21.308,25.030,406,409.785,25.0430,0.0430,146.21,3.7352
21.308,25.008,406,409.758,25.0427,0.0427,144.23,3.7349
21.308,25.008,406,409.622,25.0412,0.0412,143.42,3.7334
21.308,25.040,406,409.272,25.0372,0.0372,144.96,3.7294
21.319,25.008,406,409.123,25.0355,0.0355,144.57,3.7170
21.319,24.997,406,408.683,25.0305,0.0305,147.36,3.7120
21.297,25.019,406,408.392,25.0272,0.0272,148.84,3.7301
21.297,24.997,406,408.206,25.0251,0.0251,149.38,3.7280
21.286,25.019,406,407.919,25.0218,0.0218,151.09,3.7355
21.308,25.008,406,407.873,25.0213,0.0213,150.43,3.7135
21.308,24.987,406,407.529,25.0174,0.0174,152.95,3.7096
21.297,24.976,406,407.260,25.0143,0.0143,154.88,3.7173
21.308,24.997,406,407.013,25.0115,0.0115,156.75,3.7037
21.308,24.987,406,406.989,25.0112,0.0112,156.39,3.7034
21.329,25.008,406,406.634,25.0072,0.0072,159.56,3.6780
21.308,24.987,406,406.585,25.0066,0.0066,159.70,3.6989
21.297,24.976,406,406.646,25.0073,0.0073,158.70,3.7103
21.297,24.965,406,406.603,25.0069,0.0069,158.77,3.7098
21.319,24.965,406,406.402,25.0046,0.0046,160.54,3.6860
21.297,24.976,406,406.082,25.0009,0.0009,163.69,3.7039
21.297,24.976,406,406.097,25.0011,0.0011,163.48,3.7040
21.297,24.965,406,406.045,25.0005,0.0005,163.98,3.7034
21.286,24.976,406,405.846,24.9982,-0.0018,166.06,3.7119
21.286,24.976,406,405.700,24.9966,-0.0034,167.70,3.7102
21.297,24.965,406,405.400,24.9932,-0.0068,171.06,3.6961
21.308,24.955,406,405.345,24.9926,-0.0074,172.00,3.6848
21.297,24.965,406,405.425,24.9935,-0.0065,171.55,3.6964
21.276,24.965,406,405.417,24.9934,-0.0066,171.97,3.7178
21.286,24.987,406,405.521,24.9946,-0.0054,171.22,3.7082
21.297,24.976,406,405.495,24.9943,-0.0057,171.78,3.6972
21.276,24.965,406,405.368,24.9928,-0.0072,173.44,3.7172
21.286,24.955,406,405.246,24.9914,-0.0086,175.11,3.7051
21.297,24.955,406,405.174,24.9906,-0.0094,176.33,3.6935
21.286,24.955,406,405.225,24.9912,-0.0088,176.28,3.7048
21.297,24.955,406,404.802,24.9864,-0.0136,181.22,3.6893
21.297,24.976,406,405.207,24.9910,-0.0090,177.66,3.6939
21.265,24.955,406,405.196,24.9909,-0.0091,178.25,3.7260
21.297,24.955,406,405.206,24.9910,-0.0090,178.62,3.6939
21.308,24.965,406,405.138,24.9902,-0.0098,179.82,3.6824
21.297,24.965,406,405.101,24.9898,-0.0102,180.72,3.6927
21.297,24.987,406,405.252,24.9915,-0.0085,179.66,3.6944
21.308,24.976,406,405.430,24.9935,-0.0065,178.23,3.6857
21.276,24.965,406,405.487,24.9942,-0.0058,177.97,3.7185
21.297,24.965,406,405.358,24.9927,-0.0073,179.64,3.6956
21.297,24.944,406,405.281,24.9918,-0.0082,180.84,3.6948
21.319,24.987,406,405.537,24.9947,-0.0053,178.56,3.6762
21.297,24.976,406,405.657,24.9961,-0.0039,177.57,3.6990
21.297,24.976,406,405.585,24.9953,-0.0047,178.54,3.6982
21.297,24.976,406,405.465,24.9939,-0.0061,180.06,3.6968
21.297,24.944,406,405.441,24.9936,-0.0064,180.64,3.6966
21.286,24.944,406,405.614,24.9956,-0.0044,179.13,3.7093
21.297,24.955,406,405.769,24.9974,-0.0026,177.72,3.7003
21.286,24.955,406,406.015,25.0002,0.0002,175.25,3.7138
21.297,24.965,406,406.034,25.0004,0.0004,175.04,3.7033
21.297,24.955,406,405.809,24.9978,-0.0022,177.40,3.7008
21.286,24.965,406,405.721,24.9968,-0.0032,178.46,3.7105
21.276,24.987,406,406.142,25.0016,0.0016,174.16,3.7260
21.276,24.976,406,405.946,24.9994,-0.0006,176.15,3.7238
21.297,24.976,406,406.007,25.0001,0.0001,175.53,3.7030
21.254,24.987,406,406.187,25.0021,0.0021,173.63,3.7480
21.276,24.976,406,405.859,24.9984,-0.0016,176.99,3.7228
21.276,24.955,406,405.764,24.9973,-0.0027,178.08,3.7217
21.286,24.976,406,405.848,24.9983,-0.0017,177.33,3.7119
21.286,24.965,406,405.905,24.9989,-0.0011,176.82,3.7126
21.276,24.965,406,405.893,24.9988,-0.0012,177.00,3.7232
21.265,24.987,406,405.793,24.9976,-0.0024,178.13,3.7328
21.276,24.976,406,405.892,24.9988,-0.0012,177.20,3.7231
21.297,24.987,406,406.228,25.0026,0.0026,173.71,3.7055
21.286,24.965,406,406.290,25.0033,0.0033,172.91,3.7170
21.276,24.955,406,406.100,25.0011,0.0011,174.75,3.7255
21.286,24.987,406,406.179,25.0020,0.0020,173.86,3.7157
21.276,24.987,406,406.310,25.0035,0.0035,172.36,3.7279
21.297,24.965,406,406.280,25.0032,0.0032,172.49,3.7061
21.308,24.965,406,406.208,25.0024,0.0024,173.09,3.6946
21.297,24.976,406,406.653,25.0074,0.0074,168.24,3.7104
21.286,24.987,406,406.291,25.0033,0.0033,171.69,3.7170
21.286,24.997,406,406.602,25.0068,0.0068,168.21,3.7205
21.297,24.976,406,406.428,25.0049,0.0049,169.70,3.7078
21.286,24.987,406,406.535,25.0061,0.0061,168.31,3.7197
21.308,24.987,406,406.605,25.0069,0.0069,167.25,3.6991
21.297,24.976,406,406.597,25.0068,0.0068,166.97,3.7097
21.297,24.997,406,406.554,25.0063,0.0063,167.07,3.7092
21.297,24.987,406,406.808,25.0092,0.0092,164.04,3.7121
21.308,24.987,406,406.533,25.0061,0.0061,166.47,3.6983
21.286,24.976,406,406.470,25.0053,0.0053,166.82,3.7190
21.286,24.997,406,406.579,25.0066,0.0066,165.38,3.7202
21.286,24.976,406,406.469,25.0053,0.0053,166.20,3.7190
21.286,24.976,406,406.491,25.0056,0.0056,165.68,3.7192
21.276,24.987,406,406.684,25.0078,0.0078,163.35,3.7321
21.297,24.976,406,406.293,25.0033,0.0033,167.08,3.7063
21.297,24.955,406,406.304,25.0035,0.0035,166.79,3.7064
21.297,24.987,406,406.312,25.0035,0.0035,166.52,3.7065
21.297,24.976,406,406.157,25.0018,0.0018,167.97,3.7047
21.319,24.997,406,406.261,25.0030,0.0030,166.78,3.6844
21.286,24.997,406,406.240,25.0027,0.0027,166.84,3.7164
21.319,24.987,406,406.056,25.0006,0.0006,168.66,3.6821
21.297,24.976,406,405.927,24.9992,-0.0008,169.99,3.7021
21.308,25.008,406,406.205,25.0023,0.0023,167.08,3.6945
21.308,24.976,406,406.174,25.0020,0.0020,167.29,3.6942
21.308,24.987,406,405.712,24.9967,-0.0033,172.08,3.6889
21.319,24.997,406,406.159,25.0018,0.0018,167.51,3.6833
21.276,24.976,406,406.023,25.0003,0.0003,168.87,3.7246
21.297,24.987,406,406.110,25.0012,0.0012,167.93,3.7042
21.286,24.976,406,406.023,25.0003,0.0003,168.78,3.7139
21.308,24.965,406,405.992,24.9999,-0.0001,169.10,3.6921
21.276,24.987,406,406.252,25.0029,0.0029,166.34,3.7272
21.286,24.976,406,406.239,25.0027,0.0027,166.33,3.7164
21.297,24.976,406,406.285,25.0032,0.0032,165.70,3.7062
21.286,24.987,406,406.201,25.0023,0.0023,166.42,3.7159
21.276,24.987,406,405.909,24.9990,-0.0010,169.40,3.7233
21.286,24.987,406,406.480,25.0055,0.0055,163.40,3.7191
21.276,24.997,406,406.466,25.0053,0.0053,163.26,3.7297
21.286,24.997,406,406.362,25.0041,0.0041,164.08,3.7178
21.276,24.987,406,406.312,25.0035,0.0035,164.39,3.7279
21.254,24.987,406,406.285,25.0032,0.0032,164.49,3.7491
21.286,24.987,406,406.271,25.0031,0.0031,164.47,3.7167
21.297,24.987,406,406.151,25.0017,0.0017,165.58,3.7046
21.286,25.008,406,406.069,25.0008,0.0008,166.36,3.7144
21.297,24.987,406,405.853,24.9983,-0.0017,168.61,3.7013
21.276,24.955,406,405.998,25.0000,-0.0000,167.16,3.7243
21.286,24.976,406,405.918,24.9991,-0.0009,168.01,3.7127
21.286,24.987,406,406.203,25.0023,0.0023,165.03,3.7160
21.276,24.976,406,406.101,25.0011,0.0012,165.99,3.7255
21.276,24.976,406,406.290,25.0033,0.0033,163.93,3.7277
21.286,24.987,406,406.124,25.0014,0.0014,165.51,3.7151
21.276,24.987,406,406.209,25.0024,0.0024,164.54,3.7268
21.265,24.997,406,406.094,25.0011,0.0011,165.63,3.7362
21.286,24.987,406,406.077,25.0009,0.0009,165.76,3.7145
21.276,24.976,406,405.980,24.9998,-0.0002,166.74,3.7241
21.297,25.008,406,406.032,25.0004,0.0004,166.20,3.7033
21.276,24.976,406,406.061,25.0007,0.0007,165.88,3.7251
21.276,24.976,406,405.965,24.9996,-0.0004,166.85,3.7240
21.276,24.976,406,405.915,24.9990,-0.0010,167.40,3.7234
21.286,24.976,406,405.977,24.9997,-0.0003,166.79,3.7134
21.286,24.987,406,406.063,25.0007,0.0007,165.90,3.7144
21.276,24.976,406,405.915,24.9990,-0.0010,167.43,3.7234
21.286,24.987,406,405.569,24.9951,-0.0049,171.15,3.7088
21.254,24.987,406,405.552,24.9949,-0.0051,171.59,3.7407
21.265,24.976,406,405.794,24.9977,-0.0023,169.29,3.7328
21.265,24.987,406,406.099,25.0011,0.0011,166.19,3.7362
21.286,25.008,406,406.087,25.0010,0.0010,166.25,3.7146
21.276,24.987,406,406.028,25.0003,0.0003,166.82,3.7247
21.276,24.987,406,405.842,24.9982,-0.0018,168.78,3.7226
21.286,24.976,406,405.917,24.9991,-0.0009,168.08,3.7127
21.276,24.987,406,405.802,24.9977,-0.0023,169.35,3.7221
21.297,24.987,406,405.904,24.9989,-0.0011,168.39,3.7018
21.308,24.997,406,405.848,24.9983,-0.0017,169.04,3.6905
21.286,24.987,406,406.027,25.0003,0.0003,167.23,3.7140
21.276,24.997,406,406.070,25.0008,0.0008,166.76,3.7252
21.286,24.976,406,405.784,24.9975,-0.0025,169.75,3.7112
21.286,24.997,406,405.870,24.9985,-0.0015,168.97,3.7122
21.276,24.987,406,405.836,24.9981,-0.0019,169.40,3.7225
21.265,24.987,406,405.789,24.9976,-0.0024,170.00,3.7327
21.286,25.008,406,405.796,24.9977,-0.0023,170.05,3.7113
21.276,24.997,406,405.970,24.9997,-0.0003,168.33,3.7240
21.276,24.965,406,405.955,24.9995,-0.0005,168.51,3.7239
21.286,24.987,406,406.034,25.0004,0.0004,167.70,3.7140
21.286,25.008,406,406.144,25.0016,0.0016,166.52,3.7153
21.297,24.997,406,406.300,25.0034,0.0034,164.77,3.7063
21.276,24.987,406,406.369,25.0042,0.0042,163.86,3.7286
21.276,24.997,406,406.291,25.0033,0.0033,164.47,3.7277
21.265,24.987,406,406.259,25.0029,0.0029,164.63,3.7380
21.276,24.997,406,406.174,25.0020,0.0020,165.38,3.7263
21.265,24.987,406,406.252,25.0029,0.0029,164.44,3.7380
21.265,24.997,406,406.125,25.0014,0.0014,165.64,3.7365
21.276,24.997,406,406.252,25.0029,0.0029,164.22,3.7272
21.276,24.997,406,406.266,25.0030,0.0030,163.92,3.7274
21.265,24.997,406,406.425,25.0048,0.0048,162.08,3.7399
21.276,25.008,406,406.635,25.0072,0.0072,159.60,3.7316
21.265,24.976,406,406.264,25.0030,0.0030,163.15,3.7381
21.254,24.987,406,406.296,25.0034,0.0034,162.65,3.7492
21.276,25.008,406,406.203,25.0023,0.0023,163.46,3.7267
21.265,24.987,406,406.090,25.0010,0.0010,164.54,3.7361
21.276,24.987,406,406.348,25.0040,0.0040,161.74,3.7283
21.276,24.997,406,406.334,25.0038,0.0038,161.69,3.7282
21.286,24.987,406,406.440,25.0050,0.0050,160.36,3.7187
21.286,25.008,406,406.168,25.0019,0.0019,162.98,3.7156
21.265,24.976,406,406.461,25.0052,0.0052,159.77,3.7403
21.276,24.976,406,406.208,25.0024,0.0024,162.18,3.7267
21.276,24.965,406,406.293,25.0033,0.0033,161.15,3.7277
21.276,24.997,406,406.340,25.0039,0.0039,160.48,3.7282
21.308,24.997,406,406.032,25.0004,0.0004,163.53,3.6926
21.265,24.976,406,406.043,25.0005,0.0005,163.40,3.7356
21.276,25.008,406,405.898,24.9988,-0.0012,164.92,3.7232
21.276,24.987,406,405.916,24.9991,-0.0009,164.78,3.7234
21.276,24.997,406,405.882,24.9987,-0.0013,165.20,3.7230
21.286,25.008,406,405.861,24.9984,-0.0016,165.49,3.7121
21.286,24.997,406,405.923,24.9991,-0.0009,164.91,3.7128
21.286,24.987,406,406.211,25.0024,0.0024,161.90,3.7161
21.286,24.987,406,405.891,24.9988,-0.0012,165.17,3.7124
21.319,24.997,406,406.066,25.0007,0.0007,163.38,3.6822
21.308,24.976,406,406.005,25.0001,0.0001,163.99,3.6923
21.297,24.987,406,405.842,24.9982,-0.0018,165.71,3.7011
21.297,25.008,406,405.910,24.9990,-0.0010,165.09,3.7019
21.286,24.987,406,406.205,25.0023,0.0023,162.02,3.7160
21.286,24.987,406,406.157,25.0018,0.0018,162.41,3.7154
21.297,24.976,406,406.005,25.0001,0.0001,163.92,3.7030
21.297,24.997,406,405.962,24.9996,-0.0004,164.37,3.7025
21.297,25.008,406,405.896,24.9988,-0.0012,165.09,3.7017
21.297,24.976,406,406.241,25.0027,0.0027,161.50,3.7057
21.297,24.976,406,406.088,25.0010,0.0010,162.97,3.7039
21.297,24.987,406,405.961,24.9996,-0.0004,164.27,3.7025
21.297,24.976,406,406.178,25.0020,0.0020,161.99,3.7050
21.297,24.997,406,406.042,25.0005,0.0005,163.33,3.7034
21.297,24.965,406,405.933,24.9992,-0.0008,164.46,3.7022
21.297,24.987,406,406.137,25.0016,0.0016,162.34,3.7045
21.297,24.987,406,406.167,25.0019,0.0019,161.94,3.7048
21.319,24.976,406,405.981,24.9998,-0.0002,163.81,3.6813
21.308,24.976,406,406.175,25.0020,0.0020,161.76,3.6942
21.308,24.976,406,406.287,25.0033,0.0033,160.47,3.6955
21.308,24.997,406,406.376,25.0043,0.0043,159.36,3.6965
21.319,24.976,406,406.119,25.0014,0.0014,161.85,3.6828
21.297,24.997,406,406.107,25.0012,0.0012,161.91,3.7041
21.297,24.976,406,406.069,25.0008,0.0008,162.24,3.7037
21.319,24.987,406,406.170,25.0019,0.0019,161.13,3.6834
21.319,24.976,406,406.220,25.0025,0.0025,160.51,3.6840
21.308,24.987,406,406.235,25.0027,0.0027,160.21,3.6949
21.319,24.976,406,406.140,25.0016,0.0016,161.08,3.6831
21.308,24.976,406,406.248,25.0028,0.0028,159.85,3.6950
21.329,24.976,406,406.150,25.0017,0.0017,160.73,3.6725
21.340,24.987,406,406.412,25.0047,0.0047,157.87,3.6647
21.340,24.987,406,406.465,25.0053,0.0053,157.06,3.6653
21.329,24.997,406,406.609,25.0069,0.0069,155.26,3.6777
21.340,24.987,406,406.256,25.0029,0.0029,158.64,3.6629
21.329,24.997,406,406.433,25.0049,0.0049,156.60,3.6757
21.329,24.997,406,406.279,25.0032,0.0032,157.98,3.6739
21.329,24.997,406,406.319,25.0036,0.0036,157.39,3.6744
21.351,24.987,406,406.040,25.0005,0.0005,160.15,3.6498
21.351,24.987,406,406.189,25.0021,0.0021,158.55,3.6514
21.319,24.997,406,406.050,25.0006,0.0006,159.91,3.6820
21.329,24.976,406,405.735,24.9970,-0.0030,163.22,3.6677
21.329,24.997,406,405.793,24.9976,-0.0024,162.76,3.6684
21.340,24.976,406,405.697,24.9966,-0.0034,163.90,3.6566
21.319,24.965,406,405.974,24.9997,-0.0003,161.14,3.6812
21.329,24.976,406,405.909,24.9990,-0.0010,161.85,3.6697
21.319,24.997,406,405.963,24.9996,-0.0004,161.34,3.6811
21.329,24.976,406,406.328,25.0037,0.0037,157.49,3.6745
21.340,24.976,406,406.062,25.0007,0.0007,160.12,3.6607
21.340,24.976,406,406.082,25.0009,0.0009,159.86,3.6610
21.340,25.008,406,406.029,25.0003,0.0003,160.38,3.6604
21.319,24.987,406,405.842,24.9982,-0.0018,162.34,3.6797
21.319,24.965,406,405.757,24.9972,-0.0028,163.33,3.6787
21.351,24.976,406,405.934,24.9993,-0.0007,161.60,3.6486
21.340,24.976,406,405.870,24.9985,-0.0015,162.32,3.6586
21.329,24.976,406,405.808,24.9978,-0.0022,163.05,3.6686
21.329,24.997,406,405.706,24.9967,-0.0033,164.25,3.6674
21.329,24.965,406,405.658,24.9961,-0.0039,164.94,3.6669
21.340,24.987,406,405.670,24.9963,-0.0037,165.01,3.6563
21.351,25.008,406,405.750,24.9972,-0.0028,164.36,3.6465
21.351,24.976,406,405.735,24.9970,-0.0030,164.67,3.6463
21.340,24.976,406,405.773,24.9974,-0.0026,164.44,3.6574
21.351,24.987,406,405.738,24.9970,-0.0030,164.94,3.6463
21.351,24.976,406,405.820,24.9980,-0.0020,164.22,3.6473
21.361,24.987,406,405.678,24.9963,-0.0037,165.84,3.6349
21.361,24.976,406,405.694,24.9965,-0.0035,165.87,3.6351
21.351,24.987,406,405.666,24.9962,-0.0038,166.34,3.6455
21.372,25.008,406,405.960,24.9995,-0.0005,163.43,3.6274
21.361,24.976,406,406.025,25.0003,0.0003,162.77,3.6389
21.351,24.976,406,405.973,24.9997,-0.0003,163.29,3.6490
21.351,24.997,406,405.668,24.9962,-0.0038,166.55,3.6455
21.372,25.008,406,405.901,24.9989,-0.0011,164.28,3.6267
21.361,24.997,406,405.789,24.9976,-0.0024,165.53,3.6362
21.361,24.987,406,405.751,24.9972,-0.0028,166.05,3.6357
21.351,24.997,406,405.891,24.9988,-0.0012,164.71,3.6481
21.361,24.976,406,405.912,24.9990,-0.0010,164.56,3.6376
21.351,25.008,406,406.096,25.0011,0.0011,162.67,3.6504
21.372,25.008,406,406.008,25.0001,0.0001,163.54,3.6279
21.361,25.008,406,405.880,24.9986,-0.0014,164.89,3.6372
21.351,24.987,406,405.936,24.9993,-0.0007,164.37,3.6486
21.351,24.987,406,405.873,24.9986,-0.0014,165.08,3.6479
21.361,24.987,406,405.745,24.9971,-0.0029,166.51,3.6357
21.372,24.997,406,405.634,24.9958,-0.0042,167.84,3.6237
21.394,24.997,406,406.044,25.0005,0.0005,163.71,3.6069
21.372,24.997,406,405.991,24.9999,-0.0001,164.25,3.6277
21.372,24.976,406,406.298,25.0034,0.0034,161.00,3.6312
21.372,24.976,406,406.109,25.0012,0.0012,162.83,3.6291
21.372,25.008,406,406.295,25.0034,0.0034,160.79,3.6312
21.383,24.997,406,406.341,25.0039,0.0039,160.12,3.6210
21.361,24.976,406,406.241,25.0027,0.0027,160.98,3.6413
21.372,24.976,406,406.207,25.0023,0.0023,161.20,3.6302
21.372,24.987,406,406.248,25.0028,0.0028,160.64,3.6307
21.372,24.987,406,406.239,25.0027,0.0027,160.59,3.6306
21.383,24.987,406,406.262,25.0030,0.0030,160.20,3.6201
21.372,24.976,406,405.808,24.9978,-0.0022,164.85,3.6257
21.372,24.997,406,406.116,25.0013,0.0013,161.70,3.6292
21.383,24.987,406,406.495,25.0056,0.0056,157.62,3.6227
21.394,24.997,406,406.394,25.0045,0.0045,158.39,3.6109
