timestamp,r,humidity,temp_c
1516432385.91,100010.060,55.630,20.805
1516432386.91,100010.050,55.653,20.826
1516432387.91,100010.060,55.646,20.815
1516432388.92,100010.070,55.638,20.815
1516432389.91,100010.070,55.638,20.805
1516432390.91,100010.070,55.623,20.826
1516432391.91,100010.060,55.607,20.837
1516432392.91,100010.070,55.623,20.826
1516432393.91,100010.070,55.623,20.826
1516432394.91,100010.080,55.607,20.815
1516432395.91,100010.080,55.607,20.837
1516432396.91,100010.100,55.584,20.826
1516432397.91,100010.080,55.607,20.848
1516432398.91,100010.080,55.584,20.826
1516432399.91,100010.070,55.584,20.826
1516432400.91,100010.080,55.569,20.837
1516432401.91,80002.055,55.584,20.837
1516432402.91,80002.307,55.592,20.805
1516432403.91,80002.332,55.562,20.805
1516432404.91,80002.403,55.569,20.805
1516432405.91,80002.611,55.577,20.815
1516432406.91,80002.903,55.577,20.815
1516432407.91,80002.730,55.569,20.805
1516432408.91,80002.911,55.569,20.826
1516432412.91,80003.053,55.569,20.815
1516432415.91,80003.248,55.569,20.794
1516432418.91,80003.306,55.577,20.805
1516432422.91,80003.370,55.600,20.805
1516432425.91,80003.364,55.607,20.805
1516432429.91,80003.431,55.592,20.773
1516432432.91,80003.502,55.592,20.805
1516432435.91,80003.857,55.569,20.815
1516432439.91,80004.360,55.569,20.815
1516432442.91,80004.289,55.546,20.815
1516432445.9,80003.982,55.516,20.858
1516432449.91,80003.933,55.508,20.869
1516432452.9,80003.834,55.485,20.869
1516432455.9,80004.337,55.447,20.848
1516432459.9,80004.091,55.447,20.805
1516432462.9,80003.791,55.432,20.805
1516432465.9,80004.144,55.447,20.826
1516432469.9,80004.088,55.432,20.815
1516432472.9,80004.430,55.424,20.815
1516432475.9,80004.345,55.417,20.826
1516432479.9,80004.058,55.378,20.848
1516432482.9,80003.626,55.371,20.858
1516432486.9,80003.578,55.325,20.826
1516432489.9,80003.614,55.333,20.826
1516432492.9,80003.941,55.310,20.826
