timestamp,lm399,temp_c,humidity
1516258056.97,6885957.1,18.345,53.151
1516258057.97,6885956.1,18.345,53.158
1516258058.97,6885957.4,18.323,53.135
1516258059.97,6885957.1,18.334,53.151
1516258060.96,6885957.6,18.323,53.143
1516258061.96,6885957.9,18.345,53.151
1516258062.96,6885957.9,18.323,53.158
1516258063.96,6885958.7,18.323,53.151
1516258064.96,6885956.9,18.334,53.166
1516258065.96,6885957.4,18.345,53.174
1516258066.96,6885957.9,18.323,53.181
1516258067.96,6885957.6,18.334,53.166
1516258068.96,6885958.7,18.334,53.189
1516258069.96,6885957.6,18.345,53.174
1516258071.96,6885958.2,18.323,53.174
1516258075.96,6885956.9,18.355,53.181
1516258078.96,6885958.4,18.334,53.204
1516258081.96,6885958.4,18.323,53.189
1516258085.96,6885957.9,18.334,53.196
1516258088.96,6885956.6,18.345,53.196
1516258091.96,6885956.9,18.334,53.204
1516258095.96,6885958.2,18.355,53.212
1516258098.96,6885955.9,18.334,53.212
1516258102.96,6885957.9,18.355,53.196
1516258105.96,6885957.9,18.345,53.174
1516258108.96,6885959.2,18.355,53.212
1516258112.96,6885959.2,18.377,53.204
1516258115.95,6885959.2,18.355,53.212
1516258118.96,6885960.2,18.366,53.204
1516258122.95,6885958.4,18.355,53.174
1516258125.95,6885959.7,18.377,53.174
1516258128.95,6885960.7,18.377,53.174
1516258132.95,6885961.2,18.387,53.151
1516258135.95,6885958.7,18.387,53.151
1516258138.95,6885959.2,18.387,53.135
1516258142.95,6885958.2,18.387,53.151
1516258145.95,6885959.9,18.377,53.128
1516258148.95,6885959.4,18.377,53.113
1516258152.95,6885961.5,18.366,53.105
1516258155.95,6885961.5,18.366,53.097
1516258158.95,6885960.4,18.377,53.097
1516258162.95,6885959.4,18.387,53.120
1516258165.95,6885959.4,18.377,53.097
1516258168.95,6885961.5,18.355,53.128
1516258172.95,6885959.4,18.334,53.113
1516258175.95,6885960.2,18.345,53.120
1516258178.94,6885959.7,18.345,53.097
1516258182.95,6885959.9,18.345,53.105
1516258185.94,6885960.2,18.366,53.113
1516258189.94,6885960.2,18.345,53.113
1516258192.94,6885960.4,18.355,53.113
1516258195.94,6885962.2,18.355,53.120
1516258199.94,6885963.2,18.366,53.128
1516258202.94,6885963.7,18.345,53.120
1516258205.94,6885961.5,18.345,53.135
1516258209.94,6885961.2,18.334,53.143
1516258212.94,6885961.7,18.345,53.151
1516258215.94,6885962.7,18.334,53.174
1516258219.94,6885960.7,18.366,53.181
1516258222.94,6885960.9,18.345,53.181
1516258225.94,6885959.9,18.334,53.181
1516258229.94,6885959.9,18.345,53.181
1516258232.94,6885961.5,18.323,53.196
1516258235.94,6885960.2,18.313,53.227
1516258239.93,6885960.2,18.366,53.212
1516258242.93,6885959.4,18.345,53.227
1516258245.94,6885959.9,18.355,53.212
1516258249.93,6885959.9,18.355,53.189
1516258252.93,6885960.2,18.355,53.212
1516258255.93,6885960.2,18.345,53.235
1516258259.93,6885958.9,18.366,53.212
1516258262.93,6885959.7,18.345,53.204
1516258265.93,6885959.2,18.345,53.227
1516258269.93,6885959.9,18.345,53.227
1516258272.93,6885960.4,18.345,53.212
1516258276.93,6885962.7,18.355,53.235
1516258279.93,6885959.9,18.345,53.235
1516258282.93,6885959.7,18.377,53.258
1516258286.93,6885959.2,18.355,53.242
1516258289.93,6885957.9,18.355,53.265
1516258292.92,6885958.4,18.366,53.273
1516258296.93,6885958.2,18.345,53.265
1516258299.93,6885959.7,18.355,53.288
1516258302.92,6885957.9,18.366,53.280
1516258306.93,6885958.4,18.366,53.273
1516258309.92,6885959.9,18.355,53.273
1516258312.92,6885959.2,18.345,53.303
1516258316.92,6885959.4,18.334,53.280
1516258319.92,6885958.9,18.323,53.273
1516258322.92,6885959.9,18.355,53.280
1516258326.92,6885961.7,18.345,53.296
1516258329.92,6885958.7,18.323,53.280
1516258332.92,6885960.2,18.334,53.319
1516258336.92,6885961.5,18.313,53.303
1516258339.92,6885959.7,18.313,53.341
1516258342.92,6885959.7,18.345,53.319
1516258346.92,6885959.9,18.334,53.357
1516258349.92,6885958.9,18.345,53.349
1516258352.92,6885958.9,18.334,53.357
1516258356.92,6885958.4,18.345,53.395
1516258359.92,6885959.4,18.313,53.387
1516258363.91,6885958.9,18.334,53.410
1516258366.91,6885958.4,18.345,53.410
1516258369.92,6885958.7,18.355,53.433
1516258373.91,6885958.4,18.345,53.425
1516258376.91,6885956.9,18.334,53.433
1516258379.91,6885958.4,18.334,53.418
1516258383.91,6885957.4,18.323,53.425
1516258386.91,6885957.4,18.334,53.395
1516258389.91,6885957.9,18.323,53.425
1516258393.91,6885957.1,18.345,53.418
1516258396.91,6885959.7,18.334,53.418
1516258399.91,6885959.2,18.345,53.418
1516258403.91,6885957.9,18.323,53.410
1516258406.91,6885957.9,18.345,53.410
1516258409.91,6885957.6,18.313,53.410
1516258413.91,6885957.4,18.334,53.418
1516258416.9,6885958.2,18.345,53.418
1516258419.9,6885956.4,18.355,53.425
1516258423.91,6885958.7,18.345,53.433
1516258426.9,6885956.4,18.366,53.402
1516258429.9,6885955.9,18.345,53.418
1516258433.9,6885957.4,18.377,53.410
1516258436.9,6885958.4,18.387,53.410
1516258439.9,6885956.4,18.398,53.387
1516258443.9,6885958.7,18.420,53.372
1516258446.9,6885956.9,18.430,53.334
1516258450.9,6885957.6,18.430,53.288
1516258453.9,6885956.9,18.398,53.273
1516258456.9,6885957.4,18.409,53.250
1516258460.9,6885955.9,18.430,53.227
1516258463.9,6885956.9,18.430,53.174
1516258466.9,6885957.9,18.398,53.166
1516258470.9,6885956.9,18.420,53.105
1516258473.9,6885957.4,18.398,53.090
1516258476.9,6885957.9,18.398,53.074
1516258480.9,6885957.6,18.420,53.052
1516258483.9,6885957.6,18.409,53.044
1516258486.89,6885959.2,18.430,53.029
1516258490.89,6885957.9,18.441,53.013
1516258493.89,6885957.1,18.441,52.983
1516258496.89,6885957.6,18.452,52.975
1516258500.89,6885958.4,18.473,52.945
1516258503.89,6885958.2,18.452,52.929
1516258506.89,6885958.7,18.452,52.899
1516258510.89,6885957.9,18.452,52.899
1516258513.89,6885958.2,18.462,52.884
1516258516.89,6885959.2,18.441,52.899
1516258520.89,6885957.9,18.452,52.868
1516258523.89,6885958.4,18.462,52.846
1516258526.89,6885958.9,18.462,52.861
1516258530.89,6885959.4,18.441,52.815
1516258533.89,6885957.4,18.441,52.815
1516258537.89,6885959.7,18.452,52.815
1516258540.88,6885959.9,18.430,52.800
1516258543.88,6885960.4,18.462,52.792
1516258547.89,6885959.9,18.441,52.792
1516258550.88,6885960.7,18.430,52.784
1516258553.88,6885959.4,18.473,52.784
1516258557.88,6885960.7,18.473,52.754
1516258560.88,6885960.2,18.484,52.762
1516258563.88,6885959.4,18.462,52.739
