timestamp,v,temp_c
1525334265.41,7.04568334,22.819
1525334270.56,7.04568375,22.822
1525334275.71,7.04568194,22.819
1525334280.86,7.04568335,22.819
1525334286.01,7.04568603,22.811
1525334291.15,7.04568463,22.81
1525334296.3,7.04568602,22.806
1525334301.45,7.04568749,22.813
1525334306.6,7.04568905,22.811
1525334311.75,7.04568845,22.819
1525334316.9,7.04568469,22.81
1525334322.05,7.04568247,22.799
1525334327.2,7.04568007,22.8
1525334332.35,7.04567985,22.802
1525334337.49,7.04568046,22.794
1525334342.64,7.04567946,22.78
1525334347.79,7.04568009,22.79
1525334352.94,7.04567918,22.773
1525334358.08,7.04568016,22.765
1525334363.23,7.04568135,22.757
1525334368.38,7.0456819,22.753
1525334373.53,7.04568298,22.756
1525334378.68,7.04568196,22.753
1525334383.83,7.04568228,22.751
1525334388.98,7.04568706,22.757
1525334394.12,7.04568861,22.753
1525334399.27,7.04568404,22.75
1525334404.42,7.04568104,22.748
1525334409.57,7.04568266,22.747
1525334414.72,7.04568232,22.739
1525334419.86,7.04568101,22.725
1525334425.01,7.04568253,22.715
1525334430.16,7.04568669,22.692
1525334435.31,7.04568633,22.676
1525334440.46,7.04568883,22.652
1525334445.61,7.04568624,22.655
1525334450.75,7.04568766,22.661
1525334455.9,7.04568623,22.656
1525334461.05,7.04568599,22.652
1525334466.2,7.04568184,22.653
1525334471.35,7.0456799,22.662
1525334476.49,7.04567914,22.644
1525334481.64,7.04567863,22.653
1525334486.79,7.04567999,22.655
1525334491.94,7.04567997,22.662
1525334497.09,7.0456812,22.662
1525334502.24,7.0456821,22.679
1525334507.38,7.04568178,22.678
1525334512.53,7.04568088,22.653
1525334517.68,7.04568519,22.649
1525334522.83,7.04568783,22.646
1525334527.98,7.04568617,22.641
1525334533.12,7.04568079,22.638
1525334538.27,7.04567967,22.643
1525334543.42,7.04567993,22.644
1525334548.57,7.04568022,22.641
1525334553.72,7.04568213,22.647
1525334558.87,7.04568274,22.643
1525334564.01,7.04568506,22.652
1525334569.16,7.04568701,22.646
1525334574.31,7.04568794,22.649
1525334579.46,7.04568778,22.644
1525334584.61,7.04568301,22.644
1525334589.75,7.04568081,22.639
1525334594.9,7.04567875,22.641
1525334600.05,7.04567935,22.639
1525334605.2,7.0456798,22.641
1525334610.35,7.04567823,22.629
1525334615.49,7.04567926,22.604
1525334620.64,7.04568001,22.59
1525334625.79,7.0456812,22.577
1525334630.94,7.04568541,22.564
1525334636.09,7.04568526,22.566
1525334641.24,7.04568623,22.548
1525334646.38,7.04568826,22.534
1525334651.53,7.04568793,22.521
1525334656.68,7.04568396,22.517
1525334661.83,7.04568462,22.497
1525334666.98,7.0456872,22.495
1525334672.12,7.04568581,22.495
1525334677.27,7.04568398,22.477
1525334682.42,7.04568441,22.463
1525334687.57,7.0456863,22.454
1525334692.72,7.0456861,22.442
1525334697.87,7.04568388,22.428
1525334703.02,7.045679,22.417
1525334708.17,7.0456779,22.4
1525334713.32,7.04567736,22.396
1525334718.47,7.04568005,22.384
1525334723.62,7.04568,22.377
1525334728.77,7.04568062,22.367
1525334733.92,7.04568009,22.362
1525334739.06,7.04568046,22.358
1525334744.21,7.04568499,22.347
1525334749.36,7.04568655,22.336
1525334754.51,7.0456895,22.331
1525334759.65,7.04568385,22.33
1525334764.8,7.04568072,22.336
1525334769.95,7.04568363,22.338
1525334775.1,7.04568274,22.341
1525334780.25,7.04568445,22.339
1525334785.4,7.04568805,22.344
1525334790.55,7.04568727,22.328
1525334795.7,7.0456818,22.331
1525334800.85,7.04568018,22.319
1525334805.99,7.04568112,22.313
1525334811.14,7.04568085,22.318
1525334816.29,7.04568125,22.319
1525334821.44,7.04568105,22.331
1525334826.59,7.04568329,22.328
1525334831.74,7.04568382,22.328
1525334836.89,7.04568202,22.336
1525334842.03,7.0456826,22.336
1525334847.18,7.045686,22.335
1525334852.33,7.04568822,22.31
1525334857.48,7.04568589,22.31
1525334862.63,7.04568417,22.287
1525334867.78,7.04568319,22.284
1525334872.93,7.04568972,22.284
1525334878.08,7.04568949,22.272
1525334883.22,7.04568218,22.273
1525334888.37,7.04568087,22.27
1525334893.52,7.04568052,22.276
1525334898.67,7.04568241,22.275
1525334903.82,7.04568569,22.275
1525334908.97,7.0456865,22.281
1525334914.12,7.04568632,22.282
1525334919.26,7.04568699,22.284
1525334924.41,7.04568635,22.279
1525334929.56,7.04568648,22.286
1525334934.71,7.04568752,22.286
1525334939.86,7.04568523,22.273
1525334945.01,7.045683,22.278
1525334950.15,7.04568222,22.276
1525334955.3,7.04568233,22.269
