timestamp,AD587-bare
1512853909.156,10000606.0
1512853912.507,10000605.0
1512853915.859,10000608.0
1512853919.212,10000608.0
1512853922.564,10000609.0
1512853925.915,10000609.0
1512853929.268,10000609.0
1512853932.620,10000609.0
1512853935.972,10000608.0
1512853939.324,10000607.0
1512853942.676,10000608.0
1512853946.028,10000607.0
1512853949.380,10000607.0
1512853952.732,10000607.0
1512853956.085,10000607.0
1512853959.437,10000607.0
1512853962.789,10000608.0
1512853966.141,10000608.0
1512853969.493,10000608.0
1512853972.845,10000607.0
1512853976.197,10000609.0
1512853979.550,10000609.0
1512853982.901,10000608.0
1512853986.253,10000607.0
1512853989.605,10000608.0
1512853992.958,10000607.0
1512853996.310,10000606.0
1512853999.662,10000606.0
1512854003.014,10000608.0
1512854006.366,10000607.0
1512854009.718,10000608.0
1512854013.071,10000607.0
1512854016.423,10000607.0
1512854019.775,10000607.0
1512854023.126,10000609.0
1512854026.479,10000608.0
1512854029.831,10000606.0
1512854033.183,10000605.0
1512854036.535,10000608.0
1512854039.887,10000606.0
1512854043.239,10000606.0
1512854046.592,10000608.0
1512854049.944,10000608.0
1512854053.295,10000609.0
1512854056.648,10000609.0
1512854060.000,10000607.0
1512854063.352,10000608.0
1512854066.704,10000608.0
1512854070.056,10000606.0
1512854073.408,10000607.0
1512854076.760,10000608.0
1512854080.113,10000608.0
1512854083.465,10000608.0
1512854086.817,10000609.0
1512854090.168,10000606.0
1512854093.520,10000608.0
1512854096.873,10000607.0
1512854100.225,10000606.0
1512854103.577,10000605.0
1512854106.930,10000605.0
1512854110.281,10000605.0
1512854113.633,10000604.0
1512854116.985,10000605.0
1512854120.338,10000603.0
1512854123.690,10000604.0
1512854127.041,10000604.0
1512854130.394,10000606.0
1512854133.746,10000605.0
1512854137.098,10000603.0
1512854140.450,10000604.0
1512854143.803,10000604.0
1512854147.155,10000604.0
1512854150.507,10000604.0
1512854153.859,10000603.0
1512854157.210,10000606.0
1512854160.563,10000604.0
1512854163.915,10000604.0
1512854167.267,10000604.0
1512854170.619,10000603.0
1512854173.972,10000605.0
1512854177.323,10000605.0
1512854180.675,10000605.0
1512854184.027,10000604.0
1512854187.380,10000605.0
1512854190.732,10000604.0
1512854194.083,10000604.0
1512854197.436,10000606.0
1512854200.788,10000604.0
1512854204.140,10000605.0
1512854207.493,10000605.0
1512854210.844,10000607.0
1512854214.196,10000608.0
1512854217.548,10000608.0
1512854220.901,10000607.0
1512854224.253,10000609.0
1512854227.604,10000607.0
1512854230.957,10000608.0
1512854234.309,10000609.0
1512854237.661,10000609.0
1512854241.013,10000609.0
1512854244.366,10000608.0
1512854247.717,10000609.0
1512854251.069,10000608.0
1512854254.422,10000607.0
1512854257.774,10000609.0
1512854261.126,10000609.0
1512854264.478,10000609.0
1512854267.830,10000608.0
1512854271.182,10000606.0
1512854274.534,10000607.0
1512854277.886,10000608.0
1512854281.238,10000607.0
1512854284.591,10000608.0
1512854287.943,10000608.0
1512854291.295,10000608.0
1512854294.646,10000608.0
1512854297.999,10000609.0
1512854301.351,10000608.0
1512854304.703,10000608.0
1512854308.055,10000610.0
1512854311.406,10000608.0
1512854314.759,10000610.0
1512854318.111,10000608.0
1512854321.463,10000608.0
1512854324.815,10000608.0
1512854328.167,10000611.0
1512854331.518,10000610.0
1512854334.871,10000609.0
1512854338.223,10000612.0
1512854341.575,10000611.0
1512854344.927,10000610.0
1512854348.279,10000611.0
1512854351.631,10000612.0
1512854354.983,10000611.0
1512854358.335,10000612.0
1512854361.687,10000611.0
1512854365.039,10000612.0
1512854368.391,10000609.0
1512854371.743,10000609.0
1512854375.095,10000609.0
1512854378.447,10000609.0
1512854381.799,10000608.0
1512854385.151,10000607.0
1512854388.503,10000607.0
1512854391.855,10000606.0
1512854395.207,10000606.0
1512854398.559,10000607.0
1512854401.911,10000607.0
1512854405.264,10000606.0
1512854408.616,10000606.0
1512854411.967,10000606.0
1512854415.319,10000604.0
1512854418.671,10000605.0
1512854422.024,10000604.0
1512854425.376,10000602.0
1512854428.727,10000602.0
1512854432.079,10000603.0
1512854435.432,10000603.0
1512854438.784,10000603.0
1512854442.136,10000603.0
1512854445.487,10000603.0
1512854448.839,10000604.0
1512854452.192,10000604.0
1512854455.544,10000603.0
1512854458.896,10000604.0
1512854462.248,10000603.0
1512854465.599,10000602.0
1512854468.952,10000602.0
1512854472.304,10000604.0
1512854475.656,10000603.0
1512854479.008,10000603.0
1512854482.359,10000604.0
1512854485.711,10000603.0
1512854489.064,10000603.0
1512854492.416,10000604.0
1512854495.768,10000603.0
1512854499.120,10000602.0
1512854502.471,10000604.0
1512854505.824,10000602.0
1512854509.176,10000604.0
1512854512.528,10000602.0
1512854515.880,10000602.0
1512854519.232,10000605.0
1512854522.584,10000605.0
1512854525.936,10000603.0
1512854529.289,10000602.0
1512854532.640,10000604.0
1512854535.992,10000603.0
1512854539.344,10000600.0
1512854542.696,10000600.0
1512854546.049,10000600.0
1512854549.400,10000599.0
1512854552.752,10000601.0
1512854556.104,10000601.0
1512854559.457,10000601.0
1512854562.808,10000602.0
1512854566.160,10000604.0
1512854569.512,10000603.0
1512854572.864,10000602.0
1512854576.217,10000602.0
1512854579.569,10000604.0
1512854582.920,10000602.0
1512854586.272,10000604.0
1512854589.624,10000602.0
1512854592.977,10000604.0
1512854596.329,10000600.0
1512854599.680,10000601.0
1512854603.032,10000600.0
1512854606.384,10000601.0
1512854609.737,10000599.0
1512854613.089,10000603.0
1512854616.440,10000601.0
1512854619.792,10000601.0
1512854623.145,10000600.0
1512854626.497,10000600.0
1512854629.848,10000600.0
1512854633.201,10000600.0
1512854636.552,10000601.0
1512854639.904,10000601.0
1512854643.257,10000602.0
1512854646.609,10000602.0
1512854649.961,10000600.0
1512854653.313,10000601.0
1512854656.664,10000599.0
1512854660.017,10000601.0
1512854663.369,10000596.0
1512854666.720,10000601.0
1512854670.073,10000600.0
1512854673.425,10000600.0
1512854676.777,10000601.0
1512854680.129,10000598.0
1512854683.481,10000601.0
1512854686.833,10000600.0
1512854690.185,10000600.0
1512854693.537,10000600.0
1512854696.889,10000601.0
1512854700.241,10000603.0
1512854703.593,10000602.0
1512854706.945,10000602.0
1512854710.298,10000600.0
1512854713.649,10000600.0
1512854717.001,10000602.0
1512854720.353,10000599.0
1512854723.705,10000601.0
1512854727.058,10000601.0
1512854730.409,10000599.0
1512854733.761,10000602.0
1512854737.113,10000601.0
1512854740.465,10000602.0
1512854743.817,10000603.0
1512854747.170,10000602.0
1512854750.521,10000600.0
1512854753.874,10000601.0
1512854757.226,10000602.0
1512854760.577,10000604.0
1512854763.929,10000602.0
1512854767.281,10000603.0
1512854770.634,10000605.0
1512854773.986,10000604.0
1512854777.338,10000606.0
1512854780.689,10000605.0
1512854784.041,10000604.0
1512854787.394,10000604.0
1512854790.746,10000602.0
1512854794.098,10000604.0
1512854797.449,10000604.0
1512854800.802,10000604.0
1512854804.154,10000605.0
1512854807.506,10000603.0
1512854810.858,10000602.0
1512854814.210,10000603.0
1512854817.561,10000604.0
1512854820.914,10000604.0
1512854824.266,10000603.0
1512854827.618,10000604.0
1512854830.970,10000605.0
1512854834.322,10000604.0
1512854837.674,10000605.0
1512854841.026,10000606.0
1512854844.378,10000606.0
1512854847.730,10000605.0
1512854851.082,10000605.0
1512854854.434,10000605.0
1512854857.786,10000606.0
1512854861.138,10000606.0
1512854864.490,10000607.0
1512854867.843,10000603.0
1512854871.194,10000606.0
1512854874.547,10000605.0
1512854877.899,10000605.0
1512854881.251,10000603.0
1512854884.602,10000604.0
1512854887.954,10000603.0
1512854891.307,10000605.0
1512854894.659,10000605.0
1512854898.011,10000603.0
1512854901.362,10000604.0
1512854904.714,10000603.0
1512854908.066,10000605.0
1512854911.419,10000606.0
1512854914.771,10000606.0
1512854918.123,10000607.0
1512854921.475,10000606.0
1512854924.826,10000604.0
1512854928.179,10000605.0
1512854931.531,10000605.0
1512854934.883,10000605.0
1512854938.235,10000606.0
1512854941.587,10000607.0
1512854944.939,10000604.0
1512854948.291,10000604.0
1512854951.643,10000603.0
1512854954.995,10000604.0
1512854958.348,10000604.0
1512854961.699,10000604.0
1512854965.051,10000606.0
1512854968.403,10000604.0
1512854971.755,10000605.0
1512854975.108,10000604.0
1512854978.459,10000604.0
1512854981.811,10000603.0
1512854985.163,10000605.0
1512854988.515,10000604.0
1512854991.867,10000604.0
1512854995.219,10000603.0
1512854998.571,10000603.0
1512855001.924,10000606.0
1512855005.276,10000604.0
1512855008.627,10000603.0
1512855011.980,10000601.0
1512855015.331,10000603.0
1512855018.683,10000605.0
1512855022.035,10000604.0
1512855025.388,10000604.0
1512855028.740,10000603.0
1512855032.091,10000604.0
1512855035.443,10000604.0
1512855038.796,10000605.0
1512855042.148,10000604.0
1512855045.500,10000606.0
1512855048.852,10000606.0
1512855052.203,10000606.0
1512855055.555,10000606.0
1512855058.908,10000607.0
1512855062.260,10000606.0
1512855065.612,10000607.0
1512855068.964,10000607.0
1512855072.315,10000607.0
1512855075.668,10000606.0
1512855079.020,10000609.0
1512855082.372,10000608.0
1512855085.724,10000606.0
1512855089.076,10000606.0
1512855092.428,10000606.0
1512855095.780,10000607.0
1512855099.132,10000607.0
1512855102.485,10000607.0
1512855105.837,10000608.0
1512855109.188,10000608.0
1512855112.541,10000607.0
1512855115.893,10000609.0
1512855119.244,10000608.0
1512855122.596,10000609.0
1512855125.948,10000608.0
1512855129.301,10000611.0
1512855132.653,10000607.0
1512855136.005,10000608.0
1512855139.356,10000608.0
1512855142.708,10000609.0
1512855146.061,10000607.0
1512855149.413,10000608.0
1512855152.764,10000607.0
1512855156.117,10000606.0
1512855159.469,10000606.0
1512855162.821,10000605.0
1512855166.173,10000606.0
1512855169.525,10000608.0
1512855172.877,10000605.0
1512855176.229,10000606.0
1512855179.581,10000608.0
1512855182.933,10000606.0
1512855186.285,10000606.0
1512855189.638,10000605.0
1512855192.990,10000606.0
1512855196.341,10000604.0
1512855199.693,10000605.0
1512855203.045,10000604.0
1512855206.398,10000606.0
1512855209.750,10000605.0
1512855213.101,10000605.0
1512855216.453,10000604.0
1512855219.806,10000605.0
1512855223.158,10000606.0
1512855226.510,10000606.0
1512855229.861,10000607.0
1512855233.214,10000604.0
1512855236.566,10000605.0
1512855239.918,10000605.0
1512855243.270,10000605.0
1512855246.621,10000605.0
1512855249.974,10000603.0
1512855253.326,10000604.0
1512855256.678,10000606.0
1512855260.029,10000604.0
1512855263.382,10000604.0
1512855266.734,10000604.0
1512855270.086,10000603.0
1512855273.438,10000605.0
1512855276.790,10000606.0
1512855280.142,10000607.0
1512855283.494,10000606.0
1512855286.847,10000604.0
1512855290.199,10000605.0
1512855293.550,10000606.0
1512855296.902,10000605.0
1512855300.254,10000607.0
1512855303.606,10000605.0
1512855306.959,10000606.0
1512855310.311,10000606.0
1512855313.663,10000605.0
1512855317.014,10000605.0
1512855320.366,10000606.0
1512855323.719,10000606.0
1512855327.071,10000606.0
1512855330.423,10000606.0
1512855333.774,10000605.0
1512855337.127,10000606.0
1512855340.479,10000605.0
1512855343.831,10000605.0
1512855347.183,10000604.0
1512855350.535,10000604.0
1512855353.887,10000606.0
1512855357.239,10000606.0
1512855360.591,10000606.0
1512855363.943,10000605.0
1512855367.295,10000606.0
1512855370.647,10000607.0
1512855373.999,10000605.0
1512855377.351,10000605.0
1512855380.703,10000607.0
1512855384.055,10000609.0
1512855387.407,10000610.0
1512855390.759,10000609.0
1512855394.112,10000611.0
1512855397.464,10000609.0
1512855400.815,10000609.0
1512855404.167,10000609.0
1512855407.519,10000608.0
1512855410.872,10000608.0
1512855414.224,10000608.0
1512855417.576,10000608.0
1512855420.927,10000609.0
1512855424.279,10000608.0
1512855427.631,10000608.0
1512855430.984,10000608.0
1512855434.336,10000609.0
1512855437.688,10000608.0
1512855441.039,10000608.0
1512855444.392,10000608.0
1512855447.744,10000607.0
1512855451.096,10000609.0
1512855454.448,10000609.0
1512855457.799,10000609.0
1512855461.152,10000608.0
1512855464.504,10000610.0
1512855467.856,10000610.0
1512855471.208,10000609.0
1512855474.560,10000610.0
1512855477.912,10000609.0
1512855481.264,10000609.0
1512855484.616,10000609.0
1512855487.968,10000609.0
1512855491.320,10000609.0
1512855494.672,10000610.0
1512855498.024,10000609.0
1512855501.377,10000609.0
1512855504.728,10000610.0
1512855508.080,10000611.0
1512855511.432,10000611.0
1512855514.784,10000611.0
1512855518.136,10000610.0
1512855521.489,10000610.0
1512855524.840,10000612.0
1512855528.192,10000610.0
1512855531.544,10000611.0
1512855534.896,10000610.0
1512855538.249,10000610.0
1512855541.600,10000610.0
1512855544.952,10000609.0
1512855548.304,10000610.0
1512855551.656,10000611.0
1512855555.008,10000611.0
1512855558.361,10000610.0
1512855561.712,10000610.0
1512855565.064,10000611.0
1512855568.416,10000610.0
1512855571.769,10000610.0
1512855575.122,10000610.0
1512855578.472,10000612.0
1512855581.824,10000610.0
1512855585.176,10000610.0
1512855588.528,10000610.0
1512855591.880,10000608.0
1512855595.232,10000611.0
1512855598.584,10000611.0
1512855601.937,10000610.0
1512855605.289,10000610.0
1512855608.640,10000611.0
1512855611.992,10000609.0
1512855615.344,10000611.0
1512855618.696,10000609.0
1512855622.049,10000609.0
1512855625.401,10000611.0
1512855628.752,10000609.0
1512855632.104,10000610.0
1512855635.457,10000610.0
1512855638.809,10000610.0
1512855642.161,10000609.0
1512855645.512,10000609.0
1512855648.864,10000610.0
1512855652.216,10000608.0
1512855655.569,10000610.0
1512855658.921,10000609.0
1512855662.273,10000606.0
1512855665.625,10000608.0
1512855668.976,10000609.0
1512855672.329,10000608.0
1512855675.681,10000607.0
1512855679.033,10000608.0
1512855682.385,10000608.0
1512855685.737,10000607.0
1512855689.088,10000609.0
1512855692.441,10000608.0
1512855695.793,10000607.0
1512855699.145,10000608.0
1512855702.497,10000608.0
1512855705.849,10000608.0
1512855709.201,10000607.0
1512855712.553,10000608.0
1512855715.905,10000609.0
1512855719.258,10000609.0
1512855722.609,10000608.0
1512855725.961,10000607.0
1512855729.313,10000608.0
1512855732.665,10000609.0
1512855736.017,10000609.0
1512855739.369,10000606.0
1512855742.721,10000607.0
1512855746.073,10000608.0
1512855749.425,10000606.0
1512855752.778,10000606.0
1512855756.130,10000605.0
1512855759.481,10000607.0
1512855762.833,10000607.0
1512855766.185,10000606.0
1512855769.538,10000607.0
1512855772.890,10000608.0
1512855776.242,10000606.0
1512855779.594,10000608.0
1512855782.945,10000606.0
1512855786.298,10000607.0
1512855789.650,10000607.0
1512855793.002,10000608.0
1512855796.354,10000609.0
1512855799.706,10000607.0
1512855803.058,10000608.0
1512855806.410,10000610.0
1512855809.762,10000608.0
1512855813.114,10000610.0
1512855816.467,10000609.0
1512855819.818,10000610.0
1512855823.170,10000609.0
1512855826.522,10000609.0
1512855829.874,10000609.0
1512855833.226,10000607.0
1512855836.578,10000610.0
1512855839.930,10000611.0
1512855843.283,10000610.0
1512855846.635,10000609.0
1512855849.986,10000610.0
1512855853.338,10000609.0
1512855856.690,10000608.0
1512855860.042,10000609.0
1512855863.395,10000609.0
1512855866.747,10000610.0
1512855870.098,10000609.0
1512855873.450,10000610.0
1512855876.802,10000612.0
1512855880.155,10000611.0
1512855883.507,10000611.0
1512855886.859,10000611.0
1512855890.210,10000611.0
1512855893.562,10000610.0
1512855896.915,10000609.0
1512855900.267,10000610.0
1512855903.619,10000610.0
1512855906.971,10000609.0
1512855910.322,10000609.0
1512855913.675,10000608.0
1512855917.027,10000607.0
1512855920.379,10000607.0
1512855923.731,10000608.0
1512855927.082,10000608.0
1512855930.435,10000609.0
1512855933.787,10000607.0
1512855937.139,10000609.0
1512855940.491,10000607.0
1512855943.843,10000607.0
1512855947.195,10000607.0
1512855950.547,10000606.0
1512855953.900,10000606.0
1512855957.251,10000607.0
1512855960.603,10000606.0
1512855963.955,10000608.0
1512855967.307,10000607.0
1512855970.660,10000607.0
1512855974.012,10000607.0
1512855977.363,10000607.0
1512855980.715,10000607.0
1512855984.067,10000608.0
1512855987.419,10000608.0
1512855990.772,10000609.0
1512855994.124,10000610.0
1512855997.476,10000610.0
1512856000.827,10000609.0
1512856004.179,10000611.0
1512856007.532,10000610.0
1512856010.884,10000609.0
1512856014.236,10000609.0
1512856017.587,10000609.0
1512856020.939,10000610.0
1512856024.292,10000608.0
1512856027.644,10000608.0
1512856030.996,10000607.0
1512856034.348,10000609.0
1512856037.700,10000608.0
1512856041.051,10000607.0
1512856044.404,10000607.0
1512856047.756,10000608.0
1512856051.108,10000607.0
1512856054.460,10000609.0
1512856057.812,10000609.0
1512856061.164,10000607.0
1512856064.516,10000606.0
1512856067.868,10000605.0
1512856071.220,10000606.0
1512856074.572,10000607.0
1512856077.924,10000605.0
1512856081.276,10000605.0
1512856084.628,10000606.0
1512856087.981,10000606.0
1512856091.332,10000605.0
1512856094.684,10000606.0
1512856098.036,10000607.0
1512856101.388,10000606.0
1512856104.741,10000607.0
1512856108.093,10000608.0
1512856111.444,10000607.0
1512856114.796,10000607.0
1512856118.148,10000608.0
1512856121.501,10000609.0
1512856124.853,10000607.0
1512856128.205,10000606.0
1512856131.557,10000606.0
1512856134.908,10000606.0
1512856138.261,10000606.0
1512856141.613,10000607.0
1512856144.965,10000606.0
1512856148.317,10000607.0
1512856151.669,10000607.0
1512856155.021,10000607.0
1512856158.373,10000606.0
1512856161.725,10000604.0
1512856165.077,10000605.0
1512856168.429,10000607.0
1512856171.782,10000606.0
1512856175.134,10000606.0
1512856178.485,10000605.0
1512856181.837,10000606.0
1512856185.189,10000606.0
1512856188.542,10000606.0
1512856191.893,10000606.0
1512856195.246,10000605.0
1512856198.598,10000606.0
1512856201.950,10000606.0
1512856205.301,10000606.0
1512856208.653,10000607.0
1512856212.006,10000607.0
1512856215.358,10000607.0
1512856218.710,10000608.0
1512856222.062,10000607.0
1512856225.414,10000608.0
1512856228.766,10000608.0
1512856232.118,10000609.0
1512856235.470,10000609.0
1512856238.822,10000607.0
1512856242.174,10000608.0
1512856245.527,10000608.0
1512856248.878,10000609.0
1512856252.230,10000609.0
1512856255.582,10000608.0
1512856258.934,10000608.0
1512856262.286,10000608.0
1512856265.639,10000610.0
1512856268.990,10000608.0
1512856272.342,10000609.0
1512856275.694,10000610.0
1512856279.046,10000608.0
1512856282.399,10000607.0
1512856285.751,10000611.0
1512856289.102,10000609.0
1512856292.454,10000610.0
1512856295.806,10000612.0
1512856299.159,10000611.0
1512856302.511,10000611.0
1512856305.863,10000611.0
1512856309.214,10000611.0
1512856312.567,10000612.0
1512856315.919,10000613.0
1512856319.270,10000612.0
1512856322.622,10000611.0
1512856325.975,10000611.0
1512856329.327,10000610.0
1512856332.679,10000609.0
1512856336.031,10000610.0
1512856339.383,10000608.0
1512856342.735,10000608.0
1512856346.087,10000608.0
1512856349.439,10000606.0
1512856352.791,10000609.0
1512856356.143,10000609.0
1512856359.495,10000609.0
1512856362.847,10000608.0
1512856366.199,10000609.0
1512856369.551,10000609.0
1512856372.903,10000609.0
1512856376.255,10000609.0
1512856379.608,10000610.0
1512856382.959,10000611.0
1512856386.311,10000609.0
1512856389.663,10000610.0
1512856393.015,10000608.0
1512856396.368,10000610.0
1512856399.720,10000608.0
1512856403.071,10000609.0
1512856406.423,10000609.0
1512856409.776,10000610.0
1512856413.128,10000610.0
1512856416.480,10000610.0
1512856419.831,10000609.0
1512856423.183,10000609.0
1512856426.536,10000610.0
1512856429.888,10000608.0
1512856433.239,10000608.0
1512856436.592,10000611.0
1512856439.944,10000608.0
1512856443.296,10000610.0
1512856446.648,10000608.0
1512856450.000,10000609.0
1512856453.352,10000609.0
1512856456.704,10000609.0
1512856460.056,10000609.0
1512856463.408,10000610.0
1512856466.760,10000609.0
1512856470.112,10000610.0
1512856473.464,10000611.0
1512856476.816,10000611.0
1512856480.168,10000610.0
1512856483.520,10000611.0
1512856486.872,10000611.0
1512856490.224,10000610.0
1512856493.576,10000610.0
1512856496.928,10000610.0
1512856500.280,10000608.0
1512856503.632,10000609.0
1512856506.985,10000609.0
1512856510.337,10000610.0
1512856513.688,10000611.0
1512856517.040,10000612.0
1512856520.392,10000612.0
1512856523.745,10000613.0
1512856527.097,10000612.0
1512856530.448,10000610.0
1512856533.800,10000609.0
1512856537.152,10000610.0
1512856540.504,10000608.0
1512856543.857,10000609.0
1512856547.209,10000608.0
1512856550.561,10000609.0
1512856553.913,10000607.0
1512856557.265,10000610.0
1512856560.616,10000609.0
1512856563.968,10000609.0
1512856567.321,10000610.0
1512856570.673,10000610.0
1512856574.025,10000610.0
1512856577.377,10000610.0
1512856580.729,10000608.0
1512856584.081,10000611.0
1512856587.433,10000611.0
1512856590.785,10000611.0
1512856594.137,10000611.0
1512856597.489,10000609.0
1512856600.841,10000609.0
1512856604.193,10000609.0
1512856607.545,10000608.0
1512856610.897,10000609.0
1512856614.249,10000608.0
1512856617.602,10000608.0
1512856620.953,10000608.0
1512856624.305,10000610.0
1512856627.657,10000610.0
1512856631.009,10000609.0
1512856634.362,10000608.0
1512856637.714,10000607.0
1512856641.065,10000606.0
1512856644.417,10000607.0
1512856647.769,10000605.0
1512856651.121,10000606.0
1512856654.474,10000606.0
1512856657.826,10000607.0
1512856661.178,10000606.0
1512856664.530,10000607.0
1512856667.881,10000606.0
1512856671.234,10000607.0
1512856674.586,10000607.0
1512856677.937,10000609.0
1512856681.290,10000609.0
1512856684.642,10000608.0
1512856687.994,10000609.0
1512856691.346,10000609.0
1512856694.698,10000610.0
1512856698.050,10000608.0
1512856701.402,10000608.0
1512856704.754,10000609.0
1512856708.106,10000608.0
1512856711.459,10000607.0
1512856714.810,10000607.0
1512856718.162,10000608.0
1512856721.514,10000609.0
1512856724.866,10000608.0
1512856728.219,10000609.0
1512856731.571,10000608.0
1512856734.922,10000607.0
1512856738.274,10000607.0
1512856741.626,10000606.0
1512856744.979,10000607.0
1512856748.331,10000605.0
1512856751.683,10000606.0
1512856755.034,10000605.0
1512856758.386,10000605.0
1512856761.739,10000608.0
1512856765.091,10000609.0
1512856768.443,10000607.0
1512856771.795,10000609.0
1512856775.147,10000610.0
1512856778.499,10000609.0
1512856781.851,10000610.0
1512856785.203,10000610.0
1512856788.555,10000608.0
1512856791.907,10000610.0
1512856795.259,10000609.0
1512856798.611,10000609.0
1512856801.964,10000609.0
1512856805.315,10000612.0
1512856808.667,10000611.0
1512856812.019,10000611.0
1512856815.371,10000610.0
1512856818.724,10000612.0
1512856822.075,10000611.0
1512856825.427,10000611.0
1512856828.779,10000611.0
1512856832.132,10000610.0
1512856835.484,10000611.0
1512856838.836,10000611.0
1512856842.187,10000611.0
1512856845.539,10000612.0
1512856848.892,10000611.0
1512856852.244,10000613.0
1512856855.596,10000612.0
1512856858.947,10000611.0
1512856862.299,10000610.0
1512856865.652,10000611.0
1512856869.004,10000613.0
1512856872.356,10000612.0
1512856875.708,10000613.0
1512856879.059,10000611.0
1512856882.412,10000610.0
1512856885.764,10000614.0
1512856889.116,10000612.0
1512856892.468,10000613.0
1512856895.819,10000613.0
1512856899.172,10000612.0
1512856902.524,10000613.0
1512856905.876,10000612.0
1512856909.228,10000613.0
1512856912.580,10000613.0
1512856915.932,10000613.0
1512856919.284,10000613.0
1512856922.636,10000612.0
1512856925.988,10000614.0
1512856929.340,10000614.0
1512856932.692,10000612.0
1512856936.044,10000612.0
1512856939.396,10000614.0
1512856942.748,10000614.0
1512856946.100,10000614.0
1512856949.452,10000614.0
1512856952.804,10000614.0
1512856956.157,10000613.0
1512856959.509,10000614.0
1512856962.860,10000614.0
1512856966.212,10000613.0
1512856969.564,10000613.0
1512856972.916,10000612.0
1512856976.269,10000614.0
1512856979.621,10000613.0
1512856982.972,10000613.0
