set_c,oven_c,output,ambient_c
25.000,24.281,205.00,20.976
25.000,24.290,205.00,20.965
25.000,24.435,180.27,20.976
25.000,24.687,68.70,20.976
25.000,24.944,0.00,20.943
25.000,25.117,0.00,20.965
25.000,25.153,0.00,20.954
25.000,25.122,0.00,20.965
25.000,25.049,0.00,20.976
25.000,24.968,26.45,20.986
25.000,24.886,56.67,20.976
25.000,24.835,69.97,20.965
25.000,24.834,60.97,20.965
25.000,24.882,34.30,20.976
25.000,24.930,16.90,20.965
25.000,24.972,2.31,20.965
25.000,24.972,10.18,20.976
25.000,24.927,35.05,20.954
25.000,24.887,48.57,20.965
25.000,24.879,45.68,20.986
25.000,24.886,40.72,20.965
25.000,24.902,33.12,20.965
25.000,24.940,15.16,20.976
25.000,24.967,6.90,20.976
25.000,24.962,14.94,20.954
25.000,24.921,36.62,20.986
25.000,24.890,45.95,20.986
25.000,24.889,41.08,20.986
25.000,24.897,36.12,20.976
25.000,24.937,15.94,20.965
25.000,24.968,5.93,20.965
25.000,24.971,9.86,20.976
25.000,24.939,28.30,20.965
25.000,24.897,45.61,20.954
25.000,24.889,42.19,20.965
25.000,24.897,36.00,20.986
25.000,24.935,16.73,20.986
25.000,24.972,3.68,20.976
25.000,24.976,8.23,20.954
25.000,24.955,20.27,20.965
25.000,24.904,44.64,20.965
25.000,24.890,42.75,20.976
25.000,24.895,37.81,20.965
25.000,24.935,16.22,20.954
25.000,24.971,3.96,20.986
25.000,24.977,7.42,20.965
25.000,24.962,16.47,20.976
25.000,24.917,38.57,20.954
25.000,24.891,44.50,20.954
25.000,24.896,37.42,20.986
25.000,24.931,18.82,20.954
25.000,24.972,2.65,20.976
25.000,24.977,7.29,20.976
25.000,24.970,12.20,20.986
25.000,24.928,34.25,20.997
25.000,24.896,43.87,20.965
25.000,24.895,38.70,20.997
25.000,24.929,19.94,20.986
25.000,24.969,3.85,20.986
25.000,24.977,6.80,20.976
26.000,24.972,205.00,20.965
26.000,24.954,205.00,20.986
26.000,25.066,205.00,20.986
26.000,25.296,205.00,20.997
26.000,25.554,115.25,20.986
26.000,25.803,26.02,20.976
26.000,25.986,0.00,20.986
26.000,26.033,0.00,20.976
26.000,26.005,3.25,20.986
26.000,25.908,50.87,20.986
26.000,25.802,91.08,20.986
26.000,25.757,96.80,20.986
26.000,25.759,86.94,20.986
26.000,25.798,66.44,20.976
26.000,25.857,41.02,20.976
26.000,25.914,20.87,20.986
26.000,25.932,21.69,20.976
26.000,25.899,42.69,20.986
26.000,25.853,61.98,20.986
26.000,25.832,64.81,20.965
26.000,25.829,62.88,20.986
26.000,25.848,51.72,20.986
26.000,25.862,47.85,20.965
26.000,25.892,33.82,20.986
26.000,25.909,30.17,20.997
26.000,25.905,35.25,20.965
26.000,25.876,50.53,20.997
26.000,25.859,54.48,20.997
26.000,25.857,52.38,20.986
26.000,25.872,43.85,20.986
26.000,25.899,31.77,20.965
26.000,25.920,25.16,20.986
26.000,25.915,31.77,20.997
26.000,25.892,43.25,20.997
26.000,25.865,54.19,21.008
26.000,25.862,50.69,21.018
26.000,25.879,40.96,20.997
26.000,25.914,24.86,21.029
26.000,25.931,21.99,21.018
26.000,25.928,26.71,21.018
26.000,25.895,44.09,21.018
26.000,25.868,53.05,20.997
26.000,25.863,50.82,21.018
26.000,25.888,36.23,21.008
26.000,25.923,21.34,20.997
26.000,25.939,19.57,20.997
26.000,25.933,25.14,21.008
26.000,25.909,37.61,20.997
26.000,25.874,52.07,20.986
26.000,25.867,49.64,20.997
26.000,25.886,38.17,20.986
26.000,25.924,20.44,20.954
26.000,25.939,19.29,20.976
26.000,25.939,22.51,20.986
26.000,25.920,32.33,20.986
26.000,25.888,46.47,20.954
26.000,25.869,51.03,20.954
26.000,25.884,39.30,20.976
26.000,25.918,23.84,20.976
26.000,25.939,18.35,20.954
