Timestamp,Resistance,PPM,Oven (C),Ambient (C)
1518492595.98,12500.551,0.34,25.002,18.734
1518492596.99,12500.551,0.34,25.0,18.734
1518492597.98,12500.528,-1.50,25.002,18.713
1518492598.98,12500.528,-1.50,24.999,18.723
1518492599.98,12500.528,-1.50,25.001,18.713
1518492600.98,12500.559,0.98,24.999,18.734
1518492601.99,12500.559,0.98,25.0,18.734
1518492602.99,12500.559,0.98,24.998,18.734
1518492603.99,12500.544,-0.22,25.001,18.734
1518492604.99,12500.544,-0.22,24.997,18.723
1518492605.98,12500.544,-0.22,25.0,18.723
1518492606.98,12500.544,-0.22,24.997,18.723
1518492607.98,12500.551,0.34,25.0,18.723
1518492608.99,12500.551,0.34,24.999,18.723
1518492609.99,12500.551,0.34,25.002,18.745
1518492610.99,12500.554,0.58,25.001,18.734
1518492611.99,12500.554,0.58,25.003,18.723
1518492612.99,12500.554,0.58,24.999,18.713
1518492613.99,12500.566,1.54,24.998,18.723
1518492614.99,12500.566,1.54,24.996,18.745
1518492615.99,12500.566,1.54,24.999,18.734
1518492616.99,12500.566,1.54,24.997,18.734
1518492617.99,12500.549,0.18,25.001,18.723
1518492618.99,12500.549,0.18,24.999,18.745
1518492619.99,12500.549,0.18,25.0,18.734
1518492620.99,12500.556,0.74,24.998,18.734
1518492621.99,12500.556,0.74,25.0,18.755
1518492622.99,12500.556,0.74,24.998,18.734
1518492623.99,12500.566,1.54,25.001,18.734
1518492624.99,12500.566,1.54,24.999,18.745
1518492625.99,12500.566,1.54,25.001,18.745
1518492626.99,12500.566,1.54,24.998,18.734
1518492627.99,12500.551,0.34,25.002,18.766
1518492628.99,12500.551,0.34,25.0,18.745
1518492629.99,12500.551,0.34,25.002,18.745
1518492630.99,12500.549,0.18,25.0,18.755
1518492631.99,12500.549,0.18,25.001,18.734
1518492632.99,12500.549,0.18,24.999,18.713
1518492633.99,12500.549,0.18,25.0,18.734
1518492634.99,12500.549,0.18,24.998,18.734
1518492635.99,12500.549,0.18,25.001,18.723
1518492636.99,12500.549,0.18,25.0,18.734
1518492637.99,12500.564,1.38,25.001,18.734
1518492638.99,12500.564,1.38,24.999,18.734
1518492639.99,12500.564,1.38,25.002,18.734
1518492640.99,12500.541,-0.46,24.999,18.734
1518492641.99,12500.541,-0.46,25.001,18.734
1518492642.99,12500.541,-0.46,24.999,18.755
1518492643.99,12500.554,0.58,25.002,18.745
1518492644.99,12500.554,0.58,24.999,18.734
1518492645.99,12500.554,0.58,25.001,18.745
1518492646.99,12500.554,0.58,24.999,18.734
1518492647.99,12500.544,-0.22,25.001,18.734
1518492648.99,12500.544,-0.22,24.998,18.766
1518492649.99,12500.544,-0.22,25.001,18.734
1518492650.99,12500.556,0.74,24.998,18.734
1518492652.0,12500.556,0.74,25.0,18.755
1518492653.0,12500.556,0.74,24.998,18.713
1518492653.99,12500.546,-0.06,25.0,18.734
1518492654.99,12500.546,-0.06,24.999,18.723
1518492655.99,12500.546,-0.06,25.003,18.745
1518492656.99,12500.546,-0.06,25.002,18.723
1518492657.99,12500.569,1.78,25.003,18.755
1518492659.0,12500.569,1.78,25.0,18.713
1518492660.0,12500.569,1.78,25.0,18.723
1518492661.0,12500.538,-0.70,24.998,18.734
1518492661.99,12500.538,-0.70,25.001,18.723
1518492662.99,12500.538,-0.70,24.999,18.702
1518492664.0,12500.538,-0.70,25.001,18.723
1518492665.0,12500.582,2.82,24.999,18.723
1518492666.0,12500.582,2.82,25.002,18.723
1518492667.0,12500.582,2.82,24.999,18.723
1518492668.0,12500.559,0.98,25.002,18.723
1518492669.0,12500.559,0.98,24.999,18.723
1518492670.0,12500.559,0.98,25.002,18.734
1518492671.0,12500.551,0.34,25.0,18.723
1518492672.0,12500.551,0.34,25.0,18.723
1518492673.0,12500.551,0.34,24.999,18.734
1518492674.0,12500.551,0.34,25.001,18.713
1518492675.0,12500.549,0.18,25.0,18.734
1518492676.0,12500.549,0.18,25.001,18.713
1518492677.0,12500.549,0.18,24.999,18.723
1518492678.0,12500.554,0.58,25.0,18.734
1518492679.0,12500.554,0.58,24.999,18.723
1518492680.0,12500.554,0.58,25.001,18.745
1518492681.0,12500.544,-0.22,25.0,18.734
1518492682.0,12500.544,-0.22,25.002,18.734
1518492683.0,12500.544,-0.22,24.999,18.723
1518492684.0,12500.544,-0.22,25.001,18.745
1518492685.0,12500.554,0.58,24.998,18.723
1518492686.0,12500.554,0.58,25.0,18.723
1518492687.0,12500.554,0.58,24.997,18.734
1518492688.0,12500.559,0.98,24.999,18.713
1518492689.0,12500.559,0.98,24.998,18.734
1518492690.0,12500.559,0.98,25.001,18.734
1518492691.0,12500.551,0.34,25.0,18.734
1518492692.0,12500.551,0.34,25.001,18.723
1518492693.0,12500.551,0.34,24.999,18.723
1518492694.0,12500.551,0.34,25.0,18.734
1518492695.0,12500.556,0.74,24.997,18.766
1518492696.0,12500.556,0.74,24.999,18.723
1518492697.0,12500.556,0.74,24.998,18.734
1518492698.0,12500.559,0.98,25.0,18.734
1518492699.0,12500.559,0.98,25.0,18.734
1518492700.0,12500.559,0.98,25.002,18.723
1518492701.0,12500.564,1.38,25.002,18.723
1518492702.0,12500.564,1.38,25.002,18.713
1518492703.0,12500.564,1.38,24.998,18.745
1518492704.0,12500.564,1.38,24.997,18.734
1518492705.0,12500.544,-0.22,24.994,18.734
1518492706.0,12500.544,-0.22,24.997,18.745
1518492707.0,12500.544,-0.22,24.997,18.745
1518492708.0,12500.559,0.98,25.0,18.734
1518492709.0,12500.559,0.98,24.999,18.755
1518492710.0,12500.559,0.98,25.003,18.723
1518492711.0,12500.549,0.18,25.001,18.734
1518492712.0,12500.549,0.18,25.002,18.745
1518492713.0,12500.549,0.18,24.998,18.755
1518492714.01,12500.549,0.18,24.998,18.734
1518492715.01,12500.566,1.54,24.995,18.734
1518492716.01,12500.566,1.54,24.997,18.745
1518492717.01,12500.566,1.54,24.997,18.734
1518492718.0,12500.546,-0.06,25.001,18.745
1518492719.0,12500.546,-0.06,25.0,18.734
1518492720.0,12500.546,-0.06,25.003,18.745
1518492721.01,12500.546,-0.06,25.001,18.734
1518492722.01,12500.571,1.94,25.003,18.755
1518492723.01,12500.571,1.94,25.0,18.723
1518492724.01,12500.571,1.94,25.001,18.745
1518492725.01,12500.556,0.74,24.998,18.745
1518492726.0,12500.556,0.74,25.0,18.766
1518492727.01,12500.556,0.74,24.997,18.755
1518492728.01,12500.549,0.18,25.0,18.745
1518492729.01,12500.549,0.18,25.0,18.766
1518492730.01,12500.549,0.18,25.003,18.755
1518492731.01,12500.549,0.18,25.003,18.734
1518492732.01,12500.566,1.54,25.003,18.755
1518492733.01,12500.566,1.54,25.0,18.766
1518492734.01,12500.566,1.54,25.001,18.766
1518492735.01,12500.556,0.74,24.999,18.745
1518492736.01,12500.556,0.74,25.001,18.723
1518492737.01,12500.556,0.74,24.999,18.734
1518492738.01,12500.574,2.18,25.003,18.745
1518492739.01,12500.574,2.18,25.002,18.745
1518492740.01,12500.574,2.18,25.005,18.723
1518492741.01,12500.574,2.18,25.003,18.745
1518492742.01,12500.556,0.74,25.004,18.723
1518492743.01,12500.556,0.74,25.001,18.734
1518492744.01,12500.556,0.74,25.003,18.734
1518492745.01,12500.556,0.74,24.999,18.734
1518492746.01,12500.556,0.74,25.002,18.723
1518492747.01,12500.556,0.74,25.0,18.755
1518492748.01,12500.554,0.58,25.003,18.755
1518492749.01,12500.554,0.58,25.002,18.755
1518492750.01,12500.554,0.58,25.005,18.734
1518492751.01,12500.554,0.58,25.003,18.755
1518492752.01,12500.556,0.74,25.004,18.755
1518492753.01,12500.556,0.74,25.001,18.734
1518492754.01,12500.556,0.74,25.003,18.745
1518492755.01,12500.538,-0.70,25.0,18.755
1518492756.01,12500.538,-0.70,25.001,18.734
1518492757.01,12500.538,-0.70,25.0,18.734
1518492758.01,12500.559,0.98,25.002,18.755
1518492759.01,12500.559,0.98,25.0,18.734
1518492760.01,12500.559,0.98,25.001,18.745
1518492761.01,12500.559,0.98,25.0,18.745
1518492762.01,12500.551,0.34,25.001,18.745
1518492763.01,12500.551,0.34,25.0,18.766
1518492764.02,12500.551,0.34,25.002,18.755
1518492765.01,12500.566,1.54,25.001,18.745
1518492766.01,12500.566,1.54,25.002,18.755
1518492767.01,12500.566,1.54,25.0,18.766
1518492768.01,12500.556,0.74,25.001,18.745
1518492769.01,12500.556,0.74,24.999,18.755
1518492770.01,12500.556,0.74,25.001,18.734
1518492771.02,12500.556,0.74,24.999,18.755
1518492772.02,12500.564,1.38,25.002,18.755
1518492773.02,12500.564,1.38,25.0,18.734
1518492774.01,12500.564,1.38,25.002,18.734
1518492775.01,12500.559,0.98,24.999,18.734
1518492776.02,12500.559,0.98,25.0,18.755
1518492777.02,12500.559,0.98,24.997,18.745
1518492778.02,12500.554,0.58,25.0,18.745
1518492779.02,12500.554,0.58,24.999,18.766
1518492780.02,12500.554,0.58,25.003,18.766
1518492781.02,12500.554,0.58,25.002,18.745
1518492782.01,12500.564,1.38,25.003,18.755
1518492783.02,12500.564,1.38,24.998,18.755
1518492784.02,12500.564,1.38,25.0,18.766
1518492785.02,12500.549,0.18,24.997,18.766
1518492786.02,12500.549,0.18,24.998,18.766
1518492787.02,12500.549,0.18,24.996,18.766
1518492788.02,12500.549,0.18,24.999,18.766
1518492789.02,12500.561,1.14,24.998,18.766
1518492790.02,12500.561,1.14,25.002,18.755
1518492791.02,12500.561,1.14,25.001,18.766
1518492792.02,12500.551,0.34,25.002,18.766
1518492793.02,12500.551,0.34,24.999,18.777
1518492794.02,12500.551,0.34,25.0,18.777
1518492795.02,12500.559,0.98,24.997,18.755
1518492796.02,12500.559,0.98,25.001,18.755
1518492797.02,12500.559,0.98,25.0,18.766
1518492798.02,12500.559,0.98,25.002,18.777
1518492799.02,12500.559,0.98,25.001,18.766
1518492800.02,12500.559,0.98,25.002,18.766
1518492801.02,12500.559,0.98,25.0,18.766
1518492802.02,12500.579,2.58,24.999,18.798
1518492803.02,12500.579,2.58,24.997,18.766
1518492804.02,12500.579,2.58,25.0,18.777
1518492805.02,12500.554,0.58,24.999,18.777
1518492806.02,12500.554,0.58,25.001,18.777
1518492807.02,12500.554,0.58,24.999,18.798
1518492808.02,12500.554,0.58,25.0,18.788
1518492809.02,12500.561,1.14,24.998,18.777
1518492810.02,12500.561,1.14,25.0,18.777
1518492811.02,12500.561,1.14,24.998,18.777
1518492812.02,12500.541,-0.46,25.0,18.777
1518492813.02,12500.541,-0.46,24.999,18.788
1518492814.02,12500.541,-0.46,25.002,18.777
1518492815.02,12500.536,-0.86,25.001,18.777
1518492816.02,12500.536,-0.86,25.003,18.777
1518492817.02,12500.536,-0.86,24.999,18.798
1518492818.02,12500.536,-0.86,24.999,18.788
1518492819.02,12500.559,0.98,24.995,18.798
1518492820.02,12500.559,0.98,24.999,18.798
1518492821.02,12500.559,0.98,24.997,18.798
1518492822.02,12500.551,0.34,25.0,18.798
1518492823.02,12500.551,0.34,24.998,18.809
1518492824.02,12500.551,0.34,25.001,18.798
1518492825.02,12500.569,1.78,25.0,18.788
1518492826.03,12500.569,1.78,25.001,18.798
1518492827.03,12500.569,1.78,24.998,18.788
1518492828.03,12500.569,1.78,25.0,18.788
1518492829.03,12500.533,-1.10,24.998,18.809
1518492830.02,12500.533,-1.10,24.999,18.82
1518492831.02,12500.533,-1.10,24.997,18.798
1518492832.02,12500.566,1.54,25.001,18.798
1518492833.03,12500.566,1.54,24.999,18.788
1518492834.03,12500.566,1.54,25.0,18.809
1518492835.03,12500.556,0.74,24.997,18.798
1518492836.03,12500.556,0.74,25.0,18.809
1518492837.03,12500.556,0.74,24.998,18.83
1518492838.02,12500.556,0.74,25.0,18.798
1518492839.03,12500.566,1.54,24.998,18.809
1518492840.03,12500.566,1.54,25.001,18.798
1518492841.03,12500.566,1.54,24.999,18.788
1518492842.03,12500.554,0.58,25.0,18.82
1518492843.03,12500.554,0.58,24.997,18.809
1518492844.03,12500.554,0.58,24.999,18.798
1518492845.03,12500.554,0.58,24.997,18.809
1518492846.03,12500.564,1.38,25.0,18.82
1518492847.03,12500.564,1.38,24.998,18.798
1518492848.03,12500.564,1.38,25.0,18.798
1518492849.03,12500.559,0.98,24.999,18.82
1518492850.03,12500.559,0.98,25.001,18.809
1518492851.03,12500.559,0.98,24.999,18.82
1518492852.03,12500.561,1.14,25.0,18.798
1518492853.03,12500.561,1.14,24.997,18.809
1518492854.03,12500.561,1.14,24.999,18.798
1518492855.03,12500.561,1.14,24.998,18.82
1518492856.03,12500.551,0.34,25.0,18.809
1518492857.03,12500.551,0.34,24.999,18.83
1518492858.03,12500.551,0.34,25.001,18.809
1518492859.03,12500.544,-0.22,25.0,18.798
1518492860.03,12500.544,-0.22,25.001,18.798
1518492861.03,12500.544,-0.22,24.998,18.798
1518492862.03,12500.566,1.54,24.999,18.798
1518492863.03,12500.566,1.54,24.997,18.83
1518492864.03,12500.566,1.54,24.998,18.798
1518492865.03,12500.566,1.54,24.997,18.798
1518492866.03,12500.561,1.14,25.0,18.809
1518492867.03,12500.561,1.14,24.998,18.83
1518492868.03,12500.561,1.14,25.001,18.83
1518492869.03,12500.577,2.42,25.0,18.83
1518492870.03,12500.577,2.42,25.003,18.798
1518492871.03,12500.577,2.42,25.0,18.82
1518492872.03,12500.556,0.74,25.003,18.809
1518492873.03,12500.556,0.74,24.999,18.82
1518492874.03,12500.556,0.74,25.0,18.82
1518492875.03,12500.556,0.74,24.997,18.82
1518492876.03,12500.577,2.42,25.0,18.798
1518492877.03,12500.577,2.42,24.998,18.82
1518492878.03,12500.577,2.42,25.001,18.83
1518492879.03,12500.552,0.42,25.0,18.82
1518492880.03,12500.552,0.42,25.001,18.83
1518492881.03,12500.552,0.42,24.998,18.83
1518492882.03,12500.587,3.22,25.0,18.798
1518492883.04,12500.587,3.22,24.999,18.809
1518492884.04,12500.587,3.22,25.002,18.82
1518492885.03,12500.587,3.22,25.0,18.809
1518492886.03,12500.566,1.54,25.001,18.798
1518492887.03,12500.566,1.54,24.999,18.82
1518492888.04,12500.566,1.54,25.0,18.809
1518492889.04,12500.551,0.34,24.999,18.82
1518492890.04,12500.551,0.34,25.002,18.798
1518492891.04,12500.551,0.34,25.0,18.798
1518492892.04,12500.551,0.34,25.001,18.798
1518492893.04,12500.551,0.34,24.998,18.82
1518492894.03,12500.551,0.34,25.0,18.83
1518492895.04,12500.551,0.34,24.996,18.798
1518492896.04,12500.559,0.98,24.999,18.83
1518492897.04,12500.559,0.98,24.997,18.798
1518492898.04,12500.559,0.98,25.0,18.809
1518492899.04,12500.571,1.94,24.998,18.82
1518492900.04,12500.571,1.94,25.001,18.83
1518492901.04,12500.571,1.94,24.999,18.809
1518492902.04,12500.551,0.34,25.003,18.809
1518492903.04,12500.551,0.34,25.001,18.83
1518492904.04,12500.551,0.34,25.003,18.83
1518492905.04,12500.551,0.34,25.0,18.83
1518492906.04,12500.569,1.78,25.0,18.82
1518492907.04,12500.569,1.78,24.997,18.809
1518492908.04,12500.569,1.78,25.0,18.83
1518492909.04,12500.554,0.58,24.999,18.83
1518492910.04,12500.554,0.58,25.003,18.83
1518492911.04,12500.554,0.58,25.0,18.82
1518492912.04,12500.554,0.58,25.003,18.82
1518492913.04,12500.556,0.74,25.0,18.798
1518492914.04,12500.556,0.74,25.002,18.82
1518492915.04,12500.556,0.74,25.0,18.798
1518492916.04,12500.546,-0.06,25.001,18.798
1518492917.04,12500.546,-0.06,24.999,18.83
1518492918.04,12500.546,-0.06,25.001,18.798
1518492919.04,12500.554,0.58,24.999,18.798
1518492920.04,12500.554,0.58,25.001,18.809
1518492921.04,12500.554,0.58,24.999,18.809
1518492922.04,12500.554,0.58,25.001,18.798
1518492923.04,12500.559,0.98,25.0,18.798
1518492924.04,12500.559,0.98,25.002,18.798
1518492925.04,12500.559,0.98,25.002,18.798
1518492926.04,12500.564,1.38,25.004,18.788
1518492927.04,12500.564,1.38,25.002,18.788
1518492928.04,12500.564,1.38,25.003,18.809
1518492929.04,12500.559,0.98,25.001,18.798
1518492930.04,12500.559,0.98,25.003,18.788
1518492931.04,12500.559,0.98,24.999,18.809
1518492932.04,12500.559,0.98,25.002,18.798
1518492933.04,12500.571,1.94,25.0,18.798
1518492934.04,12500.571,1.94,25.004,18.809
1518492935.04,12500.571,1.94,25.002,18.798
1518492936.04,12500.561,1.14,25.005,18.798
1518492937.04,12500.561,1.14,25.002,18.798
1518492938.05,12500.561,1.14,25.005,18.798
1518492939.05,12500.564,1.38,25.002,18.798
1518492940.05,12500.564,1.38,25.002,18.798
1518492941.04,12500.564,1.38,25.0,18.82
1518492942.04,12500.564,1.38,25.001,18.82
1518492943.04,12500.559,0.98,25.0,18.809
1518492944.04,12500.559,0.98,25.003,18.809
1518492945.05,12500.559,0.98,25.001,18.788
1518492946.05,12500.559,0.98,25.004,18.809
1518492947.05,12500.559,0.98,25.001,18.809
1518492948.05,12500.559,0.98,25.002,18.798
1518492949.05,12500.582,2.82,25.0,18.82
1518492950.04,12500.582,2.82,25.001,18.798
1518492951.05,12500.582,2.82,25.0,18.798
1518492952.05,12500.582,2.82,25.003,18.82
1518492953.05,12500.556,0.74,25.001,18.798
1518492954.05,12500.556,0.74,25.002,18.798
1518492955.05,12500.556,0.74,25.001,18.809
1518492956.05,12500.577,2.42,25.003,18.798
1518492957.05,12500.577,2.42,25.002,18.809
1518492958.05,12500.577,2.42,25.004,18.798
1518492959.05,12500.571,1.94,25.002,18.82
1518492960.05,12500.571,1.94,25.005,18.82
1518492961.05,12500.571,1.94,25.003,18.788
1518492962.05,12500.571,1.94,25.005,18.798
1518492963.05,12500.574,2.18,25.003,18.809
1518492964.05,12500.574,2.18,25.004,18.809
1518492965.05,12500.574,2.18,25.001,18.798
1518492966.05,12500.564,1.38,25.003,18.798
1518492967.05,12500.564,1.38,25.0,18.798
1518492968.05,12500.564,1.38,25.003,18.798
1518492969.05,12500.564,1.38,25.001,18.798
1518492970.05,12500.566,1.54,25.003,18.788
1518492971.05,12500.566,1.54,25.001,18.798
1518492972.05,12500.566,1.54,25.003,18.809
1518492973.05,12500.559,0.98,25.001,18.788
1518492974.05,12500.559,0.98,25.004,18.798
1518492975.05,12500.559,0.98,25.001,18.798
1518492976.05,12500.579,2.58,25.003,18.798
1518492977.05,12500.579,2.58,25.001,18.809
1518492978.05,12500.579,2.58,25.003,18.798
1518492979.05,12500.579,2.58,25.001,18.798
1518492980.05,12500.571,1.94,25.003,18.809
1518492981.05,12500.571,1.94,25.0,18.809
1518492982.05,12500.571,1.94,25.002,18.788
1518492983.05,12500.551,0.34,24.999,18.809
1518492984.05,12500.551,0.34,25.0,18.798
1518492985.05,12500.551,0.34,24.999,18.777
1518492986.05,12500.584,2.98,25.0,18.788
1518492987.05,12500.584,2.98,24.999,18.766
1518492988.05,12500.584,2.98,25.002,18.809
1518492989.05,12500.584,2.98,25.001,18.798
1518492990.05,12500.566,1.54,25.003,18.809
1518492991.05,12500.566,1.54,25.001,18.788
1518492992.05,12500.566,1.54,25.004,18.788
1518492993.05,12500.574,2.18,25.0,18.798
1518492994.05,12500.574,2.18,25.003,18.798
1518492995.06,12500.574,2.18,25.001,18.798
1518492996.06,12500.569,1.78,25.004,18.798
1518492997.05,12500.569,1.78,25.001,18.788
1518492998.05,12500.569,1.78,25.001,18.798
1518492999.05,12500.569,1.78,24.998,18.788
1518493000.06,12500.559,0.98,25.0,18.777
1518493001.06,12500.559,0.98,24.999,18.788
1518493002.06,12500.559,0.98,25.001,18.809
1518493003.06,12500.577,2.42,24.999,18.788
1518493004.06,12500.577,2.42,25.0,18.798
1518493005.05,12500.577,2.42,24.998,18.777
1518493006.05,12500.569,1.78,25.0,18.788
1518493007.06,12500.569,1.78,24.999,18.798
1518493008.06,12500.569,1.78,25.001,18.798
1518493009.06,12500.569,1.78,25.0,18.798
1518493010.06,12500.574,2.18,25.002,18.788
1518493011.06,12500.574,2.18,25.0,18.788
1518493012.06,12500.574,2.18,25.003,18.788
1518493013.06,12500.582,2.82,25.0,18.809
1518493014.06,12500.582,2.82,25.001,18.798
1518493015.06,12500.582,2.82,24.999,18.788
1518493016.06,12500.579,2.58,25.0,18.798
1518493017.06,12500.579,2.58,24.999,18.798
1518493018.06,12500.579,2.58,25.001,18.798
1518493019.06,12500.579,2.58,24.998,18.788
1518493020.06,12500.561,1.14,25.0,18.798
1518493021.06,12500.561,1.14,24.999,18.766
1518493022.06,12500.561,1.14,25.002,18.788
1518493023.06,12500.584,2.98,24.999,18.788
1518493024.06,12500.584,2.98,25.001,18.798
1518493025.06,12500.584,2.98,25.0,18.755
1518493026.06,12500.564,1.38,25.003,18.777
1518493027.06,12500.564,1.38,25.0,18.798
1518493028.06,12500.564,1.38,25.002,18.777
1518493029.06,12500.564,1.38,24.999,18.766
1518493030.06,12500.589,3.38,25.0,18.766
1518493031.06,12500.589,3.38,24.998,18.777
1518493032.06,12500.589,3.38,24.999,18.766
1518493033.06,12500.564,1.38,24.997,18.766
1518493034.06,12500.564,1.38,25.001,18.766
1518493035.06,12500.564,1.38,25.001,18.798
1518493036.06,12500.564,1.38,25.004,18.788
1518493037.06,12500.582,2.82,25.001,18.755
1518493038.06,12500.582,2.82,25.001,18.755
1518493039.06,12500.582,2.82,24.996,18.766
1518493040.06,12500.582,2.82,24.998,18.755
1518493041.06,12500.582,2.82,24.995,18.766
1518493042.06,12500.582,2.82,25.0,18.777
1518493043.06,12500.566,1.54,24.999,18.777
1518493044.06,12500.566,1.54,25.002,18.766
1518493045.06,12500.566,1.54,24.999,18.777
1518493046.06,12500.566,1.54,25.0,18.777
1518493047.06,12500.582,2.82,24.996,18.788
1518493048.06,12500.582,2.82,24.998,18.766
1518493049.06,12500.582,2.82,24.996,18.766
1518493050.07,12500.559,0.98,24.999,18.755
1518493051.07,12500.559,0.98,24.998,18.766
1518493052.06,12500.559,0.98,25.003,18.777
1518493053.06,12500.577,2.42,25.003,18.766
1518493054.06,12500.577,2.42,25.005,18.766
1518493055.06,12500.577,2.42,25.002,18.766
1518493056.06,12500.577,2.42,25.002,18.777
1518493057.07,12500.571,1.94,24.998,18.766
1518493058.07,12500.571,1.94,24.999,18.766
1518493059.07,12500.571,1.94,24.998,18.777
1518493060.07,12500.569,1.78,25.001,18.766
1518493061.06,12500.569,1.78,25.0,18.777
1518493062.06,12500.569,1.78,25.004,18.788
1518493063.07,12500.554,0.58,25.003,18.766
1518493064.07,12500.554,0.58,25.005,18.766
1518493065.07,12500.554,0.58,25.003,18.755
1518493066.07,12500.554,0.58,25.004,18.766
1518493067.07,12500.582,2.82,25.0,18.766
1518493068.07,12500.582,2.82,25.003,18.766
1518493069.07,12500.582,2.82,25.001,18.766
1518493070.07,12500.556,0.74,25.003,18.766
1518493071.07,12500.556,0.74,25.001,18.766
1518493072.07,12500.556,0.74,25.003,18.755
1518493073.07,12500.579,2.58,25.0,18.766
1518493074.07,12500.579,2.58,25.003,18.777
1518493075.07,12500.579,2.58,25.001,18.777
1518493076.07,12500.579,2.58,25.003,18.766
1518493077.07,12500.551,0.34,25.001,18.755
1518493078.07,12500.551,0.34,25.003,18.788
1518493079.07,12500.551,0.34,25.001,18.777
1518493080.07,12500.579,2.58,25.002,18.766
1518493081.07,12500.579,2.58,25.0,18.809
1518493082.07,12500.579,2.58,25.002,18.798
1518493083.07,12500.569,1.78,25.0,18.788
1518493084.07,12500.569,1.78,25.001,18.777
1518493085.07,12500.569,1.78,24.999,18.788
1518493086.07,12500.569,1.78,25.0,18.777
1518493087.07,12500.574,2.18,24.998,18.798
1518493088.07,12500.574,2.18,24.999,18.788
1518493089.07,12500.574,2.18,24.997,18.788
1518493090.07,12500.577,2.42,25.0,18.788
1518493091.07,12500.577,2.42,24.999,18.788
1518493092.07,12500.577,2.42,25.002,18.798
1518493093.07,12500.577,2.42,25.0,18.788
1518493094.07,12500.566,1.54,25.002,18.788
1518493095.07,12500.566,1.54,24.998,18.809
1518493096.07,12500.566,1.54,25.001,18.798
1518493097.07,12500.554,0.58,24.997,18.83
1518493098.07,12500.554,0.58,24.999,18.788
1518493099.07,12500.554,0.58,24.998,18.82
1518493100.07,12500.554,0.58,25.001,18.798
1518493101.07,12500.554,0.58,25.0,18.788
1518493102.07,12500.554,0.58,25.003,18.798
1518493103.07,12500.554,0.58,25.001,18.798
1518493104.07,12500.571,1.94,25.003,18.809
1518493105.07,12500.571,1.94,25.0,18.788
1518493106.07,12500.571,1.94,25.001,18.798
1518493107.08,12500.561,1.14,24.999,18.798
1518493108.07,12500.561,1.14,25.001,18.798
1518493109.07,12500.561,1.14,24.999,18.798
1518493110.07,12500.564,1.38,25.0,18.788
1518493111.07,12500.564,1.38,24.998,18.809
1518493112.08,12500.564,1.38,25.0,18.798
1518493113.08,12500.564,1.38,24.999,18.798
1518493114.08,12500.574,2.18,25.002,18.809
