set_c,oven_c,output,ambient_c
25.000,22.900,205.00,21.093
25.000,22.920,205.00,21.061
25.000,23.080,205.00,21.083
25.000,23.357,205.00,21.051
25.000,23.667,205.00,21.051
25.000,23.975,205.00,21.072
25.000,24.264,163.32,21.072
25.000,24.527,76.70,21.083
25.000,24.738,18.94,21.093
25.000,24.851,13.00,21.072
25.000,24.851,54.29,21.072
25.000,24.788,100.85,21.061
25.000,24.722,126.22,21.083
25.000,24.722,101.60,21.083
25.000,24.784,56.57,21.072
25.000,24.845,34.30,21.072
25.000,24.882,29.58,21.072
25.000,24.867,54.44,21.083
25.000,24.810,90.36,21.072
25.000,24.796,79.64,21.083
25.000,24.802,70.76,21.061
25.000,24.834,49.15,21.061
25.000,24.877,29.23,21.072
25.000,24.887,37.59,21.061
25.000,24.874,51.08,21.061
25.000,24.839,71.40,21.072
25.000,24.820,72.70,21.061
25.000,24.843,49.28,21.061
25.000,24.881,29.67,21.051
25.000,24.890,36.83,21.072
25.000,24.889,41.16,21.029
25.000,24.884,44.02,21.051
25.000,24.875,49.00,21.040
25.000,24.873,47.67,21.051
25.000,24.877,43.75,21.051
25.000,24.884,39.65,21.051
25.000,24.887,40.19,21.051
25.000,24.889,40.06,21.040
25.000,24.889,40.53,21.061
25.000,24.891,39.45,21.040
25.000,24.892,39.01,21.040
25.000,24.895,37.05,21.040
25.000,24.899,35.52,21.051
25.000,24.905,32.32,21.051
25.000,24.905,34.74,21.051
25.000,24.905,34.94,21.040
25.000,24.901,37.76,21.051
25.000,24.903,34.49,21.040
25.000,24.906,33.38,21.040
25.000,24.915,28.23,21.051
25.000,24.916,30.15,21.051
25.000,24.916,30.99,21.040
25.000,24.910,35.30,21.051
25.000,24.910,33.00,21.051
25.000,24.912,31.08,21.040
25.000,24.922,25.05,21.061
25.000,24.926,25.37,21.051
25.000,24.926,27.08,21.051
25.000,24.915,35.30,21.072
25.000,24.911,34.35,21.061
26.000,24.913,205.00,21.051
26.000,24.942,205.00,21.051
26.000,25.074,205.00,21.072
26.000,25.299,172.83,21.072
26.000,25.544,76.90,21.051
26.000,25.761,7.47,21.072
26.000,25.884,0.00,21.072
26.000,25.893,35.18,21.072
26.000,25.827,86.76,21.061
26.000,25.763,109.31,21.061
26.000,25.755,91.98,21.051
26.000,25.779,71.91,21.051
26.000,25.842,34.06,21.051
26.000,25.870,36.87,21.051
26.000,25.871,46.81,21.051
26.000,25.854,59.01,21.051
26.000,25.842,61.80,21.051
26.000,25.836,61.99,21.051
26.000,25.841,55.54,21.051
26.000,25.850,51.44,21.051
26.000,25.854,51.71,21.051
26.000,25.857,50.66,21.061
26.000,25.859,50.58,21.051
26.000,25.864,47.74,21.051
26.000,25.866,47.82,21.061
26.000,25.871,45.21,21.051
26.000,25.870,47.46,21.051
26.000,25.872,45.52,21.051
26.000,25.873,45.86,21.018
26.000,25.877,43.00,21.029
26.000,25.878,44.18,21.040
26.000,25.881,41.87,21.051
26.000,25.881,43.54,21.051
26.000,25.884,40.85,21.051
26.000,25.883,43.15,21.029
26.000,25.887,39.87,21.040
26.000,25.887,41.14,21.018
26.000,25.890,38.56,21.051
26.000,25.890,39.99,21.051
26.000,25.894,37.35,21.040
26.000,25.891,40.81,21.029
26.000,25.892,38.61,21.029
26.000,25.891,39.81,21.051
26.000,25.898,34.94,21.051
26.000,25.899,36.17,21.051
26.000,25.901,35.03,21.061
26.000,25.897,39.25,21.029
26.000,25.898,36.85,21.051
26.000,25.898,37.02,21.051
26.000,25.905,32.11,21.051
26.000,25.907,33.10,21.072
26.000,25.908,33.29,21.051
26.000,25.901,38.36,21.051
26.000,25.899,37.47,21.051
26.000,25.900,36.31,21.040
26.000,25.909,29.45,21.040
26.000,25.914,29.22,21.051
26.000,25.914,31.40,21.040
26.000,25.903,39.31,21.040
26.000,25.896,40.49,21.029
