set_c,oven_c,output,ambient_c
25.000,24.175,205.00,20.761
25.000,24.178,188.64,20.740
25.000,24.320,177.88,20.750
25.000,24.568,141.88,20.761
25.000,24.830,97.66,20.740
25.000,25.060,54.32,20.772
25.000,25.219,20.33,20.761
25.000,25.315,0.00,20.750
25.000,25.323,0.00,20.761
25.000,25.255,0.00,20.750
25.000,25.172,5.18,20.750
25.000,25.084,19.45,20.740
25.000,24.995,35.77,20.761
25.000,24.943,46.61,20.750
25.000,24.899,56.85,20.772
25.000,24.904,58.16,20.750
25.000,24.941,52.53,20.750
25.000,24.978,46.32,20.761
25.000,25.022,37.65,20.750
25.000,25.060,29.36,20.772
25.000,25.066,26.81,20.761
25.000,25.069,24.80,20.750
25.000,25.065,23.98,20.740
25.000,25.062,23.14,20.761
25.000,25.049,24.34,20.750
25.000,25.026,28.13,20.750
25.000,24.998,33.20,20.740
25.000,24.987,35.49,20.761
25.000,24.985,36.14,20.750
25.000,24.997,34.10,20.772
25.000,25.013,30.84,20.750
25.000,25.035,25.90,20.750
25.000,25.046,22.98,20.750
25.000,25.048,21.56,20.761
25.000,25.037,22.66,20.761
25.000,25.022,24.98,20.761
25.000,25.001,28.74,20.793
25.000,24.990,30.97,20.761
25.000,24.986,31.92,20.761
25.000,24.994,30.66,20.761
25.000,25.004,28.79,20.772
25.000,25.021,25.13,20.772
25.000,25.031,22.65,20.761
25.000,25.037,20.72,20.761
25.000,25.031,21.05,20.761
25.000,25.022,22.18,20.772
25.000,25.007,24.92,20.782
25.000,24.997,26.64,20.772
25.000,24.990,28.18,20.772
25.000,24.994,27.67,20.793
25.000,24.999,26.67,20.804
25.000,25.012,24.12,20.793
25.000,25.019,22.36,20.782
25.000,25.027,20.20,20.793
25.000,25.024,20.20,20.772
25.000,25.020,20.57,20.793
25.000,25.008,22.49,20.804
25.000,25.000,23.97,20.793
25.000,24.992,25.66,20.793
25.000,24.993,25.70,20.782
26.000,24.996,205.00,20.804
26.000,25.019,205.00,20.804
26.000,25.157,205.00,20.815
26.000,25.394,205.00,20.793
26.000,25.652,173.21,20.793
26.000,25.900,130.32,20.804
26.000,26.121,87.48,20.815
26.000,26.283,51.83,20.782
26.000,26.375,26.91,20.793
26.000,26.384,16.79,20.782
26.000,26.350,15.02,20.804
26.000,26.269,23.70,20.815
26.000,26.171,37.73,20.793
26.000,26.084,51.61,20.804
26.000,26.020,62.69,20.793
26.000,25.978,70.82,20.804
26.000,25.967,73.45,20.793
26.000,25.995,68.39,20.772
26.000,26.024,62.57,20.793
26.000,26.049,56.92,20.804
26.000,26.089,47.60,20.772
26.000,26.111,41.05,20.782
26.000,26.114,37.97,20.782
26.000,26.111,36.02,20.782
26.000,26.095,36.79,20.793
26.000,26.067,40.52,20.782
26.000,26.037,44.98,20.782
26.000,26.030,45.62,20.804
26.000,26.027,45.39,20.782
26.000,26.028,44.70,20.782
26.000,26.029,43.87,20.782
26.000,26.030,42.95,20.782
26.000,26.031,42.01,20.761
26.000,26.034,40.71,20.772
26.000,26.035,39.71,20.782
26.000,26.039,38.24,20.782
26.000,26.037,37.67,20.782
26.000,26.038,36.73,20.772
26.000,26.034,36.63,20.782
26.000,26.033,36.13,20.782
26.000,26.031,35.80,20.782
26.000,26.030,35.19,20.761
26.000,26.029,34.74,20.761
26.000,26.029,34.07,20.793
26.000,26.027,33.75,20.782
26.000,26.027,33.25,20.782
26.000,26.025,33.05,20.782
26.000,26.024,32.62,20.772
26.000,26.022,32.60,20.782
26.000,26.019,32.55,20.772
26.000,26.015,32.94,20.761
26.000,26.014,32.79,20.782
26.000,26.010,33.40,20.772
26.000,26.010,33.23,20.782
26.000,26.007,33.56,20.793
26.000,26.011,32.52,20.750
26.000,26.011,32.38,20.782
26.000,26.013,31.55,20.772
26.000,26.013,31.30,20.772
26.000,26.014,30.85,20.761
