timestamp,ltz1000-p17
1514596252.597,7071509.1
1514596255.949,7071511.3
1514596259.301,7071510.8
1514596262.653,7071510.8
1514596266.005,7071509.1
1514596269.357,7071508.6
1514596272.710,7071506.8
1514596276.061,7071507.0
1514596279.414,7071507.5
1514596282.765,7071507.3
1514596286.118,7071505.8
1514596289.470,7071506.0
1514596292.822,7071506.3
1514596296.174,7071506.3
1514596299.526,7071505.3
1514596302.878,7071505.3
1514596306.230,7071506.3
1514596309.583,7071505.5
1514596312.934,7071506.0
1514596316.287,7071504.7
1514596319.639,7071505.5
1514596322.991,7071504.2
1514596326.343,7071504.7
1514596329.695,7071504.0
1514596333.047,7071503.7
1514596336.399,7071504.0
1514596339.751,7071503.2
1514596343.103,7071504.2
1514596346.455,7071504.2
1514596349.808,7071502.5
1514596353.160,7071503.2
1514596356.512,7071502.5
1514596359.864,7071503.0
1514596363.216,7071503.7
1514596366.568,7071503.0
1514596369.921,7071502.5
1514596373.272,7071503.2
1514596376.625,7071503.0
1514596379.976,7071503.0
1514596383.328,7071503.2
1514596386.681,7071503.0
1514596390.032,7071503.0
1514596393.385,7071501.2
1514596396.737,7071501.2
1514596400.089,7071502.2
1514596403.442,7071502.2
1514596406.793,7071503.2
1514596410.145,7071503.5
1514596413.497,7071502.5
1514596416.849,7071502.2
1514596420.202,7071502.5
1514596423.553,7071500.7
1514596426.906,7071501.7
1514596430.258,7071499.7
1514596433.610,7071500.3
1514596436.962,7071502.2
1514596440.314,7071500.8
1514596443.666,7071500.4
1514596447.019,7071500.4
1514596450.371,7071499.2
1514596453.722,7071500.4
1514596457.075,7071499.7
1514596460.427,7071500.2
1514596463.779,7071500.4
1514596467.131,7071500.2
1514596470.483,7071500.2
1514596473.835,7071500.4
1514596477.187,7071498.7
1514596480.540,7071499.2
1514596483.891,7071499.9
1514596487.244,7071499.7
1514596490.595,7071499.7
1514596493.948,7071499.9
1514596497.300,7071500.9
1514596500.652,7071499.2
1514596504.004,7071500.2
1514596507.356,7071498.9
1514596510.708,7071500.2
1514596514.060,7071500.4
1514596517.413,7071499.9
1514596520.764,7071499.7
1514596524.117,7071499.9
1514596527.469,7071499.4
1514596530.821,7071499.9
1514596534.173,7071500.4
1514596537.525,7071498.7
1514596540.877,7071499.4
1514596544.229,7071500.2
1514596547.582,7071499.2
1514596550.933,7071499.7
1514596554.286,7071500.2
1514596557.638,7071499.9
1514596560.990,7071502.0
1514596564.342,7071500.2
1514596567.694,7071498.7
1514596571.046,7071498.7
1514596574.398,7071499.2
1514596577.751,7071498.9
1514596581.102,7071498.2
1514596584.455,7071499.4
1514596587.807,7071499.2
1514596591.159,7071498.2
1514596594.511,7071498.2
1514596597.863,7071498.7
1514596601.215,7071499.7
1514596604.567,7071499.7
1514596607.919,7071498.4
1514596611.271,7071499.9
1514596614.624,7071497.9
1514596617.975,7071497.4
1514596621.328,7071498.9
1514596624.680,7071498.4
1514596628.032,7071498.2
1514596631.384,7071497.9
1514596634.736,7071496.1
1514596638.088,7071497.1
1514596641.441,7071499.4
1514596644.792,7071499.9
1514596648.145,7071498.2
1514596651.496,7071499.4
1514596654.849,7071499.4
1514596658.201,7071498.4
1514596661.553,7071498.2
1514596664.905,7071497.9
1514596668.257,7071497.6
1514596671.610,7071497.6
1514596674.961,7071498.7
1514596678.313,7071499.4
1514596681.666,7071498.4
1514596685.017,7071498.4
1514596688.370,7071497.9
1514596691.722,7071498.9
1514596695.074,7071498.4
1514596698.426,7071497.9
1514596701.778,7071499.9
1514596705.131,7071498.9
1514596708.483,7071498.4
1514596711.834,7071498.2
1514596715.187,7071497.6
1514596718.539,7071498.7
1514596721.891,7071498.9
1514596725.243,7071498.4
1514596728.595,7071497.9
1514596731.947,7071497.9
1514596735.299,7071496.9
1514596738.651,7071498.4
1514596742.003,7071497.4
1514596745.356,7071497.4
1514596748.708,7071498.2
1514596752.060,7071497.6
1514596755.412,7071496.4
1514596758.764,7071498.2
1514596762.116,7071497.1
1514596765.469,7071498.4
1514596768.820,7071498.4
1514596772.173,7071499.4
1514596775.524,7071497.4
1514596778.877,7071498.2
1514596782.229,7071498.7
1514596785.581,7071497.6
1514596788.933,7071497.6
1514596792.287,7071498.4
1514596795.637,7071497.6
1514596798.989,7071498.9
1514596802.342,7071497.6
1514596805.693,7071497.6
1514596809.046,7071498.4
1514596812.397,7071498.2
1514596815.750,7071497.9
1514596819.102,7071498.7
1514596822.454,7071497.9
1514596825.807,7071497.6
1514596829.158,7071497.6
1514596832.510,7071497.4
1514596835.863,7071498.9
1514596839.214,7071497.9
1514596842.567,7071498.4
1514596845.919,7071498.2
1514596849.271,7071499.2
1514596852.623,7071497.1
1514596855.975,7071497.4
1514596859.327,7071497.6
1514596862.680,7071496.4
1514596866.031,7071497.1
1514596869.384,7071496.4
1514596872.736,7071496.9
1514596876.088,7071497.4
1514596879.440,7071497.6
1514596882.792,7071497.4
1514596886.144,7071498.4
1514596889.496,7071495.1
1514596892.848,7071497.9
