timestamp,34401a_thermistor,si_7021_ambient_c,si7021_internal_c,setpoint,adc,adc_c,error_c,output,io_delta_c,hp_error_c,hp_mcp_delta
1517223780.93,24.9670627586,20.182,-46.582,406,405.968,24.9996,-0.0004,194.81,4.8180,-0.0329372414,-0.0325372414
1517223784.29,24.9693062606,20.182,-46.582,406,405.893,24.9988,-0.0012,195.62,4.8171,-0.0306937394,-0.0294937394
1517223787.63,24.97174767,20.192,-46.582,406,405.999,25.0000,-0.0000,194.57,4.8076,-0.02825233,-0.02825233
1517223790.99,24.9743090018,20.160,-46.582,406,405.965,24.9996,-0.0004,194.92,4.8394,-0.0256909982,-0.0252909982
1517223794.33,24.9766017927,20.203,-46.582,406,405.878,24.9986,-0.0014,195.87,4.7955,-0.0233982073,-0.0219982073
1517223797.69,24.9784238667,20.171,-46.582,406,405.948,24.9994,-0.0006,195.20,4.8285,-0.0215761333,-0.0209761333
1517223801.05,24.9798272217,20.192,-46.582,406,406.081,25.0009,0.0009,193.82,4.8085,-0.0201727783,-0.0210727783
1517223804.39,24.9807695085,20.192,-46.582,406,406.032,25.0004,0.0004,194.40,4.8080,-0.0192304915,-0.0196304915
1517223807.75,24.9802490977,20.203,-46.582,406,406.244,25.0028,0.0028,192.14,4.7997,-0.0197509023,-0.0225509023
1517223811.1,24.9784273112,20.182,-46.582,406,406.217,25.0025,0.0025,192.27,4.8208,-0.0215726888,-0.0240726888
1517223814.46,24.9746494822,20.192,-46.582,406,406.038,25.0004,0.0004,194.04,4.8080,-0.0253505178,-0.0257505178
1517223817.81,24.9700419105,20.192,-46.582,406,405.916,24.9990,-0.0010,195.31,4.8067,-0.0299580895,-0.0289580895
1517223821.15,24.9676819622,20.192,-46.582,406,405.494,24.9942,-0.0058,199.84,4.8019,-0.0323180378,-0.0265180378
1517223824.52,24.9681643946,20.192,-46.582,406,405.772,24.9974,-0.0026,197.20,4.8050,-0.0318356054,-0.0292356054
1517223827.87,24.9704670164,20.214,-46.582,406,405.759,24.9973,-0.0027,197.47,4.7834,-0.0295329836,-0.0268329836
1517223831.21,24.9731691363,20.214,-46.582,406,405.755,24.9972,-0.0028,197.86,4.7834,-0.0268308637,-0.0240308637
1517223834.56,24.9756801435,20.203,-46.582,406,405.808,24.9978,-0.0022,197.45,4.7947,-0.0243198565,-0.0221198565
1517223837.91,24.9780261416,20.225,-46.582,406,405.881,24.9986,-0.0014,196.79,4.7741,-0.0219738584,-0.0205738584
1517223841.27,24.9801124521,20.225,-46.582,406,405.793,24.9976,-0.0023,197.79,4.7731,-0.0198875479,-0.0174875479
1517223844.63,24.9817079367,20.192,-46.582,406,406.086,25.0010,0.0010,194.81,4.8086,-0.0182920633,-0.0192920633
1517223847.97,24.9830021971,20.214,-46.582,406,406.048,25.0005,0.0005,195.17,4.7867,-0.0169978029,-0.0174978029
1517223851.33,24.9842643853,20.214,-46.582,406,405.961,24.9996,-0.0004,196.06,4.7857,-0.0157356147,-0.0153356147
1517223854.67,24.9857471884,20.203,-46.582,406,405.930,24.9992,-0.0008,196.41,4.7961,-0.0142528116,-0.0134528116
1517223858.03,24.9875485278,20.203,-46.582,406,406.052,25.0006,0.0006,195.16,4.7975,-0.0124514722,-0.0130514722
1517223861.39,24.989385189,20.214,-46.582,406,406.118,25.0013,0.0013,194.48,4.7875,-0.010614811,-0.011914811
1517223864.73,24.9910322208,20.214,-46.582,406,406.270,25.0031,0.0031,192.80,4.7892,-0.0089677792,-0.0120677792
1517223868.08,24.9922188692,20.214,-46.582,406,406.268,25.0030,0.0030,192.66,4.7892,-0.0077811308,-0.0107811308
1517223871.44,24.9922845919,20.214,-46.582,406,406.474,25.0054,0.0054,190.32,4.7915,-0.0077154081,-0.0131154081
1517223874.79,24.9916427703,20.214,-46.582,406,406.279,25.0032,0.0032,192.10,4.7893,-0.0083572297,-0.0115572297
1517223878.15,24.9908575847,20.225,-46.582,406,406.469,25.0053,0.0053,189.92,4.7808,-0.0091424153,-0.0144424153
1517223881.5,24.9896944563,20.203,-46.582,406,406.298,25.0034,0.0034,191.45,4.8003,-0.0103055437,-0.0137055437
1517223884.85,24.988132546,20.203,-46.582,406,406.181,25.0021,0.0021,192.51,4.7989,-0.011867454,-0.013967454
1517223888.2,24.9866739119,20.225,-46.582,406,405.883,24.9987,-0.0013,195.56,4.7741,-0.0133260881,-0.0120260881
1517223891.56,24.9855983287,20.225,-46.582,406,406.058,25.0007,0.0007,193.68,4.7761,-0.0144016713,-0.0151016713
1517223894.92,24.9840215886,20.225,-46.582,406,405.912,24.9990,-0.0010,195.20,4.7744,-0.0159784114,-0.0149784114
1517223898.25,24.9813627386,20.246,-46.582,406,405.771,24.9974,-0.0026,196.75,4.7514,-0.0186372614,-0.0160372614
1517223901.61,24.9791134751,20.257,-46.582,406,406.004,25.0000,0.0000,194.42,4.7433,-0.0208865249,-0.0208865249
1517223904.95,24.9783014712,20.235,-46.582,406,405.981,24.9998,-0.0002,194.65,4.7645,-0.0216985288,-0.0214985288
1517223908.31,24.9784114663,20.246,-46.582,406,405.856,24.9984,-0.0016,195.99,4.7523,-0.0215885337,-0.0199885337
1517223911.67,24.979107734,20.235,-46.582,406,405.616,24.9956,-0.0044,198.62,4.7604,-0.020892266,-0.016492266
1517223915.02,24.9803917155,20.246,-46.582,406,405.897,24.9988,-0.0012,195.88,4.7528,-0.0196082845,-0.0184082845
1517223918.37,24.981906147,20.235,-46.582,406,405.665,24.9962,-0.0038,198.54,4.7609,-0.018093853,-0.014293853
1517223921.72,24.9836163981,20.225,-46.582,406,406.024,25.0003,0.0003,194.94,4.7757,-0.0163836019,-0.0166836019
1517223925.08,24.9851972401,20.246,-46.582,406,406.065,25.0007,0.0007,194.48,4.7547,-0.0148027599,-0.0155027599
1517223928.43,24.9859966688,20.225,-46.582,406,405.856,24.9984,-0.0016,196.66,4.7738,-0.0140033312,-0.0124033312
1517223931.77,24.9859557777,20.235,-46.582,406,405.959,24.9995,-0.0005,195.66,4.7642,-0.0140442223,-0.0135442223
1517223935.13,24.9851680662,20.246,-46.582,406,405.865,24.9985,-0.0015,196.68,4.7525,-0.0148319338,-0.0133319338
1517223938.47,24.9841835293,20.246,-46.582,406,405.996,25.0000,-0.0000,195.37,4.7539,-0.0158164707,-0.0158164707
1517223941.84,24.9835693102,20.235,-46.582,406,405.951,24.9994,-0.0006,195.85,4.7642,-0.0164306898,-0.0158306898
1517223945.19,24.9835883751,20.257,-46.582,406,405.948,24.9994,-0.0006,195.91,4.7427,-0.0164116249,-0.0158116249
1517223948.54,24.9836501637,20.246,-46.582,406,405.995,24.9999,-0.0001,195.45,4.7539,-0.0163498363,-0.0162498363
1517223951.9,24.9837946441,20.246,-46.582,406,406.040,25.0005,0.0005,194.98,4.7544,-0.0162053559,-0.0167053559
1517223955.24,24.9844164507,20.235,-46.582,406,406.084,25.0010,0.0010,194.49,4.7657,-0.0155835493,-0.0165835493
1517223958.6,24.9854591183,20.267,-46.582,406,406.263,25.0030,0.0030,192.54,4.7355,-0.0145408817,-0.0175408817
1517223961.95,24.9864630175,20.246,-46.582,406,406.139,25.0016,0.0016,193.70,4.7556,-0.0135369825,-0.0151369825
1517223965.3,24.9865925863,20.235,-46.582,406,406.162,25.0018,0.0018,193.37,4.7666,-0.0134074137,-0.0152074137
1517223968.66,24.9859364808,20.257,-46.582,406,406.244,25.0028,0.0028,192.40,4.7460,-0.0140635192,-0.0168635192
1517223971.99,24.9852868296,20.257,-46.582,406,405.975,24.9997,-0.0003,195.11,4.7430,-0.0147131704,-0.0144131704
1517223975.35,24.9852868296,20.267,-46.582,406,405.912,24.9990,-0.0010,195.73,4.7315,-0.0147131704,-0.0137131704
1517223978.71,24.9862082473,20.257,-46.582,406,406.087,25.0010,0.0010,193.93,4.7443,-0.0137917527,-0.0147917527
1517223982.06,24.9875519739,20.267,-46.582,406,406.433,25.0049,0.0049,190.21,4.7375,-0.0124480261,-0.0173480261
1517223985.41,24.988790564,20.257,-46.582,406,406.229,25.0026,0.0026,192.11,4.7459,-0.011209436,-0.013809436
1517223988.75,24.9897077829,20.225,-46.582,406,406.420,25.0048,0.0048,189.95,4.7802,-0.0102922171,-0.0150922171
1517223992.12,24.9902681994,20.225,-46.582,406,406.320,25.0036,0.0036,190.76,4.7791,-0.0097318006,-0.0133318006
1517223995.48,24.989587384,20.235,-46.582,406,406.197,25.0022,0.0022,191.87,4.7669,-0.010412616,-0.012612616
1517223998.81,24.9884581059,20.257,-46.582,406,406.220,25.0025,0.0025,191.51,4.7458,-0.0115418941,-0.0140418941
1517224002.17,24.9878035453,20.225,-46.582,406,406.170,25.0019,0.0019,191.90,4.7774,-0.0121964547,-0.0140964547
1517224005.52,24.9876073423,20.235,-46.582,406,406.350,25.0040,0.0040,189.76,4.7687,-0.0123926577,-0.0163926577
1517224008.87,24.9876486964,20.246,-46.582,406,406.319,25.0036,0.0036,189.89,4.7576,-0.0123513036,-0.0159513036
1517224012.23,24.9878494948,20.257,-46.582,406,406.263,25.0030,0.0030,190.29,4.7463,-0.0121505052,-0.0151505052
1517224015.58,24.9880353616,20.235,-46.582,406,406.043,25.0005,0.0005,192.46,4.7652,-0.0119646384,-0.0124646384
1517224018.93,24.9874290612,20.235,-46.582,406,406.160,25.0018,0.0018,191.19,4.7665,-0.0125709388,-0.0143709388
1517224022.27,24.9858889278,20.246,-46.582,406,406.139,25.0016,0.0016,191.32,4.7556,-0.0141110722,-0.0157110722
1517224025.63,24.9844646892,20.235,-46.582,406,406.134,25.0015,0.0015,191.29,4.7662,-0.0155353108,-0.0170353108
1517224029.0,24.9838748094,20.246,-46.582,406,406.142,25.0016,0.0016,191.13,4.7556,-0.0161251906,-0.0177251906
1517224032.34,24.9836857669,20.246,-46.582,406,406.074,25.0008,0.0008,191.66,4.7548,-0.0163142331,-0.0171142331
1517224035.69,24.9834680142,20.235,-46.582,406,405.967,24.9996,-0.0004,192.75,4.7643,-0.0165319858,-0.0161319858
1517224039.04,24.9837450291,20.246,-46.582,406,406.021,25.0002,0.0002,192.20,4.7542,-0.0162549709,-0.0164549709
1517224042.4,24.9846282416,20.225,-46.582,406,405.914,24.9990,-0.0010,193.32,4.7745,-0.0153717584,-0.0143717584
1517224045.76,24.9854823199,20.235,-46.582,406,405.995,24.9999,-0.0001,192.52,4.7647,-0.0145176801,-0.0144176801
1517224049.1,24.9858057678,20.225,-46.582,406,406.021,25.0002,0.0002,192.24,4.7757,-0.0141942322,-0.0143942322
1517224052.46,24.9856633398,20.225,-46.582,406,406.108,25.0012,0.0012,191.31,4.7767,-0.0143366602,-0.0155366602
1517224055.79,24.9857690121,20.214,-46.582,406,405.986,24.9998,-0.0002,192.53,4.7860,-0.0142309879,-0.0140309879
1517224059.15,24.9861887204,20.235,-46.582,406,406.036,25.0004,0.0004,192.02,4.7651,-0.0138112796,-0.0142112796
1517224062.51,24.9864561256,20.246,-46.582,406,405.943,24.9993,-0.0007,192.89,4.7533,-0.0135438744,-0.0128438744
1517224065.86,24.9864577337,20.235,-46.582,406,405.722,24.9968,-0.0032,195.26,4.7616,-0.0135422663,-0.0103422663
1517224069.21,24.9862319093,20.246,-46.582,406,405.615,24.9956,-0.0044,196.57,4.7496,-0.0137680907,-0.0093680907
1517224072.56,24.9858037002,20.246,-46.582,406,405.976,24.9997,-0.0003,192.97,4.7537,-0.0141962998,-0.0138962998
1517224075.92,24.9854685368,20.246,-46.582,406,405.791,24.9976,-0.0024,194.95,4.7516,-0.0145314632,-0.0121314632
1517224079.28,24.985560195,20.246,-46.582,406,405.963,24.9996,-0.0004,193.25,4.7536,-0.014439805,-0.014039805
1517224082.61,24.9863690577,20.246,-46.582,406,405.886,24.9987,-0.0013,194.09,4.7527,-0.0136309423,-0.0123309423
1517224085.97,24.9873679498,20.246,-46.582,406,405.932,24.9992,-0.0008,193.67,4.7532,-0.0126320502,-0.0118320502
1517224089.32,24.9878763753,20.235,-46.582,406,405.782,24.9975,-0.0025,195.30,4.7622,-0.0121236247,-0.0096236247
1517224092.67,24.9880884338,20.225,-46.582,406,405.826,24.9980,-0.0020,195.01,4.7735,-0.0119115662,-0.0099115662
1517224096.04,24.9880627018,20.225,-46.582,406,405.884,24.9987,-0.0013,194.51,4.7741,-0.0119372982,-0.0106372982
1517224099.38,24.9873470433,20.257,-46.582,406,405.960,24.9995,-0.0005,193.77,4.7428,-0.0126529567,-0.0121529567
1517224102.74,24.9858331049,20.225,-46.582,406,405.707,24.9967,-0.0033,196.47,4.7721,-0.0141668951,-0.0108668951
1517224106.08,24.9834941995,20.225,-46.582,406,405.905,24.9989,-0.0011,194.54,4.7744,-0.0165058005,-0.0154058005
1517224109.44,24.9811863524,20.235,-46.582,406,406.042,25.0005,0.0005,193.16,4.7652,-0.0188136476,-0.0193136476
1517224112.8,24.9794779235,20.225,-46.582,406,405.886,24.9987,-0.0013,194.78,4.7741,-0.0205220765,-0.0192220765
1517224116.14,24.9779361265,20.225,-46.582,406,406.308,25.0035,0.0035,190.38,4.7789,-0.0220638735,-0.0255638735
1517224119.5,24.9763198286,20.225,-46.582,406,406.383,25.0044,0.0044,189.33,4.7798,-0.0236801714,-0.0280801714
1517224122.84,24.9754723538,20.235,-46.582,406,406.360,25.0041,0.0041,189.34,4.7688,-0.0245276462,-0.0286276462
1517224126.19,24.9757983895,20.235,-46.582,406,406.479,25.0054,0.0054,187.86,4.7702,-0.0242016105,-0.0296016105
1517224129.56,24.9768031654,20.225,-46.582,406,406.546,25.0062,0.0062,186.87,4.7816,-0.0231968346,-0.0293968346
1517224132.91,24.9778603487,20.225,-46.582,406,406.607,25.0069,0.0069,185.89,4.7823,-0.0221396513,-0.0290396513
1517224136.26,24.9786268657,20.225,-46.582,406,406.681,25.0077,0.0077,184.74,4.7832,-0.0213731343,-0.0290731343
1517224139.6,24.9793504691,20.246,-46.582,406,406.461,25.0052,0.0052,186.66,4.7592,-0.0206495309,-0.0258495309
1517224142.96,24.9803115647,20.225,-46.582,406,406.368,25.0042,0.0042,187.37,4.7796,-0.0196884353,-0.0238884353
1517224146.32,24.981583683,20.235,-46.582,406,406.322,25.0037,0.0037,187.64,4.7684,-0.018416317,-0.022116317
1517224149.66,24.9828239584,20.225,-46.582,406,406.276,25.0031,0.0031,187.71,4.7786,-0.0171760416,-0.0202760416
1517224153.01,24.9835541502,20.246,-46.582,406,406.032,25.0004,0.0004,190.13,4.7544,-0.0164458498,-0.0168458498
1517224156.36,24.9835169394,20.225,-46.582,406,406.007,25.0001,0.0001,190.37,4.7755,-0.0164830606,-0.0165830606
1517224159.71,24.9832344151,20.246,-46.582,406,405.885,24.9987,-0.0013,191.66,4.7527,-0.0167655849,-0.0154655849
1517224163.08,24.983017816,20.257,-46.582,406,405.904,24.9989,-0.0011,191.53,4.7422,-0.016982184,-0.015882184
1517224166.41,24.983434249,20.235,-46.582,406,405.809,24.9978,-0.0022,192.60,4.7625,-0.016565751,-0.014365751
1517224169.78,24.984348917,20.235,-46.582,406,405.655,24.9961,-0.0039,194.35,4.7608,-0.015651083,-0.011751083
1517224173.12,24.9854262685,20.214,-46.582,406,405.723,24.9968,-0.0032,193.83,4.7830,-0.0145737315,-0.0113737315
1517224176.48,24.986438666,20.246,-46.582,406,405.685,24.9964,-0.0036,194.47,4.7504,-0.013561334,-0.009961334
1517224179.84,24.9866989529,20.267,-46.582,406,405.564,24.9950,-0.0050,195.95,4.7276,-0.0133010471,-0.0083010471
1517224183.18,24.985542966,20.246,-46.582,406,405.767,24.9973,-0.0027,194.06,4.7513,-0.014457034,-0.011757034
1517224186.54,24.9839237357,20.235,-46.582,406,406.046,25.0005,0.0005,191.24,4.7652,-0.0160762643,-0.0165762643
1517224189.89,24.9828538178,20.246,-46.582,406,406.278,25.0032,0.0032,188.75,4.7571,-0.0171461822,-0.0203461822
1517224193.24,24.982542363,20.246,-46.582,406,406.172,25.0020,0.0020,189.70,4.7559,-0.017457637,-0.019457637
1517224196.6,24.9823227857,20.235,-46.582,406,406.283,25.0032,0.0032,188.42,4.7679,-0.0176772143,-0.0208772143
1517224199.95,24.9814463389,20.257,-46.582,406,406.231,25.0026,0.0026,188.81,4.7459,-0.0185536611,-0.0211536611
1517224203.3,24.9800339099,20.246,-46.582,406,406.158,25.0018,0.0018,189.44,4.7558,-0.0199660901,-0.0217660901
1517224206.64,24.9789214937,20.246,-46.582,406,405.632,24.9958,-0.0042,194.98,4.7498,-0.0210785063,-0.0168785063
1517224210.0,24.9778709117,20.257,-46.582,406,405.812,24.9979,-0.0021,193.29,4.7411,-0.0221290883,-0.0200290883
1517224213.36,24.9764263683,20.246,-46.582,406,406.074,25.0008,0.0008,190.62,4.7548,-0.0235736317,-0.0243736317
1517224216.7,24.9751920133,20.246,-46.582,406,405.879,24.9986,-0.0014,192.65,4.7526,-0.0248079867,-0.0234079867
1517224220.06,24.9747013699,20.235,-46.582,406,405.772,24.9974,-0.0026,193.85,4.7621,-0.0252986301,-0.0226986301
1517224223.4,24.9752000492,20.267,-46.582,406,405.583,24.9953,-0.0047,195.99,4.7278,-0.0247999508,-0.0200999508
1517224226.76,24.9764298125,20.257,-46.582,406,405.582,24.9952,-0.0048,196.26,4.7385,-0.0235701875,-0.0187701875
1517224230.12,24.978032112,20.257,-46.582,406,405.236,24.9913,-0.0087,200.17,4.7346,-0.021967888,-0.013267888
1517224233.47,24.9797927738,20.257,-46.582,406,405.529,24.9946,-0.0054,197.53,4.7379,-0.0202072262,-0.0148072262
1517224236.82,24.9815499211,20.246,-46.582,406,405.836,24.9981,-0.0019,194.63,4.7521,-0.0184500789,-0.0165500789
1517224240.16,24.9830097768,20.246,-46.582,406,405.744,24.9971,-0.0029,195.71,4.7511,-0.0169902232,-0.0140902232
1517224243.53,24.9839995372,20.257,-46.582,406,405.670,24.9963,-0.0037,196.64,4.7395,-0.0160004628,-0.0123004628
1517224246.89,24.9847708916,20.246,-46.582,406,405.592,24.9954,-0.0046,197.67,4.7493,-0.0152291084,-0.0106291084
1517224250.22,24.9855907479,20.267,-46.582,406,405.927,24.9992,-0.0008,194.37,4.7317,-0.0144092521,-0.0136092521
1517224253.58,24.9868469021,20.246,-46.582,406,405.939,24.9993,-0.0007,194.28,4.7533,-0.0131530979,-0.0124530979
1517224256.93,24.9884208856,20.257,-46.582,406,405.985,24.9998,-0.0002,193.83,4.7431,-0.0115791144,-0.0113791144
1517224260.29,24.9899968354,20.257,-46.582,406,406.265,25.0030,0.0030,190.87,4.7463,-0.0100031646,-0.0130031646
1517224263.64,24.9910898971,20.257,-46.582,406,406.461,25.0052,0.0052,188.40,4.7485,-0.0089101029,-0.0141101029
1517224266.98,24.9912410969,20.257,-46.582,406,406.295,25.0033,0.0033,189.88,4.7466,-0.0087589031,-0.0120589031
1517224270.35,24.9909423749,20.246,-46.582,406,406.291,25.0033,0.0033,189.74,4.7573,-0.0090576251,-0.0123576251
1517224273.68,24.9909786809,20.246,-46.582,406,406.365,25.0041,0.0041,188.79,4.7581,-0.0090213191,-0.0131213191
1517224277.04,24.9911891649,20.257,-46.582,406,406.397,25.0045,0.0045,188.22,4.7478,-0.0088108351,-0.0133108351
1517224280.4,24.99067261,20.278,-46.582,406,405.913,24.9990,-0.0010,193.12,4.7208,-0.00932739,-0.00832739
1517224283.74,24.9892735231,20.246,-46.582,406,406.086,25.0010,0.0010,191.34,4.7550,-0.0107264769,-0.0117264769
1517224287.1,24.987608491,20.257,-46.582,406,405.881,24.9987,-0.0013,193.46,4.7419,-0.012391509,-0.011091509
1517224290.44,24.9861243967,20.257,-46.582,406,405.778,24.9975,-0.0025,194.63,4.7407,-0.0138756033,-0.0113756033
1517224293.81,24.9852268735,20.246,-46.582,406,405.855,24.9984,-0.0016,194.04,4.7523,-0.0147731265,-0.0131731265
1517224297.16,24.9848409536,20.257,-46.582,406,405.896,24.9988,-0.0012,193.70,4.7421,-0.0151590464,-0.0139590464
1517224300.5,24.9848721945,20.235,-46.582,406,406.203,25.0023,0.0023,190.51,4.7670,-0.0151278055,-0.0174278055
1517224303.86,24.9853270302,20.246,-46.582,406,406.221,25.0025,0.0025,190.19,4.7565,-0.0146729698,-0.0171729698
1517224307.2,24.9859902365,20.267,-46.582,406,406.193,25.0022,0.0022,190.36,4.7347,-0.0140097635,-0.0162097635
1517224310.56,24.9865335451,20.257,-46.582,406,406.217,25.0025,0.0025,189.99,4.7457,-0.0134664549,-0.0159664549
1517224313.93,24.986949824,20.246,-46.582,406,406.118,25.0013,0.0013,190.91,4.7553,-0.013050176,-0.014350176
1517224317.26,24.9875584068,20.257,-46.582,406,405.955,24.9995,-0.0005,192.57,4.7428,-0.0124415932,-0.0119415932
1517224320.62,24.9884126145,20.246,-46.582,406,405.746,24.9971,-0.0029,194.78,4.7511,-0.0115873855,-0.0086873855
1517224323.96,24.9891009707,20.267,-46.582,406,405.809,24.9978,-0.0022,194.27,4.7304,-0.0108990293,-0.0086990293
1517224327.32,24.9892576693,20.246,-46.582,406,405.747,24.9971,-0.0029,195.03,4.7511,-0.0107423307,-0.0078423307
1517224330.68,24.9889304877,20.246,-46.582,406,405.765,24.9973,-0.0027,195.00,4.7513,-0.0110695123,-0.0083695123
1517224334.02,24.9886508712,20.257,-46.582,406,405.847,24.9983,-0.0017,194.27,4.7415,-0.0113491288,-0.0096491288
1517224337.38,24.9886880919,20.278,-46.582,406,405.637,24.9959,-0.0041,196.59,4.7177,-0.0113119081,-0.0072119081
1517224340.73,24.98912096,20.246,-46.582,406,405.776,24.9975,-0.0025,195.34,4.7514,-0.01087904,-0.00837904
1517224344.09,24.9894155181,20.246,-46.582,406,405.735,24.9970,-0.0030,195.90,4.7510,-0.0105844819,-0.0075844819
1517224347.44,24.9895931282,20.257,-46.582,406,405.821,24.9980,-0.0020,195.15,4.7412,-0.0104068718,-0.0084068718
1517224350.79,24.9901062077,20.246,-46.582,406,405.910,24.9990,-0.0010,194.45,4.7530,-0.0098937923,-0.0088937923
1517224354.14,24.9908258746,20.257,-46.582,406,405.537,24.9947,-0.0053,198.45,4.7380,-0.0091741254,-0.0038741254
1517224357.49,24.99168758,20.257,-46.582,406,405.513,24.9945,-0.0055,198.98,4.7377,-0.00831242,-0.00281242
1517224360.84,24.9928140591,20.267,-46.582,406,405.756,24.9972,-0.0028,196.70,4.7298,-0.0071859409,-0.0043859409
1517224364.21,24.994404386,20.267,-46.582,406,405.843,24.9982,-0.0018,195.93,4.7308,-0.005595614,-0.003795614
1517224367.54,24.9961086169,20.257,-46.582,406,405.927,24.9992,-0.0008,195.13,4.7424,-0.0038913831,-0.0030913831
1517224370.9,24.9976447368,20.246,-46.582,406,405.921,24.9991,-0.0009,195.24,4.7531,-0.0023552632,-0.0014552632
1517224374.25,24.9987901828,20.246,-46.582,406,406.131,25.0015,0.0015,193.06,4.7555,-0.0012098172,-0.0027098172
1517224377.61,24.9989644307,20.257,-46.582,406,406.256,25.0029,0.0029,191.50,4.7462,-0.0010355693,-0.0039355693
1517224380.96,24.9984474383,20.257,-46.582,406,406.142,25.0016,0.0016,192.56,4.7449,-0.0015525617,-0.0031525617
1517224384.31,24.9979552855,20.257,-46.582,406,406.270,25.0031,0.0031,191.11,4.7463,-0.0020447145,-0.0051447145
1517224387.66,24.9974268269,20.246,-46.582,406,406.214,25.0024,0.0024,191.54,4.7564,-0.0025731731,-0.0049731731
1517224391.01,24.9962145761,20.246,-46.582,406,406.463,25.0053,0.0053,188.78,4.7592,-0.0037854239,-0.0090854239
1517224394.36,24.9949277057,20.246,-46.582,406,406.332,25.0038,0.0038,189.89,4.7578,-0.0050722943,-0.0088722943
1517224397.73,24.9936946979,20.235,-46.582,406,406.513,25.0058,0.0058,187.77,4.7705,-0.0063053021,-0.0121053021
1517224401.06,24.9924955498,20.225,-46.582,406,406.316,25.0036,0.0036,189.55,4.7790,-0.0075044502,-0.0111044502
1517224404.43,24.9917015973,20.257,-46.582,406,406.264,25.0030,0.0030,189.92,4.7463,-0.0082984027,-0.0112984027
1517224407.76,24.9917114785,20.235,-46.582,406,406.175,25.0020,0.0020,190.51,4.7667,-0.0082885215,-0.0102885215
1517224411.13,24.9921115531,20.235,-46.582,406,406.122,25.0014,0.0014,190.97,4.7661,-0.0078884469,-0.0092884469
1517224414.48,24.9926306743,20.246,-46.582,406,406.130,25.0015,0.0015,190.81,4.7555,-0.0073693257,-0.0088693257
1517224417.83,24.9930914376,20.246,-46.582,406,406.230,25.0026,0.0026,189.68,4.7566,-0.0069085624,-0.0095085624
1517224421.19,24.9930459353,20.246,-46.582,406,406.052,25.0006,0.0006,191.42,4.7546,-0.0069540647,-0.0075540647
1517224424.53,24.9927540796,20.235,-46.582,406,406.384,25.0044,0.0044,187.87,4.7691,-0.0072459204,-0.0116459204
1517224427.89,24.9917675482,20.225,-46.582,406,406.317,25.0036,0.0036,188.35,4.7790,-0.0082324518,-0.0118324518
1517224431.25,24.9898968843,20.225,-46.582,406,406.108,25.0012,0.0012,190.37,4.7767,-0.0101031157,-0.0113031157
1517224434.58,24.9875248641,20.214,-46.582,406,406.112,25.0013,0.0013,190.26,4.7874,-0.0124751359,-0.0137751359
1517224437.94,24.9847316111,20.225,-46.582,406,406.122,25.0014,0.0014,189.89,4.7768,-0.0152683889,-0.0166683889
1517224441.29,24.9824727686,20.225,-46.582,406,406.324,25.0037,0.0037,187.68,4.7791,-0.0175272314,-0.0212272314
1517224444.65,24.9808551732,20.235,-46.582,406,406.207,25.0024,0.0024,188.72,4.7671,-0.0191448268,-0.0215448268
1517224448.01,24.9790849993,20.214,-46.582,406,406.032,25.0004,0.0004,190.45,4.7865,-0.0209150007,-0.0213150007
1517224451.35,24.9775007529,20.225,-46.582,406,406.005,25.0001,0.0001,190.72,4.7755,-0.0224992471,-0.0225992471
1517224454.7,24.9769041969,20.225,-46.582,406,406.211,25.0024,0.0024,188.53,4.7778,-0.0230958031,-0.0254958031
1517224458.05,24.976451396,20.246,-46.582,406,405.950,24.9994,-0.0006,191.18,4.7534,-0.023548604,-0.022948604
1517224461.41,24.9752542343,20.235,-46.582,406,405.946,24.9994,-0.0006,191.25,4.7641,-0.0247457657,-0.0241457657
1517224464.77,24.9742171673,20.246,-46.582,406,406.073,25.0008,0.0008,189.92,4.7548,-0.0257828327,-0.0265828327
1517224468.11,24.9737906015,20.225,-46.582,406,406.011,25.0001,0.0001,190.53,4.7756,-0.0262093985,-0.0263093985
1517224471.47,24.973312161,20.246,-46.582,406,405.901,24.9989,-0.0011,191.69,4.7529,-0.026687839,-0.025587839
1517224474.8,24.9725727138,20.235,-46.582,406,405.909,24.9990,-0.0010,191.66,4.7637,-0.0274272862,-0.0264272862
1517224478.17,24.9717251734,20.235,-46.582,406,405.809,24.9978,-0.0022,192.78,4.7625,-0.0282748266,-0.0260748266
1517224481.52,24.971177919,20.235,-46.582,406,405.845,24.9982,-0.0018,192.51,4.7629,-0.028822081,-0.027022081
1517224484.87,24.9715582868,20.235,-46.582,406,405.607,24.9955,-0.0045,195.12,4.7603,-0.0284417132,-0.0239417132
1517224488.23,24.9732221678,20.214,-46.582,406,405.657,24.9961,-0.0039,194.84,4.7823,-0.0267778322,-0.0228778322
1517224491.57,24.9758534947,20.225,-46.582,406,405.708,24.9967,-0.0033,194.50,4.7721,-0.0241465053,-0.0208465053
1517224494.92,24.9788992185,20.225,-46.582,406,406.023,25.0003,0.0003,191.52,4.7757,-0.0211007815,-0.0214007815
1517224498.27,24.9816089471,20.225,-46.582,406,405.901,24.9989,-0.0011,192.80,4.7743,-0.0183910529,-0.0172910529
1517224501.62,24.9833269816,20.225,-46.582,406,406.144,25.0016,0.0016,190.29,4.7771,-0.0166730184,-0.0182730184
1517224504.99,24.984567139,20.225,-46.582,406,406.204,25.0023,0.0023,189.57,4.7778,-0.015432861,-0.017732861
