timestamp,34401a_thermistor,si_7021_ambient_c,si7021_internal_c,setpoint,adc,adc_c,error_c,output,io_delta_c,hp_error_c,hp_mcp_delta
1517212692.21,24.9993361497,21.040,-46.582,406,405.764,24.9973,-0.0027,174.31,3.9576,-0.0006638503,0.0020361497
1517212695.57,24.9995389085,21.029,-46.582,406,405.672,24.9963,-0.0037,175.42,3.9673,-0.0004610915,0.0032389085
1517212698.92,24.9997998313,21.007,-46.582,406,405.841,24.9982,-0.0018,174.03,3.9907,-0.000200168700001,0.0015998313
1517212702.27,25.0004368658,21.018,-46.582,406,405.859,24.9984,-0.0016,173.93,3.9802,0.000436865800001,0.0020368658
1517212705.63,25.0015376445,21.029,-46.582,406,406.090,25.0010,0.0010,171.57,3.9721,0.0015376445,0.0005376445
1517212708.97,25.0030353375,21.018,-46.582,406,406.105,25.0012,0.0012,171.35,3.9830,0.0030353375,0.0018353375
1517212712.33,25.0044002382,20.997,-46.582,406,406.202,25.0023,0.0023,170.27,4.0055,0.0044002382,0.0021002382
1517212715.68,25.0058031787,20.997,-46.582,406,406.054,25.0006,0.0006,171.71,4.0038,0.0058031787,0.0052031787
1517212719.03,25.0073904338,21.007,-46.582,406,406.022,25.0002,0.0002,172.02,3.9928,0.0073904338,0.0071904338
1517212722.38,25.0090093288,20.997,-46.582,406,406.071,25.0008,0.0008,171.49,4.0040,0.0090093288,0.0082093288
1517212725.73,25.0104836784,20.975,-46.582,406,406.336,25.0038,0.0038,168.51,4.0285,0.0104836784,0.0066836784
1517212729.09,25.0110568881,20.986,-46.582,406,406.152,25.0017,0.0017,170.26,4.0157,0.0110568881,0.0093568881
1517212732.45,25.0105149607,20.986,-46.582,406,406.162,25.0018,0.0018,170.07,4.0158,0.0105149607,0.0087149607
1517212735.79,25.0092459992,20.986,-46.582,406,406.266,25.0030,0.0030,168.87,4.0170,0.0092459992,0.0062459992
1517212739.15,25.00782993,20.975,-46.582,406,406.094,25.0011,0.0011,170.53,4.0257,0.00782993,0.00672993
1517212742.49,25.0070820334,20.986,-46.582,406,406.315,25.0036,0.0036,168.13,4.0175,0.0070820334,0.0034820334
1517212745.85,25.0071894325,20.965,-46.582,406,406.199,25.0023,0.0023,169.17,4.0377,0.0071894325,0.0048894325
1517212749.2,25.0076684813,20.975,-46.582,406,406.266,25.0030,0.0030,168.34,4.0277,0.0076684813,0.0046684813
1517212752.55,25.0079210043,20.975,-46.582,406,406.291,25.0033,0.0033,167.92,4.0280,0.0079210043,0.0046210043
1517212755.91,25.0078913361,20.986,-46.582,406,406.230,25.0026,0.0026,168.30,4.0166,0.0078913361,0.0052913361
1517212759.25,25.0078754671,20.986,-46.582,406,406.071,25.0008,0.0008,169.85,4.0148,0.0078754671,0.0070754671
1517212762.61,25.0077623146,20.986,-46.582,406,406.366,25.0042,0.0042,166.68,4.0181,0.0077623146,0.0035623146
1517212765.96,25.0064838749,20.986,-46.582,406,406.239,25.0027,0.0027,167.80,4.0167,0.0064838749,0.0037838749
1517212769.31,25.0032491717,20.986,-46.582,406,406.245,25.0028,0.0028,167.60,4.0167,0.0032491717,0.000449171699998
1517212772.67,24.9998269583,20.997,-46.582,406,406.446,25.0051,0.0051,165.32,4.0083,-0.000173041699998,-0.0052730417
1517212776.02,24.9969627424,20.975,-46.582,406,406.085,25.0010,0.0010,168.88,4.0256,-0.0030372576,-0.0040372576
1517212779.37,24.9936445979,20.997,-46.582,406,405.981,24.9998,-0.0002,169.93,4.0030,-0.0063554021,-0.0061554021
1517212782.73,24.9896792915,20.997,-46.582,406,405.654,24.9961,-0.0039,173.56,3.9993,-0.0103207085,-0.0064207085
1517212786.07,24.9862849767,20.975,-46.582,406,405.828,24.9980,-0.0020,171.92,4.0227,-0.0137150233,-0.0117150233
1517212789.43,24.9835093594,21.007,-46.582,406,405.724,24.9969,-0.0031,173.12,3.9894,-0.0164906406,-0.0133906406
1517212792.78,24.981659705,20.986,-46.582,406,405.446,24.9937,-0.0063,176.23,4.0077,-0.018340295,-0.012040295
1517212796.13,24.9815379781,20.986,-46.582,406,405.563,24.9950,-0.0050,175.32,4.0090,-0.0184620219,-0.0134620219
1517212799.49,24.9827635505,21.007,-46.582,406,405.976,24.9997,-0.0003,171.21,3.9922,-0.0172364495,-0.0169364495
1517212802.83,24.9839179931,20.997,-46.582,406,405.761,24.9973,-0.0027,173.51,4.0005,-0.0160820069,-0.0133820069
1517212806.18,24.9848664517,21.007,-46.582,406,405.910,24.9990,-0.0010,172.07,3.9915,-0.0151335483,-0.0141335483
1517212809.53,24.9865889106,21.018,-46.582,406,405.788,24.9976,-0.0024,173.42,3.9794,-0.0134110894,-0.0110110894
1517212812.89,24.9889863195,21.018,-46.582,406,405.887,24.9987,-0.0013,172.59,3.9805,-0.0110136805,-0.0097136805
1517212816.25,24.9915173039,21.007,-46.582,406,406.044,25.0005,0.0005,171.01,3.9930,-0.0084826961,-0.0089826961
1517212819.59,24.9939470387,21.007,-46.582,406,406.006,25.0001,0.0001,171.38,3.9926,-0.0060529613,-0.0061529613
1517212822.95,24.9962782438,21.007,-46.582,406,405.890,24.9988,-0.0012,172.61,3.9913,-0.0037217562,-0.0025217562
1517212826.29,24.9984952521,20.986,-46.582,406,406.138,25.0016,0.0016,170.04,4.0155,-0.0015047479,-0.0031047479
1517212829.66,25.0002451325,20.997,-46.582,406,406.277,25.0031,0.0031,168.49,4.0064,0.000245132500002,-0.0028548675
1517212833.01,25.0010661044,20.986,-46.582,406,406.094,25.0011,0.0011,170.26,4.0150,0.0010661044,-3.38956000014e-05
1517212836.35,25.0007021689,20.997,-46.582,406,406.182,25.0021,0.0021,169.27,4.0053,0.000702168899998,-0.0013978311
1517212839.71,24.9990009816,21.007,-46.582,406,406.121,25.0014,0.0014,169.63,3.9939,-0.000999018400002,-0.0023990184
1517212843.05,24.9963136404,20.997,-46.582,406,406.326,25.0037,0.0037,167.39,4.0069,-0.0036863596,-0.0073863596
1517212846.41,24.9938323588,21.007,-46.582,406,406.228,25.0026,0.0026,168.23,3.9951,-0.0061676412,-0.0087676412
1517212849.77,24.9922793065,21.007,-46.582,406,406.278,25.0032,0.0032,167.56,3.9957,-0.0077206935,-0.0109206935
1517212853.11,24.991892097,21.018,-46.582,406,406.113,25.0013,0.0013,169.15,3.9831,-0.008107903,-0.009407903
1517212856.47,24.992554839,21.007,-46.582,406,405.942,24.9993,-0.0007,170.89,3.9918,-0.007445161,-0.006745161
1517212859.81,24.9939447405,21.007,-46.582,406,405.986,24.9998,-0.0002,170.46,3.9923,-0.0060552595,-0.0058552595
1517212863.18,24.994864502,21.007,-46.582,406,405.938,24.9993,-0.0007,170.98,3.9918,-0.005135498,-0.004435498
1517212866.53,24.9947475185,21.007,-46.582,406,406.378,25.0043,0.0043,166.35,3.9968,-0.0052524815,-0.0095524815
1517212869.88,24.99403506,21.018,-46.582,406,406.388,25.0044,0.0044,165.68,3.9862,-0.00596494,-0.01036494
1517212873.23,24.992982508,20.997,-46.582,406,406.301,25.0034,0.0034,166.36,4.0067,-0.007017492,-0.010417492
1517212876.57,24.9917877701,21.007,-46.582,406,406.300,25.0034,0.0034,166.20,3.9959,-0.0082122299,-0.0116122299
1517212879.93,24.9907955433,21.007,-46.582,406,406.167,25.0019,0.0019,167.42,3.9944,-0.0092044567,-0.0111044567
1517212883.29,24.9903194396,21.007,-46.582,406,406.193,25.0022,0.0022,167.05,3.9947,-0.0096805604,-0.0118805604
1517212886.64,24.9900659972,21.018,-46.582,406,405.808,24.9978,-0.0022,171.02,3.9796,-0.0099340028,-0.0077340028
1517212889.99,24.9897778628,20.997,-46.582,406,405.646,24.9960,-0.0040,172.85,3.9992,-0.0102221372,-0.0062221372
1517212893.33,24.9896177134,21.007,-46.582,406,405.822,24.9980,-0.0020,171.19,3.9905,-0.0103822866,-0.0083822866
1517212896.69,24.9889031462,20.975,-46.582,406,406.039,25.0004,0.0004,169.00,4.0251,-0.0110968538,-0.0114968538
1517212900.06,24.9874249258,21.029,-46.582,406,406.015,25.0002,0.0002,169.30,3.9712,-0.0125750742,-0.0127750742
1517212903.39,24.985655759,20.997,-46.582,406,405.839,24.9982,-0.0018,171.16,4.0014,-0.014344241,-0.012544241
1517212906.75,24.9842090265,21.029,-46.582,406,405.700,24.9966,-0.0034,172.72,3.9676,-0.0157909735,-0.0123909735
1517212910.1,24.9834521652,20.997,-46.582,406,405.993,24.9999,-0.0001,169.80,4.0031,-0.0165478348,-0.0164478348
1517212913.45,24.9836076696,21.018,-46.582,406,405.901,24.9989,-0.0011,170.78,3.9807,-0.0163923304,-0.0152923304
1517212916.81,24.9843156096,21.007,-46.582,406,405.759,24.9973,-0.0027,172.34,3.9898,-0.0156843904,-0.0129843904
1517212920.16,24.9848903418,20.997,-46.582,406,406.062,25.0007,0.0007,169.28,4.0039,-0.0151096582,-0.0158096582
1517212923.51,24.9845257914,21.018,-46.582,406,405.710,24.9967,-0.0033,172.97,3.9785,-0.0154742086,-0.0121742086
1517212926.85,24.9827431084,21.018,-46.582,406,405.562,24.9950,-0.0050,174.86,3.9768,-0.0172568916,-0.0122568916
1517212930.21,24.9802518536,20.986,-46.582,406,405.607,24.9955,-0.0045,174.65,4.0095,-0.0197481464,-0.0152481464
1517212933.57,24.9783283384,20.997,-46.582,406,405.529,24.9946,-0.0054,175.71,3.9979,-0.0216716616,-0.0162716616
1517212936.91,24.9778171785,21.007,-46.582,406,405.476,24.9940,-0.0060,176.55,3.9865,-0.0221828215,-0.0161828215
1517212940.27,24.978678764,20.997,-46.582,406,405.393,24.9931,-0.0069,177.75,3.9963,-0.021321236,-0.014421236
1517212943.61,24.9804240975,20.997,-46.582,406,405.496,24.9943,-0.0057,177.02,3.9975,-0.0195759025,-0.0138759025
1517212946.97,24.9825993248,21.007,-46.582,406,405.888,24.9987,-0.0013,173.16,3.9912,-0.0174006752,-0.0161006752
1517212950.33,24.9846179046,21.007,-46.582,406,405.728,24.9969,-0.0031,174.93,3.9894,-0.0153820954,-0.0122820954
1517212953.67,24.9859838042,20.997,-46.582,406,405.874,24.9986,-0.0014,173.55,4.0018,-0.0140161958,-0.0126161958
1517212957.03,24.9856543806,20.997,-46.582,406,405.852,24.9983,-0.0017,173.84,4.0015,-0.0143456194,-0.0126456194
1517212960.37,24.9836170872,20.997,-46.582,406,405.803,24.9978,-0.0022,174.45,4.0010,-0.0163829128,-0.0141829128
1517212963.74,24.9807070401,20.997,-46.582,406,406.112,25.0013,0.0013,171.30,4.0045,-0.0192929599,-0.0205929599
1517212967.1,24.9780431343,21.007,-46.582,406,405.997,25.0000,-0.0000,172.44,3.9925,-0.0219568657,-0.0219568657
1517212970.44,24.9765758463,20.997,-46.582,406,405.850,24.9983,-0.0017,174.01,4.0015,-0.0234241537,-0.0217241537
1517212973.8,24.9765244129,20.997,-46.582,406,405.611,24.9956,-0.0044,176.62,3.9988,-0.0234755871,-0.0190755871
1517212977.14,24.9768706727,21.007,-46.582,406,405.350,24.9926,-0.0074,179.63,3.9851,-0.0231293273,-0.0157293273
1517212980.49,24.9776601132,21.007,-46.582,406,405.601,24.9955,-0.0045,177.36,3.9880,-0.0223398868,-0.0178398868
1517212983.86,24.9792491952,20.986,-46.582,406,405.821,24.9980,-0.0020,175.31,4.0119,-0.0207508048,-0.0187508048
1517212987.19,24.9808239388,20.997,-46.582,406,405.780,24.9975,-0.0025,175.84,4.0007,-0.0191760612,-0.0166760612
1517212990.56,24.9818728438,21.007,-46.582,406,405.733,24.9970,-0.0030,176.48,3.9895,-0.0181271562,-0.0151271562
1517212993.9,24.9829328308,21.007,-46.582,406,405.739,24.9970,-0.0030,176.57,3.9895,-0.0170671692,-0.0140671692
1517212997.26,24.9844816875,20.986,-46.582,406,405.673,24.9963,-0.0037,177.43,4.0102,-0.0155183125,-0.0118183125
1517213000.62,24.9863649225,20.997,-46.582,406,405.777,24.9975,-0.0025,176.53,4.0007,-0.0136350775,-0.0111350775
1517213003.95,24.988127951,20.986,-46.582,406,405.990,24.9999,-0.0001,174.40,4.0138,-0.011872049,-0.011772049
1517213007.32,24.9894469961,20.986,-46.582,406,406.124,25.0014,0.0014,172.98,4.0154,-0.0105530039,-0.0119530039
1517213010.66,24.9901847907,20.986,-46.582,406,406.006,25.0001,0.0001,174.17,4.0140,-0.0098152093,-0.0099152093
1517213014.01,24.990325184,20.986,-46.582,406,406.063,25.0007,0.0007,173.60,4.0147,-0.009674816,-0.010374816
1517213017.38,24.9906863968,20.986,-46.582,406,406.194,25.0022,0.0022,172.17,4.0162,-0.0093136032,-0.0115136032
1517213020.73,24.991314859,20.997,-46.582,406,405.969,24.9996,-0.0004,174.45,4.0029,-0.008685141,-0.008285141
1517213024.07,24.9919654019,20.975,-46.582,406,405.974,24.9997,-0.0003,174.41,4.0244,-0.0080345981,-0.0077345981
1517213027.42,24.9931013194,20.997,-46.582,406,406.045,25.0005,0.0005,173.67,4.0037,-0.0068986806,-0.0073986806
1517213030.78,24.9948316362,20.986,-46.582,406,406.113,25.0013,0.0013,172.92,4.0152,-0.0051683638,-0.0064683638
1517213034.13,24.9969501003,20.986,-46.582,406,406.156,25.0018,0.0018,172.40,4.0157,-0.0030498997,-0.0048498997
1517213037.48,24.9990173031,20.997,-46.582,406,406.222,25.0025,0.0025,171.61,4.0058,-0.0009826969,-0.0034826969
1517213040.83,25.0003575514,20.997,-46.582,406,406.557,25.0063,0.0063,167.93,4.0096,0.0003575514,-0.0059424486
1517213044.18,25.000371805,20.975,-46.582,406,406.576,25.0065,0.0065,167.10,4.0312,0.000371805,-0.006128195
1517213047.54,24.9992143115,20.986,-46.582,406,406.481,25.0055,0.0055,167.76,4.0194,-0.000785688499999,-0.0062856885
1517213050.89,24.9980339003,20.986,-46.582,406,406.511,25.0058,0.0058,167.16,4.0198,-0.0019660997,-0.0077660997
1517213054.23,24.9973406291,20.997,-46.582,406,406.308,25.0035,0.0035,169.01,4.0067,-0.0026593709,-0.0061593709
1517213057.59,24.9968924066,20.975,-46.582,406,406.288,25.0033,0.0033,169.03,4.0280,-0.0031075934,-0.0064075934
1517213060.94,24.996712431,20.965,-46.582,406,406.177,25.0020,0.0020,170.04,4.0374,-0.003287569,-0.005287569
1517213064.3,24.9962741065,20.975,-46.582,406,406.448,25.0051,0.0051,167.05,4.0298,-0.0037258935,-0.0088258935
1517213067.66,24.9954926402,20.997,-46.582,406,406.425,25.0048,0.0048,167.03,4.0081,-0.0045073598,-0.0093073598
1517213071.0,24.9940879189,20.975,-46.582,406,406.211,25.0024,0.0024,168.69,4.0271,-0.0059120811,-0.0083120811
1517213074.35,24.9923948964,20.986,-46.582,406,406.143,25.0016,0.0016,169.28,4.0156,-0.0076051036,-0.0092051036
1517213077.71,24.991265914,20.975,-46.582,406,406.045,25.0005,0.0005,170.23,4.0252,-0.008734086,-0.009234086
1517213081.06,24.9907780798,20.975,-46.582,406,405.757,24.9972,-0.0028,173.26,4.0219,-0.0092219202,-0.0064219202
1517213084.4,24.9904053763,20.965,-46.582,406,405.782,24.9975,-0.0025,173.14,4.0329,-0.0095946237,-0.0070946237
1517213087.76,24.9902227037,20.965,-46.582,406,405.835,24.9981,-0.0019,172.71,4.0335,-0.0097772963,-0.0078772963
1517213091.12,24.990501194,20.965,-46.582,406,405.907,24.9989,-0.0011,172.05,4.0343,-0.009498806,-0.008398806
1517213094.46,24.9910184337,20.954,-46.582,406,405.670,24.9963,-0.0037,174.61,4.0424,-0.0089815663,-0.0052815663
1517213097.82,24.9914633031,20.965,-46.582,406,405.873,24.9986,-0.0014,172.66,4.0340,-0.0085366969,-0.0071366969
1517213101.16,24.9917597352,20.965,-46.582,406,405.884,24.9987,-0.0013,172.71,4.0341,-0.0082402648,-0.0069402648
1517213104.53,24.9915600451,20.975,-46.582,406,406.019,25.0002,0.0002,171.34,4.0249,-0.0084399549,-0.0086399549
1517213107.88,24.9910122295,20.965,-46.582,406,406.046,25.0005,0.0005,171.05,4.0359,-0.0089877705,-0.0094877705
1517213111.22,24.9904515618,20.975,-46.582,406,406.093,25.0011,0.0011,170.52,4.0257,-0.0095484382,-0.0106484382
1517213114.58,24.9894738788,20.965,-46.582,406,406.103,25.0012,0.0012,170.36,4.0366,-0.0105261212,-0.0117261212
1517213117.92,24.9873424484,20.965,-46.582,406,406.257,25.0029,0.0029,168.67,4.0383,-0.0126575516,-0.0155575516
1517213121.28,24.9848979223,20.975,-46.582,406,406.363,25.0041,0.0041,167.39,4.0288,-0.0151020777,-0.0192020777
1517213124.64,24.9830890201,20.986,-46.582,406,406.029,25.0003,0.0003,170.71,4.0143,-0.0169109799,-0.0172109799
1517213127.98,24.982196461,20.954,-46.582,406,405.828,24.9980,-0.0020,172.95,4.0442,-0.017803539,-0.015803539
1517213131.34,24.9820834585,20.986,-46.582,406,405.991,24.9999,-0.0001,171.33,4.0139,-0.0179165415,-0.0178165415
1517213134.69,24.982605067,20.965,-46.582,406,405.800,24.9977,-0.0023,173.36,4.0331,-0.017394933,-0.015094933
1517213138.04,24.9833655702,20.975,-46.582,406,405.901,24.9989,-0.0011,172.41,4.0236,-0.0166344298,-0.0155344298
1517213141.4,24.9836170872,20.965,-46.582,406,405.944,24.9994,-0.0006,172.01,4.0348,-0.0163829128,-0.0157829128
1517213144.75,24.982872882,20.965,-46.582,406,405.835,24.9981,-0.0019,173.20,4.0335,-0.017127118,-0.015227118
1517213148.1,24.9810129534,20.965,-46.582,406,405.658,24.9961,-0.0039,175.18,4.0315,-0.0189870466,-0.0150870466
1517213151.45,24.9795791986,20.965,-46.582,406,405.714,24.9967,-0.0033,174.79,4.0322,-0.0204208014,-0.0171208014
1517213154.8,24.9793394461,20.965,-46.582,406,405.699,24.9966,-0.0034,175.12,4.0320,-0.0206605539,-0.0172605539
1517213158.16,24.9798520241,20.986,-46.582,406,405.609,24.9956,-0.0044,176.49,4.0095,-0.0201479759,-0.0157479759
1517213161.5,24.9809706948,20.986,-46.582,406,405.899,24.9989,-0.0011,173.65,4.0128,-0.0190293052,-0.0179293052
1517213164.86,24.982266973,20.965,-46.582,406,405.848,24.9983,-0.0017,174.25,4.0337,-0.017733027,-0.016033027
1517213168.21,24.9831622917,20.997,-46.582,406,406.005,25.0001,0.0001,172.67,4.0033,-0.0168377083,-0.0169377083
1517213171.56,24.9839336128,20.986,-46.582,406,405.963,24.9996,-0.0004,173.12,4.0135,-0.0160663872,-0.0156663872
1517213174.92,24.9850114006,20.943,-46.582,406,405.911,24.9990,-0.0010,173.69,4.0558,-0.0149885994,-0.0139885994
1517213178.26,24.9866477222,20.975,-46.582,406,405.872,24.9985,-0.0015,174.16,4.0232,-0.0133522778,-0.0118522778
1517213181.62,24.9884365089,20.975,-46.582,406,405.981,24.9998,-0.0002,173.09,4.0245,-0.0115634911,-0.0113634911
1517213184.97,24.9898162345,20.975,-46.582,406,406.284,25.0032,0.0032,169.79,4.0279,-0.0101837655,-0.0133837655
1517213188.33,24.990793705,20.997,-46.582,406,406.122,25.0014,0.0014,171.34,4.0046,-0.009206295,-0.010606295
1517213191.68,24.991289812,20.975,-46.582,406,406.008,25.0001,0.0001,172.47,4.0248,-0.008710188,-0.008810188
1517213195.03,24.9906202199,20.965,-46.582,406,405.949,24.9994,-0.0006,173.10,4.0348,-0.0093797801,-0.0087797801
1517213198.38,24.9888360563,20.965,-46.582,406,405.868,24.9985,-0.0015,173.99,4.0339,-0.0111639437,-0.0096639437
1517213201.73,24.9863362063,20.975,-46.582,406,406.217,25.0025,0.0025,170.37,4.0271,-0.0136637937,-0.0161637937
1517213205.08,24.984015846,20.943,-46.582,406,406.033,25.0004,0.0004,172.18,4.0572,-0.015984154,-0.016384154
1517213208.44,24.9821541998,20.965,-46.582,406,405.818,24.9979,-0.0021,174.44,4.0333,-0.0178458002,-0.0157458002
1517213211.79,24.9805575301,20.954,-46.582,406,405.906,24.9989,-0.0011,173.62,4.0451,-0.0194424699,-0.0183424699
1517213215.14,24.9799866011,20.975,-46.582,406,406.059,25.0007,0.0007,171.93,4.0254,-0.0200133989,-0.0207133989
1517213218.48,24.9805690132,20.965,-46.582,406,405.874,24.9986,-0.0014,173.85,4.0340,-0.0194309868,-0.0180309868
1517213221.85,24.981669581,20.965,-46.582,406,405.855,24.9984,-0.0016,174.12,4.0338,-0.018330419,-0.016730419
1517213225.21,24.9829771609,20.943,-46.582,406,406.260,25.0030,0.0030,169.92,4.0598,-0.0170228391,-0.0200228391
1517213228.55,24.9842313078,20.954,-46.582,406,406.050,25.0006,0.0006,171.99,4.0467,-0.0157686922,-0.0163686922
1517213231.9,24.9852275627,20.943,-46.582,406,406.068,25.0008,0.0008,171.77,4.0576,-0.0147724373,-0.0155724373
1517213235.24,24.9864191389,20.965,-46.582,406,406.212,25.0024,0.0024,170.20,4.0378,-0.0135808611,-0.0159808611
1517213238.6,24.9877530011,20.943,-46.582,406,405.913,24.9990,-0.0010,173.24,4.0559,-0.0122469989,-0.0112469989
1517213241.97,24.989164615,20.975,-46.582,406,406.088,25.0010,0.0010,171.44,4.0257,-0.010835385,-0.011835385
1517213245.31,24.9904995855,20.965,-46.582,406,405.750,24.9972,-0.0028,174.91,4.0326,-0.0095004145,-0.0067004145
1517213248.66,24.9915209806,20.965,-46.582,406,405.846,24.9983,-0.0017,174.04,4.0337,-0.0084790194,-0.0067790194
1517213252.0,24.9926088429,20.954,-46.582,406,406.019,25.0002,0.0002,172.31,4.0463,-0.0073911571,-0.0075911571
1517213255.37,24.9937542206,20.965,-46.582,406,405.940,24.9993,-0.0007,173.13,4.0347,-0.0062457794,-0.0055457794
1517213258.72,24.9946624817,20.965,-46.582,406,406.029,25.0003,0.0003,172.22,4.0357,-0.0053375183,-0.0056375183
1517213262.07,24.9956696166,20.965,-46.582,406,406.214,25.0024,0.0024,170.24,4.0378,-0.0043303834,-0.0067303834
1517213265.42,24.9962164148,20.954,-46.582,406,405.968,24.9996,-0.0004,172.73,4.0458,-0.0037835852,-0.0033835852
1517213268.77,24.9957489117,20.965,-46.582,406,405.943,24.9994,-0.0006,173.00,4.0348,-0.0042510883,-0.0036510883
1517213272.13,24.9950789355,20.954,-46.582,406,405.798,24.9977,-0.0023,174.54,4.0438,-0.0049210645,-0.0026210645
1517213275.48,24.9948371522,20.943,-46.582,406,405.862,24.9984,-0.0016,173.99,4.0553,-0.0051628478,-0.0035628478
1517213278.82,24.9948155481,20.943,-46.582,406,405.892,24.9988,-0.0012,173.75,4.0556,-0.0051844519,-0.0039844519
1517213282.19,24.9944002491,20.965,-46.582,406,405.815,24.9979,-0.0021,174.63,4.0333,-0.0055997509,-0.0034997509
1517213285.53,24.9939493369,20.965,-46.582,406,405.825,24.9980,-0.0020,174.64,4.0334,-0.0060506631,-0.0040506631
1517213288.89,24.9939902449,20.932,-46.582,406,405.848,24.9983,-0.0017,174.50,4.0659,-0.0060097551,-0.0043097551
1517213292.24,24.9946974157,20.954,-46.582,406,405.882,24.9987,-0.0013,174.23,4.0448,-0.0053025843,-0.0040025843
1517213295.59,24.995894172,20.954,-46.582,406,405.522,24.9946,-0.0054,178.12,4.0407,-0.004105828,0.001294172
1517213298.95,24.9970112421,20.932,-46.582,406,406.081,25.0009,0.0009,172.48,4.0685,-0.0029887579,-0.0038887579
1517213302.29,24.9972758086,20.932,-46.582,406,405.953,24.9995,-0.0005,173.78,4.0670,-0.0027241914,-0.0022241914
1517213305.64,24.9964621228,20.954,-46.582,406,405.648,24.9960,-0.0040,177.04,4.0421,-0.0035378772,0.000462122800002
1517213308.99,24.9950063083,20.954,-46.582,406,405.866,24.9985,-0.0015,174.94,4.0446,-0.0049936917,-0.0034936917
1517213312.36,24.9931275178,20.954,-46.582,406,405.856,24.9984,-0.0016,175.13,4.0445,-0.0068724822,-0.0052724822
1517213315.71,24.991575671,20.943,-46.582,406,405.724,24.9969,-0.0031,176.61,4.0537,-0.008424329,-0.005324329
1517213319.05,24.9910439399,20.932,-46.582,406,405.962,24.9996,-0.0004,174.26,4.0672,-0.0089560601,-0.0085560601
1517213322.41,24.990980749,20.954,-46.582,406,405.868,24.9985,-0.0015,175.27,4.0446,-0.009019251,-0.007519251
1517213325.76,24.9904106612,20.954,-46.582,406,405.882,24.9987,-0.0013,175.21,4.0448,-0.0095893388,-0.0082893388
1517213329.11,24.9896962945,20.943,-46.582,406,405.958,24.9995,-0.0005,174.52,4.0564,-0.0103037055,-0.0098037055
1517213332.47,24.9897213394,20.954,-46.582,406,405.962,24.9996,-0.0004,174.50,4.0457,-0.0102786606,-0.0098786606
1517213335.81,24.9907360297,20.943,-46.582,406,405.821,24.9980,-0.0020,176.01,4.0548,-0.0092639703,-0.0072639703
1517213339.17,24.9920253789,20.965,-46.582,406,405.742,24.9971,-0.0029,176.96,4.0325,-0.0079746211,-0.0050746211
1517213342.52,24.9930907482,20.965,-46.582,406,405.734,24.9970,-0.0030,177.20,4.0324,-0.0069092518,-0.0039092518
1517213345.87,24.9942067371,20.965,-46.582,406,405.741,24.9971,-0.0029,177.29,4.0325,-0.0057932629,-0.0028932629
1517213349.22,24.9950637665,20.965,-46.582,406,405.910,24.9990,-0.0010,175.65,4.0344,-0.0049362335,-0.0039362335
1517213352.57,24.9948902431,20.965,-46.582,406,406.004,25.0000,0.0000,174.70,4.0355,-0.0051097569,-0.0051097569
1517213355.92,24.9942092651,20.975,-46.582,406,405.889,24.9987,-0.0013,175.92,4.0234,-0.0057907349,-0.0044907349
1517213359.27,24.9937163007,20.965,-46.582,406,405.685,24.9964,-0.0036,178.31,4.0318,-0.0062836993,-0.0026836993
1517213362.64,24.9936563185,20.965,-46.582,406,405.937,24.9993,-0.0007,175.83,4.0347,-0.0063436815,-0.0056436815
1517213365.99,24.9944154176,20.965,-46.582,406,405.922,24.9991,-0.0009,176.03,4.0345,-0.0055845824,-0.0046845824
1517213369.33,24.9958909542,20.975,-46.582,406,405.851,24.9983,-0.0017,176.83,4.0230,-0.0041090458,-0.0024090458
1517213372.7,24.997916208,20.975,-46.582,406,405.862,24.9984,-0.0016,176.80,4.0231,-0.002083792,-0.000483792000001
1517213376.03,25.000176624,20.965,-46.582,406,406.057,25.0006,0.0006,174.82,4.0360,0.000176624000002,-0.000423375999997
1517213379.39,25.0022777396,20.954,-46.582,406,406.097,25.0011,0.0011,174.36,4.0472,0.0022777396,0.0011777396
1517213382.75,25.0034340368,20.965,-46.582,406,405.921,24.9991,-0.0009,176.17,4.0345,0.0034340368,0.0043340368
1517213386.09,25.0034747349,20.954,-46.582,406,405.995,24.9999,-0.0001,175.43,4.0461,0.0034747349,0.0035747349
1517213389.45,25.0032790627,20.954,-46.582,406,406.257,25.0029,0.0029,172.65,4.0491,0.0032790627,0.000379062699999
1517213392.8,25.0032935484,20.965,-46.582,406,406.309,25.0035,0.0035,171.95,4.0389,0.0032935484,-0.0002064516
1517213396.15,25.003056261,20.965,-46.582,406,406.271,25.0031,0.0031,172.16,4.0385,0.003056261,-4.37389999988e-05
1517213399.51,25.0023961483,20.965,-46.582,406,406.264,25.0030,0.0030,172.08,4.0384,0.0023961483,-0.000603851699999
1517213402.85,25.0015994905,20.965,-46.582,406,406.256,25.0029,0.0029,172.00,4.0383,0.0015994905,-0.0013005095
1517213406.21,25.0009260931,20.954,-46.582,406,406.321,25.0037,0.0037,171.15,4.0498,0.000926093099999,-0.0027739069
1517213409.56,25.0002883528,20.975,-46.582,406,406.349,25.0040,0.0040,170.67,4.0286,0.000288352799998,-0.0037116472
1517213412.92,24.9997947738,20.965,-46.582,406,406.278,25.0032,0.0032,171.21,4.0386,-0.000205226199999,-0.0034052262
1517213416.27,24.9993710921,20.965,-46.582,406,405.849,24.9983,-0.0017,175.71,4.0337,-0.000628907900001,0.0010710921
