timestamp,LM399_P6
1500351763.009,7161405.4
1500351766.361,7161488.6
1500351769.713,7161503.5
1500351773.065,7161512.4
1500351776.417,7161518.5
1500351779.769,7161522.0
1500351783.121,7161525.1
1500351786.473,7161527.9
1500351789.825,7161531.4
1500351793.177,7161533.9
1500351796.529,7161536.2
1500351799.882,7161539.3
1500351803.234,7161538.3
1500351806.586,7161540.3
1500351809.938,7161541.6
1500351813.290,7161541.6
1500351816.642,7161543.3
1500351819.994,7161542.1
1500351823.346,7161545.1
1500351826.698,7161544.6
1500351830.050,7161545.1
1500351833.402,7161545.1
1500351836.754,7161546.6
1500351840.106,7161546.4
1500351843.459,7161548.4
1500351846.811,7161549.2
1500351850.163,7161547.6
1500351853.515,7161549.4
1500351856.867,7161549.9
1500351860.219,7161549.9
1500351863.571,7161549.2
1500351866.923,7161550.4
1500351870.275,7161548.4
1500351873.627,7161550.9
1500351876.979,7161549.9
1500351880.331,7161551.7
1500351883.683,7161550.7
1500351887.035,7161551.2
1500351890.388,7161550.2
1500351893.740,7161551.2
1500351897.091,7161549.7
1500351900.444,7161553.0
1500351903.796,7161550.2
1500351907.148,7161551.4
1500351910.500,7161552.2
1500351913.852,7161550.9
1500351917.204,7161551.4
1500351920.556,7161551.2
1500351923.908,7161551.7
1500351927.260,7161553.7
1500351930.612,7161553.2
1500351933.964,7161552.7
1500351937.316,7161552.7
1500351940.668,7161554.2
1500351944.021,7161553.5
1500351947.373,7161551.7
1500351950.725,7161553.2
1500351954.077,7161553.2
1500351957.429,7161552.7
1500351960.781,7161553.2
1500351964.133,7161552.2
1500351967.485,7161553.0
1500351970.837,7161554.5
1500351974.189,7161554.2
1500351977.541,7161554.5
1500351980.893,7161552.2
1500351984.245,7161553.7
1500351987.597,7161553.7
1500351990.949,7161555.5
1500351994.301,7161554.5
1500351997.654,7161554.7
1500352001.006,7161555.2
1500352004.358,7161554.7
1500352007.710,7161553.2
1500352011.062,7161554.2
1500352014.414,7161555.0
1500352017.766,7161554.5
1500352021.118,7161553.7
1500352024.470,7161553.7
1500352027.822,7161553.2
1500352031.174,7161554.2
1500352034.526,7161551.9
1500352037.878,7161552.2
1500352041.230,7161552.2
1500352044.582,7161551.7
1500352047.934,7161551.2
1500352051.287,7161553.5
1500352054.639,7161551.9
1500352057.990,7161553.5
1500352061.343,7161553.2
1500352064.695,7161552.7
1500352068.047,7161552.7
1500352071.399,7161553.2
1500352074.751,7161553.5
1500352078.103,7161553.5
1500352081.455,7161552.7
1500352084.807,7161553.5
1500352088.159,7161554.2
1500352091.511,7161554.0
1500352094.863,7161553.5
1500352098.215,7161553.2
1500352101.567,7161553.2
1500352104.919,7161553.7
1500352108.271,7161554.5
1500352111.624,7161554.5
1500352114.976,7161554.7
1500352118.327,7161554.5
1500352121.680,7161554.7
1500352125.032,7161554.0
1500352128.384,7161553.2
1500352131.736,7161554.0
1500352135.088,7161553.0
1500352138.440,7161554.5
1500352141.792,7161553.5
1500352145.144,7161554.5
1500352148.496,7161553.7
1500352151.848,7161553.5
1500352155.200,7161554.0
1500352158.552,7161553.7
1500352161.904,7161553.2
1500352165.257,7161554.5
1500352168.609,7161553.7
1500352171.961,7161553.7
1500352175.312,7161553.0
1500352178.665,7161553.7
1500352182.017,7161553.5
1500352185.369,7161553.5
1500352188.721,7161554.0
1500352192.073,7161554.7
1500352195.425,7161554.0
1500352198.777,7161554.0
1500352202.129,7161553.2
1500352205.481,7161553.0
1500352208.833,7161553.0
1500352212.185,7161553.0
1500352215.537,7161553.5
1500352218.889,7161553.0
1500352222.241,7161552.5
1500352225.594,7161553.0
1500352228.946,7161553.2
1500352232.298,7161553.0
1500352235.650,7161553.0
1500352239.002,7161552.5
1500352242.354,7161553.0
1500352245.706,7161553.7
1500352249.058,7161553.7
1500352252.410,7161554.2
1500352255.762,7161554.7
1500352259.114,7161554.7
1500352262.466,7161554.5
1500352265.818,7161554.7
1500352269.170,7161554.7
1500352272.522,7161555.2
1500352275.874,7161554.7
1500352279.226,7161554.2
1500352282.578,7161554.0
1500352285.931,7161553.7
1500352289.283,7161554.0
1500352292.635,7161556.5
1500352295.987,7161554.2
1500352299.339,7161554.2
1500352302.691,7161556.3
1500352306.043,7161555.8
1500352309.395,7161555.5
1500352312.747,7161555.8
1500352316.099,7161555.0
1500352319.451,7161555.2
1500352322.803,7161554.2
1500352326.156,7161553.7
1500352329.507,7161554.0
1500352332.860,7161553.5
1500352336.211,7161555.2
1500352339.564,7161555.2
1500352342.916,7161554.0
1500352346.268,7161555.0
1500352349.620,7161555.2
1500352352.972,7161554.2
1500352356.324,7161555.8
1500352359.676,7161556.0
1500352363.028,7161554.5
1500352366.380,7161555.0
1500352369.732,7161554.5
1500352373.084,7161555.0
1500352376.436,7161555.8
1500352379.788,7161553.5
1500352383.140,7161554.5
1500352386.493,7161555.0
1500352389.845,7161555.0
1500352393.197,7161552.8
1500352396.548,7161554.2
1500352399.901,7161554.5
1500352403.253,7161554.5
1500352406.605,7161554.5
1500352409.957,7161555.0
1500352413.315,7161553.7
1500352416.661,7161553.5
1500352420.013,7161553.0
1500352423.365,7161553.2
1500352426.717,7161554.0
1500352430.069,7161554.5
1500352433.421,7161554.5
1500352436.773,7161556.0
1500352440.125,7161555.0
1500352443.478,7161555.5
1500352446.830,7161555.2
1500352450.182,7161556.3
1500352453.534,7161556.8
1500352456.886,7161558.3
1500352460.238,7161556.5
1500352463.590,7161556.0
1500352466.942,7161557.0
1500352470.294,7161555.2
1500352473.646,7161554.5
1500352476.998,7161553.7
1500352480.350,7161553.5
1500352483.702,7161554.5
1500352487.054,7161555.5
1500352490.407,7161556.5
1500352493.758,7161555.8
1500352497.110,7161556.0
1500352500.463,7161556.0
1500352503.815,7161554.5
1500352507.167,7161555.2
1500352510.519,7161553.5
1500352513.871,7161555.5
1500352517.223,7161554.2
1500352520.575,7161555.8
1500352523.927,7161553.7
1500352527.279,7161555.5
1500352530.631,7161554.5
1500352533.983,7161556.8
1500352537.335,7161551.9
1500352540.687,7161554.5
1500352544.040,7161557.8
1500352547.392,7161558.0
1500352550.744,7161557.0
1500352554.096,7161556.8
1500352557.448,7161557.5
1500352560.800,7161556.3
1500352564.152,7161557.0
1500352567.504,7161557.3
1500352570.856,7161558.5
1500352574.208,7161557.8
1500352577.560,7161557.5
1500352580.912,7161558.0
1500352584.264,7161557.3
1500352587.616,7161557.8
1500352590.968,7161557.0
1500352594.320,7161556.0
1500352597.673,7161557.8
1500352601.025,7161556.3
1500352604.377,7161556.3
1500352607.729,7161556.0
1500352611.081,7161555.8
1500352614.433,7161556.8
1500352617.785,7161556.8
1500352621.137,7161557.0
1500352624.489,7161555.2
1500352627.841,7161555.8
1500352631.193,7161555.0
1500352634.545,7161556.3
1500352637.897,7161557.0
1500352641.250,7161555.8
1500352644.601,7161556.8
1500352647.954,7161557.5
1500352651.306,7161556.8
1500352654.658,7161555.8
1500352658.010,7161554.7
1500352661.362,7161557.5
1500352664.714,7161556.8
1500352668.066,7161556.0
1500352671.418,7161556.0
1500352674.770,7161556.3
1500352678.122,7161556.3
1500352681.474,7161555.8
1500352684.826,7161556.3
1500352688.178,7161555.8
1500352691.530,7161556.0
1500352694.883,7161556.0
1500352698.235,7161556.0
1500352701.587,7161558.8
1500352704.939,7161559.6
