timestamp,run4
1519715196.639,17443.445
1519715199.984,17443.096
1519715203.330,17442.157
1519715206.675,17441.800
1519715210.021,17439.732
1519715213.366,17439.653
1519715216.711,17442.552
1519715220.057,17484.840
1519715223.402,17489.806
1519715226.748,17488.273
1519715230.093,17488.331
1519715233.439,17488.486
1519715236.783,17488.225
1519715240.130,17488.821
1519715243.474,17489.619
1519715246.821,17489.378
1519715250.166,17489.125
1519715253.511,17490.121
1519715256.857,17491.256
1519715260.201,17490.896
1519715263.548,17486.882
1519715266.893,17487.307
1519715270.238,17487.399
1519715273.583,17486.922
1519715276.929,17486.765
1519715280.274,17486.582
1519715283.620,17486.793
1519715286.965,17487.160
1519715290.310,17487.112
1519715293.656,17487.004
1519715297.001,17486.643
1519715300.346,17486.788
1519715303.692,17486.735
1519715307.037,17486.689
1519715310.383,17485.946
1519715313.728,17487.650
1519715317.077,17485.431
1519715320.419,17486.299
1519715323.765,17486.321
1519715327.110,17486.129
1519715330.456,17486.048
1519715333.800,17486.580
1519715337.146,17485.956
1519715340.491,17485.305
1519715343.837,17485.792
1519715347.182,17486.082
1519715350.528,17485.624
1519715353.874,17484.972
1519715357.219,17484.399
1519715360.564,17485.092
1519715363.909,17485.365
1519715367.255,17484.057
1519715370.600,17482.915
1519715373.945,17478.887
1519715377.291,17478.829
1519715380.636,17479.185
1519715383.982,17459.839
1519715387.327,17421.028
1519715390.672,17420.925
1519715394.018,17420.921
1519715397.363,17421.745
1519715400.709,17473.081
1519715404.054,17478.830
1519715407.400,17478.358
1519715410.746,17477.420
1519715414.091,17476.282
1519715417.436,17476.584
1519715420.781,17476.330
1519715424.127,17476.122
1519715427.472,17476.089
1519715430.817,17476.449
1519715434.163,17475.775
1519715437.508,17477.007
1519715440.854,17482.276
1519715444.200,17482.980
1519715447.545,17483.141
1519715450.890,17483.187
1519715454.235,17483.611
1519715457.581,17484.608
1519715460.926,17483.009
1519715464.272,17485.005
1519715467.617,17495.806
1519715470.962,17514.407
1519715474.308,17515.563
1519715477.654,17514.151
1519715480.999,17512.476
1519715484.344,17511.427
1519715487.690,17513.257
1519715491.036,17510.045
1519715494.380,17505.249
1519715497.726,17507.554
1519715501.071,17511.662
1519715504.417,17512.298
1519715507.762,17512.917
1519715511.107,17512.410
1519715514.453,17512.108
1519715517.798,17506.706
1519715521.144,17499.638
1519715524.489,17502.225
1519715527.834,17510.441
1519715531.180,17471.154
1519715534.525,17515.284
1519715537.870,17509.799
1519715541.216,17513.044
1519715544.562,17511.505
1519715547.907,17514.597
1519715551.252,17519.921
1519715554.598,17519.332
1519715557.943,17514.790
1519715561.289,17505.978
1519715564.634,17496.723
1519715567.979,17495.243
1519715571.325,17503.517
1519715574.670,17508.793
1519715578.015,17505.406
1519715581.361,17502.196
1519715584.707,17505.321
1519715588.051,17506.389
1519715591.397,17504.886
1519715594.742,17501.006
1519715598.088,17500.089
1519715601.434,17501.524
1519715604.779,17504.017
1519715608.124,17505.714
1519715611.470,17505.445
1519715614.815,17502.550
1519715618.161,17502.363
1519715621.505,17504.649
1519715624.851,17506.167
1519715628.479,17505.869
1519715631.542,17506.357
1519715634.888,17505.843
