timestamp,v
1519715191.9,18.0
1519715252.0,17.9
1519715312.0,17.8
1519715372.0,17.7
1519715432.1,17.6
1519715492.1,17.5
1519715552.2,17.4
1519715612.3,17.3
1519715672.3,17.2
1519715732.4,17.1
1519715792.4,17.0
1519715852.4,16.9
1519715912.5,16.8
1519715972.6,16.7
1519716032.6,16.6
1519716092.6,16.5
1519716152.7,16.4
1519716212.7,16.3
1519716272.8,16.2
1519716332.8,16.1
1519716392.9,16.0
1519716453.0,15.9
1519716513.0,15.8
1519716573.1,15.7
1519716633.1,15.6
1519716693.2,15.5
1519716753.2,15.4
1519716813.3,15.3
1519716873.4,15.2
1519716933.4,15.1
1519716993.4,15.0
1519717053.5,14.9
1519717113.5,14.8
1519717173.5,14.7
1519717233.6,14.6
1519717293.6,14.5
1519717353.7,14.4
1519717413.7,14.3
1519717473.8,14.2
1519717533.9,14.1
1519717593.9,14.0
1519717654.0,13.9
1519717714.0,13.8
1519717774.1,13.7
1519717834.1,13.6
1519717894.2,13.5
1519717954.2,13.4
1519718014.3,13.3
1519718074.4,13.2
1519718134.4,13.1
1519718194.5,13.0
1519718254.5,12.9
1519718314.6,12.8
1519718374.7,12.7
1519718434.7,12.6
1519718494.8,12.5
1519718554.8,12.4
1519718614.9,12.3
1519718675.0,12.2
1519718735.0,12.1
1519718795.1,12.0
1519718855.1,11.9
1519718915.2,11.8
1519718975.3,11.7
1519719035.3,11.6
1519719095.4,11.5
1519719155.4,11.4
1519719215.5,11.3
1519719275.5,11.2
1519719335.5,11.1
1519719395.6,11.0
1519719455.6,10.9
1519719515.7,10.8
1519719575.7,10.7
1519719635.7,10.6
1519719695.8,10.5
1519719755.8,10.4
1519719815.8,10.3
1519719875.9,10.2
1519719936.0,10.1
1519719996.0,10.0
1519720056.0,9.9
1519720116.1,9.8
1519720176.2,9.7
1519720236.2,9.6
1519720296.2,9.5
1519720356.3,9.4
1519720416.4,9.3
1519720476.4,9.2
1519720536.5,9.1
1519720596.5,9.0
1519720656.5,9.1
1519720716.6,9.2
1519720776.7,9.3
1519720836.7,9.4
1519720896.7,9.5
1519720956.8,9.6
1519721016.9,9.7
1519721076.9,9.8
1519721137.0,9.9
1519721197.0,10.0
1519721257.0,10.1
1519721317.1,10.2
1519721377.1,10.3
1519721437.1,10.4
1519721497.2,10.5
1519721557.3,10.6
1519721617.3,10.7
1519721677.4,10.8
1519721737.4,10.9
1519721797.4,11.0
1519721857.5,11.1
1519721917.5,11.2
1519721977.5,11.3
1519722037.6,11.4
1519722097.6,11.5
1519722157.7,11.6
1519722217.8,11.7
1519722277.8,11.8
1519722337.9,11.9
1519722397.9,12.0
1519722458.0,12.1
1519722518.1,12.2
1519722578.1,12.3
1519722638.1,12.4
1519722698.2,12.5
1519722758.3,12.6
1519722818.3,12.7
1519722878.4,12.8
1519722938.4,12.9
1519722998.5,13.0
1519723058.6,13.1
1519723118.6,13.2
1519723178.7,13.3
1519723238.7,13.4
1519723298.7,13.5
1519723358.8,13.6
1519723418.9,13.7
1519723478.9,13.8
1519723539.0,13.9
1519723599.0,14.0
1519723659.1,14.1
1519723719.2,14.2
1519723779.2,14.3
1519723839.3,14.4
1519723899.3,14.5
1519723959.3,14.6
1519724019.4,14.7
1519724079.5,14.8
1519724139.5,14.9
1519724199.6,15.0
1519724259.7,15.1
1519724319.7,15.2
1519724379.8,15.3
1519724439.8,15.4
1519724499.9,15.5
1519724559.9,15.6
1519724620.0,15.7
1519724680.0,15.8
1519724740.1,15.9
1519724800.1,16.0
1519724860.2,16.1
1519724920.2,16.2
1519724980.3,16.3
1519725040.3,16.4
1519725100.4,16.5
1519725160.5,16.6
1519725220.5,16.7
1519725280.5,16.8
1519725340.6,16.9
1519725400.6,17.0
1519725460.7,17.1
1519725520.8,17.2
1519725580.8,17.3
1519725640.9,17.4
1519725700.9,17.5
1519725761.0,17.6
1519725821.1,17.7
1519725881.1,17.8
1519725941.1,17.9
1519726001.1,18.0
1519726061.2,17.9
1519726121.2,17.8
1519726181.3,17.7
1519726241.3,17.6
1519726301.4,17.5
1519726361.4,17.4
1519726421.5,17.3
1519726481.5,17.2
1519726541.6,17.1
1519726601.6,17.0
1519726661.7,16.9
1519726721.8,16.8
1519726781.8,16.7
1519726841.9,16.6
1519726901.9,16.5
1519726962.0,16.4
1519727022.1,16.3
1519727082.1,16.2
1519727142.1,16.1
1519727202.2,16.0
1519727262.2,15.9
1519727322.3,15.8
1519727382.3,15.7
1519727442.4,15.6
1519727502.4,15.5
1519727562.5,15.4
1519727622.6,15.3
1519727682.6,15.2
1519727742.7,15.1
1519727802.7,15.0
1519727862.8,14.9
1519727922.9,14.8
1519727982.9,14.7
1519728042.9,14.6
1519728103.0,14.5
1519728163.0,14.4
1519728223.1,14.3
1519728283.2,14.2
1519728343.2,14.1
1519728403.3,14.0
1519728463.3,13.9
1519728523.4,13.8
1519728583.4,13.7
1519728643.5,13.6
1519728703.5,13.5
1519728763.6,13.4
1519728823.6,13.3
1519728883.6,13.2
1519728943.7,13.1
1519729003.7,13.0
1519729063.8,12.9
1519729123.9,12.8
1519729183.9,12.7
1519729244.0,12.6
1519729304.0,12.5
1519729364.0,12.4
1519729424.1,12.3
1519729484.2,12.2
1519729544.2,12.1
1519729604.3,12.0
1519729664.3,11.9
1519729724.4,11.8
1519729784.4,11.7
1519729844.4,11.6
1519729904.5,11.5
1519729964.5,11.4
1519730024.5,11.3
1519730084.6,11.2
1519730144.7,11.1
1519730204.7,11.0
1519730264.8,10.9
1519730324.8,10.8
1519730384.9,10.7
1519730445.0,10.6
1519730505.0,10.5
1519730565.1,10.4
1519730625.1,10.3
1519730685.2,10.2
1519730745.3,10.1
1519730805.3,10.0
1519730865.4,9.9
1519730925.4,9.8
1519730985.5,9.7
1519731045.5,9.6
1519731105.6,9.5
1519731165.6,9.4
1519731225.7,9.3
1519731285.7,9.2
1519731345.8,9.1
1519731405.9,9.0
1519731465.9,9.1
1519731526.0,9.2
1519731586.0,9.3
1519731646.1,9.4
1519731706.2,9.5
1519731766.2,9.6
1519731826.3,9.7
1519731886.3,9.8
1519731946.4,9.9
1519732006.4,10.0
1519732066.5,10.1
1519732126.5,10.2
1519732186.6,10.3
1519732246.7,10.4
1519732306.7,10.5
1519732366.8,10.6
1519732426.8,10.7
1519732486.8,10.8
1519732546.9,10.9
1519732606.9,11.0
1519732667.0,11.1
1519732727.1,11.2
1519732787.1,11.3
1519732847.2,11.4
1519732907.2,11.5
1519732967.3,11.6
1519733027.4,11.7
1519733087.4,11.8
1519733147.5,11.9
1519733207.5,12.0
1519733267.6,12.1
1519733327.7,12.2
1519733387.7,12.3
1519733447.8,12.4
1519733507.8,12.5
1519733567.9,12.6
1519733628.0,12.7
1519733688.0,12.8
1519733748.1,12.9
1519733808.1,13.0
1519733868.2,13.1
1519733928.2,13.2
1519733988.3,13.3
1519734048.4,13.4
1519734108.4,13.5
1519734168.5,13.6
1519734228.5,13.7
1519734288.5,13.8
1519734348.6,13.9
1519734408.7,14.0
1519734468.7,14.1
1519734528.8,14.2
1519734588.8,14.3
1519734648.9,14.4
1519734708.9,14.5
1519734769.0,14.6
1519734829.0,14.7
1519734889.1,14.8
1519734949.1,14.9
1519735009.1,15.0
1519735069.2,15.1
1519735129.3,15.2
1519735189.3,15.3
1519735249.4,15.4
1519735309.4,15.5
1519735369.5,15.6
1519735429.5,15.7
1519735489.6,15.8
1519735549.6,15.9
1519735609.7,16.0
1519735669.8,16.1
1519735729.8,16.2
1519735789.8,16.3
1519735849.9,16.4
1519735909.9,16.5
1519735970.0,16.6
1519736030.0,16.7
1519736090.1,16.8
1519736150.1,16.9
1519736210.2,17.0
1519736270.2,17.1
1519736330.3,17.2
1519736390.4,17.3
1519736450.4,17.4
1519736510.5,17.5
1519736570.5,17.6
1519736630.5,17.7
1519736690.6,17.8
1519736750.7,17.9
1519736810.7,18.0
1519736870.8,17.9
1519736930.8,17.8
1519736990.9,17.7
1519737051.0,17.6
1519737111.0,17.5
1519737171.0,17.4
1519737231.1,17.3
1519737291.1,17.2
1519737351.2,17.1
1519737411.3,17.0
1519737471.3,16.9
1519737531.4,16.8
1519737591.4,16.7
1519737651.5,16.6
1519737711.5,16.5
1519737771.6,16.4
1519737831.6,16.3
1519737891.7,16.2
1519737951.7,16.1
1519738011.8,16.0
1519738071.8,15.9
1519738131.9,15.8
1519738191.9,15.7
1519738252.0,15.6
1519738312.0,15.5
1519738372.1,15.4
1519738432.1,15.3
1519738492.2,15.2
1519738552.2,15.1
1519738612.3,15.0
1519738672.4,14.9
1519738732.4,14.8
1519738792.5,14.7
1519738852.5,14.6
1519738912.6,14.5
1519738972.7,14.4
1519739032.7,14.3
1519739092.7,14.2
1519739152.8,14.1
1519739212.8,14.0
1519739272.9,13.9
1519739333.0,13.8
1519739393.0,13.7
1519739453.1,13.6
1519739513.1,13.5
1519739573.2,13.4
1519739633.2,13.3
1519739693.3,13.2
1519739753.3,13.1
1519739813.4,13.0
1519739873.5,12.9
1519739933.5,12.8
1519739993.5,12.7
1519740053.6,12.6
1519740113.6,12.5
1519740173.7,12.4
1519740233.8,12.3
1519740293.8,12.2
1519740353.9,12.1
1519740413.9,12.0
1519740474.0,11.9
1519740534.1,11.8
1519740594.1,11.7
1519740654.2,11.6
1519740714.2,11.5
1519740774.3,11.4
1519740834.3,11.3
1519740894.4,11.2
1519740954.4,11.1
1519741014.5,11.0
1519741074.6,10.9
1519741134.6,10.8
1519741194.7,10.7
1519741254.7,10.6
1519741314.8,10.5
1519741374.9,10.4
1519741434.9,10.3
1519741495.0,10.2
1519741555.0,10.1
1519741615.1,10.0
1519741675.2,9.9
1519741735.2,9.8
1519741795.3,9.7
1519741855.3,9.6
1519741915.4,9.5
1519741975.4,9.4
1519742035.5,9.3
1519742095.5,9.2
1519742155.6,9.1
1519742215.6,9.0
1519742275.7,9.1
1519742335.7,9.2
1519742395.8,9.3
1519742455.9,9.4
1519742515.9,9.5
1519742576.0,9.6
1519742636.0,9.7
1519742696.1,9.8
1519742756.2,9.9
1519742816.2,10.0
1519742876.2,10.1
1519742936.3,10.2
1519742996.4,10.3
1519743056.4,10.4
1519743116.5,10.5
1519743176.5,10.6
1519743236.6,10.7
1519743296.6,10.8
1519743356.7,10.9
1519743416.7,11.0
1519743476.8,11.1
1519743536.9,11.2
1519743596.9,11.3
1519743657.0,11.4
1519743717.0,11.5
1519743777.1,11.6
1519743837.2,11.7
1519743897.2,11.8
1519743957.3,11.9
1519744017.3,12.0
1519744077.3,12.1
1519744137.3,12.2
1519744197.4,12.3
1519744257.5,12.4
1519744317.5,12.5
1519744377.5,12.6
1519744437.6,12.7
1519744497.6,12.8
1519744557.7,12.9
1519744617.7,13.0
1519744677.8,13.1
1519744737.9,13.2
1519744797.9,13.3
