si_7021_ambient_c,si7021_internal_c,diff
20.900,22.970,228,224.553,34.73
20.868,22.949,228,224.239,38.15
20.879,22.960,228,224.081,40.03
20.868,22.949,228,224.011,41.03
20.890,22.927,228,223.831,43.14
20.890,22.927,228,224.029,41.45
20.879,22.960,228,223.860,43.45
20.900,22.938,228,223.679,45.59
20.900,22.938,228,223.707,45.63
20.900,22.949,228,223.475,48.29
20.900,22.938,228,223.256,50.84
20.890,22.938,228,223.020,53.57
20.890,22.938,228,222.884,55.31
20.900,22.927,228,222.969,54.84
20.868,22.938,228,223.035,54.55
20.900,22.906,228,223.043,54.84
20.890,22.917,228,222.995,55.70
20.922,22.927,228,222.883,57.21
20.911,22.938,228,222.731,59.12
20.922,22.927,228,222.406,62.79
20.922,22.938,228,222.492,62.35
20.911,22.927,228,222.490,62.78
20.922,22.927,228,222.363,64.47
20.943,22.927,228,222.264,65.88
20.943,22.927,228,222.272,66.24
20.943,22.917,228,222.107,68.33
20.943,22.917,228,221.766,72.20
20.943,22.927,228,221.928,71.04
20.954,22.906,228,221.766,73.13
20.922,22.917,228,221.946,71.78
20.911,22.917,228,221.771,74.00
20.911,22.927,228,221.837,73.80
20.922,22.895,228,221.820,74.44
20.922,22.917,228,221.997,73.12
20.911,22.917,228,222.013,73.40
20.922,22.917,228,221.863,75.37
20.932,22.895,228,221.617,78.30
20.922,22.906,228,221.993,74.99
20.932,22.895,228,222.149,73.88
20.922,22.906,228,221.926,76.56
20.954,22.917,228,221.883,77.45
20.932,22.906,228,221.887,77.87
20.943,22.917,228,221.585,81.37
20.943,22.906,228,221.520,82.50
20.943,22.917,228,221.653,81.65
20.922,22.917,228,221.487,83.79
20.922,22.906,228,221.747,81.67
20.932,22.927,228,222.021,79.38
20.954,22.906,228,221.757,82.49
20.975,22.917,228,221.885,81.67
21.007,22.895,228,222.019,80.77
21.007,22.906,228,222.079,80.61
21.029,22.906,228,221.928,82.58
21.007,22.906,228,222.080,81.51
20.997,22.927,228,221.730,85.48
20.997,22.917,228,221.748,85.77
21.007,22.906,228,221.772,85.99
21.007,22.917,228,221.978,84.38
21.007,22.917,228,222.030,84.31
21.029,22.917,228,222.065,84.40
21.029,22.938,228,222.069,84.81
21.040,22.906,228,221.974,86.21
21.050,22.917,228,221.875,87.66
21.061,22.927,228,221.977,87.09
21.040,22.906,228,221.946,87.85
21.072,22.895,228,221.936,88.41
21.050,22.917,228,222.152,86.69
21.040,22.917,228,222.124,87.41
21.040,22.917,228,222.326,85.82
21.040,22.938,228,222.077,88.75
21.040,22.906,228,222.046,89.51
21.050,22.906,228,221.936,91.07
21.050,22.938,228,222.030,90.57
21.040,22.906,228,222.037,90.95
21.029,22.906,228,222.130,90.46
21.050,22.917,228,222.048,91.72
21.029,22.917,228,222.306,89.58
21.061,22.917,228,222.332,89.74
21.061,22.927,228,222.190,91.60
21.040,22.917,228,222.338,90.54
21.040,22.917,228,222.314,91.21
21.040,22.917,228,222.319,91.58
21.040,22.917,228,222.337,91.82
21.050,22.906,228,222.402,91.59
21.040,22.917,228,222.773,88.27
21.050,22.927,228,222.656,89.85
21.040,22.938,228,222.989,86.90
21.061,22.917,228,223.045,86.71
21.040,22.917,228,223.070,86.82
21.061,22.917,228,223.126,86.63
21.061,22.927,228,222.994,88.32
21.061,22.927,228,222.912,89.53
21.083,22.906,228,222.970,89.33
21.093,22.938,228,223.280,86.58
21.104,22.938,228,223.313,86.60
21.115,22.927,228,223.266,87.43
21.125,22.938,228,223.244,88.00
21.125,22.938,228,223.161,89.19
21.104,22.917,228,223.232,88.84
21.125,22.927,228,223.576,85.73
21.115,22.938,228,223.506,86.77
21.115,22.927,228,223.662,85.53
21.136,22.938,228,223.602,86.47
21.136,22.938,228,223.454,88.29
21.125,22.927,228,223.349,89.68
21.136,22.927,228,223.375,89.77
21.147,22.949,228,223.494,88.93
21.147,22.927,228,223.648,87.70
21.136,22.917,228,223.318,91.36
21.158,22.938,228,223.469,90.19
21.147,22.927,228,223.553,89.68
21.158,22.938,228,223.580,89.75
21.158,22.927,228,223.728,88.58
21.147,22.917,228,223.762,88.56
21.147,22.917,228,223.778,88.72
21.158,22.949,228,223.826,88.55
21.147,22.938,228,223.768,89.45
21.158,22.938,228,223.768,89.76
21.168,22.927,228,223.871,89.04
21.168,22.938,228,224.181,86.24
21.147,22.938,228,224.266,85.66
21.168,22.949,228,224.090,87.71
21.179,22.927,228,224.261,86.29
21.179,22.949,228,224.359,85.58
21.179,22.927,228,224.113,88.33
21.179,22.938,228,224.202,87.73
21.201,22.917,228,224.269,87.34
21.179,22.927,228,224.125,89.07
21.211,22.927,228,224.343,87.15
21.201,22.927,228,224.538,85.46
21.211,22.949,228,224.570,85.40
21.211,22.927,228,224.791,83.44
21.222,22.960,228,224.801,83.58
21.211,22.938,228,225.090,80.90
21.233,22.949,228,225.090,81.12
21.243,22.949,228,225.095,81.29
21.243,22.938,228,225.243,80.02
21.233,22.949,228,225.300,79.65
21.243,22.949,228,225.412,78.73
21.243,22.949,228,225.387,79.17
21.243,22.917,228,225.381,79.43
21.254,22.960,228,225.292,80.52
21.265,22.949,228,225.186,81.79
21.286,22.949,228,225.201,81.85
21.297,22.938,228,225.190,82.18
21.319,22.970,228,225.345,80.82
21.340,22.938,228,225.275,81.72
21.340,22.938,228,225.176,82.93
21.340,22.938,228,225.348,81.41
21.372,22.917,228,225.211,82.98
21.340,22.938,228,225.343,81.87
21.351,22.927,228,225.842,77.03
21.361,22.927,228,225.765,77.98
21.361,22.938,228,225.827,77.52
21.351,22.960,228,225.552,80.45
21.361,22.938,228,225.513,81.03
21.383,22.938,228,225.315,83.21
21.372,22.949,228,225.403,82.52
21.372,22.949,228,225.439,82.36
21.372,22.938,228,225.405,82.89
21.394,22.927,228,225.510,82.03
21.394,22.938,228,225.628,81.02
21.415,22.938,228,225.592,81.56
21.458,22.949,228,225.854,79.10
21.479,22.949,228,225.744,80.38
21.458,22.938,228,225.564,82.36
21.469,22.927,228,226.059,77.55
21.469,22.960,228,225.855,79.75
21.479,22.938,228,226.003,78.42
21.490,22.949,228,225.787,80.75
21.479,22.949,228,225.842,80.37
21.490,22.960,228,225.775,81.20
21.490,22.949,228,226.088,78.21
21.490,22.960,228,226.200,77.23
21.479,22.960,228,226.272,76.64
21.490,22.938,228,226.277,76.71
21.501,22.938,228,226.172,77.90
21.490,22.949,228,226.119,78.57
21.490,22.949,228,226.262,77.28
21.522,22.960,228,226.180,78.23
21.501,22.949,228,226.172,78.45
21.522,22.949,228,226.522,75.06
21.533,22.949,228,226.512,75.27
21.544,22.938,228,226.404,76.47
21.544,22.960,228,226.595,74.67
21.565,22.938,228,226.242,78.33
21.544,22.960,228,226.140,79.49
21.544,22.960,228,226.260,78.42
21.554,22.970,228,226.456,76.57
21.554,22.949,228,226.117,80.11
21.554,22.949,228,226.073,80.69
21.554,22.960,228,226.064,80.93
