set_c,oven_c,output,ambient_c
25.000,23.463,70.72,20.600
25.000,23.459,70.90,20.600
25.000,23.510,68.54,20.600
25.000,23.615,63.67,20.600
25.000,23.729,58.41,20.589
25.000,23.839,53.36,20.589
25.000,23.934,48.98,20.589
25.000,24.015,45.21,20.611
25.000,24.083,42.10,20.589
25.000,24.121,40.33,20.611
25.000,24.172,37.99,20.589
25.000,24.192,37.09,20.589
25.000,24.204,36.54,20.611
25.000,24.227,35.46,20.622
25.000,24.245,34.66,20.600
25.000,24.261,33.91,20.589
25.000,24.267,33.63,20.589
25.000,24.273,33.37,20.622
25.000,24.274,33.29,20.589
25.000,24.277,33.16,20.611
25.000,24.278,33.14,20.622
25.000,24.280,33.04,20.600
25.000,24.281,32.96,20.611
25.000,24.287,32.69,20.589
25.000,24.294,32.37,20.622
25.000,24.307,31.81,20.611
25.000,24.315,31.41,20.622
25.000,24.326,30.91,20.600
25.000,24.333,30.60,20.622
25.000,24.342,30.17,20.632
25.000,24.346,30.00,20.622
25.000,24.353,29.67,20.611
25.000,24.355,29.59,20.622
25.000,24.359,29.41,20.600
25.000,24.361,29.32,20.600
25.000,24.363,29.23,20.632
25.000,24.364,29.17,20.611
25.000,24.365,29.11,20.611
25.000,24.366,29.07,20.600
25.000,24.368,28.99,20.611
25.000,24.369,28.92,20.600
25.000,24.375,28.66,20.589
25.000,24.378,28.52,20.600
25.000,24.387,28.09,20.611
25.000,24.392,27.88,20.611
25.000,24.401,27.47,20.600
25.000,24.406,27.22,20.611
25.000,24.415,26.85,20.600
25.000,24.417,26.72,20.589
25.000,24.424,26.43,20.611
25.000,24.425,26.35,20.600
25.000,24.430,26.14,20.611
25.000,24.432,26.03,20.611
25.000,24.437,25.80,20.622
25.000,24.441,25.65,20.611
25.000,24.443,25.52,20.622
25.000,24.445,25.46,20.632
25.000,24.448,25.32,20.611
25.000,24.448,25.30,20.611
25.000,24.451,25.19,20.589
26.000,24.451,70.78,20.611
26.000,24.452,70.70,20.622
26.000,24.493,68.85,20.611
26.000,24.561,65.71,20.600
26.000,24.637,62.21,20.622
26.000,24.712,58.76,20.600
26.000,24.781,55.62,20.600
26.000,24.827,53.53,20.600
26.000,24.880,51.08,20.632
26.000,24.905,49.93,20.611
26.000,24.945,48.12,20.622
26.000,24.971,46.92,20.632
26.000,24.977,46.63,20.622
26.000,24.988,46.15,20.611
26.000,25.002,45.47,20.622
26.000,25.022,44.59,20.622
26.000,25.037,43.90,20.600
26.000,25.049,43.34,20.622
26.000,25.054,43.10,20.600
26.000,25.060,42.85,20.611
26.000,25.062,42.75,20.600
26.000,25.064,42.65,20.600
26.000,25.066,42.58,20.611
26.000,25.071,42.32,20.611
26.000,25.077,42.04,20.622
26.000,25.091,41.41,20.589
26.000,25.102,40.90,20.632
26.000,25.117,40.22,20.611
26.000,25.126,39.84,20.611
26.000,25.136,39.37,20.632
26.000,25.140,39.16,20.611
26.000,25.145,38.96,20.622
26.000,25.147,38.86,20.611
26.000,25.149,38.75,20.622
26.000,25.150,38.71,20.611
26.000,25.152,38.66,20.611
26.000,25.153,38.59,20.632
26.000,25.156,38.46,20.622
26.000,25.160,38.27,20.622
26.000,25.170,37.79,20.622
26.000,25.178,37.43,20.632
26.000,25.190,36.88,20.632
26.000,25.198,36.52,20.611
26.000,25.208,36.10,20.632
26.000,25.213,35.87,20.632
26.000,25.220,35.52,20.632
26.000,25.223,35.38,20.622
26.000,25.228,35.15,20.622
26.000,25.230,35.06,20.611
26.000,25.234,34.88,20.622
26.000,25.235,34.84,20.611
26.000,25.237,34.76,20.632
26.000,25.237,34.74,20.632
26.000,25.238,34.69,20.611
26.000,25.239,34.66,20.611
26.000,25.240,34.62,20.632
26.000,25.241,34.56,20.643
26.000,25.245,34.40,20.622
26.000,25.249,34.22,20.632
26.000,25.257,33.82,20.643
