time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid,amps,pid_i
1,28.24,82.83,45.15,23.39,74.10,57.29,1.76,0.00
2,28.25,82.84,45.14,23.38,74.08,57.29,1.75,0.00
3,28.24,82.83,45.16,23.41,74.14,57.29,1.76,0.00
4,28.25,82.84,45.14,23.40,74.12,57.29,1.75,0.00
5,28.28,82.90,45.15,23.39,74.10,57.30,1.72,0.00
6,28.28,82.90,45.16,23.41,74.14,57.30,1.72,0.00
7,28.30,82.94,45.15,23.40,74.12,57.30,1.70,0.00
8,28.33,83.00,45.15,23.43,74.18,57.32,1.67,0.00
9,28.34,83.02,45.16,23.41,74.14,57.30,1.66,0.00
10,28.34,83.02,45.16,23.40,74.12,57.30,1.66,0.00
11,28.35,83.04,45.16,23.41,74.14,57.29,1.65,0.00
12,28.38,83.08,45.17,23.42,74.16,57.30,1.62,0.00
13,28.40,83.12,45.16,23.41,74.14,57.30,1.60,0.00
14,28.40,83.12,45.17,23.39,74.10,57.29,1.60,0.00
15,28.43,83.17,45.15,23.41,74.14,57.29,1.57,0.00
16,28.43,83.17,45.14,23.38,74.08,57.30,1.57,0.00
17,28.45,83.21,45.12,23.38,74.08,57.28,1.55,0.00
18,28.47,83.25,45.13,23.38,74.08,57.29,1.53,0.00
19,28.45,83.21,45.12,23.39,74.10,57.28,1.55,0.00
20,28.49,83.29,45.15,23.38,74.08,57.28,1.51,0.00
21,28.48,83.27,45.11,23.38,74.08,57.27,1.52,0.00
22,28.50,83.31,45.10,23.37,74.06,57.29,1.50,0.00
23,28.50,83.31,45.10,23.37,74.06,57.29,1.50,0.00
24,28.53,83.35,45.09,23.38,74.08,57.28,1.47,0.00
25,28.54,83.37,45.09,23.38,74.08,57.28,1.46,0.00
26,28.56,83.40,45.06,23.37,74.06,57.29,1.44,0.00
27,28.56,83.40,45.06,23.38,74.08,57.30,1.44,0.00
28,28.58,83.44,45.04,23.36,74.04,57.28,1.42,0.00
29,28.59,83.46,45.03,23.36,74.04,57.29,1.41,0.00
30,28.62,83.52,45.03,23.35,74.02,57.28,1.38,0.00
31,28.63,83.54,45.01,23.37,74.06,57.28,1.37,0.00
32,28.67,83.60,45.03,23.36,74.04,57.29,1.33,0.00
33,28.64,83.56,45.01,23.36,74.04,57.28,1.36,0.00
34,28.69,83.64,44.99,23.35,74.02,57.29,1.31,0.00
35,28.69,83.64,44.99,23.36,74.04,57.28,1.31,0.00
36,28.70,83.66,44.98,23.38,74.08,57.28,1.30,0.00
37,28.73,83.71,44.96,23.35,74.02,57.29,1.27,0.00
38,28.75,83.75,44.96,23.36,74.04,57.29,1.25,0.00
39,28.76,83.77,44.96,23.36,74.04,57.29,1.24,0.00
40,28.76,83.77,44.95,23.36,74.04,57.29,1.24,0.00
41,28.78,83.81,44.91,23.36,74.04,57.28,1.22,0.00
42,28.77,83.79,44.92,23.34,74.00,57.29,1.23,0.00
43,28.79,83.83,44.87,23.34,74.00,57.28,1.21,0.00
44,28.80,83.85,44.86,23.32,73.98,57.27,1.20,0.00
45,28.82,83.87,44.86,23.35,74.02,57.29,1.18,0.00
46,28.83,83.89,44.84,23.35,74.02,57.29,1.17,0.00
47,28.84,83.91,44.83,23.35,74.02,57.29,1.16,0.00
48,28.85,83.93,44.82,23.36,74.04,57.31,1.15,0.00
49,28.85,83.93,44.80,23.35,74.02,57.28,1.15,0.00
50,28.89,84.00,44.79,23.34,74.00,57.29,1.11,0.00
51,28.88,83.98,44.80,23.34,74.00,57.29,1.12,0.00
52,28.88,83.98,44.78,23.34,74.00,57.30,1.12,0.00
53,28.91,84.04,44.76,23.32,73.98,57.29,1.09,0.00
54,28.92,84.06,44.74,23.35,74.02,57.29,1.08,0.00
55,28.94,84.10,44.73,23.34,74.00,57.29,1.06,0.00
56,28.94,84.10,44.74,23.34,74.00,57.30,1.06,0.00
57,28.94,84.10,44.70,23.35,74.02,57.29,1.06,0.00
58,28.97,84.14,44.70,23.36,74.04,57.29,1.03,0.00
59,28.97,84.14,44.67,23.35,74.02,57.31,1.03,0.00
60,29.00,84.20,44.67,23.34,74.00,57.30,1.00,0.00
61,29.00,84.20,44.65,23.35,74.02,57.31,1.00,0.00
62,29.02,84.23,44.64,23.35,74.02,57.29,0.98,0.00
63,29.01,84.22,44.63,23.37,74.06,57.30,0.99,0.00
64,29.02,84.23,44.62,23.37,74.06,57.29,0.98,0.00
65,29.03,84.25,44.60,23.36,74.04,57.32,0.97,0.00
66,29.05,84.29,44.61,23.36,74.04,57.32,0.95,0.00
67,29.06,84.31,44.58,23.36,74.04,57.32,0.94,0.00
68,29.06,84.31,44.57,23.37,74.06,57.30,0.94,0.00
69,29.07,84.33,44.55,23.38,74.08,57.29,0.93,0.00
70,29.07,84.33,44.53,23.36,74.04,57.31,0.93,0.00
71,29.13,84.43,44.52,23.38,74.08,57.31,0.87,0.00
72,29.13,84.43,44.50,23.35,74.02,57.29,0.87,0.00
73,29.12,84.41,44.51,23.39,74.10,57.31,0.88,0.00
74,29.11,84.39,44.47,23.37,74.06,57.29,0.89,0.00
75,29.15,84.47,44.46,23.39,74.10,57.29,0.85,0.00
76,29.15,84.47,44.45,23.38,74.08,57.31,0.85,0.00
77,29.15,84.47,44.42,23.37,74.06,57.31,0.85,0.00
78,29.17,84.51,44.41,23.39,74.10,57.29,0.83,0.00
79,29.18,84.52,44.38,23.38,74.08,57.30,0.82,0.00
80,29.19,84.54,44.38,23.39,74.10,57.28,0.81,0.00
81,29.21,84.58,44.36,23.38,74.08,57.29,0.79,0.00
82,29.22,84.60,44.36,23.39,74.10,57.28,0.78,0.00
83,29.20,84.56,44.34,23.39,74.10,57.28,0.80,0.00
84,29.22,84.60,44.31,23.39,74.10,57.29,0.78,0.00
85,29.24,84.64,44.32,23.38,74.08,57.29,0.76,0.00
86,29.23,84.62,44.29,23.40,74.12,57.29,0.77,0.00
87,29.24,84.64,44.27,23.38,74.08,57.29,0.76,0.00
88,29.27,84.68,44.27,23.38,74.08,57.29,0.73,0.00
89,29.27,84.68,44.25,23.41,74.14,57.29,0.73,0.00
90,29.27,84.68,44.22,23.38,74.08,57.29,0.73,0.00
91,29.28,84.70,44.22,23.40,74.12,57.28,0.72,0.00
92,29.27,84.68,44.22,23.39,74.10,57.28,0.73,0.00
93,29.31,84.76,44.19,23.38,74.08,57.26,0.69,0.00
94,29.31,84.76,44.18,23.39,74.10,57.27,0.69,0.00
95,29.31,84.76,44.16,23.40,74.12,57.28,0.69,0.00
96,29.33,84.79,44.13,23.39,74.10,57.26,0.67,0.00
97,29.34,84.81,44.13,23.41,74.14,57.26,0.66,0.00
98,29.34,84.81,44.12,23.40,74.12,57.26,0.66,0.00
99,29.34,84.81,44.11,23.39,74.10,57.26,0.66,0.00
