time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid,amps,pid_i
100,29.36,84.85,44.10,23.40,74.12,57.26,0.64,0.00
101,29.35,84.83,44.09,23.39,74.10,57.26,0.65,0.00
102,29.37,84.87,44.07,23.40,74.12,57.26,0.63,0.00
103,29.37,84.87,44.03,23.40,74.12,57.24,0.63,0.00
104,29.41,84.93,44.02,23.38,74.08,57.24,0.59,0.00
105,29.39,84.91,44.03,23.40,74.12,57.26,0.61,0.00
106,29.41,84.93,44.00,23.39,74.10,57.22,0.59,0.00
107,29.41,84.93,43.97,23.39,74.10,57.25,0.59,0.00
108,29.39,84.91,43.96,23.40,74.12,57.25,0.61,0.00
109,29.43,84.97,43.93,23.40,74.12,57.26,0.57,0.00
110,29.42,84.95,43.92,23.40,74.12,57.26,0.58,0.00
111,29.44,84.99,43.93,23.40,74.12,57.23,0.56,0.00
112,29.44,84.99,43.92,23.40,74.12,57.24,0.56,0.00
113,29.45,85.01,43.91,23.40,74.12,57.24,0.55,0.00
114,29.45,85.01,43.88,23.41,74.14,57.23,0.55,0.00
115,29.45,85.01,43.87,23.43,74.18,57.25,0.55,0.00
116,29.47,85.05,43.84,23.42,74.16,57.26,0.53,0.00
117,29.45,85.01,43.83,23.42,74.16,57.25,0.55,0.00
118,29.46,85.03,43.82,23.40,74.12,57.25,0.54,0.00
119,29.45,85.01,43.80,23.40,74.12,57.25,0.55,0.00
120,29.49,85.08,43.80,23.43,74.18,57.25,0.51,0.00
121,29.48,85.06,43.77,23.42,74.16,57.24,0.52,0.00
122,29.47,85.05,43.77,23.42,74.16,57.22,0.53,0.00
123,29.46,85.03,43.75,23.40,74.12,57.21,0.54,0.00
124,29.47,85.05,43.75,23.40,74.12,57.22,0.53,0.00
125,29.48,85.06,43.72,23.41,74.14,57.24,0.52,0.00
126,29.46,85.03,43.71,23.41,74.14,57.24,0.54,0.00
127,29.49,85.08,43.68,23.43,74.18,57.23,0.51,0.00
128,29.49,85.08,43.68,23.41,74.14,57.21,0.51,0.00
129,29.49,85.08,43.70,23.42,74.16,57.22,0.51,0.00
130,29.50,85.10,43.67,23.41,74.14,57.19,0.50,0.00
131,29.48,85.06,43.66,23.42,74.16,57.20,0.52,0.00
132,29.48,85.06,43.63,23.42,74.16,57.21,0.52,0.00
133,29.49,85.08,43.62,23.40,74.12,57.20,0.51,0.00
134,29.50,85.10,43.61,23.43,74.18,57.22,0.50,0.00
135,29.52,85.14,43.61,23.43,74.18,57.22,0.48,0.00
136,29.52,85.14,43.60,23.43,74.18,57.22,0.48,0.00
137,29.52,85.14,43.59,23.44,74.20,57.22,0.48,0.00
138,29.52,85.14,43.58,23.44,74.20,57.20,0.48,0.00
139,29.52,85.14,43.56,23.42,74.16,57.20,0.48,0.00
140,29.52,85.14,43.57,23.44,74.20,57.19,0.48,0.00
141,29.53,85.16,43.55,23.41,74.14,57.19,0.47,0.00
142,29.53,85.16,43.55,23.44,74.20,57.21,0.47,0.00
143,29.51,85.12,43.53,23.44,74.20,57.19,0.49,0.00
144,29.53,85.16,43.54,23.42,74.16,57.19,0.47,0.00
145,29.54,85.18,43.52,23.44,74.20,57.20,0.46,0.00
146,29.54,85.18,43.51,23.43,74.18,57.19,0.46,0.00
147,29.53,85.16,43.51,23.41,74.14,57.17,0.47,0.00
148,29.54,85.18,43.48,23.41,74.14,57.17,0.46,0.00
149,29.53,85.16,43.45,23.44,74.20,57.19,0.47,0.00
150,29.53,85.16,43.45,23.42,74.16,57.16,0.47,0.00
151,29.54,85.18,43.45,23.40,74.12,57.16,0.46,0.00
152,29.57,85.22,43.45,23.40,74.12,57.16,0.43,0.00
153,29.54,85.18,43.44,23.41,74.14,57.16,0.46,0.00
154,29.53,85.16,43.44,23.41,74.14,57.17,0.47,0.00
155,29.57,85.22,43.42,23.41,74.14,57.16,0.43,0.00
156,29.53,85.16,43.42,23.40,74.12,57.16,0.47,0.00
157,29.54,85.18,43.42,23.41,74.14,57.17,0.46,0.00
158,29.54,85.18,43.39,23.42,74.16,57.16,0.46,0.00
159,29.57,85.22,43.40,23.42,74.16,57.18,0.43,0.00
160,29.56,85.20,43.38,23.42,74.16,57.16,0.44,0.00
161,29.56,85.20,43.39,23.41,74.14,57.16,0.44,0.00
162,29.54,85.18,43.38,23.41,74.14,57.16,0.46,0.00
163,29.54,85.18,43.36,23.41,74.14,57.16,0.46,0.00
164,29.54,85.18,43.35,23.42,74.16,57.18,0.46,0.00
165,29.57,85.22,43.35,23.41,74.14,57.16,0.43,0.00
166,29.56,85.20,43.32,23.41,74.14,57.19,0.44,0.00
167,29.57,85.22,43.33,23.42,74.16,57.16,0.43,0.00
168,29.58,85.24,43.32,23.41,74.14,57.16,0.42,0.00
169,29.56,85.20,43.31,23.43,74.18,57.17,0.44,0.00
170,29.56,85.20,43.31,23.42,74.16,57.16,0.44,0.00
171,29.56,85.20,43.29,23.43,74.18,57.16,0.44,0.00
172,29.56,85.20,43.29,23.42,74.16,57.16,0.44,0.00
173,29.56,85.20,43.29,23.44,74.20,57.16,0.44,0.00
174,29.56,85.20,43.28,23.42,74.16,57.16,0.44,0.00
175,29.56,85.20,43.28,23.42,74.16,57.14,0.44,0.00
176,29.57,85.22,43.29,23.42,74.16,57.16,0.43,0.00
177,29.52,85.14,43.26,23.44,74.20,57.17,0.48,0.00
178,29.57,85.22,43.26,23.41,74.14,57.16,0.43,0.00
179,29.53,85.16,43.25,23.42,74.16,57.16,0.47,0.00
180,29.56,85.20,43.25,23.41,74.14,57.17,0.44,0.00
181,29.56,85.20,43.26,23.42,74.16,57.16,0.44,0.00
182,29.56,85.20,43.22,23.41,74.14,57.16,0.44,0.00
183,29.56,85.20,43.23,23.39,74.10,57.16,0.44,0.00
184,29.54,85.18,43.23,23.40,74.12,57.16,0.46,0.00
185,29.56,85.20,43.22,23.38,74.08,57.14,0.44,0.00
186,29.56,85.20,43.22,23.38,74.08,57.16,0.44,0.00
187,29.58,85.24,43.22,23.39,74.10,57.16,0.42,0.00
188,29.54,85.18,43.20,23.36,74.04,57.16,0.46,0.00
189,29.58,85.24,43.22,23.38,74.08,57.15,0.42,0.00
190,29.57,85.22,43.20,23.38,74.08,57.16,0.43,0.00
191,29.58,85.24,43.19,23.37,74.06,57.16,0.42,0.00
192,29.54,85.18,43.20,23.36,74.04,57.14,0.46,0.00
193,29.54,85.18,43.19,23.36,74.04,57.16,0.46,0.00
194,29.54,85.18,43.19,23.37,74.06,57.16,0.46,0.00
195,29.59,85.26,43.19,23.38,74.08,57.16,0.41,0.00
196,29.54,85.18,43.18,23.37,74.06,57.18,0.46,0.00
197,29.56,85.20,43.16,23.38,74.08,57.16,0.44,0.00
198,29.54,85.18,43.16,23.38,74.08,57.17,0.46,0.00
199,29.57,85.22,43.16,23.38,74.08,57.19,0.43,0.00
200,29.54,85.18,43.16,23.39,74.10,57.17,0.46,0.00
201,29.54,85.18,43.16,23.38,74.08,57.16,0.46,0.00
202,29.56,85.20,43.16,23.40,74.12,57.17,0.44,0.00
203,29.54,85.18,43.14,23.40,74.12,57.19,0.46,0.00
204,29.56,85.20,43.15,23.37,74.06,57.18,0.44,0.00
205,29.54,85.18,43.14,23.38,74.08,57.19,0.46,0.00
206,29.54,85.18,43.16,23.37,74.06,57.18,0.46,0.00
207,29.53,85.16,43.13,23.38,74.08,57.18,0.47,0.00
208,29.53,85.16,43.14,23.38,74.08,57.18,0.47,0.00
209,29.56,85.20,43.14,23.39,74.10,57.16,0.44,0.00
210,29.52,85.14,43.14,23.39,74.10,57.18,0.48,0.00
211,29.53,85.16,43.13,23.39,74.10,57.20,0.47,0.00
212,29.53,85.16,43.12,23.37,74.06,57.19,0.47,0.00
213,29.53,85.16,43.11,23.37,74.06,57.18,0.47,0.00
214,29.54,85.18,43.10,23.39,74.10,57.18,0.46,0.00
215,29.56,85.20,43.13,23.38,74.08,57.18,0.44,0.00
216,29.53,85.16,43.10,23.39,74.10,57.19,0.47,0.00
217,29.53,85.16,43.10,23.38,74.08,57.19,0.47,0.00
218,29.54,85.18,43.11,23.38,74.08,57.18,0.46,0.00
