time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid,ravg_int_temp_c,ext_temp_c+4,amps,pwm,pid_i,pid_d,target_c
25,31.7113,89.08042,33.4516,21.9944,71.58994,53.0973,31.723407,25.9944,1.950,196,0.0000,0.1217,32.0000
26,31.7221,89.09973,33.4440,21.9837,71.57063,53.0973,31.723407,25.9837,1.950,196,0.0000,0.0812,32.0000
27,31.7113,89.08042,33.4440,21.9944,71.58994,53.0973,31.720729,25.9944,1.950,196,0.0000,0.0898,32.0000
28,31.6899,89.04181,33.4592,21.9837,71.57063,53.0973,31.716705,25.9837,1.950,196,0.0000,0.1135,32.0000
29,31.7221,89.09973,33.4516,21.9837,71.57063,53.1125,31.716705,25.9837,1.950,196,0.0000,0.0757,32.0000
30,31.7113,89.08042,33.4516,21.9944,71.58994,53.0973,31.715364,25.9944,1.950,196,0.0000,0.0683,32.0000
31,31.6899,89.04181,33.4516,21.9730,71.55132,53.1049,31.708660,25.9730,1.950,196,0.0000,0.1349,32.0000
32,31.6899,89.04181,33.4287,21.9730,71.55132,53.0973,31.705982,25.9730,1.950,196,0.0000,0.1257,32.0000
33,31.6577,88.98389,33.4363,21.9730,71.55132,53.1049,31.699279,25.9730,1.950,196,0.0000,0.1731,32.0000
34,31.6684,89.00320,33.4363,21.9622,71.53201,53.0897,31.692577,25.9622,1.950,196,0.0000,0.2048,32.0000
35,31.6684,89.00320,33.4287,21.9622,71.53201,53.0897,31.687211,25.9622,1.950,196,0.0000,0.2081,32.0000
36,31.6792,89.02251,33.4516,21.9622,71.53201,53.0897,31.685871,25.9622,1.950,196,0.0000,0.1566,32.0000
37,31.6470,88.96459,33.4440,21.9622,71.53201,53.0973,31.676486,25.9622,1.950,196,0.0000,0.2295,32.0000
38,31.6577,88.98389,33.4516,21.9515,71.51271,53.0973,31.669784,25.9515,1.950,196,0.0000,0.2424,32.0000
39,31.6363,88.94528,33.4287,21.9408,71.49341,53.1049,31.663080,25.9408,1.950,196,0.0000,0.2510,32.0000
40,31.6470,88.96459,33.4363,21.9515,71.51271,53.1049,31.657718,25.9515,1.950,196,0.0000,0.2388,32.0000
41,31.6363,88.94528,33.4363,21.9408,71.49341,53.1049,31.655036,25.9408,1.950,196,0.0000,0.1950,32.0000
42,31.6363,88.94528,33.4440,21.9515,71.51271,53.1049,31.651014,25.9515,1.950,196,0.0000,0.1836,32.0000
43,31.6363,88.94528,33.4440,21.9408,71.49341,53.1049,31.646995,25.9408,1.950,196,0.0000,0.1760,32.0000
44,31.6041,88.88736,33.4440,21.9193,71.45479,53.1202,31.637607,25.9193,1.950,196,0.0000,0.2425,32.0000
45,31.5826,88.84876,33.4363,21.9301,71.47410,53.1202,31.629562,25.9301,1.950,196,0.0000,0.2689,32.0000
46,31.6041,88.88736,33.4440,21.9301,71.47410,53.1202,31.622859,25.9301,1.950,196,0.0000,0.2687,32.0000
47,31.5934,88.86807,33.4440,21.9193,71.45479,53.1354,31.617496,25.9193,1.950,196,0.0000,0.2506,32.0000
48,31.6041,88.88736,33.4440,21.9301,71.47410,53.1125,31.612133,25.9301,1.950,196,0.0000,0.2386,32.0000
49,31.5826,88.84876,33.4516,21.9301,71.47410,53.1354,31.605430,25.9301,1.950,196,0.0000,0.2484,32.0000
50,31.5826,88.84876,33.4440,21.9301,71.47410,53.1507,31.598728,25.9301,1.950,196,0.0000,0.2550,32.0000
51,31.5612,88.81014,33.4440,21.9515,71.51271,53.1354,31.589344,25.9515,1.950,196,0.0000,0.2951,32.0000
52,31.5612,88.81014,33.4363,21.9515,71.51271,53.1354,31.583980,25.9515,1.950,196,0.0000,0.2683,32.0000
53,31.5612,88.81014,33.4440,21.9515,71.51271,53.1507,31.581298,25.9515,1.950,196,0.0000,0.2146,32.0000
54,31.5505,88.79085,33.4440,21.9515,71.51271,53.1431,31.574598,25.9515,1.950,196,0.0000,0.2324,32.0000
55,31.5397,88.77153,33.4516,21.9408,71.49341,53.1507,31.567893,25.9408,1.950,196,0.0000,0.2443,32.0000
56,31.5505,88.79085,33.4669,21.9622,71.53201,53.1507,31.561191,25.9622,1.950,196,0.0000,0.2522,32.0000
57,31.5397,88.77153,33.4745,21.9515,71.51271,53.1431,31.555828,25.9515,1.950,196,0.0000,0.2397,32.0000
58,31.5505,88.79085,33.4821,21.9408,71.49341,53.1660,31.551807,25.9408,1.950,196,0.0000,0.2134,32.0000
59,31.5397,88.77153,33.4516,21.9515,71.51271,53.1660,31.549125,25.9515,1.950,196,0.0000,0.1780,32.0000
60,31.5290,88.75223,33.4669,21.9515,71.51271,53.1888,31.545104,25.9515,1.950,196,0.0000,0.1723,32.0000
61,31.5505,88.79085,33.4669,21.9515,71.51271,53.1583,31.543766,25.9515,1.950,196,0.0000,0.1327,32.0000
62,31.5397,88.77153,33.4821,21.9622,71.53201,53.1812,31.542423,25.9622,1.950,196,0.0000,0.1064,32.0000
63,31.5290,88.75223,33.4821,21.9515,71.51271,53.1888,31.541084,25.9515,1.950,196,0.0000,0.0888,32.0000
64,31.5290,88.75223,33.4821,21.9622,71.53201,53.1660,31.538398,25.9622,1.950,196,0.0000,0.0950,32.0000
65,31.5397,88.77153,33.4745,21.9515,71.51271,53.1660,31.538402,25.9515,1.950,196,0.0000,0.0633,32.0000
66,31.5290,88.75223,33.4821,21.9515,71.51271,53.1965,31.535720,25.9515,1.950,196,0.0000,0.0779,32.0000
67,31.5290,88.75223,33.4974,21.9408,71.49341,53.1736,31.534378,25.9408,1.950,196,0.0000,0.0699,32.0000
68,31.5290,88.75223,33.5050,21.9730,71.55132,53.1965,31.534378,25.9730,1.950,196,0.0000,0.0466,32.0000
69,31.5397,88.77153,33.5050,21.9515,71.51271,53.1888,31.533039,25.9515,1.950,196,0.0000,0.0489,32.0000
70,31.5397,88.77153,33.5203,21.9515,71.51271,53.1965,31.533039,25.9515,1.950,196,0.0000,0.0326,32.0000
71,31.5612,88.81014,33.5279,21.9408,71.49341,53.1965,31.537059,25.9408,1.950,196,0.0000,-0.0319,32.0000
72,31.5612,88.81014,33.5279,21.9622,71.53201,53.1965,31.541080,25.9622,1.950,196,0.0000,-0.0749,32.0000
73,31.5612,88.81014,33.5203,21.9622,71.53201,53.1812,31.543762,25.9622,1.950,196,0.0000,-0.0857,32.0000
74,31.5397,88.77153,33.5355,21.9515,71.51271,53.1888,31.545104,25.9515,1.950,196,0.0000,-0.0750,32.0000
75,31.5505,88.79085,33.5355,21.9622,71.53201,53.2117,31.547782,25.9622,1.950,196,0.0000,-0.0857,32.0000
76,31.5505,88.79085,33.5203,21.9408,71.49341,53.1965,31.550464,25.9408,1.950,196,0.0000,-0.0929,32.0000
77,31.5397,88.77153,33.5355,21.9408,71.49341,53.2194,31.550464,25.9408,1.950,196,0.0000,-0.0619,32.0000
78,31.5397,88.77153,33.5432,21.9301,71.47410,53.2041,31.550464,25.9301,1.950,196,0.0000,-0.0413,32.0000
79,31.5397,88.77153,33.5355,21.9301,71.47410,53.2117,31.547782,25.9301,1.950,196,0.0000,0.0082,32.0000
80,31.5397,88.77153,33.5355,21.9622,71.53201,53.1965,31.545104,25.9622,1.950,196,0.0000,0.0412,32.0000
81,31.5505,88.79085,33.5432,21.9408,71.49341,53.2041,31.543766,25.9408,1.950,196,0.0000,0.0453,32.0000
82,31.5397,88.77153,33.5432,21.9515,71.51271,53.1965,31.543766,25.9515,1.950,196,0.0000,0.0302,32.0000
83,31.5505,88.79085,33.5432,21.9515,71.51271,53.2117,31.543762,25.9515,1.950,196,0.0000,0.0202,32.0000
84,31.5397,88.77153,33.5432,21.9944,71.58994,53.2346,31.542419,25.9944,1.950,196,0.0000,0.0314,32.0000
85,31.5505,88.79085,33.5432,21.9515,71.51271,53.2041,31.543762,25.9515,1.950,196,0.0000,0.0030,32.0000
86,31.5397,88.77153,33.5508,21.9515,71.51271,53.2270,31.543762,25.9515,1.950,196,0.0000,0.0020,32.0000
87,31.5397,88.77153,33.5584,21.9515,71.51271,53.2346,31.543762,25.9515,1.950,196,0.0000,0.0013,32.0000
88,31.5397,88.77153,33.5584,21.9515,71.51271,53.2194,31.543766,25.9515,1.950,196,0.0000,0.0008,32.0000
89,31.5397,88.77153,33.5737,21.9515,71.51271,53.2270,31.542423,25.9515,1.950,196,0.0000,0.0185,32.0000
90,31.5290,88.75223,33.5508,21.9622,71.53201,53.2194,31.541084,25.9622,1.950,196,0.0000,0.0302,32.0000
91,31.5397,88.77153,33.5508,21.9515,71.51271,53.2346,31.539741,25.9515,1.950,196,0.0000,0.0380,32.0000
92,31.5183,88.73292,33.5508,21.9515,71.51271,53.2270,31.537059,25.9515,1.950,196,0.0000,0.0611,32.0000
93,31.5076,88.71363,33.5737,21.9515,71.51271,53.2346,31.531696,25.9515,1.950,196,0.0000,0.1122,32.0000
94,31.5290,88.75223,33.5813,21.9622,71.53201,53.2422,31.530353,25.9622,1.950,196,0.0000,0.0927,32.0000
95,31.5290,88.75223,33.5660,21.9515,71.51271,53.2499,31.529014,25.9515,1.950,196,0.0000,0.0797,32.0000
96,31.5290,88.75223,33.5737,21.9515,71.51271,53.2575,31.527675,25.9515,1.950,196,0.0000,0.0710,32.0000
97,31.5290,88.75223,33.5889,21.9301,71.47410,53.2346,31.526332,25.9301,1.950,196,0.0000,0.0652,32.0000
98,31.5183,88.73292,33.5813,21.9408,71.49341,53.2499,31.524990,25.9408,1.950,196,0.0000,0.0614,32.0000
99,31.5612,88.81014,33.5889,21.9408,71.49341,53.2575,31.527671,25.9408,1.950,196,0.0000,0.0052,32.0000
100,31.5612,88.81014,33.6042,21.9408,71.49341,53.2575,31.533039,25.9408,1.950,196,0.0000,-0.0681,32.0000
101,31.5505,88.79085,33.5966,21.9301,71.47410,53.2575,31.538402,25.9301,1.950,196,0.0000,-0.1169,32.0000
102,31.5505,88.79085,33.5889,21.9193,71.45479,53.2804,31.541084,25.9193,1.950,196,0.0000,-0.1137,32.0000
103,31.5826,88.84876,33.6271,21.9408,71.49341,53.2651,31.547786,25.9408,1.950,196,0.0000,-0.1652,32.0000
104,31.5612,88.81014,33.6042,21.9408,71.49341,53.2804,31.551807,25.9408,1.950,196,0.0000,-0.1637,32.0000
105,31.5612,88.81014,33.6042,21.9408,71.49341,53.2728,31.555828,25.9408,1.950,196,0.0000,-0.1628,32.0000
106,31.5612,88.81014,33.6118,21.9193,71.45479,53.2804,31.561191,25.9193,1.950,196,0.0000,-0.1800,32.0000
107,31.5612,88.81014,33.6194,21.9301,71.47410,53.2957,31.561191,25.9301,1.950,196,0.0000,-0.1200,32.0000
108,31.6041,88.88736,33.6194,21.9301,71.47410,53.2880,31.566555,25.9301,1.950,196,0.0000,-0.1515,32.0000
109,31.5719,88.82945,33.6118,21.9408,71.49341,53.3109,31.569232,25.9408,1.950,196,0.0000,-0.1367,32.0000
110,31.5826,88.84876,33.6271,21.9515,71.51271,53.3109,31.573253,25.9515,1.950,196,0.0000,-0.1448,32.0000
111,31.5719,88.82945,33.6271,21.9515,71.51271,53.3109,31.571914,25.9515,1.950,196,0.0000,-0.0787,32.0000
112,31.5719,88.82945,33.6271,21.9408,71.49341,53.3109,31.573253,25.9408,1.950,196,0.0000,-0.0703,32.0000
113,31.5719,88.82945,33.6347,21.9408,71.49341,53.3262,31.574596,25.9408,1.950,196,0.0000,-0.0648,32.0000
114,31.5826,88.84876,33.6271,21.9301,71.47410,53.3185,31.577278,25.9301,1.950,196,0.0000,-0.0789,32.0000
115,31.5934,88.86807,33.6194,21.9515,71.51271,53.3185,31.581298,25.9515,1.950,196,0.0000,-0.1062,32.0000
116,31.5826,88.84876,33.6271,21.9408,71.49341,53.3262,31.578619,25.9408,1.950,196,0.0000,-0.0351,32.0000
117,31.5719,88.82945,33.6271,21.9301,71.47410,53.3109,31.578619,25.9301,1.950,196,0.0000,-0.0234,32.0000
118,31.5934,88.86807,33.6118,21.9408,71.49341,53.3262,31.579959,25.9408,1.950,196,0.0000,-0.0335,32.0000
119,31.6255,88.92598,33.6271,21.9086,71.43548,53.3338,31.586662,25.9086,1.950,196,0.0000,-0.1117,32.0000
120,31.6041,88.88736,33.6423,21.9193,71.45479,53.3262,31.590684,25.9193,1.950,196,0.0000,-0.1281,32.0000
121,31.6148,88.90666,33.6423,21.9193,71.45479,53.3491,31.596048,25.9193,1.950,196,0.0000,-0.1569,32.0000
122,31.6363,88.94528,33.6194,21.9408,71.49341,53.3491,31.602750,25.9408,1.950,196,0.0000,-0.1940,32.0000
123,31.6363,88.94528,33.6423,21.9515,71.51271,53.3491,31.608112,25.9515,1.950,196,0.0000,-0.2008,32.0000
124,31.6255,88.92598,33.6194,21.9193,71.45479,53.3567,31.613475,25.9193,1.950,196,0.0000,-0.2054,32.0000
125,31.6363,88.94528,33.6194,21.9408,71.49341,53.3491,31.621522,25.9408,1.950,196,0.0000,-0.2442,32.0000
126,31.6470,88.96459,33.6347,21.9408,71.49341,53.3414,31.628223,25.9408,1.950,196,0.0000,-0.2521,32.0000
127,31.6363,88.94528,33.6271,21.9515,71.51271,53.3567,31.629562,25.9515,1.950,196,0.0000,-0.1860,32.0000
128,31.6255,88.92598,33.6271,21.9301,71.47410,53.3491,31.632244,25.9301,1.950,196,0.0000,-0.1597,32.0000
129,31.6255,88.92598,33.6118,21.9515,71.51271,53.3567,31.633586,25.9515,1.950,196,0.0000,-0.1244,32.0000
130,31.6470,88.96459,33.6194,21.9622,71.53201,53.3567,31.634925,25.9622,1.950,196,0.0000,-0.1008,32.0000
131,31.6148,88.90666,33.6118,21.9730,71.55132,53.3719,31.632247,25.9730,1.950,196,0.0000,-0.0315,32.0000
132,31.6363,88.94528,33.6118,21.9837,71.57063,53.3567,31.633586,25.9837,1.950,196,0.0000,-0.0388,32.0000
133,31.6255,88.92598,33.6118,21.9837,71.57063,53.3567,31.632247,25.9837,1.950,196,0.0000,-0.0080,32.0000
134,31.6470,88.96459,33.6271,21.9622,71.53201,53.3643,31.632247,25.9622,1.950,196,0.0000,-0.0054,32.0000
135,31.6470,88.96459,33.6271,21.9730,71.55132,53.3567,31.633590,25.9730,1.950,196,0.0000,-0.0215,32.0000
136,31.6148,88.90666,33.6194,21.9837,71.57063,53.3567,31.632247,25.9837,1.950,196,0.0000,0.0036,32.0000
137,31.6148,88.90666,33.5966,21.9622,71.53201,53.3643,31.630905,25.9622,1.950,196,0.0000,0.0203,32.0000
138,31.6148,88.90666,33.6194,21.9515,71.51271,53.3643,31.626880,25.9515,1.950,196,0.0000,0.0672,32.0000
139,31.6148,88.90666,33.5966,21.9730,71.55132,53.3643,31.626884,25.9730,1.950,196,0.0000,0.0447,32.0000
140,31.6255,88.92598,33.6042,21.9622,71.53201,53.3719,31.625545,25.9622,1.950,196,0.0000,0.0477,32.0000
141,31.6041,88.88736,33.6042,21.9837,71.57063,53.3567,31.622859,25.9837,1.950,196,0.0000,0.0676,32.0000
142,31.6255,88.92598,33.6194,21.9730,71.55132,53.3567,31.620178,25.9730,1.950,196,0.0000,0.0808,32.0000
143,31.6041,88.88736,33.6042,21.9837,71.57063,53.3567,31.614810,25.9837,1.950,196,0.0000,0.1254,32.0000
144,31.5612,88.81014,33.6194,21.9837,71.57063,53.3491,31.608108,25.9837,1.950,196,0.0000,0.1730,32.0000
145,31.5934,88.86807,33.6271,21.9622,71.53201,53.3414,31.605430,25.9622,1.950,196,0.0000,0.1510,32.0000
146,31.5934,88.86807,33.6271,21.9944,71.58994,53.3567,31.602748,25.9944,1.950,196,0.0000,0.1364,32.0000
147,31.5826,88.84876,33.6271,21.9837,71.57063,53.3643,31.598731,25.9837,1.950,196,0.0000,0.1445,32.0000
148,31.5826,88.84876,33.6194,21.9944,71.58994,53.3567,31.593368,25.9944,1.950,196,0.0000,0.1679,32.0000
149,31.5719,88.82945,33.6194,21.9944,71.58994,53.3567,31.589344,25.9944,1.950,196,0.0000,0.1656,32.0000
150,31.5826,88.84876,33.6271,21.9730,71.55132,53.3491,31.583980,25.9730,1.950,196,0.0000,0.1819,32.0000
151,31.5719,88.82945,33.6042,21.9837,71.57063,53.3414,31.579959,25.9837,1.950,196,0.0000,0.1749,32.0000
152,31.5719,88.82945,33.6194,21.9837,71.57063,53.3109,31.581300,25.9837,1.950,196,0.0000,0.0987,32.0000
153,31.5719,88.82945,33.6423,21.9837,71.57063,53.3491,31.578619,25.9837,1.950,196,0.0000,0.1016,32.0000
154,31.5612,88.81014,33.6423,21.9837,71.57063,53.3262,31.574596,25.9837,1.950,196,0.0000,0.1213,32.0000
155,31.5826,88.84876,33.6423,21.9944,71.58994,53.3414,31.574596,25.9944,1.950,196,0.0000,0.0809,32.0000
156,31.5719,88.82945,33.6423,21.9837,71.57063,53.3185,31.573255,25.9837,1.950,196,0.0000,0.0718,32.0000
157,31.5612,88.81014,33.6500,21.9837,71.57063,53.3262,31.571914,25.9837,1.950,196,0.0000,0.0657,32.0000
158,31.5934,88.86807,33.6500,21.9837,71.57063,53.3338,31.573255,25.9837,1.950,196,0.0000,0.0260,32.0000
159,31.5826,88.84876,33.6500,21.9944,71.58994,53.3185,31.574596,25.9944,1.950,196,0.0000,-0.0006,32.0000
160,31.5826,88.84876,33.6652,21.9944,71.58994,53.3262,31.575937,25.9944,1.950,196,0.0000,-0.0183,32.0000
161,31.6041,88.88736,33.6500,21.9944,71.58994,53.3414,31.579957,25.9944,1.950,196,0.0000,-0.0658,32.0000
162,31.5826,88.84876,33.6652,22.0051,71.60923,53.3109,31.582639,26.0051,1.950,196,0.0000,-0.0796,32.0000
163,31.5934,88.86807,33.6729,21.9944,71.58994,53.3185,31.583980,25.9944,1.950,196,0.0000,-0.0710,32.0000
164,31.6041,88.88736,33.6652,22.0159,71.62854,53.3262,31.588003,26.0159,1.950,196,0.0000,-0.1009,32.0000
165,31.6041,88.88736,33.6729,22.0051,71.60923,53.3033,31.593366,26.0051,1.950,196,0.0000,-0.1388,32.0000
166,31.6041,88.88736,33.6805,22.0266,71.64785,53.3185,31.594707,26.0266,1.950,196,0.0000,-0.1104,32.0000
167,31.6255,88.92598,33.6805,22.0051,71.60923,53.3185,31.600067,26.0051,1.950,196,0.0000,-0.1451,32.0000
168,31.6148,88.90666,33.6805,22.0373,71.66716,53.3262,31.604087,26.0373,1.950,196,0.0000,-0.1503,32.0000
169,31.6148,88.90666,33.6805,22.0373,71.66716,53.3262,31.605432,26.0373,1.950,196,0.0000,-0.1181,32.0000
170,31.6255,88.92598,33.6805,22.0266,71.64785,53.3109,31.610795,26.0266,1.950,196,0.0000,-0.1503,32.0000
171,31.6148,88.90666,33.6957,22.0588,71.70576,53.3262,31.613475,26.0588,1.950,196,0.0000,-0.1359,32.0000
172,31.6148,88.90666,33.6881,22.0373,71.66716,53.3109,31.614818,26.0373,1.950,196,0.0000,-0.1085,32.0000
173,31.6363,88.94528,33.6957,22.0480,71.68645,53.3109,31.618839,26.0480,1.950,196,0.0000,-0.1260,32.0000
174,31.6148,88.90666,33.7186,22.0480,71.68645,53.3262,31.620178,26.0480,1.950,196,0.0000,-0.1018,32.0000
175,31.6148,88.90666,33.6957,22.0588,71.70576,53.3185,31.618835,26.0588,1.950,196,0.0000,-0.0500,32.0000
176,31.6041,88.88736,33.6957,22.0588,71.70576,53.2957,31.617496,26.0588,1.950,196,0.0000,-0.0155,32.0000
177,31.6363,88.94528,33.7034,22.0695,71.72507,53.3185,31.620178,26.0695,1.950,196,0.0000,-0.0461,32.0000
178,31.6148,88.90666,33.6957,22.0480,71.68645,53.3033,31.618835,26.0480,1.950,196,0.0000,-0.0128,32.0000
179,31.6363,88.94528,33.6881,22.0695,71.72507,53.3185,31.621517,26.0695,1.950,196,0.0000,-0.0443,32.0000
180,31.5719,88.82945,33.6881,22.0802,71.74437,53.3033,31.616153,26.0802,1.950,196,0.0000,0.0420,32.0000
181,31.6041,88.88736,33.7034,22.0480,71.68645,53.2880,31.612133,26.0480,1.950,196,0.0000,0.0816,32.0000
182,31.6255,88.92598,33.7034,22.0588,71.70576,53.3033,31.613475,26.0588,1.950,196,0.0000,0.0365,32.0000
183,31.6255,88.92598,33.6957,22.0480,71.68645,53.3109,31.614814,26.0480,1.950,196,0.0000,0.0065,32.0000
184,31.6255,88.92598,33.7110,22.0588,71.70576,53.2957,31.617496,26.0588,1.950,196,0.0000,-0.0314,32.0000
185,31.6148,88.90666,33.7186,22.0480,71.68645,53.3033,31.614814,26.0480,1.950,196,0.0000,0.0148,32.0000
186,31.6041,88.88736,33.7034,22.0695,71.72507,53.3033,31.613475,26.0695,1.950,196,0.0000,0.0277,32.0000
187,31.5934,88.86807,33.7110,22.0695,71.72507,53.3262,31.608114,26.0695,1.950,196,0.0000,0.0900,32.0000
188,31.6255,88.92598,33.7186,22.0373,71.66716,53.3109,31.614818,26.0373,1.950,196,0.0000,-0.0294,32.0000
189,31.6363,88.94528,33.7186,22.0802,71.74437,53.3185,31.618839,26.0802,1.950,196,0.0000,-0.0732,32.0000
190,31.6148,88.90666,33.7110,22.0588,71.70576,53.3109,31.617500,26.0588,1.950,196,0.0000,-0.0310,32.0000
191,31.6363,88.94528,33.7110,22.0802,71.74437,53.3262,31.618839,26.0802,1.950,196,0.0000,-0.0385,32.0000
192,31.6363,88.94528,33.7110,22.0802,71.74437,53.3109,31.620178,26.0802,1.950,196,0.0000,-0.0435,32.0000
193,31.6470,88.96459,33.7034,22.0802,71.74437,53.3109,31.624202,26.0802,1.950,196,0.0000,-0.0827,32.0000
194,31.6363,88.94528,33.7034,22.0695,71.72507,53.3185,31.628225,26.0695,1.950,196,0.0000,-0.1087,32.0000
195,31.6363,88.94528,33.7263,22.0909,71.76367,53.3262,31.633586,26.0909,1.950,196,0.0000,-0.1440,32.0000
196,31.6470,88.96459,33.7186,22.1017,71.78298,53.3338,31.636264,26.1017,1.950,196,0.0000,-0.1317,32.0000
197,31.6470,88.96459,33.7186,22.0909,71.76367,53.3109,31.637607,26.0909,1.950,196,0.0000,-0.1057,32.0000
198,31.6363,88.94528,33.7186,22.0802,71.74437,53.3185,31.640289,26.0802,1.950,196,0.0000,-0.1062,32.0000
199,31.6470,88.96459,33.7263,22.1124,71.80229,53.3185,31.641632,26.1124,1.950,196,0.0000,-0.0887,32.0000
200,31.6470,88.96459,33.7263,22.0909,71.76367,53.3185,31.642971,26.0909,1.950,196,0.0000,-0.0770,32.0000
201,31.6363,88.94528,33.7110,22.1124,71.80229,53.3338,31.641632,26.1124,1.950,196,0.0000,-0.0335,32.0000
202,31.6470,88.96459,33.7263,22.1017,71.78298,53.3338,31.642974,26.1017,1.950,196,0.0000,-0.0402,32.0000
203,31.6470,88.96459,33.7263,22.1124,71.80229,53.3185,31.644313,26.1124,1.950,196,0.0000,-0.0447,32.0000
204,31.6577,88.98389,33.7263,22.1124,71.80229,53.3185,31.645652,26.1124,1.950,196,0.0000,-0.0476,32.0000
205,31.6792,89.02251,33.7415,22.1124,71.80229,53.3185,31.649677,26.1124,1.950,196,0.0000,-0.0854,32.0000
206,31.6899,89.04181,33.7263,22.1017,71.78298,53.3185,31.656379,26.1017,1.950,196,0.0000,-0.1463,32.0000
207,31.6792,89.02251,33.7263,22.1124,71.80229,53.3262,31.660400,26.1124,1.950,196,0.0000,-0.1511,32.0000
208,31.6792,89.02251,33.7263,22.1231,71.82160,53.3262,31.664421,26.1231,1.950,196,0.0000,-0.1544,32.0000
209,31.6899,89.04181,33.7415,22.1124,71.80229,53.3338,31.671127,26.1124,1.950,196,0.0000,-0.1923,32.0000
210,31.6792,89.02251,33.7263,22.1338,71.84089,53.3033,31.675148,26.1338,1.950,196,0.0000,-0.1818,32.0000
211,31.6899,89.04181,33.7263,22.1338,71.84089,53.3033,31.680509,26.1338,1.950,196,0.0000,-0.1927,32.0000
212,31.7006,89.06111,33.7339,22.1231,71.82160,53.3185,31.685873,26.1231,1.950,196,0.0000,-0.2000,32.0000
213,31.7006,89.06111,33.7186,22.1017,71.78298,53.3033,31.688552,26.1017,1.950,196,0.0000,-0.1691,32.0000
214,31.6792,89.02251,33.7186,22.1124,71.80229,53.3185,31.687211,26.1124,1.950,196,0.0000,-0.0948,32.0000
215,31.7006,89.06111,33.7186,22.1124,71.80229,53.3033,31.689893,26.1124,1.950,196,0.0000,-0.0990,32.0000
216,31.7113,89.08042,33.7186,22.1017,71.78298,53.3262,31.693914,26.1017,1.950,196,0.0000,-0.1196,32.0000
217,31.7113,89.08042,33.6881,22.1124,71.80229,53.3185,31.696596,26.1124,1.950,196,0.0000,-0.1155,32.0000
