time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid,ravg_int_temp_c,ext_temp_c+4,amps,pwm,pid_i,pid_d,target_c
54,31.6684,89.00320,34.1535,23.0347,73.46253,49.2292,31.665760,27.0347,1.950,196,0.0000,0.0149,32.0000
55,31.6792,89.02251,34.1535,23.0133,73.42392,49.2444,31.665760,27.0133,1.950,196,0.0000,0.0100,32.0000
56,31.6470,88.96459,34.1688,23.0133,73.42392,49.2216,31.665760,27.0133,1.950,196,0.0000,0.0066,32.0000
57,31.6684,89.00320,34.1611,23.0133,73.42392,49.2216,31.665761,27.0133,1.950,196,0.0000,0.0044,32.0000
58,31.6470,88.96459,34.1764,23.0133,73.42392,49.2216,31.663080,27.0133,1.950,196,0.0000,0.0208,32.0000
59,31.6684,89.00320,34.1459,23.0026,73.40462,49.2292,31.661739,27.0026,1.950,196,0.0000,0.0228,32.0000
60,31.6792,89.02251,34.1688,22.9704,73.34671,49.2216,31.664421,26.9704,1.950,196,0.0000,-0.0027,32.0000
61,31.6577,88.98389,34.1764,23.0133,73.42392,49.2444,31.664422,27.0133,1.950,196,0.0000,-0.0018,32.0000
62,31.6792,89.02251,34.1840,23.0026,73.40462,49.2368,31.665760,27.0026,1.950,196,0.0000,-0.0101,32.0000
63,31.6792,89.02251,34.1840,22.9811,73.36600,49.2139,31.665760,26.9811,1.950,196,0.0000,-0.0067,32.0000
64,31.6792,89.02251,34.1688,23.0026,73.40462,49.2292,31.669782,27.0026,1.950,196,0.0000,-0.0313,32.0000
65,31.6684,89.00320,34.1688,23.0026,73.40462,49.2216,31.669784,27.0026,1.950,196,0.0000,-0.0209,32.0000
66,31.6792,89.02251,34.1688,23.0026,73.40462,49.2368,31.673805,27.0026,1.950,196,0.0000,-0.0407,32.0000
67,31.6792,89.02251,34.1688,23.0026,73.40462,49.2444,31.675146,27.0026,1.950,196,0.0000,-0.0361,32.0000
68,31.6792,89.02251,34.1840,22.9918,73.38531,49.2444,31.675146,26.9918,1.950,196,0.0000,-0.0241,32.0000
69,31.6792,89.02251,34.1840,22.9918,73.38531,49.2368,31.677827,26.9918,1.950,196,0.0000,-0.0339,32.0000
70,31.6792,89.02251,34.1916,23.0026,73.40462,49.2368,31.677827,27.0026,1.950,196,0.0000,-0.0226,32.0000
71,31.6899,89.04181,34.1916,23.0026,73.40462,49.2444,31.679168,27.0026,1.950,196,0.0000,-0.0240,32.0000
72,31.6792,89.02251,34.1764,22.9918,73.38531,49.2444,31.679168,26.9918,1.950,196,0.0000,-0.0160,32.0000
73,31.7006,89.06111,34.1764,22.9811,73.36600,49.2521,31.683189,26.9811,1.950,196,0.0000,-0.0375,32.0000
74,31.6899,89.04181,34.1993,22.9918,73.38531,49.2521,31.684532,26.9918,1.950,196,0.0000,-0.0339,32.0000
75,31.6899,89.04181,34.1840,22.9918,73.38531,49.2444,31.685871,26.9918,1.950,196,0.0000,-0.0316,32.0000
76,31.6899,89.04181,34.1764,22.9489,73.30809,49.2521,31.687211,26.9489,1.950,196,0.0000,-0.0300,32.0000
77,31.7113,89.08042,34.1993,22.9489,73.30809,49.2521,31.691234,26.9489,1.950,196,0.0000,-0.0468,32.0000
78,31.7221,89.09973,34.1840,22.9275,73.26949,49.2444,31.696596,26.9275,1.950,196,0.0000,-0.0669,32.0000
79,31.7221,89.09973,34.1840,22.9168,73.25018,49.2597,31.700618,26.9168,1.950,196,0.0000,-0.0714,32.0000
80,31.7113,89.08042,34.1840,22.9168,73.25018,49.2444,31.704639,26.9168,1.950,196,0.0000,-0.0744,32.0000
81,31.7221,89.09973,34.1688,22.9060,73.23087,49.2521,31.707323,26.9060,1.950,196,0.0000,-0.0675,32.0000
82,31.7006,89.06111,34.1688,22.9060,73.23087,49.2597,31.708660,26.9060,1.950,196,0.0000,-0.0539,32.0000
83,31.7221,89.09973,34.1916,22.9060,73.23087,49.2597,31.712682,26.9060,1.950,196,0.0000,-0.0628,32.0000
84,31.7328,89.11904,34.2069,22.9168,73.25018,49.2826,31.718048,26.9168,1.950,196,0.0000,-0.0776,32.0000
85,31.7542,89.15764,34.1993,22.8846,73.19226,49.2750,31.723411,26.8846,1.950,196,0.0000,-0.0875,32.0000
86,31.7650,89.17694,34.1993,22.8953,73.21156,49.2902,31.728771,26.8953,1.950,196,0.0000,-0.0941,32.0000
87,31.7650,89.17694,34.1840,22.8846,73.19226,49.2902,31.734134,26.8846,1.950,196,0.0000,-0.0985,32.0000
88,31.7757,89.19625,34.1840,22.8631,73.15364,49.2979,31.742179,26.8631,1.950,196,0.0000,-0.1193,32.0000
89,31.7757,89.19625,34.1840,22.8739,73.17296,49.3131,31.748882,26.8739,1.950,196,0.0000,-0.1242,32.0000
90,31.7542,89.15764,34.1840,22.8953,73.21156,49.3131,31.755584,26.8953,1.950,196,0.0000,-0.1275,32.0000
91,31.7757,89.19625,34.1688,22.8953,73.21156,49.3207,31.762287,26.8953,1.950,196,0.0000,-0.1297,32.0000
92,31.7650,89.17694,34.1688,22.8739,73.17296,49.3284,31.766309,26.8739,1.950,196,0.0000,-0.1133,32.0000
93,31.7757,89.19625,34.1840,22.8739,73.17296,49.3284,31.768991,26.8739,1.950,196,0.0000,-0.0934,32.0000
94,31.7757,89.19625,34.1764,22.8739,73.17296,49.3436,31.770332,26.8739,1.950,196,0.0000,-0.0712,32.0000
95,31.7757,89.19625,34.1611,22.8846,73.19226,49.3589,31.771673,26.8846,1.950,196,0.0000,-0.0564,32.0000
96,31.7864,89.21555,34.1688,22.8846,73.19226,49.3436,31.773014,26.8846,1.950,196,0.0000,-0.0465,32.0000
97,31.7757,89.19625,34.1535,22.8739,73.17296,49.3665,31.773012,26.8739,1.950,196,0.0000,-0.0310,32.0000
98,31.7650,89.17694,34.1611,22.8739,73.17296,49.3665,31.774354,26.8739,1.950,196,0.0000,-0.0296,32.0000
99,31.7864,89.21555,34.1535,22.8846,73.19226,49.3818,31.775693,26.8846,1.950,196,0.0000,-0.0287,32.0000
100,31.7864,89.21555,34.1382,22.8739,73.17296,49.3894,31.778373,26.8739,1.950,196,0.0000,-0.0370,32.0000
101,31.7757,89.19625,34.1688,22.8846,73.19226,49.4047,31.778373,26.8846,1.950,196,0.0000,-0.0247,32.0000
102,31.7971,89.23486,34.1535,22.8953,73.21156,49.4047,31.781055,26.8953,1.950,196,0.0000,-0.0343,32.0000
103,31.7864,89.21555,34.1535,22.8846,73.19226,49.4199,31.782394,26.8846,1.950,196,0.0000,-0.0318,32.0000
104,31.7864,89.21555,34.1459,22.8846,73.19226,49.4352,31.782396,26.8846,1.950,196,0.0000,-0.0212,32.0000
105,31.7864,89.21555,34.1306,22.8953,73.21156,49.4428,31.783735,26.8953,1.950,196,0.0000,-0.0231,32.0000
106,31.7757,89.19625,34.1535,22.9060,73.23087,49.4352,31.785076,26.9060,1.950,196,0.0000,-0.0243,32.0000
107,31.7864,89.21555,34.1230,22.8846,73.19226,49.4504,31.785076,26.8846,1.950,196,0.0000,-0.0162,32.0000
108,31.7864,89.21555,34.1459,22.9060,73.23087,49.4657,31.785076,26.9060,1.950,196,0.0000,-0.0108,32.0000
109,31.7864,89.21555,34.1230,22.8953,73.21156,49.4657,31.786415,26.8953,1.950,196,0.0000,-0.0161,32.0000
110,31.7971,89.23486,34.1230,22.9168,73.25018,49.4733,31.786415,26.9168,1.950,196,0.0000,-0.0108,32.0000
111,31.7971,89.23486,34.1306,22.9275,73.26949,49.4810,31.787754,26.9275,1.950,196,0.0000,-0.0161,32.0000
112,31.7971,89.23486,34.1459,22.9060,73.23087,49.4810,31.789096,26.9060,1.950,196,0.0000,-0.0197,32.0000
113,31.7971,89.23486,34.1459,22.9168,73.25018,49.5038,31.790435,26.9168,1.950,196,0.0000,-0.0220,32.0000
114,31.7864,89.21555,34.1382,22.9060,73.23087,49.4886,31.791774,26.9060,1.950,196,0.0000,-0.0236,32.0000
115,31.7971,89.23486,34.1306,22.8953,73.21156,49.4886,31.793117,26.8953,1.950,196,0.0000,-0.0247,32.0000
116,31.8079,89.25417,34.1382,22.9060,73.23087,49.5038,31.795803,26.9060,1.950,196,0.0000,-0.0344,32.0000
117,31.7971,89.23486,34.1230,22.9060,73.23087,49.4962,31.797145,26.9060,1.950,196,0.0000,-0.0319,32.0000
118,31.8186,89.27348,34.1306,22.9060,73.23087,49.4886,31.799827,26.9060,1.950,196,0.0000,-0.0391,32.0000
119,31.8186,89.27348,34.1230,22.9275,73.26949,49.5191,31.802505,26.9275,1.950,196,0.0000,-0.0439,32.0000
120,31.8079,89.25417,34.1077,22.8953,73.21156,49.5038,31.803848,26.8953,1.950,196,0.0000,-0.0382,32.0000
121,31.8400,89.31208,34.1306,22.9060,73.23087,49.5191,31.809207,26.9060,1.950,196,0.0000,-0.0612,32.0000
122,31.7971,89.23486,34.1154,22.8846,73.19226,49.5038,31.810550,26.8846,1.950,196,0.0000,-0.0498,32.0000
123,31.8079,89.25417,34.1154,22.8739,73.17296,49.5191,31.811889,26.8739,1.950,196,0.0000,-0.0421,32.0000
124,31.8079,89.25417,34.1306,22.8846,73.19226,49.5038,31.811893,26.8846,1.950,196,0.0000,-0.0281,32.0000
125,31.8079,89.25417,34.1230,22.8846,73.19226,49.5191,31.813232,26.8846,1.950,196,0.0000,-0.0277,32.0000
126,31.8079,89.25417,34.1230,22.8739,73.17296,49.5191,31.811893,26.8739,1.950,196,0.0000,-0.0095,32.0000
127,31.8293,89.29277,34.1230,22.8739,73.17296,49.5191,31.813232,26.8739,1.950,196,0.0000,-0.0153,32.0000
128,31.8186,89.27348,34.1230,22.8739,73.17296,49.5191,31.814573,26.8739,1.950,196,0.0000,-0.0191,32.0000
129,31.8400,89.31208,34.1154,22.8953,73.21156,49.5267,31.814571,26.8953,1.950,196,0.0000,-0.0127,32.0000
130,31.8186,89.27348,34.1154,22.8739,73.17296,49.5496,31.817249,26.8739,1.950,196,0.0000,-0.0263,32.0000
131,31.8186,89.27348,34.1154,22.8631,73.15364,49.5344,31.818592,26.8631,1.950,196,0.0000,-0.0265,32.0000
132,31.8293,89.29277,34.1230,22.8739,73.17296,49.5801,31.821273,26.8739,1.950,196,0.0000,-0.0356,32.0000
133,31.8400,89.31208,34.1154,22.8739,73.17296,49.5573,31.825294,26.8739,1.950,196,0.0000,-0.0505,32.0000
134,31.8508,89.33139,34.1077,22.8631,73.15364,49.5649,31.830657,26.8631,1.950,196,0.0000,-0.0694,32.0000
135,31.8400,89.31208,34.1077,22.8846,73.19226,49.5878,31.832000,26.8846,1.950,196,0.0000,-0.0552,32.0000
136,31.8508,89.33139,34.1077,22.8417,73.11505,49.5801,31.836023,26.8417,1.950,196,0.0000,-0.0636,32.0000
137,31.8400,89.31208,34.1154,22.8417,73.11505,49.5801,31.836021,26.8417,1.950,196,0.0000,-0.0424,32.0000
138,31.8508,89.33139,34.1154,22.8310,73.09574,49.6030,31.840042,26.8310,1.950,196,0.0000,-0.0551,32.0000
139,31.8615,89.35070,34.1154,22.8310,73.09574,49.5954,31.845405,26.8310,1.950,196,0.0000,-0.0725,32.0000
140,31.8615,89.35070,34.1230,22.8202,73.07643,49.5954,31.849428,26.8202,1.950,196,0.0000,-0.0751,32.0000
141,31.8722,89.36999,34.1077,22.8417,73.11505,49.6259,31.853448,26.8417,1.950,196,0.0000,-0.0769,32.0000
142,31.8722,89.36999,34.1154,22.8310,73.09574,49.6183,31.856130,26.8310,1.950,196,0.0000,-0.0691,32.0000
143,31.8722,89.36999,34.1077,22.8202,73.07643,49.6259,31.860151,26.8202,1.950,196,0.0000,-0.0729,32.0000
144,31.8615,89.35070,34.1077,22.8095,73.05712,49.6183,31.861492,26.8095,1.950,196,0.0000,-0.0575,32.0000
145,31.8829,89.38930,34.1077,22.8310,73.09574,49.6335,31.866855,26.8310,1.950,196,0.0000,-0.0741,32.0000
146,31.8722,89.36999,34.1077,22.7666,72.97990,49.6412,31.869537,26.7666,1.950,196,0.0000,-0.0673,32.0000
147,31.8722,89.36999,34.1077,22.7988,73.03783,49.6412,31.870878,26.7988,1.950,196,0.0000,-0.0538,32.0000
148,31.8829,89.38930,34.1077,22.7773,72.99921,49.6335,31.873558,26.7773,1.950,196,0.0000,-0.0537,32.0000
149,31.8937,89.40861,34.1001,22.7988,73.03783,49.6488,31.876239,26.7988,1.926,194,0.0000,-0.0537,32.0000
150,31.8937,89.40861,34.1001,22.7988,73.03783,49.6870,31.878917,26.7988,1.884,190,0.0000,-0.0537,32.0000
151,31.8829,89.38930,34.0925,22.7988,73.03783,49.6793,31.880262,26.7988,1.871,188,0.0000,-0.0447,32.0000
152,31.8829,89.38930,34.0848,22.7666,72.97990,49.6870,31.882942,26.7666,1.825,184,0.0000,-0.0477,32.0000
153,31.8937,89.40861,34.1001,22.7988,73.03783,49.7022,31.884284,26.7988,1.811,182,0.0000,-0.0407,32.0000
154,31.9151,89.44722,34.1077,22.7988,73.03783,49.7098,31.889648,26.7988,1.703,171,0.0000,-0.0629,32.0000
155,31.8829,89.38930,34.0848,22.7881,73.01851,49.7251,31.890987,26.7881,1.693,170,0.0000,-0.0509,32.0000
156,31.8937,89.40861,34.0848,22.8095,73.05712,49.7404,31.892330,26.8095,1.680,169,0.0000,-0.0429,32.0000
157,31.8937,89.40861,34.0925,22.7988,73.03783,49.7404,31.892326,26.7988,1.694,170,0.0000,-0.0286,32.0000
158,31.9044,89.42791,34.0925,22.7988,73.03783,49.7480,31.893669,26.7988,1.673,168,0.0000,-0.0280,32.0000
159,31.9044,89.42791,34.0925,22.7988,73.03783,49.7556,31.896350,26.7988,1.622,163,0.0000,-0.0365,32.0000
160,31.9151,89.44722,34.0925,22.8095,73.05712,49.7632,31.900375,26.8095,1.543,155,0.0000,-0.0512,32.0000
161,31.9258,89.46652,34.0848,22.8310,73.09574,49.8014,31.904396,26.8310,1.469,147,0.0000,-0.0609,32.0000
162,31.9366,89.48583,34.0772,22.8310,73.09574,49.8166,31.907077,26.8310,1.428,143,0.0000,-0.0585,32.0000
163,31.9473,89.50514,34.1001,22.8310,73.09574,49.8014,31.915122,26.8310,1.265,127,0.0000,-0.0926,32.0000
164,31.9258,89.46652,34.0696,22.8202,73.07643,49.7938,31.919139,26.8202,1.205,120,0.0000,-0.0885,32.0000
165,31.9473,89.50514,34.0696,22.8417,73.11505,49.8243,31.925842,26.8417,1.083,108,0.0000,-0.1037,32.0000
166,31.9258,89.46652,34.0772,22.8310,73.09574,49.8166,31.928524,26.8310,1.057,105,0.0000,-0.0870,32.0000
167,31.9366,89.48583,34.0772,22.8524,73.13434,49.8395,31.932548,26.8524,0.994,99,0.0000,-0.0848,32.0000
168,31.9687,89.54374,34.0543,22.8310,73.09574,49.8395,31.939249,26.8310,0.871,86,0.0000,-0.1012,32.0000
169,31.9580,89.52444,34.0696,22.8524,73.13434,49.8395,31.943273,26.8524,0.813,81,0.0000,-0.0943,32.0000
170,31.9580,89.52444,34.0772,22.8631,73.15364,49.8395,31.945953,26.8631,0.784,78,0.0000,-0.0807,32.0000
171,31.9687,89.54374,34.0620,22.8739,73.17296,49.8472,31.948635,26.8739,0.750,74,0.0000,-0.0717,32.0000
172,31.9687,89.54374,34.0543,22.8524,73.13434,49.8472,31.953996,26.8524,0.653,64,0.0000,-0.0835,32.0000
173,31.9580,89.52444,34.0543,22.8524,73.13434,49.8395,31.955339,26.8524,0.650,64,0.0000,-0.0647,32.0000
174,31.9580,89.52444,34.0467,22.8846,73.19226,49.8548,31.959360,26.8846,0.580,57,0.0000,-0.0699,32.0000
175,31.9580,89.52444,34.0543,22.8846,73.19226,49.8701,31.962043,26.8846,0.543,53,0.0000,-0.0645,32.0000
176,31.9795,89.56304,34.0696,22.8846,73.19226,49.8701,31.963382,26.8846,0.534,52,0.0000,-0.0519,32.0000
177,31.9795,89.56304,34.0696,22.8739,73.17296,49.8777,31.966066,26.8739,0.490,47,0.0000,-0.0525,32.0000
178,31.9687,89.54374,34.0467,22.8739,73.17296,49.8624,31.967403,26.8739,0.478,46,0.0000,-0.0439,32.0000
179,31.9795,89.56304,34.0467,22.8846,73.19226,49.8853,31.968746,26.8846,0.462,45,0.0000,-0.0382,32.0000
180,31.9795,89.56304,34.0391,22.8846,73.19226,49.8701,31.970087,26.8846,0.444,43,0.0000,-0.0344,32.0000
181,31.9687,89.54374,34.0467,22.9060,73.23087,49.8853,31.971424,26.9060,0.425,41,0.0000,-0.0319,32.0000
182,31.9580,89.52444,34.0162,22.8739,73.17296,49.8777,31.971426,26.8739,0.436,42,0.0000,-0.0213,32.0000
183,31.9795,89.56304,34.0314,22.8953,73.21156,49.8777,31.974105,26.8953,0.382,37,0.0000,-0.0320,32.0000
184,31.9902,89.58235,34.0391,22.8739,73.17296,49.9082,31.975448,26.8739,0.363,35,0.0000,-0.0303,32.0000
185,31.9902,89.58235,34.0314,22.8739,73.17296,49.8929,31.976787,26.8739,0.342,33,0.0000,-0.0291,32.0000
186,31.9687,89.54374,34.0162,22.8631,73.15364,49.8853,31.976787,26.8631,0.352,34,0.0000,-0.0194,32.0000
187,31.9580,89.52444,34.0085,22.8846,73.19226,49.9006,31.974105,26.8846,0.419,41,0.0000,0.0049,32.0000
188,31.9795,89.56304,34.0238,22.8631,73.15364,49.8853,31.974105,26.8631,0.418,40,0.0000,0.0033,32.0000
189,31.9580,89.52444,34.0238,22.8846,73.19226,49.9158,31.972768,26.8846,0.447,43,0.0000,0.0111,32.0000
190,31.9795,89.56304,34.0085,22.8953,73.21156,49.9006,31.975448,26.8953,0.382,37,0.0000,-0.0105,32.0000
191,31.9795,89.56304,34.0314,22.9060,73.23087,49.9082,31.975452,26.9060,0.386,37,0.0000,-0.0070,32.0000
192,31.9580,89.52444,34.0162,22.9060,73.23087,49.9235,31.971427,26.9060,0.479,46,0.0000,0.0222,32.0000
193,31.9795,89.56304,34.0085,22.9060,73.23087,49.9235,31.970085,26.9060,0.502,49,0.0000,0.0237,32.0000
194,31.9580,89.52444,34.0009,22.9060,73.23087,49.9235,31.968748,26.9060,0.525,52,0.0000,0.0247,32.0000
195,31.9473,89.50514,33.9780,22.9275,73.26949,49.9311,31.967407,26.9275,0.547,54,0.0000,0.0254,32.0000
196,31.9580,89.52444,33.9857,22.9382,73.28878,49.9387,31.964723,26.9382,0.599,59,0.0000,0.0348,32.0000
197,31.9473,89.50514,33.9857,22.9382,73.28878,49.9387,31.963382,26.9382,0.618,61,0.0000,0.0322,32.0000
198,31.9580,89.52444,33.9857,22.9489,73.30809,49.9387,31.960704,26.9489,0.668,66,0.0000,0.0393,32.0000
199,31.9366,89.48583,33.9857,22.9275,73.26949,49.9387,31.955339,26.9275,0.777,77,0.0000,0.0620,32.0000
200,31.9366,89.48583,33.9704,22.9597,73.32740,49.9540,31.952659,26.9597,0.817,81,0.0000,0.0592,32.0000
201,31.9366,89.48583,33.9551,22.9489,73.30809,49.9387,31.947296,26.9489,0.918,91,0.0000,0.0752,32.0000
202,31.9366,89.48583,33.9704,22.9597,73.32740,49.9387,31.944614,26.9597,0.954,95,0.0000,0.0680,32.0000
203,31.9151,89.44722,33.9628,22.9597,73.32740,49.9387,31.940593,26.9597,1.023,102,0.0000,0.0721,32.0000
204,31.8937,89.40861,33.9628,22.9597,73.32740,49.9387,31.932548,26.9597,1.181,118,0.0000,0.1017,32.0000
205,31.9366,89.48583,33.9551,22.9597,73.32740,49.9311,31.931207,26.9597,1.177,118,0.0000,0.0768,32.0000
206,31.9151,89.44722,33.9399,22.9597,73.32740,49.9463,31.925844,26.9597,1.273,128,0.0000,0.0869,32.0000
207,31.9258,89.46652,33.9628,22.9704,73.34671,49.9235,31.924505,26.9704,1.275,128,0.0000,0.0669,32.0000
208,31.9473,89.50514,33.9475,22.9597,73.32740,49.9387,31.925846,26.9597,1.222,122,0.0000,0.0356,32.0000
209,31.9258,89.46652,33.9399,22.9489,73.30809,49.9235,31.924505,26.9489,1.241,124,0.0000,0.0327,32.0000
210,31.9258,89.46652,33.9475,22.9597,73.32740,49.9082,31.923164,26.9597,1.260,126,0.0000,0.0307,32.0000
211,31.9151,89.44722,33.9323,22.9489,73.30809,49.9235,31.923164,26.9489,1.250,125,0.0000,0.0205,32.0000
212,31.9258,89.46652,33.9323,22.9275,73.26949,49.9082,31.927186,26.9275,1.152,115,0.0000,-0.0132,32.0000
213,31.8937,89.40861,33.9399,22.9489,73.30809,49.9082,31.921821,26.9489,1.278,128,0.0000,0.0270,32.0000
214,31.9044,89.42791,33.9170,22.9382,73.28878,49.9006,31.920482,26.9382,1.299,130,0.0000,0.0269,32.0000
215,31.8937,89.40861,33.9017,22.9275,73.26949,49.9082,31.916460,26.9275,1.381,139,0.0000,0.0448,32.0000
216,31.8722,89.36999,33.9017,22.9382,73.28878,49.9082,31.907073,26.9382,1.579,159,0.0000,0.0924,32.0000
217,31.8829,89.38930,33.8865,22.9275,73.26949,49.9235,31.901714,26.9275,1.670,168,0.0000,0.0973,32.0000
