time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid,amps,pid_i
1,26.06,78.91,49.15,23.17,73.71,57.57,2.00,0.00
2,26.06,78.91,49.15,23.18,73.73,57.55,2.00,0.00
3,26.07,78.93,49.17,23.18,73.73,57.55,2.00,0.00
4,26.06,78.91,49.18,23.18,73.73,57.52,2.00,0.00
5,26.08,78.95,49.17,23.18,73.73,57.55,2.00,0.00
6,26.05,78.89,49.16,23.18,73.73,57.56,2.00,0.00
7,26.05,78.89,49.15,23.18,73.73,57.55,2.00,0.00
8,26.05,78.89,49.14,23.22,73.79,57.54,2.00,0.00
9,26.06,78.91,49.14,23.18,73.73,57.54,2.00,0.00
10,26.06,78.91,49.13,23.22,73.79,57.54,2.00,0.00
11,26.07,78.93,49.11,23.23,73.81,57.53,2.00,0.00
12,26.06,78.91,49.09,23.23,73.81,57.53,2.00,0.00
13,26.07,78.93,49.08,23.23,73.81,57.52,2.00,0.00
14,26.09,78.96,49.06,23.26,73.87,57.51,2.00,0.00
15,26.08,78.95,49.06,23.26,73.87,57.51,2.00,0.00
16,26.10,78.98,49.02,23.24,73.83,57.51,2.00,0.00
17,26.09,78.96,49.00,23.26,73.87,57.48,2.00,0.00
18,26.12,79.02,48.99,23.28,73.91,57.50,2.00,0.00
19,26.12,79.02,48.98,23.28,73.91,57.47,2.00,0.00
20,26.15,79.06,48.98,23.28,73.91,57.45,2.00,0.00
21,26.13,79.04,48.94,23.29,73.93,57.45,2.00,0.00
22,26.13,79.04,48.92,23.31,73.96,57.42,2.00,0.00
23,26.18,79.12,48.90,23.31,73.96,57.42,2.00,0.00
24,26.20,79.16,48.88,23.30,73.95,57.41,2.00,0.00
25,26.19,79.14,48.86,23.32,73.98,57.39,2.00,0.00
26,26.20,79.16,48.85,23.32,73.98,57.39,2.00,0.00
27,26.20,79.16,48.83,23.31,73.96,57.38,2.00,0.00
28,26.24,79.23,48.82,23.32,73.98,57.35,2.00,0.00
29,26.24,79.23,48.77,23.35,74.02,57.36,2.00,0.00
30,26.24,79.23,48.79,23.34,74.00,57.35,2.00,0.00
31,26.23,79.22,48.76,23.36,74.04,57.33,2.00,0.00
32,26.26,79.27,48.73,23.37,74.06,57.31,2.00,0.00
33,26.28,79.31,48.72,23.36,74.04,57.32,2.00,0.00
34,26.30,79.33,48.70,23.37,74.06,57.30,2.00,0.00
35,26.31,79.35,48.70,23.37,74.06,57.29,2.00,0.00
36,26.30,79.33,48.66,23.39,74.10,57.29,2.00,0.00
37,26.33,79.39,48.67,23.37,74.06,57.26,2.00,0.00
38,26.34,79.41,48.63,23.38,74.08,57.27,2.00,0.00
39,26.36,79.45,48.61,23.39,74.10,57.26,2.00,0.00
40,26.37,79.47,48.60,23.40,74.12,57.24,2.00,0.00
41,26.38,79.49,48.60,23.40,74.12,57.22,2.00,0.00
42,26.40,79.52,48.58,23.41,74.14,57.21,2.00,0.00
43,26.42,79.56,48.57,23.40,74.12,57.22,2.00,0.00
44,26.42,79.56,48.53,23.41,74.14,57.20,2.00,0.00
45,26.45,79.60,48.53,23.42,74.16,57.20,2.00,0.00
46,26.46,79.62,48.50,23.41,74.14,57.17,2.00,0.00
47,26.46,79.62,48.49,23.42,74.16,57.18,2.00,0.00
48,26.47,79.64,48.48,23.44,74.20,57.18,2.00,0.00
49,26.50,79.70,48.47,23.44,74.20,57.16,2.00,0.00
50,26.51,79.72,48.44,23.45,74.22,57.15,2.00,0.00
51,26.51,79.72,48.44,23.44,74.20,57.14,2.00,0.00
52,26.56,79.81,48.44,23.43,74.18,57.13,2.00,0.00
53,26.55,79.79,48.42,23.45,74.22,57.13,2.00,0.00
54,26.54,79.78,48.39,23.43,74.18,57.11,2.00,0.00
55,26.58,79.85,48.38,23.43,74.18,57.10,2.00,0.00
56,26.60,79.87,48.35,23.44,74.20,57.10,2.00,0.00
57,26.62,79.91,48.34,23.44,74.20,57.08,2.00,0.00
58,26.62,79.91,48.33,23.42,74.16,57.08,2.00,0.00
59,26.65,79.97,48.31,23.43,74.18,57.06,2.00,0.00
60,26.65,79.97,48.29,23.41,74.14,57.05,2.00,0.00
61,26.67,80.01,48.26,23.44,74.20,57.05,2.00,0.00
62,26.69,80.05,48.26,23.42,74.16,57.03,2.00,0.00
63,26.71,80.08,48.22,23.43,74.18,57.01,2.00,0.00
64,26.73,80.12,48.23,23.43,74.18,57.02,2.00,0.00
65,26.73,80.12,48.21,23.42,74.16,57.01,2.00,0.00
66,26.76,80.16,48.22,23.43,74.18,57.00,2.00,0.00
67,26.79,80.22,48.16,23.42,74.16,56.97,2.00,0.00
68,26.81,80.26,48.15,23.44,74.20,57.00,2.00,0.00
69,26.81,80.26,48.15,23.42,74.16,56.98,2.00,0.00
70,26.81,80.26,48.12,23.42,74.16,56.97,2.00,0.00
71,26.84,80.32,48.11,23.41,74.14,56.97,2.00,0.00
72,26.85,80.34,48.08,23.43,74.18,56.95,2.00,0.00
73,26.87,80.37,48.08,23.43,74.18,56.93,2.00,0.00
74,26.90,80.41,48.07,23.43,74.18,56.95,2.00,0.00
75,26.92,80.45,48.07,23.42,74.16,56.94,2.00,0.00
76,26.93,80.47,48.02,23.42,74.16,56.93,2.00,0.00
77,26.95,80.51,48.02,23.43,74.18,56.92,2.00,0.00
78,26.95,80.51,48.01,23.45,74.22,56.95,2.00,0.00
79,26.96,80.53,47.98,23.42,74.16,56.93,2.00,0.00
80,26.99,80.59,47.99,23.43,74.18,56.92,2.00,0.00
81,27.00,80.61,47.96,23.45,74.22,56.92,2.00,0.00
82,26.99,80.59,47.92,23.46,74.23,56.90,2.00,0.00
83,27.04,80.66,47.92,23.44,74.20,56.90,2.00,0.00
84,27.06,80.70,47.89,23.45,74.22,56.92,2.00,0.00
85,27.07,80.72,47.89,23.49,74.27,56.90,2.00,0.00
86,27.09,80.76,47.87,23.47,74.25,56.90,2.00,0.00
87,27.09,80.76,47.87,23.49,74.27,56.89,2.00,0.00
88,27.11,80.80,47.85,23.45,74.22,56.89,2.00,0.00
89,27.14,80.86,47.83,23.47,74.25,56.87,2.00,0.00
90,27.13,80.84,47.80,23.49,74.27,56.88,2.00,0.00
91,27.17,80.91,47.80,23.47,74.25,56.85,2.00,0.00
92,27.19,80.93,47.77,23.46,74.23,56.87,2.00,0.00
93,27.22,80.99,47.75,23.45,74.22,56.85,2.00,0.00
94,27.24,81.03,47.75,23.46,74.23,56.85,2.00,0.00
95,27.24,81.03,47.74,23.45,74.22,56.84,2.00,0.00
96,27.24,81.03,47.72,23.47,74.25,56.85,2.00,0.00
97,27.25,81.05,47.70,23.46,74.23,56.84,2.00,0.00
98,27.26,81.07,47.68,23.47,74.25,56.84,2.00,0.00
99,27.30,81.15,47.66,23.47,74.25,56.84,2.00,0.00
100,27.31,81.17,47.65,23.47,74.25,56.84,2.00,0.00
101,27.32,81.18,47.64,23.49,74.27,56.84,2.00,0.00
