time_s,int_temp_c,int_temp_f,int_humid,ext_temp_c,ext_temp_f,ext_humid,ravg_int_temp_c,ext_temp_c+4,amps,pwm,pid_i,pid_d,target_c
54,31.7650,89.17694,36.6025,23.6890,74.64015,52.1741,31.775691,27.6890,1.950,196,0.0000,0.0001,32.0000
55,31.7757,89.19625,36.5949,23.6997,74.65945,52.1741,31.774353,27.6997,1.950,196,0.0000,0.0045,32.0000
56,31.7757,89.19625,36.6178,23.6997,74.65945,52.1436,31.774353,27.6997,1.950,196,0.0000,0.0030,32.0000
57,31.7757,89.19625,36.6025,23.6997,74.65945,52.1512,31.771673,27.6997,1.950,196,0.0000,0.0110,32.0000
58,31.7650,89.17694,36.6178,23.6890,74.64015,52.1665,31.773014,27.6890,1.950,196,0.0000,0.0028,32.0000
59,31.7757,89.19625,36.6025,23.7104,74.67876,52.1589,31.773014,27.7104,1.950,196,0.0000,0.0019,32.0000
60,31.7757,89.19625,36.6178,23.6997,74.65945,52.1665,31.773014,27.6997,1.950,196,0.0000,0.0013,32.0000
61,31.7650,89.17694,36.6178,23.6997,74.65945,52.1589,31.771673,27.6997,1.950,196,0.0000,0.0053,32.0000
62,31.7971,89.23486,36.6254,23.6997,74.65945,52.1665,31.775695,27.6997,1.950,196,0.0000,-0.0099,32.0000
63,31.7757,89.19625,36.6254,23.6997,74.65945,52.1512,31.775693,27.6997,1.950,196,0.0000,-0.0066,32.0000
64,31.7757,89.19625,36.6025,23.6890,74.64015,52.1589,31.775693,27.6890,1.950,196,0.0000,-0.0044,32.0000
65,31.7864,89.21555,36.6331,23.7104,74.67876,52.1665,31.777034,27.7104,1.950,196,0.0000,-0.0074,32.0000
66,31.8079,89.25417,36.6254,23.7104,74.67876,52.1589,31.782396,27.7104,1.950,196,0.0000,-0.0228,32.0000
67,31.8186,89.27348,36.6331,23.7104,74.67876,52.1512,31.787759,27.7104,1.950,196,0.0000,-0.0331,32.0000
68,31.8186,89.27348,36.6407,23.7104,74.67876,52.1665,31.793123,27.7104,1.950,196,0.0000,-0.0399,32.0000
69,31.8400,89.31208,36.6483,23.7211,74.69806,52.1436,31.802505,27.7211,1.950,196,0.0000,-0.0579,32.0000
70,31.8186,89.27348,36.6559,23.6997,74.65945,52.1512,31.805187,27.6997,1.950,196,0.0000,-0.0475,32.0000
71,31.8400,89.31208,36.6483,23.7211,74.69806,52.1665,31.813228,27.7211,1.950,196,0.0000,-0.0585,32.0000
72,31.8293,89.29277,36.6712,23.6997,74.65945,52.1512,31.819931,27.6997,1.950,196,0.0000,-0.0613,32.0000
73,31.8293,89.29277,36.6559,23.6997,74.65945,52.1512,31.825298,27.6997,1.950,196,0.0000,-0.0588,32.0000
74,31.8615,89.35070,36.6483,23.6997,74.65945,52.1665,31.832000,27.6997,1.950,196,0.0000,-0.0615,32.0000
75,31.8293,89.29277,36.6559,23.6997,74.65945,52.1665,31.833339,27.6997,1.950,196,0.0000,-0.0455,32.0000
76,31.8508,89.33139,36.6483,23.6997,74.65945,52.1512,31.837362,27.6997,1.950,196,0.0000,-0.0437,32.0000
77,31.8293,89.29277,36.6712,23.7104,74.67876,52.1589,31.836021,27.7104,1.950,196,0.0000,-0.0247,32.0000
78,31.8508,89.33139,36.6407,23.7104,74.67876,52.1665,31.840042,27.7104,1.950,196,0.0000,-0.0299,32.0000
79,31.8400,89.31208,36.6559,23.7211,74.69806,52.1512,31.840042,27.7211,1.950,196,0.0000,-0.0199,32.0000
80,31.8400,89.31208,36.6559,23.7104,74.67876,52.1589,31.841382,27.7104,1.950,196,0.0000,-0.0177,32.0000
81,31.8400,89.31208,36.6559,23.7319,74.71737,52.1589,31.842723,27.7319,1.950,196,0.0000,-0.0163,32.0000
82,31.8400,89.31208,36.6483,23.7104,74.67876,52.1665,31.840042,27.7104,1.950,196,0.0000,-0.0019,32.0000
83,31.8293,89.29277,36.6483,23.7104,74.67876,52.1665,31.840042,27.7104,1.950,196,0.0000,-0.0013,32.0000
84,31.8400,89.31208,36.6559,23.7319,74.71737,52.1512,31.838701,27.7319,1.950,196,0.0000,0.0036,32.0000
85,31.8615,89.35070,36.6559,23.7319,74.71737,52.1589,31.842723,27.7319,1.950,196,0.0000,-0.0110,32.0000
86,31.8400,89.31208,36.6559,23.7319,74.71737,52.1589,31.841382,27.7319,1.950,196,0.0000,-0.0029,32.0000
87,31.8508,89.33139,36.6636,23.7319,74.71737,52.1589,31.842723,27.7319,1.950,196,0.0000,-0.0064,32.0000
88,31.8508,89.33139,36.6559,23.7211,74.69806,52.1589,31.844064,27.7211,1.950,196,0.0000,-0.0087,32.0000
89,31.8400,89.31208,36.6559,23.7319,74.71737,52.1360,31.844064,27.7319,1.950,196,0.0000,-0.0058,32.0000
90,31.8722,89.36999,36.6712,23.7104,74.67876,52.1512,31.848087,27.7104,1.950,196,0.0000,-0.0173,32.0000
91,31.8615,89.35070,36.6483,23.7319,74.71737,52.1512,31.852109,27.7319,1.950,196,0.0000,-0.0249,32.0000
92,31.8615,89.35070,36.6559,23.7426,74.73667,52.1512,31.854789,27.7426,1.950,196,0.0000,-0.0256,32.0000
93,31.8615,89.35070,36.6559,23.7104,74.67876,52.1360,31.854791,27.7104,1.950,196,0.0000,-0.0170,32.0000
94,31.8508,89.33139,36.6559,23.7533,74.75598,52.1512,31.856130,27.7533,1.950,196,0.0000,-0.0158,32.0000
95,31.8615,89.35070,36.6559,23.6997,74.65945,52.1512,31.857473,27.6997,1.950,196,0.0000,-0.0150,32.0000
96,31.8722,89.36999,36.6559,23.7211,74.69806,52.1512,31.860151,27.7211,1.950,196,0.0000,-0.0189,32.0000
97,31.8937,89.40861,36.6712,23.7104,74.67876,52.1512,31.866855,27.7104,1.950,196,0.0000,-0.0350,32.0000
98,31.8937,89.40861,36.6788,23.7104,74.67876,52.1436,31.869539,27.7104,1.950,196,0.0000,-0.0323,32.0000
99,31.8937,89.40861,36.6712,23.7211,74.69806,52.1589,31.873559,27.7211,1.950,196,0.0000,-0.0349,32.0000
100,31.8829,89.38930,36.6788,23.7319,74.71737,52.1512,31.876239,27.7319,1.948,196,0.0000,-0.0322,32.0000
101,31.8829,89.38930,36.6865,23.6997,74.65945,52.1512,31.878923,27.6997,1.907,192,0.0000,-0.0304,32.0000
102,31.9151,89.44722,36.6941,23.6997,74.65945,52.1436,31.886968,27.6997,1.761,177,0.0000,-0.0471,32.0000
103,31.9151,89.44722,36.6788,23.6997,74.65945,52.1436,31.893672,27.6997,1.647,166,0.0000,-0.0537,32.0000
104,31.9258,89.46652,36.6788,23.7104,74.67876,52.1665,31.900375,27.7104,1.536,154,0.0000,-0.0582,32.0000
105,31.9366,89.48583,36.6788,23.6782,74.62084,52.1512,31.905735,27.6782,1.452,146,0.0000,-0.0566,32.0000
106,31.9580,89.52444,36.7017,23.6782,74.62084,52.1665,31.913780,27.6782,1.315,132,0.0000,-0.0646,32.0000
107,31.9580,89.52444,36.6788,23.6890,74.64015,52.1589,31.921821,27.6890,1.181,118,0.0000,-0.0699,32.0000
108,31.9580,89.52444,36.6636,23.6782,74.62084,52.1665,31.931209,27.6782,1.023,102,0.0000,-0.0779,32.0000
109,31.9473,89.50514,36.6712,23.6890,74.64015,52.1512,31.939254,27.6890,0.893,89,0.0000,-0.0787,32.0000
110,31.9795,89.56304,36.6865,23.6890,74.64015,52.1665,31.947296,27.6890,0.764,76,0.0000,-0.0793,32.0000
111,31.9902,89.58235,36.6941,23.6890,74.64015,52.1665,31.956680,27.6890,0.609,60,0.0000,-0.0841,32.0000
112,31.9687,89.54374,36.6865,23.6782,74.62084,52.1665,31.962041,27.6782,0.533,52,0.0000,-0.0740,32.0000
113,32.0009,89.60166,36.6941,23.6675,74.60153,52.1665,31.970087,27.6675,0.402,39,0.0000,-0.0761,32.0000
114,31.9902,89.58235,36.6865,23.6675,74.60153,52.1741,31.974109,27.6675,0.350,34,0.0000,-0.0642,32.0000
115,31.9795,89.56304,36.6865,23.6782,74.62084,52.1741,31.976789,27.6782,0.320,31,0.0000,-0.0517,32.0000
116,32.0009,89.60166,36.6636,23.6782,74.62084,52.1818,31.982151,27.6782,0.233,21,0.0000,-0.0523,32.0000
117,32.0224,89.64027,36.6483,23.6675,74.60153,52.1741,31.991535,27.6675,0.069,6,0.0000,-0.0662,32.0000
118,32.0116,89.62096,36.6712,23.6782,74.62084,52.1818,31.995559,27.6782,0.014,1,0.0000,-0.0575,32.0000
119,32.0009,89.60166,36.6636,23.6997,74.65945,52.2047,31.996898,27.6997,0.010,0,0.0000,-0.0428,32.0000
120,32.0116,89.62096,36.6636,23.6890,74.64015,52.1970,32.002258,27.6890,0.010,0,0.0000,-0.0464,32.0000
121,32.0331,89.65957,36.6483,23.6890,74.64015,52.1970,32.006282,27.6890,0.010,0,0.0000,-0.0444,32.0000
122,32.0224,89.64027,36.6636,23.6997,74.65945,52.2199,32.010303,27.6997,0.010,0,0.0000,-0.0430,32.0000
123,32.0224,89.64027,36.6636,23.6997,74.65945,52.2047,32.015666,27.6997,0.010,0,0.0000,-0.0465,32.0000
124,32.0224,89.64027,36.6483,23.6997,74.65945,52.2123,32.018348,27.6997,0.010,0,0.0000,-0.0400,32.0000
125,32.0009,89.60166,36.6254,23.6997,74.65945,52.2123,32.015663,27.6997,0.010,0,0.0000,-0.0177,32.0000
126,32.0116,89.62096,36.6483,23.7211,74.69806,52.2199,32.015666,27.7211,0.010,0,0.0000,-0.0118,32.0000
127,32.0009,89.60166,36.6407,23.7211,74.69806,52.1970,32.015666,27.7211,0.010,0,0.0000,-0.0079,32.0000
128,31.9902,89.58235,36.6254,23.7319,74.71737,52.2047,32.012985,27.7319,0.010,0,0.0000,0.0037,32.0000
129,32.0116,89.62096,36.6178,23.7319,74.71737,52.2199,32.010303,27.7319,0.010,0,0.0000,0.0114,32.0000
130,32.0224,89.64027,36.6254,23.7319,74.71737,52.2199,32.010303,27.7319,0.010,0,0.0000,0.0076,32.0000
131,31.9902,89.58235,36.6178,23.7426,74.73667,52.2047,32.006282,27.7426,0.010,0,0.0000,0.0185,32.0000
132,32.0009,89.60166,36.6178,23.7319,74.71737,52.2199,32.003601,27.7319,0.010,0,0.0000,0.0213,32.0000
133,32.0116,89.62096,36.6254,23.7319,74.71737,52.2199,32.004943,27.7319,0.010,0,0.0000,0.0097,32.0000
134,32.0224,89.64027,36.6102,23.7211,74.69806,52.1970,32.006282,27.7211,0.010,0,0.0000,0.0020,32.0000
135,32.0224,89.64027,36.5949,23.7211,74.69806,52.2199,32.008964,27.7211,0.010,0,0.0000,-0.0076,32.0000
136,32.0009,89.60166,36.5873,23.6997,74.65945,52.2047,32.010307,27.6997,0.010,0,0.0000,-0.0095,32.0000
137,32.0009,89.60166,36.5949,23.6997,74.65945,52.1970,32.008964,27.6997,0.010,0,0.0000,-0.0019,32.0000
138,32.0009,89.60166,36.6102,23.6997,74.65945,52.2123,32.006286,27.6997,0.010,0,0.0000,0.0077,32.0000
139,31.9902,89.58235,36.5949,23.7211,74.69806,52.2047,32.006282,27.7211,0.010,0,0.0000,0.0051,32.0000
140,31.9902,89.58235,36.5720,23.6997,74.65945,52.2123,32.004943,27.6997,0.010,0,0.0000,0.0079,32.0000
141,32.0009,89.60166,36.5873,23.6997,74.65945,52.2047,32.003601,27.6997,0.010,0,0.0000,0.0097,32.0000
142,32.0116,89.62096,36.5797,23.7211,74.69806,52.2047,32.002262,27.7211,0.010,0,0.0000,0.0109,32.0000
143,31.9795,89.56304,36.5797,23.6997,74.65945,52.2123,31.996898,27.6997,0.075,7,0.0000,0.0252,32.0000
144,31.9795,89.56304,36.5873,23.7104,74.67876,52.2047,31.994216,27.7104,0.118,11,0.0000,0.0257,32.0000
145,31.9687,89.54374,36.5720,23.7104,74.67876,52.2047,31.990196,27.7104,0.187,17,0.0000,0.0306,32.0000
146,31.9902,89.58235,36.5491,23.7319,74.71737,52.2047,31.988857,27.7319,0.203,19,0.0000,0.0248,32.0000
147,31.9795,89.56304,36.5644,23.7319,74.71737,52.2047,31.987514,27.7319,0.221,20,0.0000,0.0210,32.0000
148,31.9687,89.54374,36.5415,23.7104,74.67876,52.2047,31.984832,27.7104,0.266,24,0.0000,0.0230,32.0000
149,31.9687,89.54374,36.5491,23.7426,74.73667,52.2047,31.980806,27.7426,0.336,32,0.0000,0.0287,32.0000
150,31.9902,89.58235,36.5415,23.7211,74.69806,52.2199,31.978126,27.7211,0.378,36,0.0000,0.0281,32.0000
151,31.9687,89.54374,36.5339,23.7426,74.73667,52.1970,31.976787,27.7426,0.395,38,0.0000,0.0232,32.0000
152,31.9580,89.52444,36.5415,23.7640,74.77529,52.2275,31.974109,27.7640,0.439,42,0.0000,0.0244,32.0000
153,31.9473,89.50514,36.5339,23.7533,74.75598,52.2275,31.971427,27.7533,0.482,47,0.0000,0.0252,32.0000
154,31.9258,89.46652,36.5186,23.7426,74.73667,52.2199,31.963382,27.7426,0.629,62,0.0000,0.0436,32.0000
155,31.9366,89.48583,36.5110,23.7426,74.73667,52.2047,31.958023,27.7426,0.719,71,0.0000,0.0469,32.0000
156,31.9366,89.48583,36.5110,23.7426,74.73667,52.2047,31.953998,27.7426,0.781,77,0.0000,0.0447,32.0000
157,31.9473,89.50514,36.5110,23.7319,74.71737,52.2123,31.951316,27.7319,0.818,81,0.0000,0.0387,32.0000
158,31.9258,89.46652,36.4957,23.7426,74.73667,52.2199,31.943271,27.7426,0.960,95,0.0000,0.0526,32.0000
159,31.9258,89.46652,36.5110,23.7319,74.71737,52.1970,31.937910,27.7319,1.046,104,0.0000,0.0530,32.0000
160,31.9151,89.44722,36.5034,23.7426,74.73667,52.2123,31.932546,27.7426,1.132,113,0.0000,0.0532,32.0000
161,31.9258,89.46652,36.4881,23.7319,74.71737,52.1970,31.929866,27.7319,1.167,117,0.0000,0.0444,32.0000
162,31.9258,89.46652,36.4957,23.7319,74.71737,52.2352,31.929866,27.7319,1.152,115,0.0000,0.0296,32.0000
163,31.8829,89.38930,36.4805,23.7426,74.73667,52.1970,31.923162,27.7426,1.271,128,0.0000,0.0421,32.0000
164,31.8829,89.38930,36.4805,23.7533,74.75598,52.2199,31.916458,27.7533,1.387,139,0.0000,0.0504,32.0000
165,31.9151,89.44722,36.4728,23.7319,74.71737,52.2123,31.912437,27.7319,1.448,145,0.0000,0.0470,32.0000
166,31.8937,89.40861,36.4652,23.7319,74.71737,52.2047,31.908416,27.7319,1.510,152,0.0000,0.0447,32.0000
167,31.8937,89.40861,36.4805,23.7319,74.71737,52.2047,31.904396,27.7319,1.573,158,0.0000,0.0432,32.0000
168,31.8829,89.38930,36.4728,23.7426,74.73667,52.2199,31.900371,27.7426,1.636,164,0.0000,0.0422,32.0000
169,31.8722,89.36999,36.4652,23.7426,74.73667,52.1970,31.893665,27.7426,1.752,176,0.0000,0.0505,32.0000
170,31.8722,89.36999,36.4576,23.7211,74.69806,52.1894,31.886962,27.7211,1.865,188,0.0000,0.0560,32.0000
171,31.8615,89.35070,36.4576,23.7426,74.73667,52.2047,31.884284,27.7426,1.898,191,0.0000,0.0463,32.0000
172,31.8615,89.35070,36.4652,23.7211,74.69806,52.1970,31.881607,27.7211,1.934,195,0.0000,0.0398,32.0000
173,31.8615,89.35070,36.4652,23.7211,74.69806,52.2047,31.874900,27.7211,1.950,196,0.0000,0.0489,32.0000
174,31.8615,89.35070,36.4423,23.7319,74.71737,52.1970,31.870880,27.7319,1.950,196,0.0000,0.0460,32.0000
175,31.8508,89.33139,36.4576,23.7319,74.71737,52.1970,31.865516,27.7319,1.950,196,0.0000,0.0485,32.0000
176,31.8400,89.31208,36.4423,23.7426,74.73667,52.1970,31.860153,27.7426,1.950,196,0.0000,0.0502,32.0000
177,31.8293,89.29277,36.4347,23.7319,74.71737,52.2123,31.854789,27.7319,1.950,196,0.0000,0.0514,32.0000
178,31.8400,89.31208,36.4423,23.7211,74.69806,52.1894,31.850769,27.7211,1.950,196,0.0000,0.0476,32.0000
179,31.8293,89.29277,36.4423,23.6997,74.65945,52.1818,31.846746,27.6997,1.950,196,0.0000,0.0452,32.0000
180,31.8293,89.29277,36.4347,23.6997,74.65945,52.1818,31.842723,27.6997,1.950,196,0.0000,0.0435,32.0000
181,31.8186,89.27348,36.4347,23.6997,74.65945,52.1970,31.837360,27.6997,1.950,196,0.0000,0.0469,32.0000
182,31.8186,89.27348,36.4118,23.6997,74.65945,52.1894,31.831998,27.6997,1.950,196,0.0000,0.0491,32.0000
183,31.7971,89.23486,36.4118,23.6890,74.64015,52.1970,31.825294,27.6890,1.950,196,0.0000,0.0551,32.0000
184,31.8079,89.25417,36.4118,23.6997,74.65945,52.1970,31.821273,27.6997,1.950,196,0.0000,0.0501,32.0000
185,31.8079,89.25417,36.4423,23.6782,74.62084,52.1818,31.818593,27.6782,1.950,196,0.0000,0.0424,32.0000
186,31.7971,89.23486,36.4271,23.6890,74.64015,52.1741,31.813232,27.6890,1.950,196,0.0000,0.0461,32.0000
187,31.7864,89.21555,36.4194,23.6890,74.64015,52.1894,31.807868,27.6890,1.950,196,0.0000,0.0486,32.0000
188,31.7864,89.21555,36.4271,23.7104,74.67876,52.1818,31.802509,27.7104,1.950,196,0.0000,0.0503,32.0000
189,31.7864,89.21555,36.4271,23.6997,74.65945,52.1894,31.798484,27.6997,1.950,196,0.0000,0.0469,32.0000
190,31.7864,89.21555,36.4271,23.7104,74.67876,52.1818,31.794460,27.7104,1.950,196,0.0000,0.0447,32.0000
191,31.7757,89.19625,36.4271,23.6997,74.65945,52.2047,31.791778,27.6997,1.950,196,0.0000,0.0387,32.0000
192,31.7864,89.21555,36.4194,23.6997,74.65945,52.2047,31.789096,27.6997,1.950,196,0.0000,0.0348,32.0000
193,31.7757,89.19625,36.4347,23.7104,74.67876,52.2047,31.785076,27.7104,1.950,196,0.0000,0.0366,32.0000
194,31.7757,89.19625,36.4423,23.7104,74.67876,52.1894,31.782394,27.7104,1.950,196,0.0000,0.0333,32.0000
195,31.7650,89.17694,36.4500,23.7104,74.67876,52.2047,31.779712,27.7104,1.950,196,0.0000,0.0312,32.0000
196,31.7757,89.19625,36.4347,23.7104,74.67876,52.1894,31.778373,27.7104,1.950,196,0.0000,0.0252,32.0000
197,31.7971,89.23486,36.4500,23.7319,74.71737,52.1970,31.779712,27.7319,1.950,196,0.0000,0.0124,32.0000
198,31.7650,89.17694,36.4347,23.7211,74.69806,52.1894,31.777034,27.7211,1.950,196,0.0000,0.0172,32.0000
199,31.7542,89.15764,36.4576,23.7211,74.69806,52.1970,31.774353,27.7211,1.950,196,0.0000,0.0204,32.0000
200,31.7650,89.17694,36.4423,23.7104,74.67876,52.1970,31.771673,27.7104,1.950,196,0.0000,0.0225,32.0000
201,31.7757,89.19625,36.4500,23.7104,74.67876,52.1970,31.771673,27.7104,1.950,196,0.0000,0.0150,32.0000
202,31.7435,89.13833,36.4500,23.7319,74.71737,52.1894,31.767648,27.7319,1.950,196,0.0000,0.0234,32.0000
203,31.7435,89.13833,36.4500,23.7319,74.71737,52.1970,31.764968,27.7319,1.950,196,0.0000,0.0245,32.0000
204,31.7542,89.15764,36.4576,23.7319,74.71737,52.1894,31.762287,27.7319,1.950,196,0.0000,0.0253,32.0000
205,31.7650,89.17694,36.4652,23.7319,74.71737,52.1970,31.758264,27.7319,1.950,196,0.0000,0.0303,32.0000
206,31.7435,89.13833,36.4652,23.7211,74.69806,52.1818,31.755582,27.7211,1.950,196,0.0000,0.0291,32.0000
207,31.7542,89.15764,36.4576,23.7319,74.71737,52.1818,31.755582,27.7319,1.950,196,0.0000,0.0194,32.0000
208,31.7435,89.13833,36.4652,23.7211,74.69806,52.1512,31.752901,27.7211,1.950,196,0.0000,0.0219,32.0000
209,31.7435,89.13833,36.4728,23.7426,74.73667,52.1665,31.748878,27.7426,1.950,196,0.0000,0.0280,32.0000
210,31.7435,89.13833,36.4881,23.7211,74.69806,52.1741,31.748878,27.7211,1.950,196,0.0000,0.0187,32.0000
211,31.7542,89.15764,36.4881,23.7319,74.71737,52.1589,31.750219,27.7319,1.950,196,0.0000,0.0080,32.0000
212,31.7435,89.13833,36.4881,23.7319,74.71737,52.1818,31.748878,27.7319,1.950,196,0.0000,0.0098,32.0000
213,31.7328,89.11904,36.4881,23.7319,74.71737,52.1665,31.744857,27.7319,1.950,196,0.0000,0.0199,32.0000
214,31.7435,89.13833,36.5034,23.7319,74.71737,52.1741,31.744857,27.7319,1.950,196,0.0000,0.0133,32.0000
215,31.7542,89.15764,36.4957,23.7211,74.69806,52.1512,31.744855,27.7211,1.950,196,0.0000,0.0089,32.0000
216,31.7328,89.11904,36.5110,23.7319,74.71737,52.1589,31.743516,27.7319,1.950,196,0.0000,0.0104,32.0000
217,31.7328,89.11904,36.5110,23.7319,74.71737,52.1512,31.742176,27.7319,1.950,196,0.0000,0.0114,32.0000
